businessid,target_schemes_count,milestones_achieved_count,total_jc_earned
BZID-1304475276,3,1,125.000000
BZID-1304471170,2,2,470.000000
BZID-1304466841,3,0,0.000000
BZID-1304449879,4,2,785.000000
BZID-1304479839,3,1,15.000000
BZID-1304434824,2,0,0.000000
BZID-1304445712,5,4,430.000000
BZID-1304426070,2,2,3060.000000
BZID-1304477883,7,2,400.000000
BZID-1304404939,2,0,0.000000
BZID-1304473527,2,0,0.000000
BZID-1304448584,3,1,45.000000
BZID-1304426747,3,1,40.000000
BZID-1304429782,2,0,0.000000
BZID-1304470021,4,4,100.000000
BZID-1304439634,2,0,0.000000
BZID-1304445014,3,1,45.000000
BZID-1304412045,2,1,85.000000
BZID-1304406907,2,2,80.000000
BZID-1304415706,1,0,0.000000
BZID-1304409792,3,3,170.000000
BZID-1304456149,2,2,80.000000
BZID-1304447190,1,1,40.000000
BZID-1304430913,2,1,270.000000
BZID-1304434040,4,3,175.000000
BZID-1304397771,2,2,125.000000
BZID-1304423912,3,1,40.000000
BZID-1304433277,2,0,0.000000
BZID-1304404935,2,2,2520.000000
BZID-1304477464,1,0,0.000000
BZID-1304424490,2,1,40.000000
BZID-1304433205,2,1,40.000000
BZID-1304465661,3,1,40.000000
BZID-1304407272,3,3,95.000000
BZID-1304472146,2,0,0.000000
BZID-1304471590,2,2,80.000000
BZID-1304369193,1,0,0.000000
BZID-1304411807,2,2,285.000000
BZID-1304372770,1,0,0.000000
BZID-1304435708,2,2,285.000000
BZID-1304380856,2,2,180.000000
BZID-1304430864,2,1,80.000000
BZID-1304405833,2,0,0.000000
BZID-1304420105,2,1,80.000000
BZID-1304393743,2,0,0.000000
BZID-1304404110,2,2,260.000000
BZID-1304385951,2,2,455.000000
BZID-1304429930,2,0,0.000000
BZID-1304443976,2,0,0.000000
BZID-1304430351,2,1,150.000000
BZID-1304438185,2,1,135.000000
BZID-1304405904,2,1,100.000000
BZID-1304414842,1,0,0.000000
BZID-1304404424,2,2,575.000000
BZID-1304400530,2,1,135.000000
BZID-1304465047,2,1,135.000000
BZID-1304475191,3,0,0.000000
BZID-1304430219,3,3,285.000000
BZID-1304429818,2,0,0.000000
BZID-1304430543,2,2,215.000000
BZID-1304403007,1,0,0.000000
BZID-1304403673,2,1,80.000000
BZID-1304398287,2,1,135.000000
BZID-1304456602,2,0,0.000000
BZID-1304430452,2,0,0.000000
BZID-1304386481,2,1,125.000000
BZID-1304466073,2,0,0.000000
BZID-1304380092,2,1,100.000000
BZID-1304399536,2,1,80.000000
BZID-1304430752,3,0,0.000000
BZID-1304385676,2,2,575.000000
BZID-1304396066,2,0,0.000000
BZID-1304432208,2,2,160.000000
BZID-1304475211,2,2,280.000000
BZID-1304415593,2,1,125.000000
BZID-1304402946,2,1,375.000000
BZID-1304395848,3,2,260.000000
BZID-1304428387,2,0,0.000000
BZID-1304367638,2,1,100.000000
BZID-1304433604,1,0,0.000000
BZID-1304430314,3,1,80.000000
BZID-1304472058,3,1,80.000000
BZID-1304407952,1,0,0.000000
BZID-1304393501,2,1,135.000000
BZID-1304473317,4,1,5.000000
BZID-1304448144,2,2,305.000000
BZID-1304432214,6,3,15.000000
BZID-1304462052,2,1,80.000000
BZID-1304423394,2,2,215.000000
BZID-1304401610,2,2,575.000000
BZID-1304471249,4,2,25.000000
BZID-1304426601,2,0,0.000000
BZID-1304414829,2,1,200.000000
BZID-1304426870,2,0,0.000000
BZID-1304456186,3,2,730.000000
BZID-1304425056,2,0,0.000000
BZID-1304474823,8,8,1705.000000
BZID-1304476336,5,3,3185.000000
BZID-1304427027,2,2,1960.000000
BZID-1304427344,2,1,270.000000
BZID-1304456619,5,3,30.000000
BZID-1304428232,2,1,350.000000
BZID-1304471943,1,0,0.000000
BZID-1304447553,6,4,285.000000
BZID-1304443296,3,2,165.000000
BZID-1304440129,2,0,0.000000
BZID-1304434946,5,0,0.000000
BZID-1304444729,5,1,20.000000
BZID-1304444138,2,1,40.000000
BZID-1304416436,1,0,0.000000
BZID-1304418944,2,2,885.000000
BZID-1304445974,2,2,125.000000
BZID-1304420510,1,0,0.000000
BZID-1304473112,2,2,80.000000
BZID-1304464984,4,2,175.000000
BZID-1304435303,3,1,20.000000
BZID-1304434768,2,0,0.000000
BZID-1304383963,3,2,160.000000
BZID-1304429769,5,2,45.000000
BZID-1304468714,2,0,0.000000
BZID-1304385355,4,1,15.000000
BZID-1304441586,4,2,80.000000
BZID-1304425855,3,1,40.000000
BZID-1304390428,1,0,0.000000
BZID-1304459453,1,1,40.000000
BZID-1304436955,2,0,0.000000
BZID-1304464602,5,3,80.000000
BZID-1304468650,8,3,30.000000
BZID-1304477534,4,4,1375.000000
BZID-1304404363,4,3,655.000000
BZID-1304449971,7,3,360.000000
BZID-1304422808,2,0,0.000000
BZID-1304417026,2,2,575.000000
BZID-1304406850,2,1,125.000000
BZID-1304388835,2,0,0.000000
BZID-1304450579,4,2,440.000000
BZID-1304420288,2,2,335.000000
BZID-1304429220,2,1,270.000000
BZID-1304433722,2,0,0.000000
BZID-1304429307,2,1,125.000000
BZID-1304400392,3,1,150.000000
BZID-1304466594,4,0,0.000000
BZID-1304425158,2,0,0.000000
BZID-1304467295,6,1,5.000000
BZID-1304426373,3,3,385.000000
BZID-1304478699,3,0,0.000000
BZID-1304477299,7,1,80.000000
BZID-1304467813,2,1,135.000000
BZID-1304384612,2,2,215.000000
BZID-1304472128,3,0,0.000000
BZID-1304465536,3,0,0.000000
BZID-1304475933,3,0,0.000000
BZID-1304475312,4,2,1135.000000
BZID-1304408590,2,2,1200.000000
BZID-1304470591,3,1,135.000000
BZID-1304449344,2,2,395.000000
BZID-1304423025,2,1,150.000000
BZID-1304478117,3,0,0.000000
BZID-1304461792,5,5,1820.000000
BZID-1304426420,2,1,135.000000
BZID-1304436648,2,1,135.000000
BZID-1304408069,4,1,200.000000
BZID-1304456891,2,0,0.000000
BZID-1304465684,3,3,275.000000
BZID-1304397928,2,1,125.000000
BZID-1304393185,2,1,125.000000
BZID-1304478434,3,2,740.000000
BZID-1304450066,2,1,520.000000
BZID-1304461399,3,3,910.000000
BZID-1304441352,3,2,835.000000
BZID-1304449460,7,4,165.000000
BZID-1304419670,3,2,325.000000
BZID-1304434628,6,3,275.000000
BZID-1304442715,6,1,20.000000
BZID-1304475924,4,0,0.000000
BZID-1304470620,5,4,635.000000
BZID-1304456318,3,2,835.000000
BZID-1304431392,2,0,0.000000
BZID-1304448175,3,2,785.000000
BZID-1304431802,10,7,530.000000
BZID-1304431402,7,3,345.000000
BZID-1304475180,6,2,25.000000
BZID-1304432160,2,0,0.000000
BZID-1304461068,2,1,200.000000
BZID-1304442865,3,0,0.000000
BZID-1304469479,2,0,0.000000
BZID-1304478203,2,0,0.000000
BZID-1304472911,4,2,335.000000
BZID-1304477781,3,1,200.000000
BZID-1304435666,3,0,0.000000
BZID-1304460639,2,2,620.000000
BZID-1304464512,5,3,145.000000
BZID-1304378990,2,2,420.000000
BZID-1304455882,2,0,0.000000
BZID-1304449593,4,2,835.000000
BZID-1304470348,6,4,1700.000000
BZID-1304398020,2,1,125.000000
BZID-1304417175,2,1,125.000000
BZID-1304439484,6,4,735.000000
BZID-1304436420,2,0,0.000000
BZID-1304420657,2,1,135.000000
BZID-1304471317,2,0,0.000000
BZID-1304478302,3,2,475.000000
BZID-1304479843,5,1,710.000000
BZID-1304465302,7,0,0.000000
BZID-1304447195,6,4,175.000000
BZID-1304431760,3,1,15.000000
BZID-1304462017,3,2,270.000000
BZID-1304459325,3,2,395.000000
BZID-1304407909,2,0,0.000000
BZID-1304423415,2,0,0.000000
BZID-1304447322,1,0,0.000000
BZID-1304430076,3,2,325.000000
BZID-1304371671,2,2,495.000000
BZID-1304433497,2,2,400.000000
BZID-1304476532,2,1,135.000000
BZID-1304417877,2,1,125.000000
BZID-1304478961,3,1,135.000000
BZID-1304440872,2,0,0.000000
BZID-1304382308,4,4,265.000000
BZID-1304477246,3,2,1325.000000
BZID-1304434412,3,0,0.000000
BZID-1304478769,2,0,0.000000
BZID-1304469899,6,2,85.000000
BZID-1304395970,2,2,205.000000
BZID-1304470032,2,0,0.000000
BZID-1304382458,2,1,125.000000
BZID-1304475395,2,1,80.000000
BZID-1304476695,2,0,0.000000
BZID-1304407225,2,0,0.000000
BZID-1304477941,4,0,0.000000
BZID-1304463162,3,1,80.000000
BZID-1304400484,2,0,0.000000
BZID-1304460994,3,2,160.000000
BZID-1304438075,2,0,0.000000
BZID-1304369092,1,0,0.000000
BZID-1304421978,2,2,205.000000
BZID-1304388853,2,2,235.000000
BZID-1304431169,3,3,165.000000
BZID-1304370460,2,2,425.000000
BZID-1304454145,3,2,215.000000
BZID-1304470570,2,0,0.000000
BZID-1304419167,2,0,0.000000
BZID-1304460281,4,3,175.000000
BZID-1304464540,3,1,80.000000
BZID-1304457069,4,0,0.000000
BZID-1304462800,2,1,80.000000
BZID-1304371288,2,1,225.000000
BZID-1304418949,4,3,175.000000
BZID-1304410867,2,2,260.000000
BZID-1304476701,5,3,210.000000
BZID-1304449103,3,0,0.000000
BZID-1304429400,2,0,0.000000
BZID-1304435252,2,2,215.000000
BZID-1304479543,2,0,0.000000
BZID-1304418567,2,1,135.000000
BZID-1304400761,4,2,85.000000
BZID-1304393106,3,0,0.000000
BZID-1304393885,2,1,80.000000
BZID-1304429537,2,1,135.000000
BZID-1304438170,2,1,225.000000
BZID-1304446529,1,1,80.000000
BZID-1304401401,2,0,0.000000
BZID-1304392072,2,2,575.000000
BZID-1304479347,2,0,0.000000
BZID-1304424124,3,2,215.000000
BZID-1304390133,2,2,425.000000
BZID-1304381289,2,2,360.000000
BZID-1304414367,5,3,115.000000
BZID-1304392320,2,1,125.000000
BZID-1304401206,2,0,0.000000
BZID-1304473725,4,1,80.000000
BZID-1304414980,2,2,325.000000
BZID-1304477341,3,0,0.000000
BZID-1304452868,2,2,160.000000
BZID-1304449125,3,2,160.000000
BZID-1304465990,3,1,80.000000
BZID-1304464341,2,2,280.000000
BZID-1304393332,3,0,0.000000
BZID-1304421908,1,0,0.000000
BZID-1304441022,4,0,0.000000
BZID-1304427301,6,1,135.000000
BZID-1304479229,5,0,0.000000
BZID-1304435450,2,1,225.000000
BZID-1304426808,2,0,0.000000
BZID-1304470935,2,1,80.000000
BZID-1304438012,3,0,0.000000
BZID-1304470407,2,1,80.000000
BZID-1304452546,3,0,0.000000
BZID-1304387707,2,0,0.000000
BZID-1304368431,3,3,330.000000
BZID-1304479423,5,3,165.000000
BZID-1304475002,2,1,135.000000
BZID-1304451520,2,1,80.000000
BZID-1304425070,2,0,0.000000
BZID-1304474761,2,0,0.000000
BZID-1304388334,2,2,1200.000000
BZID-1304419110,2,0,0.000000
BZID-1304406621,2,0,0.000000
BZID-1304435803,2,0,0.000000
BZID-1304411056,2,1,135.000000
BZID-1304425551,2,1,80.000000
BZID-1304434100,3,2,160.000000
BZID-1304411805,2,0,0.000000
BZID-1304442128,5,4,680.000000
BZID-1304445427,3,2,65.000000
BZID-1304459991,2,0,0.000000
BZID-1304475885,5,4,75.000000
BZID-1304476592,5,2,35.000000
BZID-1304432813,9,8,1240.000000
BZID-1304436133,3,0,0.000000
BZID-1304459207,7,3,70.000000
BZID-1304425122,4,4,385.000000
BZID-1304424753,2,0,0.000000
BZID-1304473262,7,3,255.000000
BZID-1304438612,3,2,560.000000
BZID-1304442400,4,1,125.000000
BZID-1304466282,1,0,0.000000
BZID-1304451118,7,0,0.000000
BZID-1304478837,8,3,715.000000
BZID-1304466920,5,4,2370.000000
BZID-1304435039,2,0,0.000000
BZID-1304464465,3,1,200.000000
BZID-1304475983,2,0,0.000000
BZID-1304446631,4,4,835.000000
BZID-1304439445,3,0,0.000000
BZID-1304477545,3,3,1080.000000
BZID-1304444956,6,2,55.000000
BZID-1304479165,6,5,3785.000000
BZID-1304431333,3,2,40.000000
BZID-1304476749,3,2,90.000000
BZID-1304461835,2,0,0.000000
BZID-1304464851,8,4,465.000000
BZID-1304465811,5,5,2455.000000
BZID-1304475948,4,1,125.000000
BZID-1304453860,4,1,20.000000
BZID-1304464692,3,1,350.000000
BZID-1304423209,6,2,140.000000
BZID-1304449821,3,3,85.000000
BZID-1304438445,3,3,670.000000
BZID-1304456103,3,3,745.000000
BZID-1304436822,5,4,2945.000000
BZID-1304426741,3,1,20.000000
BZID-1304414435,2,1,20.000000
BZID-1304433203,3,1,40.000000
BZID-1304439466,4,1,5.000000
BZID-1304433145,4,0,0.000000
BZID-1304479877,2,0,0.000000
BZID-1304464171,4,4,110.000000
BZID-1304465667,6,4,1460.000000
BZID-1304397843,3,0,0.000000
BZID-1304389095,2,0,0.000000
BZID-1304367893,2,0,0.000000
BZID-1304368132,1,0,0.000000
BZID-1304378716,3,2,95.000000
BZID-1304393289,2,0,0.000000
BZID-1304354442,1,1,50.000000
BZID-1304368129,2,0,0.000000
BZID-1304374778,3,2,90.000000
BZID-1304359222,3,1,45.000000
BZID-1304378729,3,1,50.000000
BZID-1304390563,2,2,275.000000
BZID-1304390930,3,2,525.000000
BZID-1304389002,2,0,0.000000
BZID-1304360808,3,2,95.000000
BZID-1304379100,3,0,0.000000
BZID-1304368158,3,0,0.000000
BZID-1304383943,3,1,20.000000
BZID-1304394658,3,2,150.000000
BZID-1304388450,3,2,310.000000
BZID-1304394784,3,1,20.000000
BZID-1304370386,2,0,0.000000
BZID-1304366900,3,1,20.000000
BZID-1304459965,4,0,0.000000
BZID-1304464415,6,4,1470.000000
BZID-1304388699,3,2,90.000000
BZID-1304369029,2,1,15.000000
BZID-1304393474,3,1,20.000000
BZID-1304381111,2,0,0.000000
BZID-1304379781,2,0,0.000000
BZID-1304472076,4,1,5.000000
BZID-1304424834,2,0,0.000000
BZID-1304423399,2,0,0.000000
BZID-1304379231,1,1,20.000000
BZID-1304413441,2,2,90.000000
BZID-1304399535,2,1,20.000000
BZID-1304416421,1,1,20.000000
BZID-1304416917,2,1,50.000000
BZID-1304409485,2,2,90.000000
BZID-1304406732,2,1,20.000000
BZID-1304463655,4,0,0.000000
BZID-1304465556,3,1,615.000000
BZID-1304404342,1,1,20.000000
BZID-1304426295,2,2,65.000000
BZID-1304370500,1,1,50.000000
BZID-1304416851,2,0,0.000000
BZID-1304369821,2,2,150.000000
BZID-1304363756,2,2,150.000000
BZID-1304428036,2,1,50.000000
BZID-1304427681,1,0,0.000000
BZID-1304424588,2,0,0.000000
BZID-1304475020,5,2,1280.000000
BZID-1304431534,5,5,2030.000000
BZID-1304429081,2,0,0.000000
BZID-1304465389,4,2,635.000000
BZID-1304412222,1,1,50.000000
BZID-1304414803,2,2,40.000000
BZID-1304426650,1,0,0.000000
BZID-1304399407,2,2,500.000000
BZID-1304422845,2,0,0.000000
BZID-1304464847,6,6,2555.000000
BZID-1304359541,2,0,0.000000
BZID-1304430931,2,2,70.000000
BZID-1304408913,1,0,0.000000
BZID-1304400153,2,2,185.000000
BZID-1304430666,2,1,20.000000
BZID-1304426698,2,2,90.000000
BZID-1304417675,1,1,20.000000
BZID-1304418551,2,1,50.000000
BZID-1304351018,2,1,45.000000
BZID-1304456824,6,4,195.000000
BZID-1304465436,3,1,710.000000
BZID-1304448504,4,3,1760.000000
BZID-1304425009,2,2,90.000000
BZID-1304409510,1,1,50.000000
BZID-1304475657,3,0,0.000000
BZID-1304390242,2,0,0.000000
BZID-1304408895,2,2,185.000000
BZID-1304414776,2,2,90.000000
BZID-1304365926,1,0,0.000000
BZID-1304428462,2,1,375.000000
BZID-1304370016,4,4,655.000000
BZID-1304426017,2,2,810.000000
BZID-1304404593,1,0,0.000000
BZID-1304463404,4,1,710.000000
BZID-1304376327,2,1,80.000000
BZID-1304471739,4,4,1585.000000
BZID-1304469410,2,0,0.000000
BZID-1304446646,3,2,705.000000
BZID-1304430249,2,0,0.000000
BZID-1304445632,3,2,475.000000
BZID-1304434611,4,3,770.000000
BZID-1304418234,3,2,420.000000
BZID-1304379056,2,1,80.000000
BZID-1304473355,4,4,1800.000000
BZID-1304372928,2,2,30.000000
BZID-1304430015,2,2,395.000000
BZID-1304366473,2,2,495.000000
BZID-1304475932,5,3,1590.000000
BZID-1304476933,5,4,125.000000
BZID-1304465826,3,0,0.000000
BZID-1304470822,2,1,615.000000
BZID-1304435794,2,0,0.000000
BZID-1304408390,2,2,645.000000
BZID-1304436791,3,2,335.000000
BZID-1304399107,2,1,135.000000
BZID-1304381394,2,1,225.000000
BZID-1304415652,2,0,0.000000
BZID-1304410523,2,2,260.000000
BZID-1304459232,2,0,0.000000
BZID-1304461151,6,5,915.000000
BZID-1304479289,1,0,0.000000
BZID-1304467123,2,1,135.000000
BZID-1304413263,2,0,0.000000
BZID-1304604711,1,1,50.000000
BZID-1304372914,1,1,15.000000
BZID-1304471266,3,2,30.000000
BZID-1304407535,2,2,65.000000
BZID-1304413276,2,0,0.000000
BZID-1304399500,2,2,40.000000
BZID-1304403926,2,0,0.000000
BZID-1304424898,2,0,0.000000
BZID-1304430453,1,1,20.000000
BZID-1304425172,2,2,65.000000
BZID-1304429037,2,2,120.000000
BZID-1304427741,2,2,235.000000
BZID-1304363013,1,0,0.000000
BZID-1304365050,1,0,0.000000
BZID-1304417616,1,0,0.000000
BZID-1304423105,1,0,0.000000
BZID-1304420685,1,1,50.000000
BZID-1304407762,2,1,45.000000
BZID-1304382541,2,2,70.000000
BZID-1304407414,2,0,0.000000
BZID-1304372137,1,0,0.000000
BZID-1304369222,1,0,0.000000
BZID-1304383925,2,1,20.000000
BZID-1304423604,2,0,0.000000
BZID-1304400190,4,4,315.000000
BZID-1304430557,2,2,185.000000
BZID-1304428846,2,2,40.000000
BZID-1304428421,1,0,0.000000
BZID-1304426066,2,2,185.000000
BZID-1304414563,2,0,0.000000
BZID-1304357453,2,1,20.000000
BZID-1304406839,1,0,0.000000
BZID-1304414848,2,0,0.000000
BZID-1304412942,2,1,20.000000
BZID-1304380466,1,0,0.000000
BZID-1304406768,1,0,0.000000
BZID-1304475749,2,0,0.000000
BZID-1304415568,4,0,0.000000
BZID-1304477307,2,1,1400.000000
BZID-1304477885,3,1,20.000000
BZID-1304435632,4,2,50.000000
BZID-1304392831,2,0,0.000000
BZID-1304414127,1,0,0.000000
BZID-1304421091,2,2,90.000000
BZID-1304372634,1,0,0.000000
BZID-1304421266,1,0,0.000000
BZID-1304363436,2,0,0.000000
BZID-1304418953,2,1,20.000000
BZID-1304360307,2,1,45.000000
BZID-1304367309,2,2,70.000000
BZID-1304362495,1,0,0.000000
BZID-1304461628,1,1,50.000000
BZID-1304376106,2,1,50.000000
BZID-1304413360,1,0,0.000000
BZID-1304365630,1,0,0.000000
BZID-1304378349,2,1,100.000000
BZID-1304370339,1,0,0.000000
BZID-1304384247,2,1,100.000000
BZID-1304360195,2,1,20.000000
BZID-1304370608,2,0,0.000000
BZID-1304408498,1,0,0.000000
BZID-1304364161,2,1,100.000000
BZID-1304402519,1,0,0.000000
BZID-1304403555,2,1,45.000000
BZID-1304417489,1,0,0.000000
BZID-1304359755,2,0,0.000000
BZID-1304392860,2,0,0.000000
BZID-1304415613,1,0,0.000000
BZID-1304369477,2,2,150.000000
BZID-1304397180,2,1,20.000000
BZID-1304373912,2,1,20.000000
BZID-1304422713,2,2,360.000000
BZID-1304394535,1,0,0.000000
BZID-1304419330,2,0,0.000000
BZID-1304360070,2,2,95.000000
BZID-1304412226,2,2,90.000000
BZID-1304429947,2,1,45.000000
BZID-1304395194,2,0,0.000000
BZID-1304461110,2,1,20.000000
BZID-1304395447,2,0,0.000000
BZID-1304381540,1,0,0.000000
BZID-1304365182,1,0,0.000000
BZID-1304393405,2,1,20.000000
BZID-1304386628,2,1,100.000000
BZID-1304362010,1,0,0.000000
BZID-1304359969,1,0,0.000000
BZID-1304407537,2,2,90.000000
BZID-1304367599,1,0,0.000000
BZID-1304429396,2,0,0.000000
BZID-1304400969,1,0,0.000000
BZID-1304378638,2,0,0.000000
BZID-1304372598,1,1,50.000000
BZID-1304420762,2,1,50.000000
BZID-1304419650,2,0,0.000000
BZID-1304363710,2,0,0.000000
BZID-1304372455,1,0,0.000000
BZID-1304364351,2,1,100.000000
BZID-1304394705,2,1,20.000000
BZID-1304373080,2,1,100.000000
BZID-1304412304,2,0,0.000000
BZID-1304365618,2,0,0.000000
BZID-1304360373,2,0,0.000000
BZID-1304372458,1,0,0.000000
BZID-1304369231,2,1,20.000000
BZID-1304396259,2,1,20.000000
BZID-1304359901,2,1,45.000000
BZID-1304395846,1,0,0.000000
BZID-1304420285,1,0,0.000000
BZID-1304372831,1,1,100.000000
BZID-1304397389,2,1,50.000000
BZID-1304363955,2,2,325.000000
BZID-1304400637,2,1,100.000000
BZID-1304368895,2,0,0.000000
BZID-1304369345,2,2,140.000000
BZID-1304378221,2,1,45.000000
BZID-1304372802,2,1,45.000000
BZID-1304359604,1,0,0.000000
BZID-1304421812,2,0,0.000000
BZID-1304403409,2,2,90.000000
BZID-1304358645,1,0,0.000000
BZID-1304390490,2,1,45.000000
BZID-1304376967,2,2,360.000000
BZID-1304395556,1,0,0.000000
BZID-1304379751,2,2,140.000000
BZID-1304407336,2,1,50.000000
BZID-1304381159,1,0,0.000000
BZID-1304372029,1,0,0.000000
BZID-1304389600,1,0,0.000000
BZID-1304400981,1,0,0.000000
BZID-1304381105,2,1,50.000000
BZID-1304431436,8,5,1625.000000
BZID-1304443419,5,0,0.000000
BZID-1304476283,5,5,2830.000000
BZID-1304466916,5,1,20.000000
BZID-1304472721,2,0,0.000000
BZID-1304449539,3,0,0.000000
BZID-1304431373,2,0,0.000000
BZID-1304446253,5,3,770.000000
BZID-1304424430,7,2,55.000000
BZID-1304443430,5,2,785.000000
BZID-1304465067,2,2,700.000000
BZID-1304474967,2,1,270.000000
BZID-1304457195,10,9,2520.000000
BZID-1304424719,8,5,390.000000
BZID-1304478469,4,3,2680.000000
BZID-1304476567,6,3,130.000000
BZID-1304459844,2,0,0.000000
BZID-1304375537,2,0,0.000000
BZID-1304477516,7,7,3525.000000
BZID-1304476088,7,2,30.000000
BZID-1304472126,6,0,0.000000
BZID-1304363438,2,0,0.000000
BZID-1304366942,2,1,225.000000
BZID-1304427225,2,1,520.000000
BZID-1304437766,2,0,0.000000
BZID-1304474830,3,2,560.000000
BZID-1304423225,3,1,5.000000
BZID-1304441058,5,4,985.000000
BZID-1304365075,2,0,0.000000
BZID-1304449926,2,0,0.000000
BZID-1304439760,8,3,995.000000
BZID-1304466742,3,1,435.000000
BZID-1304472779,3,2,870.000000
BZID-1304440002,2,1,10.000000
BZID-1304472616,3,2,1230.000000
BZID-1304427163,2,0,0.000000
BZID-1304476804,4,0,0.000000
BZID-1304445237,1,0,0.000000
BZID-1304478617,4,1,125.000000
BZID-1304439524,6,1,50.000000
BZID-1304426630,3,2,1325.000000
BZID-1304416918,3,2,635.000000
BZID-1304466771,3,2,205.000000
BZID-1304418591,2,0,0.000000
BZID-1304463758,3,1,350.000000
BZID-1304434826,2,0,0.000000
BZID-1304456863,3,1,125.000000
BZID-1304476953,3,0,0.000000
BZID-1304438536,3,1,125.000000
BZID-1304453075,3,2,785.000000
BZID-1304467034,3,2,785.000000
BZID-1304469762,2,0,0.000000
BZID-1304474614,7,6,795.000000
BZID-1304441556,2,0,0.000000
BZID-1304475238,3,1,270.000000
BZID-1304433794,3,1,125.000000
BZID-1304447959,3,2,220.000000
BZID-1304463048,2,1,615.000000
BZID-1304476973,2,1,520.000000
BZID-1304424009,3,2,395.000000
BZID-1304420089,7,7,2530.000000
BZID-1304466069,3,0,0.000000
BZID-1304473817,3,2,290.000000
BZID-1304445294,2,2,705.000000
BZID-1304473467,5,0,0.000000
BZID-1304463502,3,0,0.000000
BZID-1304439889,4,2,45.000000
BZID-1304469076,2,0,0.000000
BZID-1304480037,5,3,405.000000
BZID-1304444175,2,0,0.000000
BZID-1304476290,4,0,0.000000
BZID-1304435618,2,0,0.000000
BZID-1304477546,4,1,5.000000
BZID-1304472759,2,0,0.000000
BZID-1304466040,3,0,0.000000
BZID-1304470375,3,2,3060.000000
BZID-1304460089,2,2,400.000000
BZID-1304438595,2,0,0.000000
BZID-1304475617,2,0,0.000000
BZID-1304405539,2,1,2000.000000
BZID-1304478634,7,6,7380.000000
BZID-1304470532,7,5,1630.000000
BZID-1304477821,9,5,235.000000
BZID-1304477119,3,2,6190.000000
BZID-1304475384,5,4,2355.000000
BZID-1304464073,2,1,40.000000
BZID-1304466183,2,0,0.000000
BZID-1304415212,2,1,375.000000
BZID-1304466949,2,1,100.000000
BZID-1304456445,2,0,0.000000
BZID-1304392532,3,0,0.000000
BZID-1304440003,3,1,40.000000
BZID-1304431628,2,2,140.000000
BZID-1304463983,2,0,0.000000
BZID-1304472395,3,2,165.000000
BZID-1304460926,3,2,175.000000
BZID-1304469031,3,1,40.000000
BZID-1304433310,5,3,130.000000
BZID-1304382967,3,1,40.000000
BZID-1304466972,2,2,125.000000
BZID-1304604864,1,0,0.000000
BZID-1304397879,2,0,0.000000
BZID-1304469821,3,1,80.000000
BZID-1304424192,2,0,0.000000
BZID-1304480120,2,0,0.000000
BZID-1304478136,2,1,80.000000
BZID-1304474598,1,1,80.000000
BZID-1304428135,2,0,0.000000
BZID-1304438466,2,1,80.000000
BZID-1304459380,3,1,80.000000
BZID-1304435390,2,2,160.000000
BZID-1304464202,2,0,0.000000
BZID-1304425593,2,1,125.000000
BZID-1304367754,2,2,300.000000
BZID-1304386992,5,2,160.000000
BZID-1304425053,3,3,395.000000
BZID-1304435244,3,0,0.000000
BZID-1304469381,3,1,15.000000
BZID-1304400346,2,0,0.000000
BZID-1304391706,2,0,0.000000
BZID-1304410357,2,0,0.000000
BZID-1304400402,2,2,325.000000
BZID-1304379389,2,1,50.000000
BZID-1304360438,2,1,45.000000
BZID-1304358887,2,1,20.000000
BZID-1304413592,1,0,0.000000
BZID-1304397298,1,0,0.000000
BZID-1304374497,1,0,0.000000
BZID-1304364602,2,1,100.000000
BZID-1304366982,2,2,200.000000
BZID-1304358788,2,1,20.000000
BZID-1304362348,2,2,70.000000
BZID-1304389449,2,1,45.000000
BZID-1304384481,2,2,90.000000
BZID-1304371568,2,0,0.000000
BZID-1304381923,2,2,495.000000
BZID-1304429166,2,0,0.000000
BZID-1304368717,2,2,95.000000
BZID-1304364126,2,2,150.000000
BZID-1304402697,2,0,0.000000
BZID-1304382169,2,1,45.000000
BZID-1304395547,2,1,20.000000
BZID-1304359850,2,2,150.000000
BZID-1304405699,2,0,0.000000
BZID-1304361784,2,0,0.000000
BZID-1304451082,2,2,140.000000
BZID-1304400400,2,1,45.000000
BZID-1304360475,1,0,0.000000
BZID-1304358365,2,2,95.000000
BZID-1304410978,1,0,0.000000
BZID-1304390347,2,1,50.000000
BZID-1304383295,1,0,0.000000
BZID-1304387326,1,1,225.000000
BZID-1304368858,1,0,0.000000
BZID-1304392403,2,2,140.000000
BZID-1304359789,1,0,0.000000
BZID-1304364708,1,0,0.000000
BZID-1304391275,2,2,140.000000
BZID-1304390184,2,0,0.000000
BZID-1304375981,2,1,85.000000
BZID-1304398427,2,0,0.000000
BZID-1304360980,2,0,0.000000
BZID-1304364642,2,0,0.000000
BZID-1304370745,1,0,0.000000
BZID-1304425686,2,2,150.000000
BZID-1304408141,2,1,50.000000
BZID-1304361400,1,0,0.000000
BZID-1304447852,2,2,95.000000
BZID-1304397542,1,0,0.000000
BZID-1304430600,1,0,0.000000
BZID-1304400838,1,0,0.000000
BZID-1304403665,2,1,20.000000
BZID-1304365823,2,1,45.000000
BZID-1304364782,1,0,0.000000
BZID-1304386842,1,0,0.000000
BZID-1304374839,2,2,90.000000
BZID-1304384356,2,2,95.000000
BZID-1304363100,2,2,95.000000
BZID-1304368459,1,0,0.000000
