bz_id,avg_daily_utilzation
BZID-1304449879,18.8302269962881565554
BZID-1304385585,74.6588666666666666666
BZID-1304465404,9.7738737881741390511
BZID-1304457765,14.2651596546310832015
BZID-1304429782,14.6086350460085754149
BZID-1304392643,42.8544400933806962839
BZID-1304413252,79.2847176470588235257
BZID-1304407756,48.0634044303797468345
BZID-1304472245,12.7659290690894782933
BZID-1304393959,25.8034500000000000000
BZID-1304420105,37.2343873372948500271
BZID-1304393743,33.1105520279720279691
BZID-1304396028,56.1677631578947368387
BZID-1304465412,44.4393196610169491493
BZID-1304470085,32.6384571428571428542
BZID-1304389449,47.5853439489803126124
BZID-1304426601,9.5712263113100491688
BZID-1304428260,27.0295087001972506137
BZID-1304357766,47.0624666666666666666
BZID-1304457016,44.9300575719120135330
BZID-1304427399,60.7365146198830409305
BZID-1304477502,50.9410021107397504433
BZID-1304407414,71.8500000000000000000
BZID-1304458831,16.3705376411432604055
BZID-1304426357,54.4318999499499499482
BZID-1304395732,32.8124999999999999968
BZID-1304442147,69.5505000000000000000
BZID-1304456213,9.9122196236878589817
BZID-1304423436,3.7890969116174623764
BZID-1304460827,39.7789768778696051404
BZID-1304389003,100.0000000000000000000
BZID-1304471207,6.7640450370370370326
BZID-1304456149,17.4679889038825757543
BZID-1304423639,16.4450144906666666663
BZID-1304360195,64.9016470588235294117
BZID-1304464744,52.2138480555555555528
BZID-1304472283,15.2336349922661474524
BZID-1304475932,30.8050643356643356643
BZID-1304429850,80.3900296024464831793
BZID-1304471170,27.6970679161088799608
BZID-1304391173,53.1855238095238095200
BZID-1304393695,48.9036631609561842086
BZID-1304474720,9.5613666443092186545
BZID-1304404308,115.4178601503759398473
BZID-1304477011,32.9983333333333333333
BZID-1304369610,69.6575000000000000000
BZID-1304477360,11.4761356330404728503
BZID-1304428387,14.8020081967213114750
BZID-1304402859,67.8787878787878787852
BZID-1304449467,79.4034057628806075634
BZID-1304425337,11.3137897748997841503
BZID-1304388450,23.5368202158660929236
BZID-1304424666,61.9020400000000000000
BZID-1304391190,41.0145719298245614035
BZID-1304436771,71.9191919191919191900
BZID-1304473203,17.3844786732186732156
BZID-1304457457,19.2579526891195224518
BZID-1304466769,46.1944297413793103448
BZID-1304394898,28.1795410447761194017
BZID-1304434824,115.4956055295636040942
BZID-1304397758,26.7435777528835781229
BZID-1304427027,26.3599935000000000000
BZID-1304453611,12.1155404557415681372
BZID-1304426295,16.2580250000000000000
BZID-1304435632,27.0713836973385845551
BZID-1304406988,32.8520351851851851822
BZID-1304380462,83.3322000000000000000
BZID-1304473039,15.6522171281761716529
BZID-1304396652,16.9051422348484848472
BZID-1304363710,3.6840619047619047614
BZID-1304440193,244.2774193548387096750
BZID-1304379219,42.4710666666666666666
BZID-1304465826,12.2500204750402576483
BZID-1304475094,14.7109680000000000000
BZID-1304447359,27.8060963541666666666
BZID-1304426464,62.6608000000000000000
BZID-1304448942,216.1793942040816326530
BZID-1304436131,75.0018500000000000000
BZID-1304603693,24.2837688775510204076
BZID-1304384717,35.1619658469945355175
BZID-1304456798,25.2616702040816326527
BZID-1304362140,49.9956000000000000000
BZID-1304478494,17.0911713833785262302
BZID-1304464494,22.8295859321200196751
BZID-1304419189,123.3944099219620958717
BZID-1304376065,49.1452217125739184550
BZID-1304400981,100.0000000000000000000
BZID-1304380092,26.8729953017996496253
BZID-1304423087,32.0155666666666666666
BZID-1304415626,16.4004075917909251208
BZID-1304417607,11.5718318979922683601
BZID-1304451082,88.6922000000000000000
BZID-1304389255,84.1264314545454545438
BZID-1304475195,13.3201074380165289244
BZID-1304473471,7.3835328975527201523
BZID-1304461407,47.0633016873836545963
BZID-1304470774,18.9339986706230401074
BZID-1304445513,10.2519643191094619639
BZID-1304408895,39.7157251748251748246
BZID-1304459224,64.2291000000000000000
BZID-1304419202,72.1817034532105956559
BZID-1304349324,48.7902000000000000000
BZID-1304444123,10.6821543650793650793
BZID-1304461418,31.0638333075955696671
BZID-1304443701,54.0882000000000000000
BZID-1304457802,139.6592700000000000000
BZID-1304364345,20.1678000000000000000
BZID-1304460633,30.8178157342657342657
BZID-1304418976,25.4141939393939393906
BZID-1304420762,99.6072666666666666666
BZID-1304466841,23.3979338155795817052
BZID-1304449857,29.8872239819299852172
BZID-1304409634,29.7986345933562428377
BZID-1304390930,22.7566652975845115540
BZID-1304452100,36.5847497076023391793
BZID-1304479515,67.9325333333333333333
BZID-1304433951,24.1104101356332006441
BZID-1304432515,58.1788462752141475534
BZID-1304386641,63.8530555555555555546
BZID-1304400275,62.3745255835262345632
BZID-1304360808,24.2982524264536250499
BZID-1304417129,12.4600000000000000000
BZID-1304379210,48.3657000000000000000
BZID-1304596473,58.1968000000000000000
BZID-1304470628,58.3988785241403753179
BZID-1304470218,33.5168324737762237738
BZID-1304424673,21.1251218289847584586
BZID-1304389828,19.5573691600436340950
BZID-1304605234,95.6662000000000000000
BZID-1304449203,12.3048344057986413305
BZID-1304404713,70.6085000000000000000
BZID-1304413678,13.3145684319178763587
