businessid,cta_dt_cnt,ppv_plv_dt_cnt,atc_dt_cnt
BZID-1304428208,59,54,28
BZID-1304361464,28,22,3
BZID-1304399028,13,11,10
BZID-1304425261,58,35,22
BZID-1304418792,55,44,38
BZID-1304452614,55,42,28
BZID-1304423012,59,52,42
BZID-1304357651,48,41,16
BZID-1304410732,32,31,15
BZID-1304473784,47,46,37
BZID-1304365907,59,59,50
BZID-1304382749,14,5,2
BZID-1304362543,47,40,21
BZID-1304370338,36,33,32
BZID-1304398947,50,40,32
BZID-1304460419,54,48,36
BZID-1304450398,51,41,26
BZID-1304367646,56,56,44
BZID-1304462346,36,32,8
BZID-1304434632,52,49,25
BZID-1304369378,33,28,21
BZID-1304424333,59,58,43
BZID-1304395540,48,44,28
BZID-1304419464,49,43,30
BZID-1304389566,47,46,23
BZID-1304472104,58,57,55
BZID-1304444144,47,20,5
BZID-1304406311,17,12,9
BZID-1304412450,20,13,5
BZID-1304416998,2,1,1
BZID-1304473384,41,31,16
BZID-1304382006,42,27,17
BZID-1304426198,9,6,5
BZID-1304472964,55,51,38
BZID-1304432226,58,57,48
BZID-1304479156,47,43,18
BZID-1304449570,52,48,31
BZID-1304457729,56,52,17
BZID-1304361733,38,36,24
BZID-1304463584,59,45,18
BZID-1304465465,51,34,14
BZID-1304469622,59,57,53
BZID-1304389381,43,43,29
BZID-1304415361,24,11,16
BZID-1304390123,9,9,4
BZID-1304404155,19,19,8
BZID-1304459157,53,50,40
BZID-1304450546,53,45,12
BZID-1304394869,25,21,15
BZID-1304458024,58,45,39
BZID-1304362630,55,53,18
BZID-1304375286,28,20,8
BZID-1304400243,34,32,11
BZID-1304406557,12,9,4
BZID-1304445132,36,27,22
BZID-1304395936,27,23,6
BZID-1304361129,9,7,4
BZID-1304387063,20,9,4
BZID-1304416721,57,53,31
BZID-1304365593,55,52,30
BZID-1304464667,33,31,23
BZID-1304477851,46,35,21
BZID-1304463833,56,52,38
BZID-1304381004,57,54,47
BZID-1304420244,56,51,43
BZID-1304453846,17,16,10
BZID-1304418195,59,56,48
BZID-1304410510,53,48,40
BZID-1304479781,56,49,42
BZID-1304416862,33,32,6
BZID-1304473157,46,37,16
BZID-1304361547,44,42,28
BZID-1304367656,30,29,12
BZID-1304431445,31,27,12
BZID-1304380419,55,51,13
BZID-1304407622,38,25,17
BZID-1304406718,34,33,16
BZID-1304396550,47,46,21
BZID-1304415942,57,51,43
BZID-1304420280,57,57,49
BZID-1304453820,58,53,43
BZID-1304479395,37,28,13
BZID-1304409316,28,25,7
BZID-1304434711,59,54,49
BZID-1304477501,46,44,33
BZID-1304475283,59,58,44
BZID-1304378152,42,34,9
BZID-1304466618,45,42,36
BZID-1304392434,59,59,51
BZID-1304465055,59,55,37
BZID-1304472692,57,52,30
BZID-1304378947,57,52,44
BZID-1304359318,45,43,10
BZID-1304475811,54,53,17
BZID-1304400984,57,55,53
BZID-1304414356,18,13,6
BZID-1304418766,28,19,7
BZID-1304474156,58,55,43
BZID-1304463408,46,30,21
BZID-1304423055,54,51,23
BZID-1304370801,56,56,15
BZID-1304406058,57,56,47
BZID-1304454259,57,53,37
BZID-1304395536,29,24,17
BZID-1304414517,48,42,21
BZID-1304428610,38,23,13
BZID-1304421458,58,58,48
BZID-1304449592,54,51,45
BZID-1304426826,31,28,8
BZID-1304477772,59,58,52
BZID-1304438122,59,55,49
BZID-1304378835,59,58,50
BZID-1304420099,56,50,39
BZID-1304451066,26,9,4
BZID-1304429453,59,58,38
BZID-1304476173,42,34,26
BZID-1304390385,48,31,12
BZID-1304405797,41,38,7
BZID-1304410648,54,51,29
BZID-1304461137,58,55,23
BZID-1304437148,18,13,9
BZID-1304380082,55,50,42
BZID-1304392803,59,59,48
BZID-1304378652,55,47,31
BZID-1304464903,52,36,26
BZID-1304463338,59,58,42
BZID-1304478148,53,52,47
BZID-1304423323,56,43,35
BZID-1304458693,55,50,20
BZID-1304392691,36,31,10
BZID-1304478290,53,53,38
BZID-1304417202,6,4,2
BZID-1304386927,44,42,26
BZID-1304426993,54,46,31
BZID-1304417013,59,58,52
BZID-1304419130,38,38,3
BZID-1304401817,42,40,34
BZID-1304395296,59,56,51
BZID-1304358675,13,12,4
BZID-1304477438,26,20,8
BZID-1304446351,57,53,34
BZID-1304379169,13,9,3
BZID-1304358381,54,52,29
BZID-1304430870,47,44,25
BZID-1304456878,59,58,7
BZID-1304410914,40,36,26
BZID-1304477973,29,26,10
BZID-1304436183,57,56,48
BZID-1304410818,12,10,2
BZID-1304466767,37,33,14
BZID-1304423100,53,52,26
BZID-1304477061,58,57,51
BZID-1304428132,48,42,22
BZID-1304443529,12,7,2
BZID-1304461075,55,55,47
BZID-1304410390,28,22,7
BZID-1304362777,18,17,11
BZID-1304381080,44,36,34
BZID-1304472824,59,59,59
BZID-1304379643,47,43,44
BZID-1304456472,59,52,49
BZID-1304414757,20,14,8
BZID-1304361839,44,42,15
BZID-1304472760,58,55,50
BZID-1304408317,35,33,11
BZID-1304414836,58,44,42
BZID-1304467521,58,55,30
BZID-1304401674,58,56,34
BZID-1304425186,24,19,9
BZID-1304465713,59,56,54
BZID-1304448703,59,58,18
BZID-1304359964,26,23,5
BZID-1304419420,59,58,3
BZID-1304445019,37,19,15
BZID-1304397742,59,59,35
BZID-1304409230,21,19,8
BZID-1304363027,15,15,4
BZID-1304438616,39,37,22
BZID-1304445457,5,4,4
BZID-1304395895,17,16,3
BZID-1304357731,38,35,11
BZID-1304408191,48,41,23
BZID-1304359225,54,50,36
BZID-1304479103,18,10,7
BZID-1304418210,55,52,34
BZID-1304473038,57,54,38
BZID-1304474771,52,47,17
BZID-1304361832,5,5,1
BZID-1304386078,12,10,5
BZID-1304433243,41,36,27
BZID-1304397170,39,32,11
BZID-1304457042,44,40,39
BZID-1304427848,51,51,36
BZID-1304441533,55,53,42
BZID-1304402808,23,21,7
BZID-1304477102,56,43,37
BZID-1304369473,19,16,7
BZID-1304375644,49,42,26
BZID-1304451322,56,52,48
BZID-1304418460,53,51,27
BZID-1304465601,59,59,59
BZID-1304399297,47,44,24
BZID-1304402771,44,30,17
BZID-1304401459,21,12,7
BZID-1304480242,5,5,0
BZID-1304478108,47,44,34
BZID-1304396416,44,42,26
BZID-1304368291,59,50,39
BZID-1304386062,53,52,45
BZID-1304471318,45,30,16
BZID-1304395466,56,53,37
BZID-1304437477,57,54,42
BZID-1304372541,28,27,19
BZID-1304398436,52,47,41
BZID-1304386183,1,1,1
BZID-1304401177,58,57,37
BZID-1304360081,43,39,35
BZID-1304465415,54,45,33
BZID-1304434761,47,44,39
BZID-1304475516,56,51,45
BZID-1304361001,31,29,21
BZID-1304472679,55,52,29
BZID-1304456641,38,32,17
BZID-1304400323,51,47,27
BZID-1304456334,27,23,7
BZID-1304388305,18,14,0
BZID-1304441397,32,28,7
BZID-1304407536,33,13,8
BZID-1304467204,56,53,37
BZID-1304476353,59,59,58
BZID-1304428713,57,55,46
BZID-1304449540,27,16,12
BZID-1304399810,23,20,0
BZID-1304367525,42,31,21
BZID-1304412280,50,30,23
BZID-1304450354,53,46,35
BZID-1304364652,14,10,2
BZID-1304393761,43,40,14
BZID-1304470944,55,50,44
BZID-1304417132,55,50,38
BZID-1304403499,36,29,22
BZID-1304449272,49,42,42
BZID-1304395028,43,34,29
BZID-1304460614,26,25,10
BZID-1304422577,59,59,39
BZID-1304439698,40,37,22
BZID-1304462462,6,7,1
BZID-1304477904,50,45,35
BZID-1304423871,7,7,2
BZID-1304375344,14,11,5
BZID-1304358930,47,43,17
BZID-1304459378,56,34,30
BZID-1304417808,50,42,25
BZID-1304423514,8,7,1
BZID-1304371589,58,58,20
BZID-1304361626,39,38,33
BZID-1304387999,51,40,19
BZID-1304390505,54,49,29
BZID-1304472640,58,58,53
BZID-1304383035,39,32,16
BZID-1304361647,7,3,2
BZID-1304417369,56,55,7
BZID-1304376667,12,8,3
BZID-1304417822,51,42,32
BZID-1304450442,58,57,54
BZID-1304429423,7,7,2
BZID-1304406253,57,55,21
BZID-1304386451,56,55,45
BZID-1304469044,52,39,35
BZID-1304361642,23,21,5
BZID-1304406476,46,39,17
BZID-1304401678,3,3,1
BZID-1304408326,29,23,13
BZID-1304416136,49,44,31
BZID-1304472542,55,50,37
BZID-1304400570,53,45,36
BZID-1304413108,23,13,9
BZID-1304357898,15,13,4
BZID-1304411722,4,4,1
BZID-1304414631,19,14,7
BZID-1304471902,45,35,10
BZID-1304412206,10,7,2
BZID-1304367690,28,23,16
BZID-1304359903,14,12,7
BZID-1304433354,37,18,5
BZID-1304456297,44,20,9
BZID-1304362259,7,7,1
BZID-1304439795,51,41,30
BZID-1304450520,55,32,26
BZID-1304394335,40,28,21
BZID-1304390189,18,13,2
BZID-1304417184,49,32,13
BZID-1304362443,1,1,1
BZID-1304425827,11,11,10
BZID-1304419423,53,50,44
BZID-1304460171,26,2,0
BZID-1304477399,35,7,6
BZID-1304437049,22,19,12
BZID-1304418663,59,58,15
BZID-1304393440,4,2,2
BZID-1304413997,27,26,16
BZID-1304462287,27,15,11
BZID-1304425850,26,13,15
BZID-1304465417,41,33,20
BZID-1304477421,47,46,32
BZID-1304436287,53,51,26
BZID-1304364740,52,51,37
BZID-1304396834,52,52,21
BZID-1304375249,47,45,29
BZID-1304464371,50,48,46
BZID-1304364467,45,39,22
BZID-1304461367,46,15,13
BZID-1304362712,9,4,1
BZID-1304358398,9,6,0
BZID-1304365712,54,43,33
BZID-1304458849,35,24,17
BZID-1304464282,35,33,19
BZID-1304438198,10,7,1
BZID-1304364320,42,38,12
BZID-1304472463,46,40,15
BZID-1304463125,27,27,9
BZID-1304364488,35,33,20
BZID-1304364499,4,2,1
BZID-1304437040,31,31,13
BZID-1304423586,27,17,12
BZID-1304410943,6,5,1
BZID-1304423681,2,2,0
BZID-1304441092,1,1,0
BZID-1304450024,38,25,8
BZID-1304440060,26,10,2
BZID-1304389662,37,29,15
BZID-1304471536,24,24,0
BZID-1304368189,7,7,7
BZID-1304364121,11,8,2
BZID-1304444643,29,25,11
BZID-1304422645,7,7,5
BZID-1304363526,41,39,9
BZID-1304438417,32,24,8
BZID-1304396549,10,10,7
BZID-1304464438,25,20,14
BZID-1304477559,37,34,21
BZID-1304394490,38,39,5
BZID-1304368479,16,11,1
BZID-1304363548,24,21,11
BZID-1304478465,47,40,19
BZID-1304450875,46,44,34
BZID-1304408360,7,7,1
BZID-1304383629,10,10,1
BZID-1304413052,42,32,14
BZID-1304457757,24,13,11
BZID-1304374614,4,3,1
BZID-1304413954,29,26,16
BZID-1304452098,49,38,22
BZID-1304420781,33,23,14
BZID-1304350558,5,4,1
BZID-1304363265,3,1,1
BZID-1304364202,6,6,5
BZID-1304450165,23,16,9
BZID-1304424570,41,39,10
BZID-1304469402,25,22,6
BZID-1304380472,20,17,5
BZID-1304385554,5,1,0
BZID-1304364579,11,10,7
BZID-1304472561,12,12,0
BZID-1304363249,30,24,17
BZID-1304422037,21,17,13
BZID-1304473264,9,6,2
BZID-1304386355,47,42,14
BZID-1304369532,29,27,5
BZID-1304396723,23,20,6
BZID-1304426483,50,34,11
BZID-1304400354,43,39,18
BZID-1304437114,28,23,14
BZID-1304437283,52,31,26
BZID-1304370626,56,52,29
BZID-1304474699,15,10,3
BZID-1304380356,38,31,17
BZID-1304374784,18,17,7
BZID-1304395773,6,6,3
BZID-1304402722,24,23,10
BZID-1304350814,7,7,3
BZID-1304407825,30,20,7
BZID-1304426538,27,23,14
BZID-1304479479,37,30,23
BZID-1304479272,15,10,8
BZID-1304479442,32,30,7
BZID-1304463389,52,46,23
BZID-1304378233,36,29,27
BZID-1304467800,12,9,9
BZID-1304425105,1,1,0
BZID-1304398904,4,3,1
BZID-1304459467,5,5,2
BZID-1304376296,7,5,1
BZID-1304376983,11,9,0
BZID-1304410394,34,21,19
BZID-1304479064,15,14,4
BZID-1304474570,45,41,10
BZID-1304419987,9,7,1
BZID-1304380892,28,23,4
BZID-1304381196,44,40,16
BZID-1304459178,44,42,32
BZID-1304428482,40,37,1
BZID-1304415041,51,48,15
BZID-1304387866,37,35,9
BZID-1304476183,35,21,16
BZID-1304464616,46,32,21
BZID-1304349446,46,44,36
BZID-1304419618,28,27,13
BZID-1304428287,4,1,1
BZID-1304350505,18,14,10
BZID-1304350665,29,27,17
BZID-1304350501,10,7,4
BZID-1304350571,11,5,1
BZID-1304401816,11,10,0
BZID-1304367532,19,19,3
BZID-1304435847,36,31,7
BZID-1304416809,2,1,0
BZID-1304350618,11,10,4
BZID-1304350621,2,1,1
BZID-1304408963,35,28,18
BZID-1304413014,42,35,4
BZID-1304420650,39,36,29
BZID-1304431341,52,35,20
BZID-1304358934,4,4,1
BZID-1304413822,15,6,4
BZID-1304474289,37,23,19
BZID-1304480027,42,25,17
BZID-1304350212,7,4,3
BZID-1304466083,25,22,5
BZID-1304350253,20,20,2
BZID-1304423592,11,10,2
BZID-1304399912,8,5,2
BZID-1304379434,22,9,4
BZID-1304350524,45,44,23
BZID-1304379604,9,8,0
BZID-1304392419,30,22,10
BZID-1304393785,32,21,11
BZID-1304349359,26,22,9
BZID-1304402681,31,16,7
BZID-1304387110,29,25,1
BZID-1304409329,2,1,1
BZID-1304361842,43,40,21
BZID-1304424085,12,8,6
BZID-1304431881,5,3,0
BZID-1304436530,22,22,9
BZID-1304396937,18,16,3
BZID-1304450275,11,7,7
BZID-1304369695,6,5,1
BZID-1304469265,32,25,10
BZID-1304474218,20,15,5
BZID-1304452933,40,20,9
BZID-1304464297,33,14,9
BZID-1304456243,30,25,18
BZID-1304447850,8,5,1
BZID-1304360093,3,2,1
BZID-1304380143,1,1,0
BZID-1304465177,31,21,17
BZID-1304425200,47,44,28
BZID-1304411105,4,2,0
BZID-1304471351,36,33,23
BZID-1304360342,15,8,3
BZID-1304464747,42,35,25
BZID-1304469773,35,20,9
BZID-1304376652,30,27,20
BZID-1304372561,24,20,5
BZID-1304363159,31,29,12
BZID-1304473622,17,11,8
BZID-1304389137,11,10,4
BZID-1304398351,42,41,27
BZID-1304437917,31,23,16
BZID-1304409556,38,32,9
BZID-1304350423,16,8,7
BZID-1304378802,38,36,18
BZID-1304401573,13,8,5
BZID-1304421834,17,12,6
BZID-1304471976,41,37,25
BZID-1304437235,9,6,4
BZID-1304473831,33,33,18
BZID-1304350402,13,10,9
BZID-1304404407,8,4,1
BZID-1304475353,7,6,1
BZID-1304448361,49,42,16
BZID-1304459696,30,21,16
BZID-1304359184,46,41,14
BZID-1304403497,39,36,17
BZID-1304366598,16,9,8
BZID-1304411104,22,16,9
BZID-1304467100,28,27,6
BZID-1304477237,26,23,17
BZID-1304385228,51,50,30
BZID-1304473628,43,38,29
BZID-1304357385,19,14,7
BZID-1304474020,31,28,23
BZID-1304384784,11,4,2
BZID-1304388191,5,5,0
BZID-1304367557,3,2,2
BZID-1304409860,31,21,12
BZID-1304375044,46,42,3
BZID-1304449029,33,31,3
BZID-1304390100,31,25,13
BZID-1304400793,3,2,0
BZID-1304438234,43,35,13
BZID-1304463561,19,17,9
BZID-1304380447,2,1,1
BZID-1304426501,14,11,8
BZID-1304370970,49,44,24
BZID-1304415990,46,32,21
BZID-1304350289,25,24,13
BZID-1304392577,25,24,12
BZID-1304385781,29,22,8
BZID-1304420061,47,36,17
BZID-1304369152,40,30,22
BZID-1304428289,27,21,17
BZID-1304374661,5,3,2
BZID-1304412716,37,32,14
BZID-1304392132,17,15,7
BZID-1304476298,28,26,8
BZID-1304381307,2,2,1
BZID-1304467049,41,31,17
BZID-1304363655,13,13,4
BZID-1304451032,47,40,28
BZID-1304378352,13,10,6
BZID-1304472256,49,43,18
BZID-1304463494,49,29,21
BZID-1304379581,8,7,7
BZID-1304410144,9,8,3
BZID-1304475226,35,26,10
BZID-1304421377,56,47,49
BZID-1304401430,5,3,2
BZID-1304388997,19,17,4
BZID-1304461663,19,16,1
BZID-1304417185,17,13,10
BZID-1304385378,8,5,1
BZID-1304385875,1,1,0
BZID-1304400644,33,26,14
BZID-1304363884,11,10,6
BZID-1304474063,7,6,3
BZID-1304403924,35,33,13
BZID-1304376423,6,5,1
BZID-1304471991,40,34,16
BZID-1304397737,20,12,6
BZID-1304382015,20,11,2
BZID-1304402479,10,6,1
BZID-1304393141,17,15,9
BZID-1304454003,10,8,6
BZID-1304475202,54,47,38
BZID-1304427028,16,9,2
BZID-1304410501,4,2,0
BZID-1304475260,13,8,6
BZID-1304413775,13,13,8
BZID-1304439321,54,51,34
BZID-1304463521,21,14,1
BZID-1304359226,40,40,14
BZID-1304377220,23,11,7
BZID-1304397356,48,43,14
BZID-1304465936,29,13,7
BZID-1304425023,16,14,4
BZID-1304479554,37,30,17
BZID-1304434404,16,13,5
BZID-1304429795,20,18,8
BZID-1304403460,6,5,0
BZID-1304472020,39,28,16
BZID-1304351204,14,11,4
BZID-1304395827,33,28,7
BZID-1304424182,5,3,2
BZID-1304476900,26,21,13
BZID-1304417937,35,29,22
BZID-1304388201,21,17,8
BZID-1304350785,2,2,1
BZID-1304417984,7,6,2
BZID-1304377186,19,18,13
BZID-1304350823,20,17,11
BZID-1304441263,28,19,15
BZID-1304350722,37,32,18
BZID-1304350764,17,12,9
BZID-1304350775,9,9,3
BZID-1304392732,27,24,17
BZID-1304350216,13,8,6
BZID-1304430167,27,19,16
BZID-1304350960,40,39,9
BZID-1304351231,25,24,4
BZID-1304350864,7,5,2
BZID-1304437760,35,34,6
BZID-1304410288,35,33,6
BZID-1304478028,48,38,22
BZID-1304403645,6,6,3
BZID-1304428804,29,18,9
BZID-1304350974,42,38,31
BZID-1304349520,2,2,0
BZID-1304399308,3,3,1
BZID-1304439056,1,1,1
BZID-1304375805,11,9,6
BZID-1304371293,44,36,25
BZID-1304460786,12,10,7
BZID-1304429804,19,10,5
BZID-1304457739,25,19,7
BZID-1304415963,8,7,3
BZID-1304373642,5,0,0
BZID-1304349545,16,15,8
BZID-1304350911,3,3,0
BZID-1304394999,28,27,4
BZID-1304394812,36,24,18
BZID-1304420711,25,16,7
BZID-1304373937,2,1,1
BZID-1304355929,3,3,1
BZID-1304449777,8,7,1
BZID-1304449985,43,23,14
BZID-1304403612,12,10,1
BZID-1304378052,34,33,13
BZID-1304392728,33,30,4
BZID-1304438365,46,39,29
BZID-1304436082,6,2,1
BZID-1304357109,16,12,12
BZID-1304434333,44,39,11
BZID-1304388667,35,33,3
BZID-1304355643,17,13,11
BZID-1304390405,9,8,5
BZID-1304354443,33,33,27
BZID-1304604645,27,26,17
BZID-1304354978,32,31,13
BZID-1304356324,13,10,8
BZID-1304403336,14,14,4
BZID-1304352471,4,1,1
BZID-1304371949,11,7,2
BZID-1304478002,17,16,0
BZID-1304351608,38,38,31
BZID-1304351983,17,14,10
BZID-1304456121,41,31,26
BZID-1304359968,37,31,7
BZID-1304410919,25,9,4
BZID-1304375597,18,5,2
BZID-1304385754,42,33,24
BZID-1304449991,33,22,16
BZID-1304411750,42,32,15
BZID-1304404987,56,46,43
BZID-1304561948,10,1,0
BZID-1304462954,35,31,10
BZID-1304467378,49,48,19
BZID-1304365062,18,12,0
BZID-1304431988,18,15,12
BZID-1304365440,9,6,6
BZID-1304378440,8,6,1
BZID-1304410380,40,36,16
BZID-1304382651,46,35,13
BZID-1304391117,14,12,2
BZID-1304436041,44,40,16
BZID-1304427100,23,19,7
BZID-1304363840,10,8,3
BZID-1304377458,21,20,3
BZID-1304407959,32,27,10
BZID-1304390464,1,1,0
BZID-1304389134,49,48,37
BZID-1304388673,44,35,19
BZID-1304357984,14,13,3
BZID-1304392254,17,17,5
BZID-1304449932,26,18,11
BZID-1304394159,45,41,18
BZID-1304350482,11,8,1
BZID-1304449569,30,11,9
BZID-1304361517,7,6,3
BZID-1304433495,14,10,6
BZID-1304477027,36,32,17
BZID-1304478793,38,34,27
BZID-1304368692,10,7,4
BZID-1304433427,47,31,13
BZID-1304408436,4,3,0
BZID-1304365620,23,22,12
BZID-1304427190,20,10,5
BZID-1304472838,50,47,22
BZID-1304377930,3,3,1
BZID-1304466161,57,54,37
BZID-1304417805,4,4,0
BZID-1304396223,32,25,17
BZID-1304425656,48,41,10
BZID-1304413050,17,9,5
BZID-1304415340,58,57,26
BZID-1304469954,53,34,20
BZID-1304419139,57,50,46
BZID-1304424081,7,5,1
BZID-1304430699,36,19,15
BZID-1304461981,37,34,20
BZID-1304472723,51,42,24
BZID-1304372230,43,43,25
BZID-1304428695,59,55,40
BZID-1304477765,50,45,38
BZID-1304363837,44,40,23
BZID-1304428829,35,35,13
BZID-1304360972,9,6,4
BZID-1304475734,52,52,27
BZID-1304407813,17,11,6
BZID-1304364275,42,35,23
BZID-1304450001,59,52,43
BZID-1304475044,46,23,11
BZID-1304408677,15,14,9
BZID-1304423856,30,30,3
BZID-1304376584,19,15,10
BZID-1304380917,49,42,10
BZID-1304395569,18,17,6
BZID-1304364029,1,1,0
BZID-1304429171,52,50,22
BZID-1304374079,48,41,31
BZID-1304363915,10,6,2
BZID-1304364025,14,9,8
BZID-1304363931,1,1,1
BZID-1304464081,33,23,12
BZID-1304401465,34,28,19
BZID-1304415456,41,34,29
BZID-1304395806,1,1,1
BZID-1304363947,38,36,20
BZID-1304363703,1,1,0
BZID-1304423549,18,11,3
BZID-1304381545,57,57,17
BZID-1304435236,46,45,0
BZID-1304464911,29,23,17
BZID-1304363613,14,11,1
BZID-1304363988,8,7,4
BZID-1304424295,38,33,24
BZID-1304360510,3,2,1
BZID-1304363614,36,30,17
BZID-1304476972,10,6,2
BZID-1304405504,39,30,11
BZID-1304396034,40,34,13
BZID-1304406129,22,15,5
BZID-1304433822,24,11,10
BZID-1304402485,34,26,10
BZID-1304464945,32,23,6
BZID-1304367942,36,25,15
BZID-1304466573,48,48,15
BZID-1304460743,11,9,0
BZID-1304401020,21,5,5
BZID-1304363714,2,1,1
BZID-1304364228,48,46,34
BZID-1304430262,25,21,2
BZID-1304363590,36,36,21
BZID-1304389951,17,16,10
BZID-1304461998,16,9,8
BZID-1304376580,35,30,10
BZID-1304359171,17,12,12
BZID-1304409372,11,10,3
BZID-1304390474,30,22,8
BZID-1304436058,6,5,1
BZID-1304429540,12,7,7
BZID-1304427620,46,33,24
BZID-1304437824,31,24,14
BZID-1304363670,4,3,0
BZID-1304477332,49,42,27
BZID-1304400137,35,32,19
BZID-1304394334,6,4,1
BZID-1304441225,22,7,5
BZID-1304408048,33,27,14
BZID-1304478516,7,5,2
BZID-1304367778,49,49,36
BZID-1304397391,42,38,13
BZID-1304434662,38,32,24
BZID-1304437961,52,47,29
BZID-1304446429,8,7,3
BZID-1304365080,14,13,3
BZID-1304424940,28,24,16
BZID-1304475929,44,20,9
BZID-1304390200,6,5,3
BZID-1304370253,28,24,9
BZID-1304388430,16,13,6
BZID-1304436132,25,23,12
BZID-1304379817,12,10,2
BZID-1304474916,43,33,16
BZID-1304377495,54,53,31
BZID-1304389948,8,6,2
BZID-1304367337,35,33,9
BZID-1304406598,29,24,7
BZID-1304447585,47,44,30
BZID-1304394661,44,34,22
BZID-1304365193,3,2,1
BZID-1304387762,2,1,1
BZID-1304463527,46,27,19
BZID-1304421499,35,31,18
BZID-1304396387,34,32,23
BZID-1304406239,27,26,11
BZID-1304427134,10,10,4
BZID-1304382602,17,10,5
BZID-1304393314,46,43,23
BZID-1304405107,11,10,6
BZID-1304373180,55,55,33
BZID-1304360001,22,22,6
BZID-1304474393,13,11,2
BZID-1304371834,34,33,15
BZID-1304435060,23,19,15
BZID-1304470324,8,8,0
BZID-1304363986,2,2,0
BZID-1304448561,15,12,6
BZID-1304445083,29,12,10
BZID-1304387501,47,44,23
BZID-1304414942,13,9,0
BZID-1304389255,53,52,6
BZID-1304393066,41,35,21
BZID-1304363934,16,15,10
BZID-1304402811,59,59,40
BZID-1304419351,6,5,0
BZID-1304400808,23,14,10
BZID-1304406076,46,40,19
BZID-1304422884,14,10,7
BZID-1304358365,46,42,19
BZID-1304475191,41,36,16
BZID-1304415593,19,18,10
BZID-1304421266,12,10,1
BZID-1304413175,1,1,0
BZID-1304426066,48,42,33
BZID-1304377305,28,21,15
BZID-1304458350,9,5,0
BZID-1304430154,24,23,6
BZID-1304450509,24,16,13
BZID-1304417625,26,20,6
BZID-1304396100,6,6,3
BZID-1304471936,34,31,10
BZID-1304411540,29,23,12
BZID-1304463655,22,13,10
BZID-1304359541,18,15,5
BZID-1304446784,6,6,4
BZID-1304399330,20,16,1
BZID-1304432515,38,19,14
BZID-1304426601,44,38,31
BZID-1304420675,19,16,8
BZID-1304388197,20,17,7
BZID-1304376848,43,41,27
BZID-1304424673,39,32,19
BZID-1304405665,16,16,11
BZID-1304364351,26,23,6
BZID-1304377789,16,15,12
BZID-1304376004,27,22,7
BZID-1304364485,21,12,1
BZID-1304367036,31,25,11
BZID-1304392403,54,52,23
BZID-1304428870,35,35,1
BZID-1304404713,27,24,8
BZID-1304436131,23,11,7
BZID-1304368158,13,9,5
BZID-1304472182,24,22,7
BZID-1304412316,2,2,1
BZID-1304392149,23,15,7
BZID-1304437860,46,37,24
BZID-1304408071,43,40,4
BZID-1304474165,59,55,47
BZID-1304469110,22,20,1
BZID-1304393028,2,2,0
BZID-1304367945,54,52,25
BZID-1304396951,11,8,5
BZID-1304401387,14,3,1
BZID-1304413759,54,50,40
BZID-1304462043,54,52,33
BZID-1304398026,30,27,0
BZID-1304413051,2,2,1
BZID-1304407092,11,10,7
BZID-1304354648,2,1,0
BZID-1304415811,2,1,1
BZID-1304385121,43,43,7
BZID-1304364060,40,33,19
BZID-1304449927,51,51,23
BZID-1304445014,12,11,10
BZID-1304369231,26,19,10
BZID-1304383943,48,44,22
BZID-1304402603,15,9,5
BZID-1304359222,37,29,17
BZID-1304397603,33,31,21
BZID-1304466296,24,20,16
BZID-1304364269,15,13,7
BZID-1304431675,27,16,8
BZID-1304364268,8,7,0
BZID-1304367121,1,1,0
BZID-1304469315,39,34,25
BZID-1304413306,10,7,4
BZID-1304417491,46,46,19
BZID-1304368346,2,1,0
BZID-1304460759,35,32,9
BZID-1304461110,28,20,6
BZID-1304364161,45,45,30
BZID-1304359604,11,5,1
BZID-1304394784,23,21,12
BZID-1304388658,11,11,5
BZID-1304415755,49,43,33
BZID-1304420951,6,4,2
BZID-1304428085,33,29,5
BZID-1304369241,12,8,2
BZID-1304372455,3,3,0
BZID-1304365239,11,7,3
BZID-1304456939,26,22,16
BZID-1304431350,39,29,12
BZID-1304466852,23,20,3
BZID-1304400637,29,27,19
BZID-1304396920,18,17,5
BZID-1304476794,31,25,17
BZID-1304393892,47,47,17
BZID-1304470822,35,29,26
BZID-1304425041,48,43,18
BZID-1304446330,44,42,16
BZID-1304384717,38,32,12
BZID-1304478080,50,45,33
BZID-1304392356,21,19,8
BZID-1304389189,4,2,0
BZID-1304458906,50,30,23
BZID-1304471477,38,32,23
BZID-1304466950,13,10,3
BZID-1304459121,33,24,8
BZID-1304373443,6,4,0
BZID-1304364345,36,30,19
BZID-1304476933,20,10,8
BZID-1304363927,23,21,9
BZID-1304414842,38,34,16
BZID-1304426464,11,9,2
BZID-1304440319,32,19,11
BZID-1304408127,32,30,13
BZID-1304439797,14,11,9
BZID-1304428989,23,19,12
BZID-1304398991,10,9,0
BZID-1304409922,1,1,1
BZID-1304390184,7,7,6
BZID-1304381599,32,26,19
BZID-1304420690,37,24,13
BZID-1304471852,38,24,22
BZID-1304447655,45,38,16
BZID-1304362422,5,2,0
BZID-1304448338,48,45,18
BZID-1304460269,34,28,15
BZID-1304442161,33,18,13
BZID-1304381793,9,8,0
BZID-1304433980,40,34,26
BZID-1304437964,45,36,22
BZID-1304350658,24,21,14
BZID-1304380499,24,18,10
BZID-1304479073,24,20,9
BZID-1304444777,47,46,17
BZID-1304400797,2,2,0
