businessid,cta_dt_cnt,ppv_plv_dt_cnt,atc_dt_cnt
BZID-1304386607,24,18,14
BZID-1304475000,13,13,1
BZID-1304436680,20,10,9
BZID-1304351290,13,9,6
BZID-1304405979,4,3,3
BZID-1304381142,23,0,0
BZID-1304352138,6,6,4
BZID-1304461778,10,10,3
BZID-1304363572,13,12,6
BZID-1304455938,6,6,1
BZID-1304351848,11,11,3
BZID-1304351815,5,3,0
BZID-1304351479,8,8,5
BZID-1304408947,15,9,1
BZID-1304606771,8,6,4
BZID-1304427572,41,41,4
BZID-1304442361,11,7,6
BZID-1304379702,11,10,7
BZID-1304463439,4,1,0
BZID-1304464613,13,12,2
BZID-1304369852,13,11,4
BZID-1304455990,2,1,1
BZID-1304605818,5,5,2
BZID-1304355289,7,2,0
BZID-1304605908,1,1,0
BZID-1304462609,14,9,7
BZID-1304472014,3,3,3
BZID-1304405265,8,7,6
BZID-1304376617,17,17,17
BZID-1304608404,12,11,3
BZID-1304427048,12,2,5
BZID-1304389287,9,8,1
BZID-1304402694,2,1,1
BZID-1304362047,8,4,2
BZID-1304389856,4,3,1
BZID-1304463534,5,4,0
BZID-1304371964,6,6,0
BZID-1304372116,4,2,0
BZID-1304362379,11,9,4
BZID-1304478096,21,16,3
BZID-1304381410,11,5,0
BZID-1304408362,15,14,3
BZID-1304381075,5,4,2
BZID-1304461989,6,5,0
BZID-1304369860,3,3,3
BZID-1304430172,3,3,2
BZID-1304401880,2,1,2
BZID-1304453084,4,4,4
BZID-1304386414,3,3,0
BZID-1304413470,5,2,2
BZID-1304364931,3,1,1
BZID-1304391549,4,4,2
BZID-1304422086,13,13,8
BZID-1304383388,2,2,0
BZID-1304405181,1,1,1
BZID-1304387016,4,4,1
BZID-1304389844,7,6,1
BZID-1304364690,1,1,1
BZID-1304416165,6,4,3
BZID-1304360237,4,2,1
BZID-1304417336,7,7,0
BZID-1304414213,4,1,0
BZID-1304430991,8,4,1
BZID-1304430129,1,1,0
BZID-1304360402,7,5,1
BZID-1304383333,7,7,3
BZID-1304448475,7,5,1
BZID-1304365943,5,4,0
BZID-1304475992,30,29,8
BZID-1304412777,8,5,1
BZID-1304608815,2,2,0
BZID-1304406370,12,11,5
BZID-1304365175,2,1,0
BZID-1304427877,11,11,4
BZID-1304479097,5,1,1
BZID-1304387521,4,4,1
BZID-1304378813,12,11,0
BZID-1304425736,1,1,1
BZID-1304390458,2,2,0
BZID-1304363713,2,1,0
BZID-1304417834,1,1,0
BZID-1304404235,3,3,0
BZID-1304421146,2,2,0
BZID-1304364439,2,2,1
BZID-1304402573,3,0,0
BZID-1304373729,13,2,0
BZID-1304363650,7,3,2
BZID-1304443765,5,2,1
BZID-1304384949,2,2,0
BZID-1304466433,3,3,0
BZID-1304372016,3,3,0
BZID-1304398162,5,1,0
BZID-1304420260,2,1,1
BZID-1304439440,14,5,0
BZID-1304370579,5,2,0
BZID-1304372042,1,1,0
BZID-1304461344,13,12,0
BZID-1304350667,5,1,1
BZID-1304374028,10,9,0
BZID-1304382913,7,4,0
BZID-1304360199,4,3,2
BZID-1304368803,7,3,0
BZID-1304366618,10,6,4
BZID-1304389587,2,1,0
BZID-1304400442,4,1,1
BZID-1304354831,10,8,6
BZID-1304422009,19,10,1
BZID-1304384143,2,1,1
BZID-1304355409,10,4,2
BZID-1304356034,6,4,0
BZID-1304401698,2,1,2
BZID-1304402231,3,2,0
BZID-1304355503,5,4,4
BZID-1304604535,7,4,2
BZID-1304451437,17,11,4
BZID-1304373121,1,1,0
BZID-1304371047,10,10,5
BZID-1304388279,9,6,2
BZID-1304398036,3,3,0
BZID-1304441997,11,7,4
BZID-1304355432,3,3,2
BZID-1304407872,2,3,1
BZID-1304604331,1,1,1
BZID-1304406519,8,8,2
BZID-1304409460,3,2,1
BZID-1304354029,6,5,4
BZID-1304402095,37,37,4
BZID-1304401720,13,11,2
BZID-1304403476,12,10,2
BZID-1304420599,1,1,1
BZID-1304408728,8,6,2
BZID-1304361646,3,3,3
BZID-1304424592,2,1,1
BZID-1304357141,4,4,2
BZID-1304597486,15,13,1
BZID-1304449817,9,9,0
BZID-1304391254,6,3,2
BZID-1304361843,4,4,1
BZID-1304428490,25,11,1
BZID-1304471561,20,11,2
BZID-1304603958,4,4,0
BZID-1304397432,3,2,0
BZID-1304429244,2,2,2
BZID-1304606712,1,1,0
BZID-1304357354,3,3,0
BZID-1304395154,1,1,0
BZID-1304459033,2,1,1
BZID-1304404207,4,4,1
BZID-1304448515,2,1,1
BZID-1304606821,7,5,1
BZID-1304369983,3,3,1
BZID-1304401585,5,4,2
BZID-1304410997,3,3,0
BZID-1304605518,1,1,1
BZID-1304381783,15,13,4
BZID-1304424461,1,0,0
BZID-1304373258,4,3,0
BZID-1304372112,9,9,4
BZID-1304380706,1,1,0
BZID-1304597944,3,3,2
BZID-1304464556,4,2,2
BZID-1304598553,2,2,1
BZID-1304375052,16,13,2
BZID-1304358288,33,29,11
BZID-1304365444,2,2,0
BZID-1304442622,7,4,3
BZID-1304431898,37,28,17
BZID-1304414731,19,19,8
BZID-1304472327,59,58,49
BZID-1304362713,23,11,6
BZID-1304389601,28,18,9
BZID-1304409665,19,16,7
BZID-1304457465,31,17,8
BZID-1304360589,31,24,19
BZID-1304411981,49,21,18
BZID-1304394212,3,1,0
BZID-1304438669,44,34,21
BZID-1304362720,5,3,1
BZID-1304419155,28,13,6
BZID-1304364610,38,33,15
BZID-1304439001,9,5,2
BZID-1304389728,37,28,11
BZID-1304398868,52,52,19
BZID-1304363850,4,2,1
BZID-1304447227,12,10,3
BZID-1304363078,6,3,2
BZID-1304385933,48,45,4
BZID-1304365280,24,17,13
BZID-1304441155,10,7,3
BZID-1304363844,12,11,5
BZID-1304393781,45,41,17
BZID-1304426825,24,15,9
BZID-1304424861,47,40,24
BZID-1304363861,17,16,3
BZID-1304370832,59,57,51
BZID-1304471995,45,32,12
BZID-1304457565,15,13,2
BZID-1304410847,36,29,14
BZID-1304411682,5,4,1
BZID-1304471530,28,12,7
BZID-1304476672,59,52,47
BZID-1304419358,29,21,7
BZID-1304368811,27,23,13
BZID-1304450230,49,44,27
BZID-1304409476,36,25,20
BZID-1304381415,2,2,2
BZID-1304391959,45,39,32
BZID-1304363791,28,24,17
BZID-1304396534,26,19,11
BZID-1304351418,6,7,1
BZID-1304374151,32,20,9
BZID-1304462091,18,15,8
BZID-1304380881,18,18,9
BZID-1304397020,49,34,30
BZID-1304431572,21,14,6
BZID-1304379247,28,22,11
BZID-1304423115,24,20,14
BZID-1304435653,27,24,18
BZID-1304365322,48,47,30
BZID-1304381325,32,30,23
BZID-1304379139,22,15,11
BZID-1304367669,43,38,12
BZID-1304358845,23,19,7
BZID-1304468614,47,46,29
BZID-1304445624,55,48,28
BZID-1304465003,56,50,44
BZID-1304431750,55,49,39
BZID-1304474881,47,36,12
BZID-1304413593,17,14,10
BZID-1304384637,6,7,0
BZID-1304456084,44,30,19
BZID-1304403985,8,5,2
BZID-1304404932,42,34,22
BZID-1304474545,25,20,10
BZID-1304470295,19,13,11
BZID-1304419853,33,29,25
BZID-1304412909,55,34,15
BZID-1304465283,51,45,35
BZID-1304422867,20,16,5
BZID-1304363797,14,12,8
BZID-1304420387,9,5,2
BZID-1304397319,29,26,10
BZID-1304430021,49,36,26
BZID-1304379214,34,26,19
BZID-1304473054,54,40,23
BZID-1304418764,34,26,17
BZID-1304379484,3,3,2
BZID-1304478429,40,35,10
BZID-1304458459,33,33,20
BZID-1304396352,47,34,7
BZID-1304433252,33,31,9
BZID-1304363828,48,48,22
BZID-1304403621,47,46,5
BZID-1304379358,3,3,2
BZID-1304387742,43,36,28
BZID-1304465594,56,51,43
BZID-1304403613,33,29,12
BZID-1304391439,50,46,27
BZID-1304444555,46,32,28
BZID-1304363905,17,14,7
BZID-1304399482,25,20,14
BZID-1304475357,31,29,9
BZID-1304467253,55,52,43
BZID-1304363965,6,6,2
BZID-1304408709,30,19,16
BZID-1304405376,27,27,3
BZID-1304363191,38,23,22
BZID-1304411285,41,39,10
BZID-1304400220,8,7,7
BZID-1304363603,4,2,0
BZID-1304362305,19,14,2
BZID-1304379757,8,8,5
BZID-1304363551,2,2,1
BZID-1304474103,56,51,23
BZID-1304363543,10,8,5
BZID-1304399071,24,16,7
BZID-1304435760,3,3,0
BZID-1304375307,15,13,2
BZID-1304363569,2,2,1
BZID-1304405630,14,14,6
BZID-1304372231,20,18,13
BZID-1304470175,57,52,51
BZID-1304365378,35,33,18
BZID-1304445428,35,24,17
BZID-1304383737,30,21,9
BZID-1304415606,31,22,11
BZID-1304364014,15,12,4
BZID-1304363747,1,1,0
BZID-1304466806,45,37,29
BZID-1304397732,14,13,0
BZID-1304477840,8,7,2
BZID-1304435251,40,25,13
BZID-1304372509,14,8,2
BZID-1304384691,11,7,7
BZID-1304449966,21,20,12
BZID-1304363743,9,7,6
BZID-1304421156,39,36,18
BZID-1304442118,21,16,13
BZID-1304389401,29,20,17
BZID-1304377342,39,32,30
BZID-1304411413,7,5,1
BZID-1304479012,22,20,0
BZID-1304363773,38,23,15
BZID-1304436777,25,18,6
BZID-1304476559,50,39,24
BZID-1304469026,37,25,15
BZID-1304471333,52,44,37
BZID-1304390453,23,20,8
BZID-1304364365,26,23,6
BZID-1304477163,36,29,23
BZID-1304397793,27,22,15
BZID-1304465198,4,3,0
BZID-1304373044,23,17,15
BZID-1304426480,28,20,11
BZID-1304603596,26,25,9
BZID-1304435714,50,46,6
BZID-1304466014,24,15,12
BZID-1304478497,58,58,51
BZID-1304381216,27,24,14
BZID-1304396906,46,39,16
BZID-1304459784,9,8,2
BZID-1304356966,9,7,0
BZID-1304357272,18,17,10
BZID-1304419769,10,10,2
BZID-1304428699,22,16,11
BZID-1304373667,19,15,4
BZID-1304354033,18,17,7
BZID-1304355242,34,30,14
BZID-1304355729,24,23,19
BZID-1304349347,28,26,9
BZID-1304472438,17,14,1
BZID-1304357909,14,13,0
BZID-1304479727,32,32,13
BZID-1304355778,26,26,9
BZID-1304470030,29,25,14
BZID-1304400213,7,6,4
BZID-1304355853,22,19,14
BZID-1304371151,39,38,28
BZID-1304410942,34,30,18
BZID-1304351723,14,12,8
BZID-1304404221,33,32,11
BZID-1304350846,3,3,1
BZID-1304376413,44,41,28
BZID-1304429314,38,33,20
BZID-1304448500,17,8,1
BZID-1304378204,18,17,1
BZID-1304437950,23,14,4
BZID-1304419119,23,21,10
BZID-1304375517,15,12,3
BZID-1304449290,8,7,4
BZID-1304398180,31,21,17
BZID-1304474317,19,13,5
BZID-1304396613,13,11,3
BZID-1304358356,25,24,8
BZID-1304362680,3,2,1
BZID-1304470945,14,12,0
BZID-1304355448,20,18,5
BZID-1304477859,44,28,19
BZID-1304428771,15,14,8
BZID-1304385517,8,8,7
BZID-1304604250,2,2,1
BZID-1304604245,7,6,4
BZID-1304401886,19,15,9
BZID-1304604208,11,8,3
BZID-1304463191,20,15,12
BZID-1304355313,26,26,13
BZID-1304419910,27,21,11
BZID-1304604164,6,3,3
BZID-1304604675,1,1,0
BZID-1304471033,35,20,13
BZID-1304356371,18,17,11
BZID-1304361242,4,2,2
BZID-1304446172,2,1,1
BZID-1304448541,5,2,0
BZID-1304357694,14,14,3
BZID-1304426179,13,11,4
BZID-1304423406,16,16,11
BZID-1304604373,3,1,2
BZID-1304434403,26,23,16
BZID-1304374415,7,7,3
BZID-1304420720,5,5,3
BZID-1304381390,18,13,9
BZID-1304474377,20,20,0
BZID-1304413170,3,3,1
BZID-1304604997,3,2,0
BZID-1304605015,15,13,7
BZID-1304605027,25,23,15
BZID-1304355665,5,5,3
BZID-1304408560,12,11,3
BZID-1304355064,32,32,17
BZID-1304384650,9,7,4
BZID-1304419710,1,1,0
BZID-1304356563,9,7,4
BZID-1304429645,4,4,2
BZID-1304351724,30,26,12
BZID-1304382975,17,15,13
BZID-1304357904,22,20,13
BZID-1304604778,19,16,11
BZID-1304356403,12,12,2
BZID-1304419933,10,3,1
BZID-1304364870,10,10,7
BZID-1304425199,15,8,5
BZID-1304456257,20,17,9
BZID-1304355743,19,19,11
BZID-1304367197,5,5,3
BZID-1304407760,23,13,6
BZID-1304426378,16,6,2
BZID-1304361011,9,1,1
BZID-1304445131,30,23,15
BZID-1304467412,10,9,0
BZID-1304436224,17,8,1
BZID-1304446460,42,36,17
BZID-1304351908,23,21,17
BZID-1304466415,9,7,6
BZID-1304407953,12,7,7
BZID-1304371436,29,20,12
BZID-1304355012,35,34,24
BZID-1304371660,3,3,1
BZID-1304386167,43,42,15
BZID-1304434157,11,9,3
BZID-1304459071,23,22,8
BZID-1304403212,34,26,23
BZID-1304360942,26,23,10
BZID-1304603480,23,21,12
BZID-1304357182,12,11,3
BZID-1304445534,21,16,13
BZID-1304398809,40,25,17
BZID-1304425258,16,14,6
BZID-1304356987,7,6,3
BZID-1304350901,45,36,30
BZID-1304369218,19,17,10
BZID-1304457009,30,18,11
BZID-1304448301,20,20,8
BZID-1304382898,8,8,4
BZID-1304349264,21,21,15
BZID-1304426067,37,36,8
BZID-1304438390,20,20,2
BZID-1304467793,30,25,19
BZID-1304369665,3,2,2
BZID-1304353541,31,15,9
BZID-1304354729,5,5,3
BZID-1304603167,2,2,1
BZID-1304434838,30,20,12
BZID-1304358487,25,20,5
BZID-1304422164,7,3,0
BZID-1304352301,16,16,7
BZID-1304428821,22,18,14
BZID-1304350390,25,23,20
BZID-1304415535,19,18,6
BZID-1304418494,20,18,7
BZID-1304354969,16,11,7
BZID-1304603852,12,9,2
BZID-1304356180,2,2,0
BZID-1304466336,25,20,11
BZID-1304414126,13,9,5
BZID-1304386125,18,16,8
BZID-1304459063,35,19,7
BZID-1304373339,20,14,6
BZID-1304606616,22,10,9
BZID-1304354951,6,6,3
BZID-1304354964,13,11,2
BZID-1304353955,25,15,9
BZID-1304405646,9,7,4
BZID-1304462798,42,41,22
BZID-1304605128,6,3,1
BZID-1304603357,9,8,7
BZID-1304374077,8,3,1
BZID-1304459296,1,1,1
BZID-1304453086,29,29,13
BZID-1304412652,20,15,3
BZID-1304474490,9,9,2
BZID-1304447342,26,25,8
BZID-1304449424,29,21,13
BZID-1304389941,1,1,1
BZID-1304355596,16,13,6
BZID-1304352045,32,29,21
BZID-1304400627,24,8,7
BZID-1304403145,6,4,1
BZID-1304603612,4,3,3
BZID-1304603603,18,17,7
BZID-1304364056,43,42,37
BZID-1304466380,32,14,5
BZID-1304429137,33,18,9
BZID-1304361504,51,51,38
BZID-1304364093,29,20,14
BZID-1304364084,3,1,1
BZID-1304374576,27,25,3
BZID-1304429134,11,10,4
BZID-1304472885,44,37,27
BZID-1304472315,44,37,26
BZID-1304364287,4,4,2
BZID-1304425754,56,55,44
BZID-1304392165,11,8,3
BZID-1304429251,11,6,3
BZID-1304422425,6,1,0
BZID-1304384948,38,34,23
BZID-1304402913,55,26,21
BZID-1304467908,37,23,14
BZID-1304364390,33,31,15
BZID-1304428786,36,24,17
BZID-1304409179,30,14,11
BZID-1304370475,7,5,3
BZID-1304416272,26,22,11
BZID-1304475618,45,34,33
BZID-1304390015,39,32,14
BZID-1304358225,35,33,12
BZID-1304416865,40,31,16
BZID-1304360388,38,31,24
BZID-1304366057,33,29,15
BZID-1304472224,20,14,7
BZID-1304428412,36,28,11
BZID-1304349591,9,4,0
BZID-1304375782,49,31,11
BZID-1304456840,2,2,0
BZID-1304452596,41,35,23
BZID-1304458268,9,6,1
BZID-1304430696,32,14,7
BZID-1304380889,52,51,28
BZID-1304424471,32,26,1
BZID-1304441138,54,38,21
BZID-1304399039,36,18,16
BZID-1304362956,11,7,0
BZID-1304425047,39,30,18
BZID-1304404642,21,19,12
BZID-1304446302,14,6,6
BZID-1304390165,35,28,15
BZID-1304411806,6,4,0
BZID-1304372517,41,41,11
BZID-1304390054,6,6,3
BZID-1304430517,51,27,20
BZID-1304361117,44,35,13
BZID-1304398230,4,5,1
BZID-1304350102,39,34,17
BZID-1304430295,24,18,14
BZID-1304361298,38,36,9
BZID-1304361158,26,20,11
BZID-1304349542,13,12,1
BZID-1304374776,24,17,8
BZID-1304458600,8,8,0
BZID-1304371403,45,34,21
BZID-1304373823,20,18,9
BZID-1304469993,22,16,7
BZID-1304445560,24,11,6
BZID-1304388476,25,18,11
BZID-1304427555,32,25,20
BZID-1304390106,53,53,17
BZID-1304412454,4,2,1
BZID-1304409720,12,7,4
BZID-1304397818,53,51,33
BZID-1304434674,43,31,21
BZID-1304357905,8,6,3
BZID-1304431329,53,37,24
BZID-1304449402,7,6,2
BZID-1304428446,40,36,17
BZID-1304398044,27,25,8
BZID-1304380660,4,1,1
BZID-1304350700,7,6,2
BZID-1304380898,16,13,4
BZID-1304443411,48,40,28
BZID-1304358834,22,19,2
BZID-1304384110,40,37,16
BZID-1304449038,20,14,8
BZID-1304400912,39,34,27
BZID-1304350646,6,1,0
BZID-1304443969,25,19,9
BZID-1304406866,32,21,10
BZID-1304364684,4,1,0
BZID-1304406985,7,6,2
BZID-1304410458,8,7,2
BZID-1304415786,23,22,18
BZID-1304350514,2,2,0
BZID-1304434680,45,31,11
BZID-1304350217,38,36,22
BZID-1304394209,25,21,12
BZID-1304449143,57,56,30
BZID-1304374611,25,17,0
BZID-1304464874,20,17,12
BZID-1304350271,3,1,1
BZID-1304460936,39,37,26
BZID-1304418522,20,6,3
BZID-1304419539,19,12,9
BZID-1304383810,15,14,4
BZID-1304420526,31,20,14
BZID-1304416991,26,24,7
BZID-1304377640,7,4,0
BZID-1304421161,13,7,3
BZID-1304395751,43,38,16
BZID-1304395795,41,38,18
BZID-1304604133,14,14,4
BZID-1304421200,4,1,1
BZID-1304429074,4,4,2
BZID-1304401868,10,9,0
BZID-1304435595,42,31,22
BZID-1304439690,16,12,10
BZID-1304432316,3,1,0
BZID-1304357676,13,11,2
BZID-1304470923,43,29,19
BZID-1304361257,38,35,25
BZID-1304364106,4,4,1
BZID-1304380459,22,22,3
BZID-1304374717,10,9,1
BZID-1304389389,4,1,1
BZID-1304389377,6,0,1
BZID-1304464517,41,36,12
BZID-1304464385,41,38,13
BZID-1304363536,32,32,13
BZID-1304459068,30,29,3
BZID-1304376110,21,17,7
BZID-1304365430,15,13,2
BZID-1304414148,4,3,1
BZID-1304556770,1,1,0
BZID-1304449537,12,4,4
BZID-1304412428,34,26,19
BZID-1304425419,19,17,4
BZID-1304415512,38,25,16
BZID-1304419768,41,39,28
BZID-1304378988,10,8,7
BZID-1304373978,13,11,6
BZID-1304466337,45,34,25
BZID-1304401175,24,11,5
BZID-1304467264,28,18,10
BZID-1304365446,11,10,9
BZID-1304402308,9,4,2
BZID-1304432512,34,16,12
BZID-1304405825,18,17,4
BZID-1304404494,16,6,2
BZID-1304351080,1,1,1
BZID-1304419765,45,35,17
BZID-1304351087,13,8,2
BZID-1304437194,27,15,10
BZID-1304413984,26,21,11
BZID-1304462301,6,3,1
BZID-1304472170,38,24,19
BZID-1304363471,29,25,15
BZID-1304405111,16,7,2
BZID-1304375142,20,11,8
BZID-1304376735,17,8,1
BZID-1304473490,38,37,10
BZID-1304372684,36,30,9
BZID-1304609357,11,10,7
BZID-1304467161,3,2,0
BZID-1304608769,11,9,5
BZID-1304610044,9,9,7
BZID-1304608260,11,9,3
BZID-1304598863,12,11,4
BZID-1304609527,7,7,3
BZID-1304609432,5,3,2
BZID-1304422556,14,14,10
BZID-1304608873,4,3,0
BZID-1304607812,15,10,6
BZID-1304606047,2,2,1
BZID-1304458535,4,3,1
BZID-1304376776,3,1,1
BZID-1304610175,8,8,4
BZID-1304373279,10,6,4
BZID-1304378468,2,2,1
BZID-1304610280,7,7,3
BZID-1304416675,2,0,0
BZID-1304384114,4,3,3
BZID-1304610196,1,1,1
BZID-1304610193,2,2,1
BZID-1304610295,4,4,2
BZID-1304606165,12,11,4
BZID-1304352736,7,7,1
BZID-1304609857,6,6,3
BZID-1304609884,8,8,4
BZID-1304413338,2,1,1
BZID-1304610275,1,1,1
BZID-1304609073,10,8,4
BZID-1304609800,17,16,8
BZID-1304384477,19,13,7
BZID-1304353451,5,4,3
BZID-1304479732,13,10,3
BZID-1304607905,6,6,4
BZID-1304610222,8,8,3
BZID-1304607816,4,1,1
BZID-1304360904,11,7,1
BZID-1304375417,9,8,6
BZID-1304419581,20,5,0
BZID-1304368513,7,7,0
BZID-1304403984,7,7,6
BZID-1304596400,9,9,6
BZID-1304364274,21,16,3
BZID-1304365074,7,2,1
BZID-1304596936,6,6,3
BZID-1304608816,16,13,7
BZID-1304603208,6,4,2
BZID-1304605813,13,10,7
BZID-1304610600,9,7,2
BZID-1304370358,13,12,0
BZID-1304351721,17,11,5
BZID-1304610287,9,9,8
BZID-1304610031,5,5,2
BZID-1304391591,1,1,1
BZID-1304393115,12,10,5
BZID-1304394599,2,1,0
BZID-1304430958,9,7,3
BZID-1304357347,12,10,1
BZID-1304378319,6,4,4
BZID-1304366896,12,13,10
BZID-1304354799,10,9,0
BZID-1304596302,2,2,2
BZID-1304365640,8,6,6
BZID-1304423677,13,2,0
BZID-1304377278,6,4,1
BZID-1304596044,5,5,1
BZID-1304608331,6,6,4
BZID-1304411513,5,5,0
BZID-1304466097,15,10,10
BZID-1304356833,6,6,0
BZID-1304431692,15,11,3
BZID-1304400432,2,2,2
BZID-1304610188,2,2,1
BZID-1304398433,3,1,0
BZID-1304596045,7,7,5
BZID-1304427312,5,4,0
BZID-1304607658,4,4,0
BZID-1304476041,11,9,4
BZID-1304356684,3,3,3
BZID-1304352273,21,20,7
BZID-1304400963,24,23,10
BZID-1304610237,8,8,3
BZID-1304393504,3,3,3
BZID-1304354905,10,10,7
BZID-1304596779,7,7,6
BZID-1304610556,6,6,3
BZID-1304465700,9,8,7
BZID-1304352913,8,6,4
BZID-1304596613,1,1,0
BZID-1304385504,12,9,4
BZID-1304608777,4,4,1
BZID-1304349298,19,16,14
BZID-1304596118,1,1,1
BZID-1304596142,1,1,1
BZID-1304605752,5,5,1
BZID-1304413598,6,4,1
BZID-1304607520,5,4,1
BZID-1304606189,12,11,6
BZID-1304355306,12,10,4
BZID-1304371887,14,9,7
BZID-1304596799,1,2,2
BZID-1304427379,9,8,5
BZID-1304368563,26,25,4
BZID-1304595718,6,6,6
BZID-1304598372,2,1,1
BZID-1304353681,8,5,1
BZID-1304598370,2,1,1
BZID-1304455328,3,1,0
BZID-1304430250,10,7,5
BZID-1304430408,1,0,0
BZID-1304598272,3,3,0
BZID-1304379712,10,10,3
BZID-1304598329,6,6,4
BZID-1304474111,12,11,2
BZID-1304419356,5,3,0
BZID-1304414352,5,5,2
BZID-1304416085,34,17,14
BZID-1304425084,7,6,2
BZID-1304608780,8,8,2
BZID-1304419811,16,16,10
BZID-1304595253,2,1,1
BZID-1304469779,5,3,2
BZID-1304427544,6,3,1
BZID-1304479438,21,11,9
BZID-1304399881,14,11,7
BZID-1304605512,10,8,5
BZID-1304597063,6,6,2
BZID-1304397761,14,9,2
BZID-1304358707,19,16,5
BZID-1304406257,2,2,0
BZID-1304439675,9,8,3
BZID-1304597859,5,4,2
BZID-1304358860,2,0,0
BZID-1304595699,6,6,1
BZID-1304470742,32,24,6
BZID-1304596994,5,4,2
BZID-1304609172,11,11,5
BZID-1304598137,2,2,0
BZID-1304607282,11,10,5
BZID-1304377779,7,6,3
BZID-1304437183,2,1,1
BZID-1304607536,2,2,1
BZID-1304373446,5,5,4
BZID-1304469975,2,2,0
BZID-1304352621,8,8,2
BZID-1304598035,3,3,0
BZID-1304359640,9,6,5
BZID-1304595502,10,9,2
BZID-1304597292,5,5,2
BZID-1304595781,2,1,1
BZID-1304596739,3,2,2
BZID-1304598029,1,1,1
BZID-1304605723,2,2,1
BZID-1304377531,15,12,6
BZID-1304410879,14,12,6
BZID-1304381806,4,3,1
BZID-1304598862,2,2,1
BZID-1304595210,4,4,0
BZID-1304470155,43,37,7
BZID-1304383611,20,20,14
BZID-1304351007,3,2,1
BZID-1304360996,7,0,0
BZID-1304351001,20,18,15
BZID-1304350381,13,10,3
BZID-1304444208,5,4,1
BZID-1304420529,38,35,4
BZID-1304414681,30,20,15
BZID-1304408298,16,6,4
BZID-1304408428,31,24,16
BZID-1304448946,1,1,1
BZID-1304436603,55,49,29
BZID-1304366107,12,9,5
BZID-1304376712,24,17,6
BZID-1304410944,16,10,11
BZID-1304437799,8,8,0
BZID-1304364286,38,37,14
BZID-1304429034,1,1,0
BZID-1304396025,19,12,9
BZID-1304365648,28,24,17
BZID-1304375541,16,16,1
BZID-1304428449,12,11,10
BZID-1304362150,19,14,12
BZID-1304379171,34,33,13
BZID-1304461050,43,30,20
BZID-1304456924,51,46,45
BZID-1304411298,36,28,20
BZID-1304385761,20,19,6
BZID-1304428961,8,3,2
BZID-1304476010,18,14,10
BZID-1304475466,16,13,3
BZID-1304361144,4,3,0
BZID-1304453232,3,3,1
BZID-1304472292,24,16,10
BZID-1304392339,3,3,0
BZID-1304381992,41,16,6
BZID-1304466875,13,10,8
BZID-1304459974,17,6,3
BZID-1304476565,44,40,22
BZID-1304468701,22,19,1
BZID-1304351193,18,17,14
BZID-1304470962,14,7,1
BZID-1304471557,24,19,14
BZID-1304351206,35,30,11
BZID-1304351213,32,30,20
BZID-1304438592,27,23,12
BZID-1304395997,40,28,14
BZID-1304351137,4,2,1
BZID-1304470735,14,11,8
BZID-1304351138,36,36,16
BZID-1304376906,51,47,12
BZID-1304360225,16,16,5
BZID-1304350812,14,12,6
BZID-1304450019,48,44,23
BZID-1304456637,10,10,0
BZID-1304600428,9,4,2
BZID-1304459321,16,12,7
BZID-1304368760,51,43,27
BZID-1304350768,17,14,7
BZID-1304411674,18,16,8
BZID-1304426163,29,22,8
BZID-1304478216,27,22,15
BZID-1304420266,4,3,1
BZID-1304431951,28,23,15
BZID-1304378775,52,51,21
BZID-1304395032,11,9,7
BZID-1304350863,6,4,1
BZID-1304378774,29,28,18
BZID-1304349534,39,39,20
BZID-1304420018,13,9,6
BZID-1304376379,34,31,5
BZID-1304349522,26,20,8
BZID-1304392825,4,2,1
BZID-1304475795,36,30,11
BZID-1304447341,12,7,5
BZID-1304421360,25,15,11
BZID-1304349450,3,1,1
BZID-1304461895,27,26,7
BZID-1304349441,2,1,1
BZID-1304349518,24,19,13
BZID-1304475327,23,18,9
BZID-1304423629,40,40,19
BZID-1304351132,42,41,27
BZID-1304441858,11,7,6
BZID-1304350633,36,34,20
BZID-1304377350,6,5,5
BZID-1304374006,12,11,1
BZID-1304479092,25,20,5
BZID-1304444018,14,11,3
BZID-1304352726,38,36,27
BZID-1304604457,6,5,3
BZID-1304353494,32,32,12
BZID-1304352216,21,21,3
BZID-1304356748,30,22,14
BZID-1304413694,44,41,21
BZID-1304355576,27,20,11
BZID-1304367775,13,12,2
BZID-1304349739,31,28,23
BZID-1304382515,8,7,2
BZID-1304353970,13,9,1
BZID-1304427304,31,25,7
BZID-1304356216,17,15,9
BZID-1304450621,8,6,4
BZID-1304424030,46,30,17
BZID-1304357195,6,5,3
BZID-1304351782,31,31,26
BZID-1304424527,37,27,20
BZID-1304392558,21,17,11
BZID-1304404129,27,26,10
BZID-1304399563,43,42,22
BZID-1304398004,27,21,14
BZID-1304436032,40,35,11
BZID-1304355041,33,26,18
BZID-1304372265,27,25,16
BZID-1304449797,37,33,25
BZID-1304355692,29,28,26
BZID-1304410958,16,10,8
BZID-1304351760,35,35,29
BZID-1304368174,20,16,10
BZID-1304376482,16,15,9
BZID-1304369530,24,19,9
BZID-1304354106,24,24,9
BZID-1304356313,9,9,3
BZID-1304351666,21,20,8
BZID-1304353653,28,27,25
BZID-1304356716,31,31,17
BZID-1304352227,29,26,14
BZID-1304605130,27,25,23
BZID-1304410533,10,10,0
BZID-1304421247,17,13,8
BZID-1304354954,6,6,2
