businessid,calls
BZID-1304431775,1
BZID-1304474751,2
BZID-1304449878,1
BZID-1304430939,1
BZID-1304403837,6
BZID-1304403862,1
BZID-1304438417,2
BZID-1304349817,2
BZID-1304458867,2
BZID-1304464015,1
BZID-1304358222,2
BZID-1304471020,3
BZID-1304363321,1
BZID-1304352968,3
BZID-1304606476,1
BZID-1304404557,1
BZID-1304471629,3
BZID-1304448433,1
BZID-1304456860,1
BZID-1304393175,2
BZID-1304415857,1
BZID-1304422552,1
BZID-1304371274,1
BZID-1304477905,1
BZID-1304427189,1
BZID-1304422519,1
BZID-1304435113,2
BZID-1304466360,1
BZID-1304455877,1
BZID-1304405456,1
BZID-1304406336,3
BZID-1304377889,3
BZID-1304393565,3
BZID-1304382267,2
BZID-1304414623,2
BZID-1304441557,1
BZID-1304459274,1
BZID-1304478274,1
BZID-1304476712,1
BZID-1304474185,1
BZID-1304388332,2
BZID-1304417037,1
BZID-1304394178,2
BZID-1304432792,1
BZID-1304444663,1
BZID-1304359517,2
BZID-1304401241,1
BZID-1304609482,1
BZID-1304375437,1
BZID-1304470456,3
BZID-1304438535,2
BZID-1304464013,1
BZID-1304464372,4
BZID-1304380046,2
BZID-1304472222,2
BZID-1304477000,1
BZID-1304352412,1
BZID-1304386694,1
BZID-1304477733,1
BZID-1304412767,2
BZID-1304366735,1
BZID-1304418462,1
BZID-1304387484,3
BZID-1304465457,1
BZID-1304393010,1
BZID-1304383840,4
BZID-1304409182,1
BZID-1304458381,2
BZID-1304408707,1
BZID-1304448819,2
BZID-1304421168,2
BZID-1304476512,1
BZID-1304380956,1
BZID-1304461583,1
BZID-1304364007,1
BZID-1304460890,1
BZID-1304465455,1
BZID-1304424852,1
BZID-1304394000,1
BZID-1304449981,1
BZID-1304407304,3
BZID-1304362500,1
BZID-1304436429,2
BZID-1304364748,2
BZID-1304408077,1
BZID-1304421752,1
BZID-1304480068,2
BZID-1304415556,2
BZID-1304424249,1
BZID-1304447024,2
BZID-1304388871,2
BZID-1304476060,1
BZID-1304407183,1
BZID-1304445280,2
BZID-1304429325,2
BZID-1304462438,1
BZID-1304385872,2
BZID-1304424696,2
BZID-1304349409,2
BZID-1304401415,1
BZID-1304466292,1
BZID-1304407895,1
BZID-1304470755,1
BZID-1304471834,1
BZID-1304415983,4
BZID-1304463693,2
BZID-1304406175,1
BZID-1304424045,1
BZID-1304428051,2
BZID-1304475023,1
BZID-1304475662,2
BZID-1304385260,1
BZID-1304412591,1
BZID-1304362100,1
BZID-1304437771,1
BZID-1304352155,3
BZID-1304480146,1
BZID-1304447869,1
BZID-1304397395,1
BZID-1304605636,2
BZID-1304391517,1
BZID-1304447538,1
BZID-1304363508,1
BZID-1304406914,2
BZID-1304362294,1
BZID-1304361014,1
BZID-1304608934,1
BZID-1304453760,1
BZID-1304404561,1
BZID-1304478316,1
BZID-1304413366,1
BZID-1304458486,1
BZID-1304461434,1
BZID-1304434289,1
BZID-1304395689,1
BZID-1304455706,1
BZID-1304479577,1
BZID-1304477730,1
BZID-1304419838,1
BZID-1304405691,3
BZID-1304467735,1
BZID-1304413676,1
BZID-1304449315,3
BZID-1304361184,3
BZID-1304456869,1
BZID-1304469605,1
BZID-1304435934,1
BZID-1304480036,2
BZID-1304447349,1
BZID-1304444591,1
BZID-1304475031,1
BZID-1304470840,1
BZID-1304476882,1
BZID-1304373070,2
BZID-1304443569,2
BZID-1304389018,1
BZID-1304409200,1
BZID-1304464886,1
BZID-1304604783,1
BZID-1304403990,1
BZID-1304391136,1
BZID-1304381945,1
BZID-1304421968,1
BZID-1304471840,1
BZID-1304435631,2
BZID-1304380081,1
BZID-1304461545,1
BZID-1304423163,1
BZID-1304439284,2
BZID-1304361414,1
BZID-1304379612,3
BZID-1304461959,1
BZID-1304374001,2
BZID-1304370518,1
BZID-1304465939,1
BZID-1304429062,1
BZID-1304416478,1
BZID-1304445416,1
BZID-1304447698,1
BZID-1304360481,3
BZID-1304464242,1
BZID-1304368771,2
BZID-1304369358,1
BZID-1304418618,1
BZID-1304471839,1
BZID-1304389707,1
BZID-1304390853,2
BZID-1304479055,1
BZID-1304603567,1
BZID-1304396314,1
BZID-1304362964,1
BZID-1304431218,1
BZID-1304610383,1
BZID-1304398362,1
BZID-1304425872,1
BZID-1304382632,1
BZID-1304465733,1
BZID-1304456961,1
BZID-1304405638,2
BZID-1304476429,1
BZID-1304475056,2
BZID-1304390697,1
BZID-1304445669,1
BZID-1304479740,1
BZID-1304467805,1
BZID-1304475314,2
BZID-1304408218,1
BZID-1304440010,1
BZID-1304445627,1
BZID-1304363133,1
BZID-1304598159,1
BZID-1304450845,1
BZID-1304395022,1
BZID-1304419852,2
BZID-1304472094,2
BZID-1304387912,1
BZID-1304397866,1
BZID-1304420150,2
BZID-1304466736,1
BZID-1304435002,1
BZID-1304475957,1
BZID-1304472023,1
BZID-1304465878,1
BZID-1304371864,2
BZID-1304456702,2
BZID-1304408512,1
BZID-1304407465,2
BZID-1304382556,2
BZID-1304436068,1
BZID-1304361363,1
BZID-1304400424,2
BZID-1304474418,1
BZID-1304423868,1
BZID-1304367523,1
BZID-1304411794,3
BZID-1304407199,1
BZID-1304474541,1
BZID-1304379726,2
BZID-1304386002,1
BZID-1304448480,1
BZID-1304430292,1
BZID-1304476051,1
BZID-1304604674,3
BZID-1304385195,1
BZID-1304477101,1
BZID-1304412871,1
BZID-1304447489,1
BZID-1304465554,1
BZID-1304396508,2
BZID-1304476969,1
BZID-1304424459,1
BZID-1304410228,1
BZID-1304422292,1
BZID-1304439227,2
BZID-1304411042,1
BZID-1304367597,3
BZID-1304465110,1
BZID-1304478473,1
BZID-1304401458,1
BZID-1304400145,1
BZID-1304450094,1
BZID-1304606174,1
BZID-1304436300,1
BZID-1304407505,1
BZID-1304466229,1
BZID-1304391807,1
BZID-1304420481,1
BZID-1304448951,1
BZID-1304360394,1
BZID-1304409952,2
BZID-1304411819,1
BZID-1304417691,1
BZID-1304471547,1
BZID-1304415587,1
BZID-1304390081,3
BZID-1304387923,1
BZID-1304381006,1
BZID-1304603702,1
BZID-1304396195,1
BZID-1304476541,1
BZID-1304357918,1
BZID-1304388164,1
BZID-1304434009,1
BZID-1304395048,1
BZID-1304390575,1
BZID-1304375581,1
BZID-1304396553,1
BZID-1304421109,1
BZID-1304417144,2
BZID-1304404197,1
BZID-1304391588,1
BZID-1304393103,1
BZID-1304376975,3
BZID-1304360569,1
BZID-1304479822,1
BZID-1304471342,1
BZID-1304466760,1
BZID-1304463597,1
BZID-1304410936,1
BZID-1304608987,2
BZID-1304469760,1
BZID-1304349572,1
BZID-1304388705,1
BZID-1304364911,1
BZID-1304396949,1
BZID-1304472699,1
BZID-1304462725,1
BZID-1304378880,2
BZID-1304454063,1
BZID-1304385416,2
BZID-1304464978,1
BZID-1304470351,2
BZID-1304435567,1
BZID-1304432049,1
BZID-1304369445,1
BZID-1304399063,1
BZID-1304406552,2
BZID-1304434676,1
BZID-1304466126,1
BZID-1304478368,1
BZID-1304393576,1
BZID-1304445667,1
BZID-1304399745,1
BZID-1304399042,1
BZID-1304370114,1
BZID-1304416541,1
BZID-1304381419,1
BZID-1304420002,2
BZID-1304361039,1
BZID-1304604267,1
BZID-1304404209,1
BZID-1304435914,1
BZID-1304381963,1
BZID-1304391012,1
BZID-1304393496,1
BZID-1304447411,1
BZID-1304412699,2
BZID-1304353177,1
BZID-1304466816,1
BZID-1304411527,1
BZID-1304361586,1
BZID-1304397240,1
BZID-1304430090,1
BZID-1304417484,1
BZID-1304369684,1
BZID-1304388241,2
BZID-1304376761,1
BZID-1304450330,1
BZID-1304463974,1
BZID-1304350773,1
BZID-1304353277,1
BZID-1304394910,1
BZID-1304374349,1
BZID-1304380301,3
BZID-1304362581,1
BZID-1304455333,1
BZID-1304469614,1
BZID-1304426845,1
BZID-1304368444,1
BZID-1304384229,1
BZID-1304435237,1
BZID-1304433741,1
BZID-1304382771,1
BZID-1304469285,1
BZID-1304608147,1
BZID-1304467798,1
BZID-1304399234,2
BZID-1304390210,1
BZID-1304461561,2
BZID-1304477521,1
BZID-1304396815,1
BZID-1304370132,1
BZID-1304387269,1
BZID-1304368402,1
BZID-1304443337,1
BZID-1304403538,1
BZID-1304447848,1
BZID-1304392575,1
BZID-1304476025,1
BZID-1304607590,1
BZID-1304604174,1
BZID-1304469806,2
BZID-1304402120,1
BZID-1304412773,1
BZID-1304425427,1
BZID-1304376085,1
BZID-1304400867,1
BZID-1304470421,1
BZID-1304410424,1
BZID-1304391920,1
BZID-1304431925,1
BZID-1304426108,1
BZID-1304393237,1
BZID-1304390802,1
BZID-1304363289,1
BZID-1304423368,1
BZID-1304432795,1
BZID-1304408290,1
BZID-1304390230,1
BZID-1304460951,1
BZID-1304409614,1
BZID-1304356789,1
BZID-1304473098,1
BZID-1304383262,2
BZID-1304395095,1
BZID-1304394193,1
BZID-1304406799,1
BZID-1304399022,1
BZID-1304350806,2
BZID-1304470461,1
BZID-1304405443,1
BZID-1304383573,1
BZID-1304407642,1
BZID-1304423719,1
BZID-1304404166,1
BZID-1304423729,2
BZID-1304411791,1
BZID-1304409562,2
BZID-1304419906,1
BZID-1304421279,3
BZID-1304394343,1
BZID-1304385359,1
BZID-1304388463,1
BZID-1304377384,1
BZID-1304392336,1
BZID-1304435043,1
BZID-1304406387,2
BZID-1304402051,1
BZID-1304388296,1
BZID-1304609816,1
BZID-1304393312,2
BZID-1304472967,1
BZID-1304471732,1
BZID-1304424275,1
BZID-1304410324,2
BZID-1304474891,1
BZID-1304449084,1
BZID-1304392604,1
BZID-1304471030,1
BZID-1304395554,1
BZID-1304360465,1
BZID-1304459025,1
BZID-1304478458,1
BZID-1304473561,1
BZID-1304460391,1
BZID-1304410883,1
BZID-1304381382,2
BZID-1304472579,1
BZID-1304456634,1
BZID-1304391174,1
BZID-1304402864,1
BZID-1304358093,1
BZID-1304433033,1
BZID-1304460463,1
BZID-1304392030,1
BZID-1304470658,1
BZID-1304406871,1
BZID-1304433560,2
BZID-1304466639,1
BZID-1304373169,1
BZID-1304384058,1
BZID-1304410569,1
BZID-1304466366,1
BZID-1304370657,1
BZID-1304393140,3
BZID-1304420583,1
BZID-1304466070,1
BZID-1304379059,1
BZID-1304444445,1
BZID-1304381881,1
BZID-1304392327,1
BZID-1304444789,1
BZID-1304411399,1
BZID-1304429871,3
BZID-1304415095,1
BZID-1304436831,2
BZID-1304478622,1
BZID-1304376182,2
BZID-1304357374,1
BZID-1304389657,1
BZID-1304389734,1
BZID-1304426929,2
BZID-1304449756,1
BZID-1304439004,1
BZID-1304437140,1
BZID-1304441630,1
BZID-1304479704,1
BZID-1304469924,2
BZID-1304406786,2
BZID-1304469621,1
BZID-1304478995,1
BZID-1304405186,1
BZID-1304416824,1
BZID-1304464186,1
BZID-1304605028,1
BZID-1304389337,2
BZID-1304457045,1
BZID-1304353571,1
BZID-1304405802,1
BZID-1304446589,1
BZID-1304443104,1
BZID-1304374934,1
BZID-1304466582,2
BZID-1304451908,1
BZID-1304397765,2
BZID-1304384429,1
BZID-1304400503,1
BZID-1304469956,1
BZID-1304470642,1
BZID-1304430206,2
BZID-1304400409,2
BZID-1304413056,1
BZID-1304456194,1
BZID-1304364448,1
BZID-1304422079,1
BZID-1304470227,2
BZID-1304358885,1
BZID-1304363192,3
BZID-1304429169,1
BZID-1304449401,2
BZID-1304414195,1
BZID-1304449735,1
BZID-1304389823,1
BZID-1304475538,1
BZID-1304383578,2
BZID-1304441331,1
BZID-1304442119,1
BZID-1304604627,1
BZID-1304459088,1
BZID-1304407737,1
BZID-1304374333,1
BZID-1304433215,1
BZID-1304378643,1
BZID-1304470282,1
BZID-1304450345,1
BZID-1304356470,1
BZID-1304413010,2
BZID-1304414686,1
BZID-1304359144,1
BZID-1304350515,1
BZID-1304371985,1
BZID-1304429926,1
BZID-1304408699,2
BZID-1304431950,1
BZID-1304440539,1
BZID-1304363742,2
BZID-1304415507,1
BZID-1304413266,2
BZID-1304438887,1
BZID-1304425983,1
BZID-1304404465,2
BZID-1304450434,1
BZID-1304371438,1
BZID-1304423716,1
BZID-1304393520,1
BZID-1304379628,1
BZID-1304469415,1
BZID-1304367453,1
BZID-1304439128,2
BZID-1304438489,1
BZID-1304475351,1
BZID-1304471427,1
BZID-1304392371,1
BZID-1304472583,1
BZID-1304473819,1
BZID-1304377272,1
BZID-1304375122,2
BZID-1304359423,1
BZID-1304410917,1
BZID-1304449886,1
BZID-1304443999,2
BZID-1304361357,1
BZID-1304464508,1
BZID-1304479563,1
BZID-1304355756,1
BZID-1304413254,1
BZID-1304402563,1
BZID-1304391385,1
BZID-1304407080,2
BZID-1304386454,1
BZID-1304389889,1
BZID-1304476089,1
BZID-1304460128,2
BZID-1304360526,1
BZID-1304457477,1
BZID-1304467724,1
BZID-1304381813,1
BZID-1304473945,1
BZID-1304459133,1
BZID-1304436598,1
BZID-1304412862,1
BZID-1304433589,1
BZID-1304433239,1
BZID-1304384508,1
BZID-1304352618,1
BZID-1304350898,1
BZID-1304399053,1
BZID-1304604058,1
BZID-1304371852,2
BZID-1304474392,1
BZID-1304456908,1
BZID-1304433513,1
BZID-1304448167,1
BZID-1304420717,1
BZID-1304467240,1
BZID-1304363612,1
BZID-1304471159,1
BZID-1304405981,1
BZID-1304458829,1
BZID-1304405358,1
BZID-1304463472,1
BZID-1304421118,1
BZID-1304469994,1
BZID-1304471982,1
BZID-1304449715,1
BZID-1304418867,1
BZID-1304365177,1
BZID-1304435410,3
BZID-1304384154,1
BZID-1304472268,2
BZID-1304391488,1
BZID-1304420974,1
BZID-1304441182,1
BZID-1304449712,1
BZID-1304474223,1
BZID-1304607140,1
BZID-1304475330,1
BZID-1304447700,1
BZID-1304399054,1
BZID-1304441084,1
BZID-1304379089,1
BZID-1304428242,1
BZID-1304367077,2
BZID-1304388753,1
BZID-1304411675,1
BZID-1304377111,1
BZID-1304397823,1
BZID-1304387088,1
BZID-1304436828,1
BZID-1304470861,1
BZID-1304392300,1
BZID-1304373749,1
BZID-1304416811,1
BZID-1304470100,1
BZID-1304430073,1
BZID-1304365142,1
BZID-1304397399,1
BZID-1304438123,1
BZID-1304430852,2
BZID-1304383652,1
BZID-1304421020,1
BZID-1304425207,1
BZID-1304418080,1
BZID-1304470258,1
BZID-1304394990,1
BZID-1304476537,1
BZID-1304391640,1
BZID-1304419738,1
BZID-1304476337,1
BZID-1304470665,1
BZID-1304605950,1
BZID-1304449274,1
BZID-1304396820,2
BZID-1304369681,1
BZID-1304411994,1
BZID-1304422836,1
BZID-1304387458,1
BZID-1304415900,1
BZID-1304405003,2
BZID-1304366541,2
BZID-1304389688,1
BZID-1304463656,1
BZID-1304438571,1
BZID-1304418227,1
BZID-1304435490,1
BZID-1304477430,1
BZID-1304470245,1
BZID-1304469966,1
BZID-1304387812,1
BZID-1304434753,1
BZID-1304391913,1
BZID-1304475051,1
BZID-1304441341,1
BZID-1304474558,1
BZID-1304430162,1
BZID-1304423010,1
BZID-1304401695,2
BZID-1304457595,4
BZID-1304445639,4
BZID-1304449724,1
BZID-1304470374,1
BZID-1304357659,1
BZID-1304436806,4
BZID-1304416178,9
BZID-1304425545,1
BZID-1304461906,2
BZID-1304426942,2
BZID-1304451058,1
BZID-1304357863,2
BZID-1304389948,3
BZID-1304475488,1
BZID-1304389951,3
BZID-1304391451,4
BZID-1304391657,3
BZID-1304358240,9
BZID-1304432828,7
BZID-1304423843,3
BZID-1304387334,4
BZID-1304435571,14
BZID-1304387817,1
BZID-1304367362,9
BZID-1304423028,11
BZID-1304362288,2
BZID-1304423428,4
BZID-1304364029,2
BZID-1304469954,2
BZID-1304452628,3
BZID-1304420964,13
BZID-1304380552,2
BZID-1304395958,3
BZID-1304422927,1
BZID-1304425977,2
BZID-1304402840,2
BZID-1304467498,2
BZID-1304367810,2
BZID-1304426927,5
BZID-1304422120,2
BZID-1304430879,8
BZID-1304401873,6
BZID-1304460773,4
BZID-1304450819,2
BZID-1304429302,8
BZID-1304349217,3
BZID-1304402667,1
BZID-1304406117,4
BZID-1304434907,3
BZID-1304392255,1
BZID-1304471892,1
BZID-1304414116,3
BZID-1304459681,1
BZID-1304416495,5
BZID-1304363733,3
BZID-1304366634,3
BZID-1304398571,2
BZID-1304382459,7
BZID-1304459430,2
BZID-1304360015,2
BZID-1304446883,2
BZID-1304419623,10
BZID-1304458313,3
BZID-1304390082,3
BZID-1304380217,3
BZID-1304436934,1
BZID-1304377930,2
BZID-1304377850,1
BZID-1304389900,1
BZID-1304428990,2
BZID-1304478584,1
BZID-1304473310,1
BZID-1304412447,4
BZID-1304376581,3
BZID-1304366435,7
BZID-1304397326,3
BZID-1304388413,2
BZID-1304410779,2
BZID-1304367224,5
BZID-1304372788,2
BZID-1304351205,6
BZID-1304456087,1
BZID-1304385814,2
BZID-1304361186,10
BZID-1304349278,1
BZID-1304365023,2
BZID-1304359790,1
BZID-1304436324,1
BZID-1304466105,3
BZID-1304361712,4
BZID-1304358423,1
BZID-1304442098,1
BZID-1304477002,2
BZID-1304447864,3
BZID-1304417805,2
BZID-1304401253,1
BZID-1304605463,2
BZID-1304397152,1
BZID-1304458348,4
BZID-1304420758,7
BZID-1304438964,4
BZID-1304432000,1
BZID-1304370361,7
BZID-1304432342,2
BZID-1304396630,3
BZID-1304442995,1
BZID-1304349810,3
BZID-1304393833,15
BZID-1304479458,1
BZID-1304425436,2
BZID-1304422599,3
BZID-1304356848,11
BZID-1304430165,5
BZID-1304423464,3
BZID-1304423532,2
BZID-1304382882,4
BZID-1304443871,2
BZID-1304424565,5
BZID-1304425403,3
BZID-1304370893,4
BZID-1304391713,3
BZID-1304362946,7
BZID-1304381340,4
BZID-1304435989,3
BZID-1304451125,5
BZID-1304463152,6
BZID-1304477347,2
BZID-1304434386,1
BZID-1304432102,2
BZID-1304358273,1
BZID-1304370721,4
BZID-1304414254,1
BZID-1304476400,4
BZID-1304442273,2
BZID-1304369924,4
BZID-1304456811,1
BZID-1304380362,11
BZID-1304606262,5
BZID-1304479711,2
BZID-1304383694,3
BZID-1304414771,1
BZID-1304403942,3
BZID-1304350530,1
BZID-1304469743,3
BZID-1304386379,5
BZID-1304420416,7
BZID-1304361379,3
BZID-1304362803,2
BZID-1304383431,1
BZID-1304381977,9
BZID-1304384226,2
BZID-1304467343,1
BZID-1304435698,4
BZID-1304426446,1
BZID-1304398202,2
BZID-1304436862,2
BZID-1304417628,4
BZID-1304413357,3
BZID-1304426301,1
BZID-1304420568,2
BZID-1304449155,2
BZID-1304450497,2
BZID-1304351219,2
BZID-1304387091,2
BZID-1304434735,6
BZID-1304381706,6
BZID-1304400114,1
BZID-1304478476,1
BZID-1304406288,1
BZID-1304401731,1
BZID-1304390748,3
BZID-1304606745,3
BZID-1304397331,2
BZID-1304464973,3
BZID-1304394328,3
BZID-1304350876,3
BZID-1304603438,1
BZID-1304448092,5
BZID-1304456273,4
BZID-1304359349,6
BZID-1304467916,3
BZID-1304406614,5
BZID-1304350871,6
BZID-1304359890,7
BZID-1304377497,2
BZID-1304359133,4
BZID-1304387260,4
BZID-1304447765,1
BZID-1304381482,2
BZID-1304400476,3
BZID-1304446123,2
BZID-1304445498,2
BZID-1304413092,2
BZID-1304475001,2
BZID-1304391236,1
BZID-1304604608,1
BZID-1304420041,2
BZID-1304373100,1
BZID-1304454355,3
BZID-1304422978,3
BZID-1304474252,5
BZID-1304368073,4
BZID-1304395083,1
BZID-1304393148,1
BZID-1304372410,2
BZID-1304434991,1
BZID-1304445169,1
BZID-1304464609,7
BZID-1304469296,4
BZID-1304437819,7
BZID-1304389779,1
BZID-1304410176,2
BZID-1304371496,2
BZID-1304379745,2
BZID-1304435205,1
BZID-1304433352,1
BZID-1304475448,2
BZID-1304463321,2
BZID-1304370137,4
BZID-1304401313,1
BZID-1304370118,1
BZID-1304469889,2
BZID-1304419222,2
BZID-1304421120,5
BZID-1304389837,4
BZID-1304366743,15
BZID-1304440057,3
BZID-1304423663,8
BZID-1304414456,3
BZID-1304390206,12
BZID-1304463247,10
BZID-1304429719,3
BZID-1304371453,2
BZID-1304604635,3
BZID-1304421487,2
BZID-1304395711,3
BZID-1304418476,1
BZID-1304386404,1
BZID-1304438557,2
BZID-1304378722,2
BZID-1304368530,3
BZID-1304385170,4
BZID-1304367766,6
BZID-1304389570,9
BZID-1304458665,1
BZID-1304383485,3
BZID-1304449277,15
BZID-1304390246,2
BZID-1304350265,7
BZID-1304358785,12
BZID-1304352907,2
BZID-1304424885,3
BZID-1304390980,2
BZID-1304392470,1
BZID-1304375394,4
BZID-1304467681,4
BZID-1304418392,1
BZID-1304419162,2
BZID-1304431368,1
BZID-1304424992,4
BZID-1304410665,1
BZID-1304388144,5
BZID-1304461348,2
BZID-1304397082,4
BZID-1304457548,1
BZID-1304466241,1
BZID-1304354987,1
BZID-1304384709,1
BZID-1304381037,3
BZID-1304377907,7
BZID-1304401302,14
BZID-1304363050,1
BZID-1304471215,2
BZID-1304432605,8
BZID-1304369599,1
BZID-1304382193,2
BZID-1304393902,2
BZID-1304463989,1
BZID-1304393709,6
BZID-1304416984,1
BZID-1304384876,2
BZID-1304419982,4
BZID-1304411291,2
BZID-1304449389,5
BZID-1304451005,1
BZID-1304425759,2
BZID-1304363204,8
BZID-1304392018,2
BZID-1304392306,2
BZID-1304423190,3
BZID-1304381304,15
BZID-1304375077,3
BZID-1304398739,1
BZID-1304371119,2
BZID-1304436531,1
BZID-1304413555,5
BZID-1304385448,2
BZID-1304397241,1
BZID-1304464463,1
BZID-1304429839,1
BZID-1304429765,2
BZID-1304371707,4
BZID-1304380073,2
BZID-1304458316,1
BZID-1304413968,3
BZID-1304373435,2
BZID-1304402459,1
BZID-1304355553,2
BZID-1304397518,3
BZID-1304477719,3
BZID-1304433023,3
BZID-1304451049,5
BZID-1304360849,1
BZID-1304365349,5
BZID-1304399391,1
BZID-1304381519,1
BZID-1304362440,1
BZID-1304434538,3
BZID-1304427275,2
BZID-1304369463,1
BZID-1304443868,2
BZID-1304359657,4
BZID-1304402338,17
BZID-1304400053,2
BZID-1304460892,1
BZID-1304380950,4
BZID-1304433350,2
BZID-1304453200,1
BZID-1304350014,1
BZID-1304412758,1
BZID-1304435184,3
BZID-1304396000,3
BZID-1304459878,1
BZID-1304350338,2
BZID-1304457141,4
BZID-1304398357,2
BZID-1304368500,2
BZID-1304432450,1
BZID-1304393506,2
BZID-1304471463,1
BZID-1304393233,10
BZID-1304419602,6
BZID-1304375616,2
BZID-1304403620,2
BZID-1304382390,10
BZID-1304461857,2
BZID-1304422952,4
BZID-1304462474,2
BZID-1304415396,7
BZID-1304368352,3
BZID-1304466237,4
BZID-1304364224,5
BZID-1304396221,2
BZID-1304421918,2
BZID-1304388177,4
BZID-1304423498,1
BZID-1304437939,7
BZID-1304377605,3
BZID-1304431277,1
BZID-1304370674,2
BZID-1304381942,8
BZID-1304386465,3
BZID-1304383169,4
BZID-1304411862,2
BZID-1304438014,11
BZID-1304411485,1
BZID-1304393346,2
BZID-1304386617,1
BZID-1304471640,2
BZID-1304464392,1
BZID-1304449571,1
BZID-1304367937,2
BZID-1304360985,1
BZID-1304411235,4
BZID-1304409643,2
BZID-1304435656,1
BZID-1304434324,1
BZID-1304448706,1
BZID-1304366196,2
BZID-1304400558,1
BZID-1304450189,1
BZID-1304430012,2
BZID-1304410765,6
BZID-1304365381,3
BZID-1304435536,4
BZID-1304472728,3
BZID-1304436208,7
BZID-1304415059,10
BZID-1304379533,6
BZID-1304442220,1
BZID-1304451314,7
BZID-1304420368,1
BZID-1304463085,1
BZID-1304417955,4
BZID-1304436325,2
BZID-1304461926,2
BZID-1304421778,4
BZID-1304468731,1
BZID-1304402025,1
BZID-1304421443,4
BZID-1304467663,3
BZID-1304359744,2
BZID-1304417647,2
BZID-1304361343,4
BZID-1304450507,3
BZID-1304369185,5
BZID-1304384585,1
BZID-1304362962,4
BZID-1304404134,7
BZID-1304479146,1
BZID-1304365892,8
BZID-1304424343,1
BZID-1304378110,2
BZID-1304380861,7
BZID-1304411629,4
BZID-1304469262,2
BZID-1304402495,3
BZID-1304403424,2
BZID-1304476211,1
BZID-1304466540,3
BZID-1304425876,4
BZID-1304449719,3
BZID-1304423546,1
BZID-1304360252,1
BZID-1304421780,2
BZID-1304479518,1
BZID-1304384503,2
BZID-1304360907,2
BZID-1304396706,4
BZID-1304422335,2
BZID-1304393036,2
BZID-1304477872,1
BZID-1304476842,1
BZID-1304388983,2
BZID-1304443789,2
BZID-1304437056,4
BZID-1304476816,2
BZID-1304479833,4
BZID-1304387882,2
BZID-1304459603,1
BZID-1304465398,1
BZID-1304414886,1
BZID-1304420878,1
BZID-1304446943,1
BZID-1304409452,1
BZID-1304358745,1
BZID-1304401044,1
BZID-1304465856,1
BZID-1304448414,2
BZID-1304479029,1
BZID-1304401715,1
BZID-1304449623,1
BZID-1304357996,1
BZID-1304361721,1
BZID-1304416145,1
BZID-1304395308,1
BZID-1304379351,1
BZID-1304476263,1
BZID-1304464387,1
BZID-1304470464,1
BZID-1304462015,1
BZID-1304357158,2
BZID-1304399145,1
BZID-1304476612,1
BZID-1304474702,1
BZID-1304351973,1
BZID-1304426440,1
BZID-1304397508,1
BZID-1304474792,1
BZID-1304464733,1
BZID-1304476954,1
BZID-1304443125,1
BZID-1304369926,2
BZID-1304369291,1
BZID-1304443739,1
BZID-1304444652,1
BZID-1304364428,1
BZID-1304440297,1
BZID-1304359727,1
BZID-1304445764,1
BZID-1304477622,1
BZID-1304399793,1
BZID-1304396463,1
BZID-1304368114,1
BZID-1304374847,1
BZID-1304443736,1
BZID-1304467080,1
BZID-1304418228,1
BZID-1304458375,1
BZID-1304399712,1
BZID-1304462737,2
BZID-1304456245,1
BZID-1304464704,1
BZID-1304472844,1
BZID-1304459422,1
BZID-1304385995,1
BZID-1304409108,1
BZID-1304438798,1
BZID-1304422699,1
BZID-1304469312,1
BZID-1304390900,1
BZID-1304448995,1
BZID-1304408800,1
BZID-1304436004,1
BZID-1304382007,1
BZID-1304394739,1
BZID-1304465085,1
BZID-1304471906,1
BZID-1304402789,1
BZID-1304406404,1
BZID-1304379580,1
BZID-1304466430,1
BZID-1304430709,1
BZID-1304408003,1
BZID-1304473304,1
BZID-1304478591,1
BZID-1304447999,1
BZID-1304381041,1
BZID-1304475751,1
BZID-1304479028,1
BZID-1304413440,2
BZID-1304407132,1
BZID-1304364775,1
BZID-1304433480,1
BZID-1304391898,2
BZID-1304466637,1
BZID-1304475871,1
BZID-1304403416,1
BZID-1304370031,1
BZID-1304425299,1
BZID-1304471632,1
BZID-1304470113,1
BZID-1304374099,1
BZID-1304465019,1
BZID-1304449720,1
BZID-1304476011,1
BZID-1304373286,1
BZID-1304474424,1
BZID-1304462680,1
BZID-1304365472,1
BZID-1304376947,1
BZID-1304363276,1
BZID-1304471856,1
BZID-1304408860,1
BZID-1304461501,1
BZID-1304414687,1
BZID-1304408137,1
BZID-1304397181,1
BZID-1304471805,1
BZID-1304431565,1
BZID-1304393935,1
BZID-1304430156,1
BZID-1304371498,1
BZID-1304367911,1
BZID-1304428195,1
BZID-1304436852,1
BZID-1304403683,1
BZID-1304403084,1
BZID-1304376500,1
BZID-1304406751,1
BZID-1304450523,1
BZID-1304405583,1
BZID-1304378451,1
BZID-1304350357,1
BZID-1304464519,1
BZID-1304438797,1
BZID-1304474407,1
BZID-1304416819,1
BZID-1304443235,1
BZID-1304479202,1
BZID-1304397960,1
BZID-1304424435,1
BZID-1304358460,1
BZID-1304377271,1
BZID-1304399911,1
BZID-1304386994,1
BZID-1304365747,1
BZID-1304393629,1
BZID-1304379748,1
BZID-1304433081,1
BZID-1304441928,1
BZID-1304421861,1
BZID-1304446080,1
BZID-1304400857,1
BZID-1304364194,1
