businessid,null_search_cnt
BZID-1304353598,1
BZID-1304353599,10
BZID-1304353600,1
BZID-1304353605,1
BZID-1304353609,2
BZID-1304353613,1
BZID-1304353615,1
BZID-1304353628,2
BZID-1304353629,5
BZID-1304353630,1
BZID-1304353643,3
BZID-1304353646,2
BZID-1304353655,1
BZID-1304353656,4
BZID-1304353660,1
BZID-1304353667,2
BZID-1304353668,4
BZID-1304353673,2
BZID-1304353676,1
BZID-1304353681,2
BZID-1304353687,3
BZID-1304353688,1
BZID-1304353689,5
BZID-1304353693,8
BZID-1304353695,1
BZID-1304353705,4
BZID-1304353706,1
BZID-1304353708,8
BZID-1304353709,4
BZID-1304353712,7
BZID-1304353715,2
BZID-1304353718,1
BZID-1304353719,1
BZID-1304353720,1
BZID-1304353724,1
BZID-1304353726,6
BZID-1304353729,2
BZID-1304353733,3
BZID-1304353734,1
BZID-1304353735,1
BZID-1304353738,10
BZID-1304353740,5
BZID-1304353742,4
BZID-1304353743,2
BZID-1304353747,1
BZID-1304353750,2
BZID-1304353751,1
BZID-1304353752,9
BZID-1304353753,1
BZID-1304353754,1
BZID-1304353762,5
BZID-1304353766,3
BZID-1304353769,1
BZID-1304353770,2
BZID-1304353772,3
BZID-1304353774,5
BZID-1304353775,2
BZID-1304353788,1
BZID-1304353792,29
BZID-1304353793,2
BZID-1304353797,1
BZID-1304353804,2
BZID-1304353806,1
BZID-1304353808,4
BZID-1304353817,1
BZID-1304353822,10
BZID-1304353824,2
BZID-1304353831,2
BZID-1304353836,1
BZID-1304353840,8
BZID-1304353845,17
BZID-1304353848,3
BZID-1304353858,1
BZID-1304353859,1
BZID-1304353864,13
BZID-1304353868,10
BZID-1304353870,9
BZID-1304353875,15
BZID-1304353877,7
BZID-1304353882,1
BZID-1304353883,2
BZID-1304353884,1
BZID-1304353891,2
BZID-1304353895,3
BZID-1304353899,1
BZID-1304353902,2
BZID-1304353904,1
BZID-1304353906,11
BZID-1304353911,5
BZID-1304353912,2
BZID-1304353915,6
BZID-1304353922,13
BZID-1304353925,2
BZID-1304353935,1
BZID-1304353939,1
BZID-1304353940,2
BZID-1304353943,1
BZID-1304353945,1
BZID-1304353951,8
BZID-1304353952,9
BZID-1304353959,1
BZID-1304353967,1
BZID-1304353969,1
BZID-1304353970,1
BZID-1304353971,22
BZID-1304353973,1
BZID-1304353981,1
BZID-1304353983,9
BZID-1304353986,2
BZID-1304353991,4
BZID-1304353993,2
BZID-1304354007,2
BZID-1304354008,1
BZID-1304354012,13
BZID-1304354014,1
BZID-1304354015,1
BZID-1304354021,1
BZID-1304354023,3
BZID-1304354029,2
BZID-1304354032,1
BZID-1304354036,1
BZID-1304354038,2
BZID-1304354039,3
BZID-1304354043,2
BZID-1304354045,17
BZID-1304354049,12
BZID-1304354051,5
BZID-1304354052,7
BZID-1304354056,5
BZID-1304354060,22
BZID-1304354076,6
BZID-1304354077,2
BZID-1304354088,1
BZID-1304354094,7
BZID-1304354095,1
BZID-1304354096,1
BZID-1304354097,5
BZID-1304354098,1
BZID-1304354102,6
BZID-1304354103,9
BZID-1304354104,3
BZID-1304354105,4
BZID-1304354109,3
BZID-1304354111,3
BZID-1304354114,2
BZID-1304354123,7
BZID-1304354126,3
BZID-1304354144,1
BZID-1304354160,4
BZID-1304354162,6
BZID-1304354169,6
BZID-1304354171,9
BZID-1304354185,17
BZID-1304354189,3
BZID-1304354192,2
BZID-1304354211,15
BZID-1304354240,4
BZID-1304354248,8
BZID-1304354252,9
BZID-1304354253,2
BZID-1304354265,13
BZID-1304354266,2
BZID-1304354268,1
BZID-1304354276,2
BZID-1304354278,25
BZID-1304354282,4
BZID-1304354284,6
BZID-1304354306,5
BZID-1304354310,2
BZID-1304354311,1
BZID-1304354312,3
BZID-1304354313,8
BZID-1304354316,5
BZID-1304354320,4
BZID-1304354321,1
BZID-1304354323,1
BZID-1304354326,2
BZID-1304354327,1
BZID-1304354335,1
BZID-1304354343,1
BZID-1304354346,1
BZID-1304354348,6
BZID-1304354354,4
BZID-1304354356,9
BZID-1304354362,5
BZID-1304354363,2
BZID-1304354365,2
BZID-1304354366,1
BZID-1304354377,2
BZID-1304354382,2
BZID-1304354385,1
BZID-1304354386,2
BZID-1304354390,8
BZID-1304354394,1
BZID-1304354400,8
BZID-1304354403,4
BZID-1304354406,1
BZID-1304354408,1
BZID-1304354412,1
BZID-1304354415,1
BZID-1304354416,5
BZID-1304354421,1
BZID-1304354422,1
BZID-1304354427,2
BZID-1304354428,1
BZID-1304354429,1
BZID-1304354433,2
BZID-1304354435,3
BZID-1304354439,1
BZID-1304354441,8
BZID-1304354443,34
BZID-1304354444,3
BZID-1304354445,1
BZID-1304354447,4
BZID-1304354448,1
BZID-1304354449,8
BZID-1304354453,2
BZID-1304354454,3
BZID-1304354455,1
BZID-1304354457,4
BZID-1304354458,2
BZID-1304354460,1
BZID-1304354461,18
BZID-1304354472,8
BZID-1304354476,8
BZID-1304354480,1
BZID-1304354481,1
BZID-1304354485,6
BZID-1304354490,1
BZID-1304354492,4
BZID-1304354493,19
BZID-1304354494,2
BZID-1304354495,4
BZID-1304354498,1
BZID-1304354500,4
BZID-1304354501,5
BZID-1304354502,1
BZID-1304354507,1
BZID-1304354511,1
BZID-1304354512,1
BZID-1304354518,2
BZID-1304354519,2
BZID-1304354520,1
BZID-1304354525,5
BZID-1304354526,3
BZID-1304354529,4
BZID-1304354533,1
BZID-1304354537,24
BZID-1304354539,2
BZID-1304354542,1
BZID-1304354543,1
BZID-1304354545,2
BZID-1304354549,1
BZID-1304354550,10
BZID-1304354552,2
BZID-1304354553,1
BZID-1304354556,2
BZID-1304354584,1
BZID-1304354590,3
BZID-1304354592,11
BZID-1304354594,2
BZID-1304354596,2
BZID-1304354600,9
BZID-1304354603,1
BZID-1304354607,3
BZID-1304354608,4
BZID-1304354609,3
BZID-1304354614,5
BZID-1304354616,1
BZID-1304354617,3
BZID-1304354632,1
BZID-1304354635,1
BZID-1304354640,4
BZID-1304354647,1
BZID-1304354650,3
BZID-1304354664,12
BZID-1304354665,1
BZID-1304354692,7
BZID-1304354698,2
BZID-1304354700,1
BZID-1304354703,6
BZID-1304354707,2
BZID-1304354709,1
BZID-1304354712,16
BZID-1304354713,2
BZID-1304354714,6
BZID-1304354724,1
BZID-1304354730,5
BZID-1304354732,1
BZID-1304354733,1
BZID-1304354734,5
BZID-1304354738,2
BZID-1304354741,1
BZID-1304354743,1
BZID-1304354748,2
BZID-1304354751,6
BZID-1304354756,4
BZID-1304354757,4
BZID-1304354767,1
BZID-1304354768,1
BZID-1304354771,2
BZID-1304354774,1
BZID-1304354777,2
BZID-1304354782,1
BZID-1304354786,5
BZID-1304354787,2
BZID-1304354790,5
BZID-1304354792,1
BZID-1304354796,3
BZID-1304354799,1
BZID-1304354805,1
BZID-1304354807,14
BZID-1304354810,3
BZID-1304354815,3
BZID-1304354817,2
BZID-1304354819,2
BZID-1304354820,5
BZID-1304354822,1
BZID-1304354829,3
BZID-1304354833,2
BZID-1304354836,9
BZID-1304354839,1
BZID-1304354843,2
BZID-1304354844,1
BZID-1304354851,2
BZID-1304354855,4
BZID-1304354857,1
BZID-1304354859,1
BZID-1304354861,1
BZID-1304354862,1
BZID-1304354863,1
BZID-1304354864,1
BZID-1304354866,2
BZID-1304354867,1
BZID-1304354869,1
BZID-1304354870,4
BZID-1304354875,24
BZID-1304354881,2
BZID-1304354884,16
BZID-1304354885,22
BZID-1304354886,5
BZID-1304354887,3
BZID-1304354888,2
BZID-1304354891,2
BZID-1304354892,1
BZID-1304354894,1
BZID-1304354895,4
BZID-1304354897,11
BZID-1304354901,1
BZID-1304354902,1
BZID-1304354906,1
BZID-1304354907,2
BZID-1304354910,1
BZID-1304354913,1
BZID-1304354915,8
BZID-1304354917,3
BZID-1304354920,1
BZID-1304354923,4
BZID-1304354925,3
BZID-1304354930,1
BZID-1304354931,1
BZID-1304354938,2
BZID-1304354941,3
BZID-1304354945,13
BZID-1304354947,12
BZID-1304354950,5
BZID-1304354951,1
BZID-1304354954,2
BZID-1304354956,25
BZID-1304354957,6
BZID-1304354958,4
BZID-1304354964,2
BZID-1304354965,4
BZID-1304354966,1
BZID-1304354969,2
BZID-1304354971,1
BZID-1304354975,2
BZID-1304354978,2
BZID-1304354979,4
BZID-1304354981,1
BZID-1304354983,1
BZID-1304354985,1
BZID-1304354986,4
BZID-1304354994,6
BZID-1304355000,3
BZID-1304355002,1
BZID-1304355003,1
BZID-1304355006,3
BZID-1304355009,12
BZID-1304355011,1
BZID-1304355012,36
BZID-1304355016,3
BZID-1304355019,3
BZID-1304355023,3
BZID-1304355029,2
BZID-1304355030,12
BZID-1304355036,5
BZID-1304355038,1
BZID-1304355041,18
BZID-1304355042,2
BZID-1304355048,42
BZID-1304355051,2
BZID-1304355055,2
BZID-1304355058,3
BZID-1304355060,1
BZID-1304355061,3
BZID-1304355062,2
BZID-1304355064,2
BZID-1304355065,1
BZID-1304355066,5
BZID-1304355069,4
BZID-1304355070,2
BZID-1304355071,2
BZID-1304355109,2
BZID-1304355121,2
BZID-1304355122,2
BZID-1304355124,1
BZID-1304355127,66
BZID-1304355134,1
BZID-1304355137,13
BZID-1304355138,1
BZID-1304355139,3
BZID-1304355140,1
BZID-1304355148,7
BZID-1304355150,1
BZID-1304355152,2
BZID-1304355162,1
BZID-1304355166,1
BZID-1304355169,2
BZID-1304355170,7
BZID-1304355175,1
BZID-1304355181,1
BZID-1304355183,5
BZID-1304355190,1
BZID-1304355195,13
BZID-1304355201,2
BZID-1304355203,10
BZID-1304355204,1
BZID-1304355205,2
BZID-1304355207,1
BZID-1304355210,3
BZID-1304355211,1
BZID-1304355215,4
BZID-1304355217,1
BZID-1304355219,1
BZID-1304355224,2
BZID-1304355229,1
BZID-1304355235,2
BZID-1304355237,3
BZID-1304355238,10
BZID-1304355240,5
BZID-1304355242,27
BZID-1304355243,3
BZID-1304355247,18
BZID-1304355248,2
BZID-1304355252,71
BZID-1304355253,5
BZID-1304355257,1
BZID-1304355261,33
BZID-1304355263,1
BZID-1304355264,9
BZID-1304355266,2
BZID-1304355270,1
BZID-1304355271,6
BZID-1304355272,1
BZID-1304355274,8
BZID-1304355284,1
BZID-1304355293,1
BZID-1304355295,3
BZID-1304355296,1
BZID-1304355298,4
BZID-1304355300,8
BZID-1304355306,1
BZID-1304355309,6
BZID-1304355313,2
BZID-1304355317,4
BZID-1304355318,4
BZID-1304355320,1
BZID-1304355323,10
BZID-1304355324,2
BZID-1304355331,5
BZID-1304355334,1
BZID-1304355335,49
BZID-1304355342,6
BZID-1304355343,1
BZID-1304355346,2
BZID-1304355373,12
BZID-1304355375,2
BZID-1304355376,5
BZID-1304355378,1
BZID-1304355381,12
BZID-1304355394,2
BZID-1304355397,4
BZID-1304355402,8
BZID-1304355404,1
BZID-1304355409,1
BZID-1304355411,3
BZID-1304355413,1
BZID-1304355416,1
BZID-1304355421,8
BZID-1304355428,10
BZID-1304355429,1
BZID-1304355432,5
BZID-1304355439,1
BZID-1304355440,3
BZID-1304355441,9
BZID-1304355442,1
BZID-1304355445,1
BZID-1304355448,5
BZID-1304355453,13
BZID-1304355462,5
BZID-1304355467,13
BZID-1304355469,1
BZID-1304355471,2
BZID-1304355475,12
BZID-1304355478,1
BZID-1304355484,1
BZID-1304355485,1
BZID-1304355493,19
BZID-1304355495,3
BZID-1304355500,1
BZID-1304355510,2
BZID-1304355511,12
BZID-1304355524,4
BZID-1304355525,1
BZID-1304355529,1
BZID-1304355534,1
BZID-1304355537,1
BZID-1304355538,3
BZID-1304355541,1
BZID-1304355542,5
BZID-1304355543,1
BZID-1304355546,3
BZID-1304355557,27
BZID-1304355561,2
BZID-1304355565,1
BZID-1304355570,37
BZID-1304355571,12
BZID-1304355576,4
BZID-1304355580,2
BZID-1304355583,2
BZID-1304355588,1
BZID-1304355591,2
BZID-1304355595,14
BZID-1304355598,5
BZID-1304355600,2
BZID-1304355605,7
BZID-1304355611,2
BZID-1304355613,1
BZID-1304355615,7
BZID-1304355616,1
BZID-1304355620,2
BZID-1304355621,2
BZID-1304355622,2
BZID-1304355625,3
BZID-1304355626,3
BZID-1304355627,1
BZID-1304355630,3
BZID-1304355631,1
BZID-1304355634,7
BZID-1304355637,5
BZID-1304355642,1
BZID-1304355647,3
BZID-1304355653,1
BZID-1304355656,2
BZID-1304355661,4
BZID-1304355666,5
BZID-1304355672,1
BZID-1304355674,2
BZID-1304355675,1
BZID-1304355678,1
BZID-1304355680,2
BZID-1304355681,7
BZID-1304355686,1
BZID-1304355692,2
BZID-1304355698,2
BZID-1304355699,5
BZID-1304355701,7
BZID-1304355702,3
BZID-1304355703,2
BZID-1304355710,5
BZID-1304355713,1
BZID-1304355717,1
BZID-1304355718,1
BZID-1304355720,1
BZID-1304355729,1
BZID-1304355730,1
BZID-1304355734,2
BZID-1304355738,2
BZID-1304355742,2
BZID-1304355744,8
BZID-1304355748,7
BZID-1304355757,1
BZID-1304355760,3
BZID-1304355767,9
BZID-1304355769,1
BZID-1304355770,9
BZID-1304355775,8
BZID-1304355779,6
BZID-1304355782,1
BZID-1304355785,1
BZID-1304355786,18
BZID-1304355788,6
BZID-1304355789,2
BZID-1304355792,1
BZID-1304355802,1
BZID-1304355803,1
BZID-1304355807,2
BZID-1304355809,1
BZID-1304355812,3
BZID-1304355820,1
BZID-1304355827,2
BZID-1304355833,1
BZID-1304355837,1
BZID-1304355839,2
BZID-1304355846,6
BZID-1304355847,2
BZID-1304355851,11
BZID-1304355853,6
BZID-1304355864,3
BZID-1304355867,1
BZID-1304355869,7
BZID-1304355873,2
BZID-1304355876,2
BZID-1304355881,2
BZID-1304355886,1
BZID-1304355893,2
BZID-1304355897,3
BZID-1304355904,1
BZID-1304355909,1
BZID-1304355914,2
BZID-1304355917,5
BZID-1304355928,1
BZID-1304355931,3
BZID-1304355934,4
BZID-1304355936,2
BZID-1304355937,2
BZID-1304355941,4
BZID-1304355954,1
BZID-1304355957,6
BZID-1304355961,7
BZID-1304355969,1
BZID-1304355970,1
BZID-1304355977,6
BZID-1304355978,2
BZID-1304355981,1
BZID-1304355984,8
BZID-1304355985,1
BZID-1304355989,5
BZID-1304355991,2
BZID-1304355998,1
BZID-1304356003,3
BZID-1304356010,1
BZID-1304356015,2
BZID-1304356025,1
BZID-1304356027,1
BZID-1304356028,2
BZID-1304356034,2
BZID-1304356036,1
BZID-1304356038,13
BZID-1304356042,1
BZID-1304356045,1
BZID-1304356054,1
BZID-1304356061,1
BZID-1304356065,1
BZID-1304356068,3
BZID-1304356075,2
BZID-1304356077,1
BZID-1304356079,2
BZID-1304356082,4
BZID-1304356086,17
BZID-1304356090,1
BZID-1304356092,1
BZID-1304356094,3
BZID-1304356098,1
BZID-1304356104,5
BZID-1304356105,3
BZID-1304356107,3
BZID-1304356113,2
BZID-1304356114,2
BZID-1304356117,2
BZID-1304356119,1
BZID-1304356120,3
BZID-1304356121,1
BZID-1304356122,3
BZID-1304356126,1
BZID-1304356127,2
BZID-1304356131,2
BZID-1304356135,3
BZID-1304356136,1
BZID-1304356138,3
BZID-1304356144,1
BZID-1304356147,2
BZID-1304356155,1
BZID-1304356158,2
BZID-1304356165,1
BZID-1304356170,4
BZID-1304356175,2
BZID-1304356181,2
BZID-1304356182,6
BZID-1304356183,5
BZID-1304356184,2
BZID-1304356186,2
BZID-1304356187,2
BZID-1304356188,6
BZID-1304356192,4
BZID-1304356194,5
BZID-1304356196,1
BZID-1304356199,8
BZID-1304356202,1
BZID-1304356207,7
BZID-1304356211,9
BZID-1304356212,1
BZID-1304356216,2
BZID-1304356230,10
BZID-1304356231,2
BZID-1304356234,1
BZID-1304356235,3
BZID-1304356236,9
BZID-1304356239,1
BZID-1304356242,4
BZID-1304356243,1
BZID-1304356247,1
BZID-1304356259,12
BZID-1304356262,2
BZID-1304356264,1
BZID-1304356265,1
BZID-1304356279,1
BZID-1304356283,2
BZID-1304356284,6
BZID-1304356285,2
BZID-1304356297,8
BZID-1304356298,14
BZID-1304356302,10
BZID-1304356305,1
BZID-1304356306,2
BZID-1304356307,3
BZID-1304356308,5
BZID-1304356310,11
BZID-1304356313,1
BZID-1304356315,1
BZID-1304356316,1
BZID-1304356317,1
BZID-1304356320,3
BZID-1304356321,3
BZID-1304356322,17
BZID-1304356323,2
BZID-1304356324,1
BZID-1304356327,3
BZID-1304356330,1
BZID-1304356337,1
BZID-1304356341,12
BZID-1304356342,10
BZID-1304356343,25
BZID-1304356346,1
BZID-1304356348,1
BZID-1304356353,1
BZID-1304356356,3
BZID-1304356358,2
BZID-1304356371,7
BZID-1304356375,1
BZID-1304356377,1
BZID-1304356378,1
BZID-1304356383,6
BZID-1304356395,5
BZID-1304356396,10
BZID-1304356402,2
BZID-1304356412,1
BZID-1304356413,1
BZID-1304356415,1
BZID-1304356419,3
BZID-1304356425,2
BZID-1304356426,4
BZID-1304356427,2
BZID-1304356442,1
BZID-1304356446,1
BZID-1304356484,6
BZID-1304356485,8
BZID-1304356489,1
BZID-1304356490,3
BZID-1304356491,2
BZID-1304356493,1
BZID-1304356495,8
BZID-1304356499,1
BZID-1304356500,4
BZID-1304356503,1
BZID-1304356505,4
BZID-1304356513,2
BZID-1304356515,3
BZID-1304356517,4
BZID-1304356518,1
BZID-1304356519,1
BZID-1304356529,2
BZID-1304356534,2
BZID-1304356535,1
BZID-1304356540,1
BZID-1304356541,2
BZID-1304356545,2
BZID-1304356549,7
BZID-1304356552,3
BZID-1304356554,1
BZID-1304356557,7
BZID-1304356560,2
BZID-1304356565,3
BZID-1304356567,1
BZID-1304356568,1
BZID-1304356569,1
BZID-1304356575,8
BZID-1304356576,3
BZID-1304356578,1
BZID-1304356585,2
BZID-1304356586,1
BZID-1304356590,1
BZID-1304356594,1
BZID-1304356595,18
BZID-1304356601,1
BZID-1304356610,2
BZID-1304356612,1
BZID-1304356617,3
BZID-1304356619,1
BZID-1304356621,3
BZID-1304356622,5
BZID-1304356623,1
BZID-1304356625,1
BZID-1304356626,1
BZID-1304356627,1
BZID-1304356629,5
BZID-1304356639,2
BZID-1304356645,4
BZID-1304356646,1
BZID-1304356649,13
BZID-1304356651,2
BZID-1304356655,3
BZID-1304356656,2
BZID-1304356658,5
BZID-1304356659,5
BZID-1304356661,1
BZID-1304356664,4
BZID-1304356670,1
BZID-1304356672,4
BZID-1304356677,1
BZID-1304356684,1
BZID-1304356688,3
BZID-1304356690,20
BZID-1304356691,3
BZID-1304356694,2
BZID-1304356697,3
BZID-1304356699,1
BZID-1304356701,31
BZID-1304356704,1
BZID-1304356706,3
BZID-1304356710,2
BZID-1304356714,1
BZID-1304356717,5
BZID-1304356725,4
BZID-1304356730,3
BZID-1304356731,21
BZID-1304356735,3
BZID-1304356738,2
BZID-1304356743,4
BZID-1304356745,1
BZID-1304356747,2
BZID-1304356748,4
BZID-1304356753,4
BZID-1304356754,6
BZID-1304356758,1
BZID-1304356759,3
BZID-1304356760,9
BZID-1304356773,1
BZID-1304356774,3
BZID-1304356787,1
BZID-1304356790,14
BZID-1304356796,2
BZID-1304356800,2
BZID-1304356801,8
BZID-1304356803,1
BZID-1304356806,6
BZID-1304356815,6
BZID-1304356817,50
BZID-1304356822,2
BZID-1304356823,1
BZID-1304356826,7
BZID-1304356828,3
BZID-1304356829,1
BZID-1304356836,3
BZID-1304356837,1
BZID-1304356838,3
BZID-1304356843,5
BZID-1304356844,3
BZID-1304356845,1
BZID-1304356847,1
BZID-1304356852,6
BZID-1304356856,1
BZID-1304356857,5
BZID-1304356859,2
BZID-1304356862,2
BZID-1304356869,10
BZID-1304356897,2
BZID-1304356899,1
BZID-1304356919,1
BZID-1304356928,2
BZID-1304356929,3
BZID-1304356932,1
BZID-1304356935,1
BZID-1304356936,7
BZID-1304356937,4
BZID-1304356938,2
BZID-1304356939,1
BZID-1304356941,1
BZID-1304356946,1
BZID-1304356947,4
BZID-1304356948,4
BZID-1304356954,4
BZID-1304356955,1
BZID-1304356961,6
BZID-1304356964,7
BZID-1304356966,2
BZID-1304356967,3
BZID-1304356973,4
BZID-1304356979,4
BZID-1304356982,7
BZID-1304356983,7
BZID-1304356984,2
BZID-1304356992,1
BZID-1304356994,2
BZID-1304356995,8
BZID-1304356997,1
BZID-1304356998,1
BZID-1304356999,5
BZID-1304357001,3
BZID-1304357003,2
BZID-1304357014,3
BZID-1304357019,5
BZID-1304357020,10
BZID-1304357025,12
BZID-1304357039,3
BZID-1304357040,1
BZID-1304357047,10
BZID-1304357052,5
BZID-1304357053,4
BZID-1304357060,2
BZID-1304357065,1
BZID-1304357066,6
BZID-1304357072,1
BZID-1304357073,1
BZID-1304357075,3
BZID-1304357080,1
BZID-1304357085,1
BZID-1304357086,2
BZID-1304357087,5
BZID-1304357089,1
BZID-1304357090,1
BZID-1304357092,3
BZID-1304357098,1
BZID-1304357102,10
BZID-1304357103,1
BZID-1304357104,1
BZID-1304357106,13
BZID-1304357109,5
BZID-1304357117,2
BZID-1304357119,1
BZID-1304357120,1
BZID-1304357122,1
BZID-1304357123,1
BZID-1304357126,1
BZID-1304357127,13
BZID-1304357134,1
BZID-1304357136,1
BZID-1304357142,1
BZID-1304357147,8
BZID-1304357155,1
BZID-1304357158,1
BZID-1304357160,1
BZID-1304357161,1
BZID-1304357163,8
BZID-1304357166,2
BZID-1304357170,1
BZID-1304357172,13
BZID-1304357173,2
BZID-1304357176,1
BZID-1304357177,1
BZID-1304357182,21
BZID-1304357189,13
BZID-1304357192,1
BZID-1304357194,1
BZID-1304357195,3
BZID-1304357196,2
BZID-1304357199,3
BZID-1304357202,51
BZID-1304357203,1
BZID-1304357204,1
BZID-1304357206,4
BZID-1304357210,1
BZID-1304357212,1
BZID-1304357215,3
BZID-1304357225,3
BZID-1304357231,8
BZID-1304357232,2
BZID-1304357233,1
BZID-1304357236,2
BZID-1304357238,16
BZID-1304357241,3
BZID-1304357242,1
BZID-1304357244,4
BZID-1304357248,1
BZID-1304357249,2
BZID-1304357251,1
BZID-1304357255,17
BZID-1304357257,3
BZID-1304357263,14
BZID-1304357266,8
BZID-1304357268,9
BZID-1304357269,11
BZID-1304357270,3
BZID-1304357272,1
BZID-1304357273,1
BZID-1304357275,1
BZID-1304357277,1
BZID-1304357278,2
BZID-1304357290,1
BZID-1304357294,4
BZID-1304357295,9
BZID-1304357296,4
BZID-1304357299,1
BZID-1304357301,1
BZID-1304357304,20
BZID-1304357310,6
BZID-1304357313,6
BZID-1304357316,1
BZID-1304357317,1
BZID-1304357321,1
BZID-1304357323,5
BZID-1304357329,2
BZID-1304357331,63
BZID-1304357333,4
BZID-1304357337,1
BZID-1304357339,3
BZID-1304357340,2
BZID-1304357344,1
BZID-1304357345,1
BZID-1304357346,1
BZID-1304357348,2
BZID-1304357353,3
BZID-1304357359,1
BZID-1304357363,2
BZID-1304357365,3
BZID-1304357372,1
BZID-1304357373,5
BZID-1304357375,1
BZID-1304357381,4
BZID-1304357382,52
BZID-1304357395,1
BZID-1304357396,4
BZID-1304357400,4
BZID-1304357401,3
BZID-1304357402,25
BZID-1304357405,11
BZID-1304357406,2
BZID-1304357407,2
BZID-1304357410,1
BZID-1304357411,1
BZID-1304357417,9
BZID-1304357420,1
BZID-1304357422,11
BZID-1304357426,2
BZID-1304357441,3
BZID-1304357453,5
BZID-1304357454,1
BZID-1304357455,19
BZID-1304357467,1
BZID-1304357479,5
BZID-1304357493,1
BZID-1304357496,6
BZID-1304357498,4
BZID-1304357499,4
BZID-1304357501,8
BZID-1304357506,5
BZID-1304357512,1
BZID-1304357517,1
BZID-1304357519,6
BZID-1304357522,3
BZID-1304357523,3
BZID-1304357538,1
BZID-1304357542,1
BZID-1304357543,5
BZID-1304357548,1
BZID-1304357550,6
BZID-1304357555,1
BZID-1304357561,2
BZID-1304357568,5
BZID-1304357570,1
BZID-1304357572,23
BZID-1304357577,1
BZID-1304357578,5
BZID-1304357580,7
BZID-1304357586,1
BZID-1304357590,1
BZID-1304357593,30
BZID-1304357598,8
BZID-1304357599,3
BZID-1304357604,1
BZID-1304357605,2
BZID-1304357610,17
BZID-1304357612,9
BZID-1304357614,1
BZID-1304357620,4
BZID-1304357621,4
BZID-1304357635,1
BZID-1304357636,2
BZID-1304357642,4
BZID-1304357644,8
BZID-1304357648,5
BZID-1304357650,1
BZID-1304357651,1
BZID-1304357655,1
BZID-1304357667,8
BZID-1304357668,2
BZID-1304357669,2
BZID-1304357671,5
BZID-1304357672,3
BZID-1304357673,6
BZID-1304357675,17
BZID-1304357676,2
BZID-1304357677,9
BZID-1304357683,17
BZID-1304357684,5
BZID-1304357685,2
BZID-1304357692,5
BZID-1304357693,5
BZID-1304357694,2
BZID-1304357695,10
BZID-1304357700,3
BZID-1304357702,1
BZID-1304357708,3
BZID-1304357729,17
BZID-1304357731,1
BZID-1304357732,2
BZID-1304357737,6
BZID-1304357739,22
BZID-1304357740,2
BZID-1304357745,1
BZID-1304357747,2
BZID-1304357761,1
BZID-1304357763,3
BZID-1304357764,1
BZID-1304357765,6
BZID-1304357766,3
BZID-1304357767,2
BZID-1304357771,1
BZID-1304357786,15
BZID-1304357790,1
BZID-1304357796,1
BZID-1304357798,2
BZID-1304357804,3
BZID-1304357805,43
BZID-1304357806,1
BZID-1304357808,8
BZID-1304357809,3
BZID-1304357810,5
BZID-1304357816,3
BZID-1304357823,3
BZID-1304357824,6
BZID-1304357825,5
BZID-1304357826,4
BZID-1304357830,31
BZID-1304357831,1
BZID-1304357832,1
BZID-1304357837,21
BZID-1304357839,27
BZID-1304357842,1
BZID-1304357844,12
BZID-1304357845,6
BZID-1304357848,1
BZID-1304357852,12
BZID-1304357853,4
BZID-1304357854,1
BZID-1304357856,4
BZID-1304357860,2
BZID-1304357862,2
BZID-1304357866,5
BZID-1304357872,3
BZID-1304357877,1
BZID-1304357879,3
BZID-1304357881,8
BZID-1304357885,5
BZID-1304357886,3
BZID-1304357887,3
BZID-1304357889,2
BZID-1304357891,1
BZID-1304357893,22
BZID-1304357897,1
BZID-1304357899,1
BZID-1304357901,6
BZID-1304357905,1
BZID-1304357906,4
BZID-1304357907,1
BZID-1304357909,2
BZID-1304357913,21
BZID-1304357914,6
BZID-1304357918,13
BZID-1304357921,1
BZID-1304357922,3
BZID-1304357925,1
BZID-1304357928,1
BZID-1304357929,11
BZID-1304357930,6
BZID-1304357931,1
BZID-1304357934,1
BZID-1304357936,7
BZID-1304357937,2
BZID-1304357938,1
BZID-1304357939,2
BZID-1304357941,1
BZID-1304357942,1
BZID-1304357943,5
BZID-1304357950,1
BZID-1304357951,1
