businessid,rating_cnt,avg_rating
BZID-1304362554,9,5
BZID-1304350262,1,5
BZID-1304353043,18,4
BZID-1304434377,5,5
BZID-1304463326,3,4
BZID-1304407607,1,1
BZID-1304435696,5,3
BZID-1304478278,7,5
BZID-1304427372,183,3
BZID-1304469576,2,4
BZID-1304409590,2,1
BZID-1304413128,2,4
BZID-1304448736,11,2
BZID-1304458641,354,4
BZID-1304412336,87,5
BZID-1304406189,54,5
BZID-1304395618,156,5
BZID-1304376713,25,3
BZID-1304376474,42,5
BZID-1304378816,12,5
BZID-1304377845,1,5
BZID-1304369606,1,5
BZID-1304368177,6,2
BZID-1304358601,4,4
BZID-1304357610,6,3
BZID-1304363415,15,3
BZID-1304363899,31,5
BZID-1304360010,1,1
BZID-1304352426,6,4
BZID-1304351397,1,5
BZID-1304607089,1,5
BZID-1304609219,2,5
BZID-1304431463,15,5
BZID-1304435241,10,4
BZID-1304458128,24,5
BZID-1304476303,3,5
BZID-1304478859,1,5
BZID-1304462632,8,4
BZID-1304451237,3,5
BZID-1304473272,2,4
BZID-1304459225,1,5
BZID-1304466839,1,1
BZID-1304407217,1,4
BZID-1304427117,1,1
BZID-1304442008,1,4
BZID-1304408941,1,1
BZID-1304432297,44,5
BZID-1304478060,8,4
BZID-1304472505,5,5
BZID-1304417128,1,4
BZID-1304446246,15,5
BZID-1304466353,13,5
BZID-1304391997,13,5
BZID-1304385484,1,5
BZID-1304374243,2,3
BZID-1304376709,1,1
BZID-1304381093,40,5
BZID-1304381531,7,3
BZID-1304368124,5,5
BZID-1304372065,7,3
BZID-1304358045,87,4
BZID-1304360407,7,5
BZID-1304365567,45,5
BZID-1304350589,11,4
BZID-1304351816,3,4
BZID-1304357241,1,5
BZID-1304414531,5,3
BZID-1304611147,2,1
BZID-1304595558,1,5
BZID-1304598332,1,5
BZID-1304598672,1,4
BZID-1304368152,3,5
BZID-1304478266,13,3
BZID-1304417474,5,5
BZID-1304441101,1,3
BZID-1304408250,2,5
BZID-1304464974,1,5
BZID-1304460779,8,5
BZID-1304468632,40,5
BZID-1304430754,6,5
BZID-1304468608,6,4
BZID-1304462897,6,5
BZID-1304401440,1,5
BZID-1304463363,2,5
BZID-1304456058,1,5
BZID-1304460435,39,5
BZID-1304470328,6,2
BZID-1304393979,34,4
BZID-1304411256,1,5
BZID-1304384957,3,5
BZID-1304374487,13,5
BZID-1304378326,1,5
BZID-1304368068,15,3
BZID-1304368548,19,4
BZID-1304363734,4,5
BZID-1304349506,2,1
BZID-1304403353,5,3
BZID-1304355210,1,5
BZID-1304380755,8,4
BZID-1304610300,1,5
BZID-1304432539,2,5
BZID-1304416297,33,4
BZID-1304416959,19,5
BZID-1304466519,26,4
BZID-1304409581,3,5
BZID-1304429456,9,5
BZID-1304411922,1,3
BZID-1304474356,1,5
BZID-1304426019,25,1
BZID-1304461299,2,5
BZID-1304420733,12,4
BZID-1304418410,1,5
BZID-1304477337,17,5
BZID-1304413421,49,5
BZID-1304394240,2,5
BZID-1304394655,46,2
BZID-1304388856,1,4
BZID-1304385321,5,1
BZID-1304380434,17,5
BZID-1304374909,5,3
BZID-1304370286,2,4
BZID-1304373039,4,5
BZID-1304372577,14,4
BZID-1304350831,8,5
BZID-1304350099,1,4
BZID-1304351745,18,2
BZID-1304352675,1,5
BZID-1304381368,48,3
BZID-1304455253,1,3
BZID-1304386041,4,3
BZID-1304413956,41,3
BZID-1304420186,3,2
BZID-1304415076,6,4
BZID-1304435408,1,5
BZID-1304469774,1,5
BZID-1304408637,1,1
BZID-1304415931,1,5
BZID-1304434092,1,1
BZID-1304435216,20,3
BZID-1304462157,27,3
BZID-1304459635,1,4
BZID-1304400248,43,5
BZID-1304446329,4,3
BZID-1304425064,1,4
BZID-1304402836,2,5
BZID-1304402567,1,5
BZID-1304392923,1,5
BZID-1304447556,26,4
BZID-1304455410,8,2
BZID-1304388107,3,4
BZID-1304378885,1,4
BZID-1304366497,11,4
BZID-1304365954,7,5
BZID-1304372127,35,5
BZID-1304358746,15,4
BZID-1304362832,1,5
BZID-1304607788,1,5
BZID-1304596718,3,4
BZID-1304608554,25,3
BZID-1304425060,36,5
BZID-1304431883,2,4
BZID-1304463751,1,4
BZID-1304419496,13,3
BZID-1304477813,2,5
BZID-1304466076,21,4
BZID-1304450766,5,3
BZID-1304431607,1,4
BZID-1304395131,5,3
BZID-1304397701,1,1
BZID-1304396705,7,5
BZID-1304382171,49,2
BZID-1304385664,4,5
BZID-1304388465,14,5
BZID-1304378476,6,5
BZID-1304464418,6,3
BZID-1304363302,14,5
BZID-1304363135,37,5
BZID-1304364799,1,5
BZID-1304414455,60,2
BZID-1304354320,2,5
BZID-1304354004,1,4
BZID-1304366474,2,2
BZID-1304355957,2,5
BZID-1304604973,16,3
BZID-1304604612,17,4
BZID-1304604734,4,2
BZID-1304609749,4,3
BZID-1304425422,20,3
BZID-1304364566,27,2
BZID-1304421371,2,1
BZID-1304457351,9,3
BZID-1304413093,3,3
BZID-1304425248,22,5
BZID-1304423166,4,2
BZID-1304401798,12,5
BZID-1304423829,1,5
BZID-1304429527,11,5
BZID-1304430715,58,4
BZID-1304447436,2,5
BZID-1304450253,16,5
BZID-1304399930,1,5
BZID-1304410165,539,3
BZID-1304420023,10,3
BZID-1304403755,6,5
BZID-1304390215,1,5
BZID-1304382516,5,5
BZID-1304389433,2,5
BZID-1304370710,5,5
BZID-1304400524,1,5
BZID-1304361070,8,4
BZID-1304360327,16,3
BZID-1304362324,1,5
BZID-1304365452,1,4
BZID-1304373246,7,4
BZID-1304370986,43,3
BZID-1304607566,5,3
BZID-1304419856,2,5
BZID-1304364672,1,5
BZID-1304608001,3,5
BZID-1304382060,1,1
BZID-1304472987,1,1
BZID-1304401155,4,5
BZID-1304479113,1,4
BZID-1304434340,3,5
BZID-1304443551,2,5
BZID-1304428251,1,5
BZID-1304458489,6,5
BZID-1304416911,1,4
BZID-1304451506,20,2
BZID-1304438771,2,5
BZID-1304422153,1,5
BZID-1304465909,49,5
BZID-1304382059,116,5
BZID-1304457612,5,5
BZID-1304373049,28,4
BZID-1304357605,9,5
BZID-1304360998,1,5
BZID-1304363175,1,4
BZID-1304353021,18,3
BZID-1304354535,1,5
BZID-1304353270,25,4
BZID-1304355061,4,4
BZID-1304356259,2,5
BZID-1304351375,2,5
BZID-1304437856,3,4
BZID-1304419025,2,5
BZID-1304435741,5,4
BZID-1304471637,7,4
BZID-1304449605,18,2
BZID-1304466952,21,4
BZID-1304465363,37,4
BZID-1304471558,10,5
BZID-1304411634,1,1
BZID-1304445251,2,5
BZID-1304437174,3,5
BZID-1304425993,1,5
BZID-1304398501,4,3
BZID-1304383274,3,5
BZID-1304386119,38,5
BZID-1304389884,1,1
BZID-1304376590,6,4
BZID-1304368528,30,5
BZID-1304371847,43,5
BZID-1304357856,4,2
BZID-1304360814,1,5
BZID-1304360280,22,4
BZID-1304351164,3,1
BZID-1304351450,5,5
BZID-1304379024,54,4
BZID-1304372278,4,2
BZID-1304608357,5,3
BZID-1304608824,8,5
BZID-1304607647,3,5
BZID-1304606052,1,5
BZID-1304399359,16,3
BZID-1304409706,35,5
BZID-1304423708,1,4
BZID-1304476708,5,3
BZID-1304470082,1,4
BZID-1304417576,4,3
BZID-1304400847,35,5
BZID-1304430863,2,4
BZID-1304461147,6,2
BZID-1304415828,52,5
BZID-1304385167,11,5
BZID-1304384473,3,5
BZID-1304386810,8,2
BZID-1304406069,8,5
BZID-1304396078,16,5
BZID-1304369492,28,5
BZID-1304371904,8,3
BZID-1304371948,1,5
BZID-1304362552,2,5
BZID-1304350770,5,3
BZID-1304382607,5,3
BZID-1304354900,25,4
BZID-1304356212,8,5
BZID-1304611048,2,3
BZID-1304598036,4,1
BZID-1304428982,45,3
BZID-1304398815,761,3
BZID-1304426658,19,5
BZID-1304421267,1,5
BZID-1304479172,186,5
BZID-1304456937,1,4
BZID-1304459306,1,1
BZID-1304461722,277,2
BZID-1304426596,8,3
BZID-1304472453,113,3
BZID-1304431858,4,5
BZID-1304478231,1,5
BZID-1304473391,1,3
BZID-1304426757,96,3
BZID-1304405559,2,5
BZID-1304393154,8,2
BZID-1304384891,1,5
BZID-1304398856,11,4
BZID-1304389532,8,5
BZID-1304374820,1,4
BZID-1304376035,28,5
BZID-1304370916,5,4
BZID-1304359521,5,3
BZID-1304362851,1,5
BZID-1304354416,5,3
BZID-1304357126,9,5
BZID-1304607241,4,4
BZID-1304373674,1,5
BZID-1304425844,1,5
BZID-1304474725,5,5
BZID-1304425618,2,5
BZID-1304420242,3,5
BZID-1304477485,6,5
BZID-1304446650,64,3
BZID-1304476653,4,5
BZID-1304412683,251,5
BZID-1304460284,76,5
BZID-1304436036,4,4
BZID-1304430502,7,4
BZID-1304429616,4,3
BZID-1304475500,101,3
BZID-1304412074,25,3
BZID-1304408869,1,4
BZID-1304426506,2,5
BZID-1304410146,16,5
BZID-1304405478,21,3
BZID-1304391746,7,5
BZID-1304393774,155,5
BZID-1304382252,46,5
BZID-1304376156,1,1
BZID-1304376175,1,5
BZID-1304379473,25,5
BZID-1304373045,4,5
BZID-1304359119,14,5
BZID-1304352611,6,3
BZID-1304355055,20,3
BZID-1304355343,1,4
BZID-1304595563,11,3
BZID-1304420153,1,5
BZID-1304467183,1,5
BZID-1304432015,306,5
BZID-1304423057,3,5
BZID-1304421399,5,3
BZID-1304466917,1,4
BZID-1304398785,5,5
BZID-1304402274,2,5
BZID-1304408938,27,5
BZID-1304451514,1,5
BZID-1304446073,1,5
BZID-1304464151,3,5
BZID-1304432258,1,5
BZID-1304426044,7,3
BZID-1304412415,8,3
BZID-1304400078,1,5
BZID-1304424223,25,3
BZID-1304405717,102,5
BZID-1304406498,1,5
BZID-1304382161,8,3
BZID-1304377722,4,5
BZID-1304379608,7,2
BZID-1304367042,1,5
BZID-1304368438,1,4
BZID-1304364964,5,5
BZID-1304349567,6,4
BZID-1304375444,15,3
BZID-1304352647,1,5
BZID-1304355003,8,5
BZID-1304354162,7,3
BZID-1304604388,2,3
BZID-1304605168,1,5
BZID-1304470099,1,5
BZID-1304455702,1,3
BZID-1304467406,337,3
BZID-1304428768,49,5
BZID-1304425825,3,1
BZID-1304428101,5,4
BZID-1304473543,1,1
BZID-1304408929,1,5
BZID-1304408445,5,3
BZID-1304424543,7,3
BZID-1304461870,1,5
BZID-1304425470,14,5
BZID-1304394912,12,4
BZID-1304386797,1,5
BZID-1304376915,9,5
BZID-1304380393,3,2
BZID-1304359792,7,1
BZID-1304392692,2,5
BZID-1304350704,115,3
BZID-1304351201,4,5
BZID-1304352612,4,1
BZID-1304356105,11,5
BZID-1304416389,5,3
BZID-1304427474,7,2
BZID-1304470122,3,4
BZID-1304460252,1,1
BZID-1304433135,1,5
BZID-1304438682,3,5
BZID-1304416298,10,5
BZID-1304420154,5,4
BZID-1304477925,1,3
BZID-1304420770,7,4
BZID-1304400566,10,3
BZID-1304463432,2,5
BZID-1304434493,6,5
BZID-1304441774,10,2
BZID-1304404058,7,5
BZID-1304405694,4,1
BZID-1304385309,1,4
BZID-1304428257,6,2
BZID-1304368763,5,5
BZID-1304419175,1,1
BZID-1304372591,1,5
BZID-1304357648,1,5
BZID-1304357585,1,5
BZID-1304351436,8,3
BZID-1304357296,5,3
BZID-1304607210,6,5
BZID-1304430985,24,5
BZID-1304406126,16,5
BZID-1304430182,1,5
BZID-1304428519,14,2
BZID-1304455297,1,5
BZID-1304473283,3,5
BZID-1304422585,37,5
BZID-1304435425,15,3
BZID-1304478924,11,2
BZID-1304438208,22,5
BZID-1304463666,4,5
BZID-1304438968,24,3
BZID-1304432011,41,3
BZID-1304435659,2,5
BZID-1304440513,6,5
BZID-1304415186,11,5
BZID-1304464860,1,5
BZID-1304449762,3,5
BZID-1304471188,3,2
BZID-1304469166,10,3
BZID-1304462601,1,5
BZID-1304472451,17,4
BZID-1304464748,1,5
BZID-1304414466,3,5
BZID-1304395743,6,4
BZID-1304378872,56,4
BZID-1304365918,14,3
BZID-1304360154,38,3
BZID-1304362043,5,3
BZID-1304363766,16,4
BZID-1304349289,1,5
BZID-1304404133,8,5
BZID-1304354241,1,1
BZID-1304356013,1,5
BZID-1304408628,5,5
BZID-1304407662,2,1
BZID-1304446271,6,5
BZID-1304407905,1,5
BZID-1304473037,1,5
BZID-1304413248,20,3
BZID-1304479929,2,3
BZID-1304428729,53,3
BZID-1304449131,4,3
BZID-1304466465,8,3
BZID-1304427459,509,3
BZID-1304418224,78,5
BZID-1304471016,54,4
BZID-1304419548,1,5
BZID-1304427256,9,5
BZID-1304405840,2,4
BZID-1304397271,1,5
BZID-1304397749,3,5
BZID-1304392824,1,5
BZID-1304388288,5,3
BZID-1304374517,3,4
BZID-1304376788,3,5
BZID-1304385636,3,4
BZID-1304385604,142,4
BZID-1304370642,1,5
BZID-1304373431,8,2
BZID-1304372145,4,3
BZID-1304359084,4,5
BZID-1304360234,6,4
BZID-1304406203,1,5
BZID-1304364242,1,4
BZID-1304353848,5,5
BZID-1304353975,4,5
BZID-1304355785,2,5
BZID-1304598392,1,5
BZID-1304393487,8,5
BZID-1304376690,1,5
BZID-1304415969,1,5
BZID-1304425813,1,5
BZID-1304465753,8,5
BZID-1304410580,2,5
BZID-1304458922,1,5
BZID-1304426271,8,2
BZID-1304462806,4,5
BZID-1304451036,3,5
BZID-1304418605,186,5
BZID-1304470886,200,4
BZID-1304464468,5,3
BZID-1304476837,1,5
BZID-1304424240,39,5
BZID-1304420256,2,4
BZID-1304474270,61,5
BZID-1304428647,153,5
BZID-1304450114,1,5
BZID-1304395865,35,5
BZID-1304384589,5,3
BZID-1304384750,1,5
BZID-1304386101,1,5
BZID-1304358630,1,5
BZID-1304359055,74,3
BZID-1304360954,1,3
BZID-1304386382,3,4
BZID-1304365042,4,5
BZID-1304350421,5,5
BZID-1304352571,5,3
BZID-1304352753,2,5
BZID-1304352307,15,5
BZID-1304352825,7,4
BZID-1304603556,1,5
BZID-1304603792,17,3
BZID-1304596498,2,3
BZID-1304597092,5,3
BZID-1304402305,25,4
BZID-1304437169,19,5
BZID-1304460837,1,5
BZID-1304446244,4,3
BZID-1304421695,3,5
BZID-1304477726,2,4
BZID-1304451376,27,5
BZID-1304420447,1,1
BZID-1304402300,1,5
BZID-1304456106,2,3
BZID-1304475553,9,5
BZID-1304479808,1,5
BZID-1304435505,1,2
BZID-1304429298,1,4
BZID-1304463894,49,3
BZID-1304442371,48,5
BZID-1304444030,4,3
BZID-1304420444,1,5
BZID-1304425088,19,5
BZID-1304465915,1,1
BZID-1304422928,15,5
BZID-1304396243,9,1
BZID-1304383023,25,5
BZID-1304410607,2,5
BZID-1304384420,43,5
BZID-1304379151,7,4
BZID-1304378656,13,5
BZID-1304373042,3,5
BZID-1304450389,1,4
BZID-1304395494,13,5
BZID-1304353268,16,4
BZID-1304354378,1,4
BZID-1304355429,1,5
BZID-1304603732,1,5
BZID-1304604825,2,5
BZID-1304605464,1,5
BZID-1304608422,1,5
BZID-1304608781,2,4
BZID-1304408435,1,5
BZID-1304477551,54,4
BZID-1304462887,12,4
BZID-1304413649,3,4
BZID-1304412486,1,5
BZID-1304408785,27,4
BZID-1304460848,10,5
BZID-1304464046,269,3
BZID-1304435683,159,5
BZID-1304415899,1,5
BZID-1304408857,39,3
BZID-1304410690,3,3
BZID-1304480219,42,5
BZID-1304411368,15,3
BZID-1304413308,1,4
BZID-1304436316,6,5
BZID-1304456664,21,5
BZID-1304391235,15,3
BZID-1304396241,2,5
BZID-1304383516,1,5
BZID-1304384506,26,3
BZID-1304388565,16,2
BZID-1304377255,4,5
BZID-1304375856,13,3
BZID-1304381079,1,1
BZID-1304381849,13,4
BZID-1304371081,50,3
BZID-1304369625,49,5
BZID-1304369973,2,5
BZID-1304370129,5,5
BZID-1304373115,5,3
BZID-1304372750,5,4
BZID-1304360737,7,5
BZID-1304359783,4,3
BZID-1304386083,24,5
BZID-1304381850,1,1
BZID-1304364416,1,5
BZID-1304353023,60,3
BZID-1304352920,8,2
BZID-1304357199,1,5
BZID-1304355628,1,5
BZID-1304384385,6,4
BZID-1304604494,1,5
BZID-1304603740,1,5
BZID-1304596268,2,5
BZID-1304423964,2,5
BZID-1304406573,1,5
BZID-1304408019,2,5
BZID-1304457563,2,5
BZID-1304472999,49,4
BZID-1304432035,4,3
BZID-1304477767,2,1
BZID-1304428923,5,5
BZID-1304409786,1,5
BZID-1304478784,2,2
BZID-1304463921,9,5
BZID-1304417582,1,5
BZID-1304470468,13,5
BZID-1304459983,4,3
BZID-1304413786,6,2
BZID-1304475220,9,3
BZID-1304423649,35,3
BZID-1304472855,7,3
BZID-1304408240,48,4
BZID-1304403041,13,4
BZID-1304390273,20,4
BZID-1304394198,99,2
BZID-1304396491,15,4
BZID-1304457769,106,5
BZID-1304386474,2,5
BZID-1304388434,4,5
BZID-1304388390,3,5
BZID-1304378241,4,3
BZID-1304381533,2,5
BZID-1304366667,2,5
BZID-1304370797,1,5
BZID-1304370225,1,5
BZID-1304370449,6,3
BZID-1304352170,10,3
BZID-1304353532,6,3
BZID-1304354049,2,3
BZID-1304381393,3,5
BZID-1304606039,4,3
BZID-1304607587,1,5
BZID-1304473584,2,3
BZID-1304473364,1,1
BZID-1304349701,9,5
BZID-1304375500,1,1
BZID-1304471723,1,5
BZID-1304470383,2,4
BZID-1304456136,3,5
BZID-1304419143,8,4
BZID-1304465322,14,4
BZID-1304416552,1,1
BZID-1304425241,2,1
BZID-1304473698,10,5
BZID-1304466193,7,5
BZID-1304473650,27,5
BZID-1304437111,20,5
BZID-1304446067,81,5
BZID-1304465603,175,3
BZID-1304404878,18,3
BZID-1304471410,7,5
BZID-1304394549,2,5
BZID-1304450140,1,5
BZID-1304390155,179,5
BZID-1304432546,4,3
BZID-1304429094,5,4
BZID-1304353441,3,5
BZID-1304604970,1,5
BZID-1304606688,23,5
BZID-1304456980,1,4
BZID-1304430648,52,3
BZID-1304415380,1,5
BZID-1304434994,8,5
BZID-1304472286,10,5
BZID-1304407906,42,5
BZID-1304466328,11,1
BZID-1304475486,60,4
BZID-1304478556,110,3
BZID-1304438461,1,5
BZID-1304445653,7,5
BZID-1304470519,26,5
BZID-1304443804,1,5
BZID-1304430087,11,5
BZID-1304405831,1,4
BZID-1304410733,3,4
BZID-1304392033,2,5
BZID-1304382936,3,2
BZID-1304387449,88,3
BZID-1304377582,1,5
BZID-1304377926,6,5
BZID-1304411961,44,5
BZID-1304371691,15,5
BZID-1304358207,5,3
BZID-1304358102,1,5
BZID-1304361261,20,5
BZID-1304359653,3,5
BZID-1304351667,2,3
BZID-1304606834,4,5
BZID-1304365490,6,5
BZID-1304463851,9,4
BZID-1304434752,102,5
BZID-1304472580,8,3
BZID-1304410985,2,3
BZID-1304403874,1,5
BZID-1304471804,1,5
BZID-1304398651,6,3
BZID-1304403852,10,3
BZID-1304434678,81,2
BZID-1304403410,2,5
BZID-1304385998,2,5
BZID-1304374922,30,4
BZID-1304374575,2,5
BZID-1304379352,1,5
BZID-1304381904,6,4
BZID-1304367478,2,5
BZID-1304367296,4,3
BZID-1304372699,1,5
BZID-1304358832,1,5
BZID-1304365268,1,4
BZID-1304365240,3,5
BZID-1304604075,5,5
BZID-1304606201,5,3
BZID-1304609327,1,1
BZID-1304365445,9,3
BZID-1304370377,33,3
BZID-1304395993,20,5
BZID-1304367865,5,5
BZID-1304401368,2,5
BZID-1304437965,70,4
BZID-1304450028,7,5
BZID-1304431396,1,4
BZID-1304411987,69,2
BZID-1304447035,88,5
BZID-1304427143,145,5
BZID-1304437848,1,3
BZID-1304397735,2,4
BZID-1304382614,1,5
BZID-1304386110,54,3
BZID-1304379407,1,5
BZID-1304379635,10,4
BZID-1304367540,1,1
BZID-1304365847,2,4
BZID-1304369191,1,1
BZID-1304360861,3,1
BZID-1304361188,17,5
BZID-1304359711,1,5
BZID-1304362601,179,3
BZID-1304381435,1,4
BZID-1304355903,1,5
BZID-1304353258,4,4
BZID-1304473487,136,4
BZID-1304418515,2,2
BZID-1304478652,1,5
BZID-1304457049,8,2
BZID-1304418664,3,4
BZID-1304424659,15,3
BZID-1304413866,3,5
BZID-1304414362,4,5
BZID-1304429503,4,5
BZID-1304480178,1,3
BZID-1304413797,27,3
BZID-1304401882,9,5
BZID-1304394454,4,4
BZID-1304384731,1,5
BZID-1304387583,23,4
BZID-1304381022,10,3
BZID-1304369275,2,5
BZID-1304443811,3,5
BZID-1304373758,1,5
BZID-1304360911,7,2
BZID-1304364830,2,5
BZID-1304363678,5,4
BZID-1304350272,3,5
BZID-1304439046,1,1
BZID-1304355123,23,5
BZID-1304355744,6,4
BZID-1304608519,1,5
BZID-1304595911,1,5
BZID-1304610816,4,5
BZID-1304606631,7,5
BZID-1304397553,4,2
BZID-1304446573,1,5
BZID-1304428996,6,3
BZID-1304463042,7,4
BZID-1304456757,50,1
BZID-1304429111,2,3
BZID-1304463885,334,3
BZID-1304459625,2,3
BZID-1304472261,3,5
BZID-1304471833,1,4
BZID-1304402872,5,3
BZID-1304396563,48,3
BZID-1304382123,16,5
BZID-1304386421,1,5
BZID-1304387299,11,4
BZID-1304377825,9,5
BZID-1304395401,5,3
BZID-1304381149,4,5
BZID-1304375276,15,5
BZID-1304430277,10,4
BZID-1304365749,2,4
BZID-1304358255,7,5
BZID-1304357519,3,4
BZID-1304349360,28,3
BZID-1304465036,263,5
BZID-1304436323,3,5
BZID-1304477836,81,5
BZID-1304428681,137,5
BZID-1304417601,32,3
BZID-1304469024,1,5
BZID-1304429563,1,3
BZID-1304418974,5,4
BZID-1304478907,1,1
BZID-1304469580,6,3
BZID-1304461914,2,5
BZID-1304408991,69,5
BZID-1304436053,2,5
BZID-1304463651,1,4
BZID-1304409632,5,5
BZID-1304428273,1,4
BZID-1304398979,1,5
BZID-1304446543,2,4
BZID-1304419706,17,5
BZID-1304425265,14,5
BZID-1304405967,4,4
BZID-1304437108,63,5
BZID-1304420307,5,4
BZID-1304422983,23,4
BZID-1304404074,2,3
BZID-1304387163,5,3
BZID-1304389571,11,3
BZID-1304375062,6,2
BZID-1304358613,46,4
BZID-1304357894,2,5
BZID-1304364155,5,5
BZID-1304355247,2,5
BZID-1304349703,1,1
BZID-1304367190,3,2
BZID-1304609056,1,5
BZID-1304608649,5,3
BZID-1304412843,8,5
BZID-1304401483,8,5
BZID-1304430427,2,3
BZID-1304466159,1,5
BZID-1304461719,4,5
BZID-1304471706,1,5
BZID-1304400222,13,5
BZID-1304382971,7,5
BZID-1304387005,5,3
BZID-1304359152,2,5
BZID-1304362594,5,3
BZID-1304350787,51,4
BZID-1304359052,4,3
BZID-1304606474,15,3
BZID-1304606797,1,5
BZID-1304350508,2,3
BZID-1304458822,1,5
BZID-1304412170,4,4
BZID-1304411172,1,4
BZID-1304424366,4,5
BZID-1304441165,12,5
BZID-1304460878,2,5
BZID-1304471216,1,5
BZID-1304446255,28,5
BZID-1304419414,288,5
BZID-1304399049,2,3
BZID-1304440391,7,5
BZID-1304459672,4,5
BZID-1304408954,143,5
BZID-1304402128,1,5
BZID-1304389758,15,3
BZID-1304357765,5,5
BZID-1304360128,3,5
BZID-1304361961,4,5
BZID-1304350966,5,3
BZID-1304351440,74,5
BZID-1304355831,48,3
BZID-1304356731,6,5
BZID-1304376611,4,3
BZID-1304464460,1,5
BZID-1304476473,18,5
BZID-1304470848,3,3
BZID-1304449113,59,2
BZID-1304412241,15,4
BZID-1304465092,5,5
BZID-1304476369,2,1
BZID-1304443723,20,5
BZID-1304469913,48,5
BZID-1304455642,98,3
BZID-1304406392,8,5
BZID-1304394050,13,5
BZID-1304392524,6,5
BZID-1304394526,1,5
BZID-1304394788,1,5
BZID-1304394944,1,5
BZID-1304383240,2,5
BZID-1304385867,60,5
BZID-1304388847,1,5
BZID-1304374041,5,3
BZID-1304384228,2,3
BZID-1304369219,1,5
BZID-1304466474,1,5
BZID-1304381391,1,1
BZID-1304376376,8,5
BZID-1304362358,1,1
BZID-1304380368,18,4
BZID-1304608834,2,5
BZID-1304608313,1,5
BZID-1304608049,1,5
BZID-1304426099,20,5
BZID-1304461435,8,5
BZID-1304447713,3,1
BZID-1304479770,1,5
BZID-1304470542,18,4
BZID-1304398725,1,5
BZID-1304422133,4,5
BZID-1304460488,1,5
BZID-1304414999,8,5
BZID-1304414544,4,5
BZID-1304427206,4,3
BZID-1304458123,9,5
BZID-1304462082,180,5
BZID-1304416508,1,1
BZID-1304443636,1,5
BZID-1304414228,132,5
BZID-1304391237,8,5
BZID-1304391311,8,5
BZID-1304420245,9,5
BZID-1304387428,2,5
BZID-1304366286,5,1
BZID-1304368886,1,5
BZID-1304369985,6,4
BZID-1304470748,250,3
BZID-1304361076,10,3
BZID-1304358149,8,5
BZID-1304349566,43,4
BZID-1304353709,8,4
BZID-1304355788,2,5
BZID-1304450641,6,4
BZID-1304419795,19,5
BZID-1304456716,7,5
BZID-1304456014,5,4
BZID-1304398567,6,4
BZID-1304465660,61,5
BZID-1304458859,1,5
BZID-1304462851,1,5
BZID-1304438741,1,5
BZID-1304425404,2,4
BZID-1304422540,26,3
BZID-1304475244,1,5
BZID-1304440856,1,3
BZID-1304405643,13,4
BZID-1304394048,1,5
BZID-1304391378,7,5
BZID-1304384175,15,5
BZID-1304384994,1,4
BZID-1304399394,43,4
BZID-1304377981,1,5
BZID-1304380439,3,5
BZID-1304367096,111,3
BZID-1304390465,2,3
BZID-1304391677,3,5
BZID-1304365245,2,3
BZID-1304350420,5,3
BZID-1304380578,4,4
BZID-1304355642,2,5
BZID-1304355901,2,5
BZID-1304607058,2,3
BZID-1304400668,106,3
BZID-1304598499,2,4
BZID-1304351943,3,4
BZID-1304446698,1,5
BZID-1304476660,18,5
BZID-1304462181,10,3
BZID-1304469065,11,5
BZID-1304442085,3,5
BZID-1304477005,11,5
BZID-1304421232,1,5
BZID-1304426524,1,4
BZID-1304417777,6,5
BZID-1304465608,1,5
BZID-1304401346,1,5
BZID-1304428479,1,1
BZID-1304467467,1,1
BZID-1304475078,1,5
BZID-1304420594,1,5
BZID-1304423511,38,1
BZID-1304391911,10,3
BZID-1304386493,1,4
BZID-1304373762,28,5
BZID-1304377975,5,5
BZID-1304367859,6,3
BZID-1304367318,94,5
BZID-1304360363,8,5
BZID-1304394777,6,5
BZID-1304606194,1,1
BZID-1304607991,1,5
BZID-1304353906,4,5
BZID-1304410338,31,3
BZID-1304434694,6,5
BZID-1304477290,2,5
BZID-1304418539,1,5
BZID-1304479900,10,4
BZID-1304412291,5,3
BZID-1304411250,13,5
BZID-1304416948,1,2
BZID-1304461548,4,2
BZID-1304428854,1,4
BZID-1304404177,3,1
BZID-1304402721,1,5
BZID-1304474548,3,3
BZID-1304382920,1,5
BZID-1304387786,5,5
BZID-1304367920,1,5
BZID-1304367700,16,3
BZID-1304371672,2,5
BZID-1304373110,3,5
BZID-1304360543,2,3
BZID-1304383037,1,1
BZID-1304352537,152,3
BZID-1304611020,5,3
BZID-1304393402,3,1
BZID-1304465551,1,3
BZID-1304457340,6,2
BZID-1304424958,20,3
BZID-1304463817,2,5
BZID-1304435658,1,4
BZID-1304407835,10,2
BZID-1304429816,2,5
BZID-1304430642,4,3
BZID-1304462277,31,5
BZID-1304410642,62,5
BZID-1304411081,1,5
BZID-1304469955,1,5
BZID-1304433459,4,2
BZID-1304457211,7,3
BZID-1304434686,17,3
BZID-1304443228,3,5
BZID-1304448975,1,5
BZID-1304410180,8,5
BZID-1304387853,21,4
BZID-1304386450,5,3
BZID-1304357940,17,3
BZID-1304363320,2,5
BZID-1304404430,1,5
BZID-1304360585,25,3
BZID-1304352143,1,1
BZID-1304351601,1,1
BZID-1304356899,1,5
BZID-1304603986,1,1
BZID-1304610713,1,5
BZID-1304464462,29,5
