businessid,prev_max_order_dt,prev_total_orders,prev_distinct_order_dates
BZID-1304461689,2020-08-16,17,15
BZID-1304461699,2019-07-13,1,1
BZID-1304461720,2019-07-06,8,7
BZID-1304461724,2019-09-08,2,2
BZID-1304461792,2021-12-18,2042,658
BZID-1304461819,2021-11-08,4,4
BZID-1304461835,2021-11-18,76,58
BZID-1304461862,2020-11-25,55,31
BZID-1304461877,2021-12-17,288,166
BZID-1304461891,,0,0
BZID-1304461913,,0,0
BZID-1304461933,2020-08-02,6,6
BZID-1304461941,2021-12-15,169,79
BZID-1304461953,2021-01-17,10,8
BZID-1304461973,2021-12-17,300,166
BZID-1304462017,2021-12-15,1524,302
BZID-1304462046,2021-03-14,148,59
BZID-1304462063,2021-02-12,76,64
BZID-1304462089,2020-10-13,185,57
BZID-1304462092,2021-12-14,721,357
BZID-1304462103,2020-03-04,21,5
BZID-1304462112,2021-12-15,54,43
BZID-1304462132,,0,0
BZID-1304462140,2020-02-26,43,13
BZID-1304462146,2020-06-26,98,35
BZID-1304462153,2021-12-18,1178,340
BZID-1304462197,2021-12-07,142,59
BZID-1304462238,2020-02-11,60,28
BZID-1304462357,2021-12-09,2,1
BZID-1304462382,,0,0
BZID-1304462412,2020-01-07,1,1
BZID-1304462483,2021-11-12,2,2
BZID-1304462484,,0,0
BZID-1304462528,,0,0
BZID-1304462534,2021-12-16,13,11
BZID-1304462735,2020-01-13,4,4
BZID-1304462756,2020-03-20,3,3
BZID-1304462774,2021-12-12,69,40
BZID-1304462800,2021-12-14,39,32
BZID-1304462819,2021-02-24,1477,228
BZID-1304462830,2021-12-15,50,37
BZID-1304462877,2019-08-30,4,3
BZID-1304462880,2020-05-18,175,110
BZID-1304462889,,0,0
BZID-1304462907,2021-12-18,25,20
BZID-1304462930,2021-05-27,15,5
BZID-1304462943,,0,0
BZID-1304462950,2019-09-10,9,6
BZID-1304463010,,0,0
BZID-1304463040,2021-11-19,15,13
BZID-1304463048,2021-12-15,859,468
BZID-1304463084,2019-09-01,2,1
BZID-1304463093,2019-09-20,1,1
BZID-1304463128,2021-12-10,59,43
BZID-1304463153,2019-09-18,2,2
BZID-1304463162,2021-12-17,145,111
BZID-1304463170,2021-09-26,61,39
BZID-1304463215,2021-05-13,8,6
BZID-1304463235,2021-12-15,55,31
BZID-1304463251,2020-06-22,231,103
BZID-1304463253,2019-09-19,2,2
BZID-1304463262,2021-12-17,99,43
BZID-1304463284,2020-11-09,118,74
BZID-1304463290,2021-09-24,4,4
BZID-1304463292,2021-12-06,79,56
BZID-1304463296,2021-06-11,70,60
BZID-1304463337,2021-12-18,1741,634
BZID-1304463361,2021-12-16,1928,311
BZID-1304463367,2019-10-10,2,1
BZID-1304463422,2021-12-14,57,27
BZID-1304463428,2020-12-15,45,33
BZID-1304463458,2021-07-30,1351,447
BZID-1304463464,2021-06-10,1292,332
BZID-1304463468,,0,0
BZID-1304463498,2021-11-17,104,67
BZID-1304463502,2021-12-18,791,368
BZID-1304463513,2019-10-31,3,1
BZID-1304463559,2020-04-17,324,47
BZID-1304463610,2021-12-17,1115,269
BZID-1304463619,2019-09-22,1,1
BZID-1304463670,2020-02-20,11,9
BZID-1304463676,2021-12-14,61,43
BZID-1304463685,2019-10-06,2,2
BZID-1304463695,,0,0
BZID-1304463758,2021-12-18,1015,272
BZID-1304463786,2019-09-26,1,1
BZID-1304463797,2019-11-05,1,1
BZID-1304463803,2021-03-29,106,71
BZID-1304463813,2021-06-11,118,93
BZID-1304463815,2021-10-28,264,188
BZID-1304463869,2020-05-27,3,3
BZID-1304463878,2018-04-15,3,2
BZID-1304463883,2021-12-17,277,164
BZID-1304463918,2021-12-05,275,214
BZID-1304463934,2018-10-09,101,20
BZID-1304463983,2021-12-16,211,146
BZID-1304463991,2018-12-05,72,60
BZID-1304464049,2019-06-18,67,45
BZID-1304464054,2020-07-18,39,35
BZID-1304464066,2021-08-01,144,69
BZID-1304464073,2021-12-10,416,273
BZID-1304464078,2021-01-09,155,120
BZID-1304464087,2018-03-13,1,1
BZID-1304464112,,0,0
BZID-1304464113,2020-01-29,7,2
BZID-1304464117,2018-09-14,4,4
BZID-1304464137,2018-06-25,69,45
BZID-1304464140,2021-10-11,1585,558
BZID-1304464147,2018-02-28,3,1
BZID-1304464194,2018-02-27,1,1
BZID-1304464202,2021-12-10,314,195
BZID-1304464226,2018-03-10,2,2
BZID-1304464254,2021-12-17,1806,580
BZID-1304464309,2020-02-19,116,92
BZID-1304464341,2021-11-28,200,154
BZID-1304464352,2021-11-03,68,56
BZID-1304464394,2021-12-06,164,74
BZID-1304464416,2018-04-12,2,2
BZID-1304464454,2021-12-18,450,255
BZID-1304464465,2021-12-11,312,224
BZID-1304464469,2018-07-08,24,14
BZID-1304464473,2018-05-04,3,3
BZID-1304464512,2021-12-18,3692,924
BZID-1304464540,2021-12-18,1082,521
BZID-1304464545,2021-08-13,363,196
BZID-1304464601,,0,0
BZID-1304464602,2021-12-18,424,221
BZID-1304464621,2018-05-10,8,8
BZID-1304464632,2018-12-14,42,19
BZID-1304464646,,0,0
BZID-1304464647,2018-10-30,5,5
BZID-1304464663,2020-03-24,39,32
BZID-1304464692,2021-12-17,1550,599
BZID-1304464810,2018-12-22,205,60
BZID-1304464812,2019-04-07,28,25
BZID-1304464821,2021-11-01,274,233
BZID-1304464851,2021-12-18,754,438
BZID-1304464904,2020-12-09,25,15
BZID-1304464930,2018-01-22,2,2
BZID-1304464954,2018-01-16,3,1
BZID-1304464984,2021-12-17,250,193
BZID-1304465063,2018-11-25,5,3
BZID-1304465065,,0,0
BZID-1304465067,2021-12-18,2830,791
BZID-1304465090,2018-07-19,111,29
BZID-1304465108,2021-11-25,258,173
BZID-1304465138,2018-02-08,6,4
BZID-1304465144,2018-01-17,1,1
BZID-1304465150,2021-12-14,165,160
BZID-1304465231,2021-12-16,70,60
BZID-1304465289,2021-09-30,3,3
BZID-1304465302,2021-12-17,796,504
BZID-1304465320,2021-12-01,169,139
BZID-1304465335,,0,0
BZID-1304465353,2021-12-18,4121,734
BZID-1304465390,2018-03-23,3,3
BZID-1304465397,,0,0
BZID-1304465400,2018-10-24,42,29
BZID-1304465453,2018-05-23,2,2
BZID-1304465459,2018-02-23,1,1
BZID-1304465496,2019-11-29,611,98
BZID-1304465536,2021-12-18,894,595
BZID-1304465575,2021-06-24,1125,475
BZID-1304465624,,0,0
BZID-1304465678,2021-06-26,9,8
BZID-1304465684,2021-12-18,2025,604
BZID-1304465771,2021-11-12,1148,331
BZID-1304465810,,0,0
BZID-1304465811,2021-12-17,3210,1025
BZID-1304465821,2018-09-26,226,122
BZID-1304465911,2021-12-12,159,139
BZID-1304465929,2021-12-18,487,367
BZID-1304465951,2019-03-17,31,24
BZID-1304465958,2020-10-25,283,171
BZID-1304465977,2021-07-02,240,142
BZID-1304465990,2021-12-18,1959,502
BZID-1304466004,2021-05-26,23,9
BZID-1304466040,2021-12-17,611,315
BZID-1304466054,2021-01-16,2028,445
BZID-1304466058,2019-11-05,131,51
BZID-1304466069,2021-12-14,355,234
BZID-1304466115,2020-09-25,1,1
BZID-1304466152,2021-12-18,4248,974
BZID-1304466175,2019-02-06,412,82
BZID-1304466183,2021-12-13,308,93
BZID-1304466195,,0,0
BZID-1304466203,2021-03-19,312,56
BZID-1304466221,,0,0
BZID-1304466245,,0,0
BZID-1304466282,2021-10-28,4052,875
BZID-1304466294,2019-03-06,238,27
BZID-1304466301,2021-07-01,166,94
BZID-1304466314,2018-05-16,1,1
BZID-1304466322,2018-07-08,14,7
BZID-1304466384,2020-05-15,113,48
BZID-1304466385,,0,0
BZID-1304466464,2020-07-28,52,33
BZID-1304466483,,0,0
BZID-1304466504,2021-05-06,1556,324
BZID-1304466505,2019-03-21,6,5
BZID-1304466574,2021-08-18,371,245
BZID-1304466594,2021-12-18,1794,642
BZID-1304466600,2021-12-15,460,207
BZID-1304466607,2018-08-28,12,7
BZID-1304466644,2021-12-15,2665,513
BZID-1304466648,2021-03-15,304,108
BZID-1304466704,2021-12-18,2213,921
BZID-1304466710,2021-12-08,362,266
BZID-1304466742,2021-12-18,1523,487
BZID-1304466771,2021-12-15,576,370
BZID-1304466791,2018-11-11,16,14
BZID-1304466801,2018-07-11,41,16
BZID-1304466807,2021-12-02,43,33
BZID-1304466830,2021-11-11,611,356
BZID-1304466851,2019-11-19,2723,203
BZID-1304466855,2019-01-03,59,53
BZID-1304466883,,0,0
BZID-1304466903,2021-12-13,917,148
BZID-1304466916,2021-11-25,275,218
BZID-1304466919,2021-11-27,87,56
BZID-1304466920,2021-12-18,4947,904
BZID-1304466949,2021-12-15,279,175
BZID-1304466965,,0,0
BZID-1304466972,2021-12-11,300,122
BZID-1304466980,2018-08-28,70,18
BZID-1304467001,2018-05-15,2,2
BZID-1304467023,,0,0
BZID-1304467034,2021-12-18,385,238
BZID-1304467037,2020-10-14,114,98
BZID-1304467104,,0,0
BZID-1304467202,,0,0
BZID-1304467270,2021-07-16,215,116
BZID-1304467295,2021-12-16,578,449
BZID-1304467336,2019-12-10,7,7
BZID-1304467349,2018-06-22,3,2
BZID-1304467366,2021-12-13,288,192
BZID-1304467374,,0,0
BZID-1304467445,2020-03-05,45,42
BZID-1304467500,,0,0
BZID-1304467549,,0,0
BZID-1304467612,2021-01-01,207,173
BZID-1304467657,2020-09-04,20,15
BZID-1304467665,2018-04-24,1,1
BZID-1304467686,2021-11-22,11,9
BZID-1304467709,2020-05-21,135,106
BZID-1304467714,2018-05-01,1,1
BZID-1304467718,2021-04-19,241,175
BZID-1304467722,2021-04-25,83,69
BZID-1304467727,2018-05-04,1,1
BZID-1304467762,2021-06-19,13,13
BZID-1304467813,2021-12-18,2039,764
BZID-1304467855,2021-05-09,740,210
BZID-1304467884,2021-03-27,18,15
BZID-1304467890,2021-03-07,185,152
BZID-1304467934,2021-12-17,1564,824
BZID-1304468626,,0,0
BZID-1304468650,2021-12-16,3869,798
BZID-1304468695,2020-05-26,4,2
BZID-1304468714,2021-11-06,166,118
BZID-1304468724,2021-12-18,267,184
BZID-1304468997,,0,0
BZID-1304469003,2021-12-17,155,112
BZID-1304469028,2021-10-19,10,8
BZID-1304469031,2021-12-15,1260,548
BZID-1304469047,2018-09-08,9,7
BZID-1304469076,2021-12-18,1515,341
BZID-1304469082,2018-07-20,8,5
BZID-1304469087,2018-08-16,1,1
BZID-1304469089,2021-12-18,860,360
BZID-1304469094,2021-02-06,19,6
BZID-1304469103,2019-02-01,171,89
BZID-1304469112,,0,0
BZID-1304469123,,0,0
BZID-1304469154,,0,0
BZID-1304469178,2021-12-18,2533,827
BZID-1304469183,,0,0
BZID-1304469223,2020-12-04,692,208
BZID-1304469248,2019-10-11,8,7
BZID-1304469357,2018-11-13,72,44
BZID-1304469381,2021-12-17,2142,615
BZID-1304469431,2019-11-18,42,38
BZID-1304469459,2021-12-18,1305,535
BZID-1304469479,2021-12-18,843,442
BZID-1304469490,2021-12-17,468,351
BZID-1304469537,2021-12-18,1398,269
BZID-1304469584,2021-12-13,520,299
BZID-1304469715,,0,0
BZID-1304469727,2020-03-06,122,83
BZID-1304469762,2021-12-11,635,339
BZID-1304469781,2019-10-10,913,180
BZID-1304469794,,0,0
BZID-1304469821,2021-12-18,869,385
BZID-1304469870,2021-12-17,597,369
BZID-1304469895,2018-07-07,7,1
BZID-1304469899,2021-12-18,973,378
BZID-1304469909,2020-08-29,55,20
BZID-1304469951,2021-12-15,799,430
BZID-1304469977,2021-12-18,5555,768
BZID-1304470032,2021-12-18,1120,220
BZID-1304470097,2021-12-18,274,214
BZID-1304470136,2018-12-14,7,5
BZID-1304470179,,0,0
BZID-1304470211,2021-09-16,1332,402
BZID-1304470233,2020-09-14,18,17
BZID-1304470246,2019-09-21,53,21
BZID-1304470247,2019-02-19,8,7
BZID-1304470269,,0,0
BZID-1304470271,2021-12-12,95,45
BZID-1304470296,2021-03-18,92,80
BZID-1304470303,2020-08-14,58,53
BZID-1304470345,2021-09-15,14,11
BZID-1304470348,2021-12-18,2505,891
BZID-1304470371,2021-12-16,111,103
BZID-1304470375,2021-12-07,823,460
BZID-1304470402,2019-01-03,5,4
BZID-1304470407,2021-12-09,65,54
BZID-1304470423,2020-09-02,5,4
BZID-1304470424,2021-04-27,2177,443
BZID-1304470511,2020-08-13,52,37
BZID-1304470532,2021-12-17,1218,671
BZID-1304470567,2020-08-25,430,189
BZID-1304470570,2021-12-18,856,388
BZID-1304470580,2021-11-20,417,229
BZID-1304470591,2021-12-17,565,364
BZID-1304470620,2021-12-18,2455,673
BZID-1304470629,2019-11-02,52,44
BZID-1304470659,2018-12-08,1,1
BZID-1304470673,,0,0
BZID-1304470706,2021-12-13,220,116
BZID-1304470714,2021-06-14,168,148
BZID-1304470715,,0,0
BZID-1304470719,2020-03-10,276,64
BZID-1304470729,2019-12-14,34,17
BZID-1304470760,,0,0
BZID-1304470765,2021-12-15,380,199
BZID-1304470767,2018-11-23,1,1
BZID-1304470783,,0,0
BZID-1304470786,,0,0
BZID-1304470788,2021-12-16,103,70
BZID-1304470793,2021-06-22,26,23
BZID-1304470809,2021-12-14,236,127
BZID-1304470831,2019-04-27,1,1
BZID-1304470834,,0,0
BZID-1304470859,2020-11-25,43,27
BZID-1304470869,2021-03-24,927,501
BZID-1304470876,2021-12-18,110,88
BZID-1304470904,2021-12-12,230,144
BZID-1304470913,2020-09-25,35,29
BZID-1304470919,,0,0
BZID-1304470935,2021-12-18,202,174
BZID-1304470938,2019-08-31,118,47
BZID-1304470988,2020-10-06,20,7
BZID-1304471062,2020-04-16,528,113
BZID-1304471065,2018-09-04,1,1
BZID-1304471081,2020-08-11,2,2
BZID-1304471098,2018-09-05,1,1
BZID-1304471111,2018-11-02,3,3
BZID-1304471175,2018-10-19,9,6
BZID-1304471212,2021-12-18,1029,478
BZID-1304471269,2019-03-29,28,20
BZID-1304471277,2018-09-21,4,4
BZID-1304471317,2021-12-16,587,313
BZID-1304471329,2019-02-02,463,107
BZID-1304471357,2019-03-17,160,74
BZID-1304471412,2020-07-10,22,13
BZID-1304471426,,0,0
BZID-1304471519,2019-02-08,57,23
BZID-1304471525,2020-06-10,1715,399
BZID-1304471559,,0,0
BZID-1304471582,2021-11-20,43,35
BZID-1304471645,,0,0
BZID-1304471647,,0,0
BZID-1304471694,2019-04-19,13,12
BZID-1304471757,,0,0
BZID-1304471782,2019-08-12,4,3
BZID-1304471803,2019-07-27,165,89
BZID-1304471826,2021-12-18,2555,896
BZID-1304471859,2021-12-17,2079,695
BZID-1304471943,2021-10-20,2449,634
BZID-1304472017,2020-04-12,1161,192
BZID-1304472107,2018-09-11,65,40
BZID-1304472125,2021-12-18,7561,1122
BZID-1304472126,2021-12-18,2153,1048
BZID-1304472128,2021-12-15,655,345
BZID-1304472136,2021-12-17,838,582
BZID-1304472137,2021-12-16,337,264
BZID-1304472229,2021-12-16,2342,889
BZID-1304472270,2019-02-14,168,147
BZID-1304472310,2019-08-17,6,4
BZID-1304472330,2021-10-08,328,106
BZID-1304472395,2021-12-18,1459,460
BZID-1304472423,,0,0
BZID-1304472437,2021-12-18,4791,1269
BZID-1304472443,2018-05-22,26,18
BZID-1304472458,2016-11-27,15,2
BZID-1304472473,2021-03-07,5877,1118
BZID-1304472480,2021-12-07,931,537
BZID-1304472491,2020-07-08,251,192
BZID-1304472511,2021-10-31,703,507
BZID-1304472528,,0,0
BZID-1304472534,2018-10-04,444,224
BZID-1304472589,2021-05-10,2416,441
BZID-1304472616,2021-12-17,1837,793
BZID-1304472621,2017-12-21,8,3
BZID-1304472694,2020-06-09,189,115
BZID-1304472706,2019-02-08,137,73
BZID-1304472721,2021-12-05,248,203
BZID-1304472759,2021-12-15,1929,934
BZID-1304472779,2021-12-16,2618,1157
BZID-1304472790,,0,0
BZID-1304472873,2017-01-05,9,7
BZID-1304472898,2021-12-08,250,170
BZID-1304472911,2021-12-18,1647,614
BZID-1304472943,2021-12-16,284,178
BZID-1304472990,2018-10-14,459,153
BZID-1304473031,2017-05-11,140,58
BZID-1304473068,,0,0
BZID-1304473110,,0,0
BZID-1304473112,2021-12-14,1706,597
BZID-1304473118,,0,0
BZID-1304473131,,0,0
BZID-1304473161,2021-12-12,172,119
BZID-1304473195,2017-03-30,1,1
BZID-1304473235,,0,0
BZID-1304473262,2021-12-18,2260,878
BZID-1304473270,,0,0
BZID-1304473277,,0,0
BZID-1304473284,,0,0
BZID-1304473286,,0,0
BZID-1304473299,2019-04-21,24,13
BZID-1304473308,,0,0
BZID-1304473374,2021-12-16,173,145
BZID-1304473375,2021-12-18,345,261
BZID-1304473408,,0,0
BZID-1304473467,2021-12-18,3063,1004
BZID-1304473494,2021-04-19,830,498
BZID-1304473551,2021-12-16,2088,911
BZID-1304473566,2018-12-15,4,4
BZID-1304473587,2021-11-13,86,67
BZID-1304473627,2020-05-15,166,51
BZID-1304473638,2018-03-27,82,35
BZID-1304473654,2018-05-24,11,11
BZID-1304473671,,0,0
BZID-1304473725,2021-12-16,2195,318
BZID-1304473728,2021-12-18,1178,837
BZID-1304473737,2017-05-26,1,1
BZID-1304473792,2019-06-18,19,11
BZID-1304473805,,0,0
BZID-1304473817,2021-12-18,607,456
BZID-1304473820,,0,0
BZID-1304473835,2018-07-06,41,36
BZID-1304473863,2021-07-09,45,32
BZID-1304473884,2017-11-15,156,61
BZID-1304473889,2018-05-24,96,64
BZID-1304473907,2020-06-19,44,31
BZID-1304473944,,0,0
BZID-1304473963,,0,0
BZID-1304474022,2020-05-11,113,39
BZID-1304474051,2021-12-18,768,432
BZID-1304474096,2017-06-21,1,1
BZID-1304474097,2018-08-10,190,67
BZID-1304474157,,0,0
BZID-1304474177,2017-07-28,3,3
BZID-1304474183,2018-12-31,59,40
BZID-1304474217,2021-12-08,1600,422
BZID-1304474228,2020-07-14,13,3
BZID-1304474247,,0,0
BZID-1304474248,2020-07-11,1,1
BZID-1304474291,2017-08-01,3,1
BZID-1304474306,2017-10-01,38,26
BZID-1304474322,2019-10-18,257,88
BZID-1304474344,2017-08-04,19,1
BZID-1304474370,2021-12-18,2615,1134
BZID-1304474371,2021-11-10,27,21
BZID-1304474409,2017-07-04,1,1
BZID-1304474430,2021-10-19,486,168
BZID-1304474480,2017-07-18,2,2
BZID-1304474513,2018-01-30,95,41
BZID-1304474581,,0,0
BZID-1304474598,2021-12-16,161,92
BZID-1304474614,2021-12-17,340,271
BZID-1304474639,2017-11-12,51,11
BZID-1304474671,2018-05-01,8,7
BZID-1304474703,2021-12-18,441,241
BZID-1304474761,2021-12-02,557,346
BZID-1304474763,2018-03-30,137,74
BZID-1304474787,2018-05-17,25,24
BZID-1304474830,2021-12-18,1449,726
BZID-1304474967,2021-12-18,368,268
BZID-1304475002,2021-12-16,459,352
BZID-1304475018,2017-10-12,32,25
BZID-1304475075,2018-08-04,142,111
BZID-1304475117,2021-05-04,369,222
BZID-1304475129,2017-08-09,1,1
BZID-1304475160,2021-12-14,347,226
BZID-1304475180,2021-12-15,2485,872
BZID-1304475227,2018-12-24,347,132
BZID-1304475238,2021-12-17,1641,626
BZID-1304475312,2021-12-18,978,412
BZID-1304475376,,0,0
BZID-1304475384,2021-12-18,931,495
BZID-1304475395,2021-12-18,667,411
BZID-1304475397,2019-03-30,242,199
BZID-1304475445,2021-12-18,2972,1183
BZID-1304475456,,0,0
BZID-1304475464,2018-01-10,240,82
BZID-1304475513,2021-12-16,877,269
BZID-1304475518,2021-12-03,169,149
BZID-1304475528,2017-04-03,35,10
BZID-1304475530,2021-12-16,2807,866
BZID-1304475617,2021-12-18,3032,966
BZID-1304475632,,0,0
BZID-1304475643,,0,0
BZID-1304475736,2021-12-18,2977,1066
BZID-1304475758,2017-12-20,56,14
BZID-1304475761,2018-02-14,4,3
BZID-1304475801,2021-12-17,3324,968
BZID-1304475844,2017-07-20,20,6
BZID-1304475870,2017-06-24,1,1
BZID-1304475876,2020-06-27,4,4
BZID-1304475885,2021-11-30,230,110
BZID-1304475924,2021-12-18,2779,651
BZID-1304475933,2021-12-18,1194,579
BZID-1304475948,2021-12-17,4408,1128
BZID-1304475983,2021-12-16,183,147
BZID-1304476074,2017-11-15,17,13
BZID-1304476088,2021-12-18,2625,883
BZID-1304476118,2020-10-31,591,328
BZID-1304476127,2017-06-19,4,2
BZID-1304476151,2018-12-09,46,14
BZID-1304476179,2019-03-24,298,93
BZID-1304476205,2018-06-11,19,14
BZID-1304476225,2021-11-25,1291,541
BZID-1304476249,,0,0
BZID-1304476283,2021-12-18,582,404
BZID-1304476290,2021-12-18,562,325
BZID-1304476333,2018-08-31,136,96
BZID-1304476365,,0,0
BZID-1304476410,2017-11-12,8,6
BZID-1304476463,2017-11-21,6,4
BZID-1304476485,,0,0
BZID-1304476506,2021-12-17,497,406
BZID-1304476524,,0,0
BZID-1304476532,2021-12-11,365,214
BZID-1304476557,2019-06-14,200,68
BZID-1304476567,2021-12-18,853,372
BZID-1304476591,2021-12-18,770,475
BZID-1304476592,2021-12-18,794,518
BZID-1304476656,2021-12-18,1151,758
BZID-1304476673,,0,0
BZID-1304476676,,0,0
BZID-1304476694,2018-11-29,3,3
BZID-1304476695,2021-12-18,330,232
BZID-1304476699,2021-12-16,164,132
BZID-1304476701,2021-12-17,1750,830
BZID-1304476702,2020-06-17,2,2
BZID-1304476749,2021-12-18,3969,626
BZID-1304476804,2021-12-16,781,600
BZID-1304476808,2017-12-25,8,6
BZID-1304476814,2021-12-18,1753,712
BZID-1304476838,2017-11-21,10,4
BZID-1304476855,2021-05-13,35,34
BZID-1304476889,2018-08-15,6,5
BZID-1304476895,2021-12-11,673,168
BZID-1304476926,2018-10-17,253,138
BZID-1304476953,2021-12-15,1141,476
BZID-1304476973,2021-12-18,1184,504
BZID-1304477010,2021-10-25,67,66
BZID-1304477015,2017-10-31,3,1
BZID-1304477023,2019-02-15,94,44
BZID-1304477042,2019-07-30,610,255
BZID-1304477058,2018-02-01,5,3
BZID-1304477059,2019-10-12,137,86
BZID-1304477090,2018-07-10,20,16
BZID-1304477113,,0,0
BZID-1304477119,2021-12-17,3424,1072
BZID-1304477130,2018-11-05,37,20
BZID-1304477131,2020-11-12,45,39
BZID-1304477157,2018-03-29,11,10
BZID-1304477182,2017-11-15,1,1
BZID-1304477183,2021-12-17,1440,754
BZID-1304477231,2017-11-18,4,4
BZID-1304477243,,0,0
BZID-1304477246,2021-12-18,1968,846
BZID-1304477295,2017-08-30,2,1
BZID-1304477296,2020-07-12,40,16
BZID-1304477299,2021-12-18,1141,631
BZID-1304477341,2021-12-15,649,460
BZID-1304477358,2021-12-09,181,127
BZID-1304477387,2021-06-10,90,36
BZID-1304477415,2018-02-04,6,4
BZID-1304477427,2020-06-06,18,16
BZID-1304477491,2021-12-17,203,137
BZID-1304477495,2018-11-28,40,37
BZID-1304477516,2021-12-18,6677,1325
BZID-1304477518,2020-09-26,405,318
BZID-1304477529,2018-03-19,16,9
BZID-1304477534,2021-12-17,1608,824
BZID-1304477545,2021-12-18,1878,620
BZID-1304477546,2021-12-15,2231,738
BZID-1304477549,2020-04-11,3,3
BZID-1304477651,2020-06-04,78,58
BZID-1304477748,2017-09-23,1,1
BZID-1304477758,2018-05-20,171,35
BZID-1304477781,2021-12-18,563,313
BZID-1304477821,2021-12-15,3448,944
BZID-1304477842,2018-11-17,465,147
BZID-1304477940,2021-11-14,159,116
BZID-1304477941,2021-12-09,201,175
BZID-1304478033,2020-10-26,199,102
BZID-1304478040,2019-12-17,219,123
BZID-1304478044,,0,0
BZID-1304478094,,0,0
BZID-1304478101,2020-08-05,9,7
BZID-1304478117,2021-12-16,409,221
BZID-1304478132,,0,0
BZID-1304478136,2021-12-18,4049,1044
BZID-1304478196,2019-03-25,21,20
BZID-1304478203,2021-12-17,894,521
BZID-1304478205,2018-11-09,27,27
BZID-1304478257,2021-12-18,6276,1206
BZID-1304478286,2020-03-30,3584,546
BZID-1304478296,2021-12-17,1983,742
BZID-1304478299,,0,0
BZID-1304478302,2021-12-18,3240,968
BZID-1304478308,2021-12-06,70,53
BZID-1304478364,,0,0
BZID-1304478387,2018-10-12,90,18
BZID-1304478389,2018-02-08,23,6
BZID-1304478410,,0,0
BZID-1304478434,2021-12-12,3008,662
BZID-1304478460,2017-12-27,4,2
BZID-1304478469,2021-12-18,8008,1255
BZID-1304478564,2021-11-17,1364,334
BZID-1304478617,2021-12-18,4224,1042
BZID-1304478626,,0,0
BZID-1304478634,2021-12-15,8164,791
BZID-1304478641,2021-12-18,1570,726
BZID-1304478662,,0,0
BZID-1304478699,2021-12-15,338,238
BZID-1304478723,2021-12-13,348,218
BZID-1304478733,,0,0
BZID-1304478735,2021-12-18,306,199
BZID-1304478751,2021-05-05,141,131
BZID-1304478769,2021-12-17,556,413
BZID-1304478823,2021-09-07,866,312
BZID-1304478837,2021-12-18,6910,710
BZID-1304478895,2018-01-05,3,1
BZID-1304478910,2021-12-18,1504,618
BZID-1304478961,2021-12-06,378,225
BZID-1304478976,2020-05-25,5,5
BZID-1304479003,,0,0
BZID-1304479008,2021-12-18,537,420
BZID-1304479023,,0,0
BZID-1304479080,2019-06-13,1217,300
BZID-1304479098,2020-11-02,1488,180
BZID-1304479154,2020-04-17,1902,330
BZID-1304479165,2021-12-16,2970,1036
BZID-1304479171,2018-10-06,3,2
BZID-1304479177,,0,0
BZID-1304479181,2018-01-12,1,1
BZID-1304479182,,0,0
BZID-1304479207,2018-01-13,2,2
BZID-1304479229,2021-12-18,1131,488
BZID-1304479280,2021-12-18,4011,1012
BZID-1304479325,2021-09-17,79,65
BZID-1304479347,2021-12-18,2729,589
BZID-1304479356,2017-12-21,8,7
BZID-1304479367,2021-12-09,354,268
BZID-1304479413,2018-08-17,53,35
BZID-1304479417,,0,0
BZID-1304479423,2021-12-18,280,237
BZID-1304479435,2018-06-17,3,3
BZID-1304479494,2021-01-11,25,20
BZID-1304479503,2018-11-30,120,58
BZID-1304479505,2018-08-31,4,4
BZID-1304479514,,0,0
BZID-1304479516,2018-10-21,8,4
BZID-1304479543,2021-12-14,503,314
BZID-1304479570,2020-12-22,2,2
BZID-1304479589,2017-12-07,4,3
BZID-1304479605,2018-02-26,26,15
BZID-1304479626,2020-11-20,5,3
BZID-1304479666,2021-12-10,253,199
BZID-1304479682,2021-12-12,1909,514
BZID-1304479697,2017-12-01,3,3
BZID-1304479810,2020-04-13,85,56
BZID-1304479827,,0,0
BZID-1304479843,2021-12-18,894,560
BZID-1304479866,,0,0
BZID-1304479877,2021-12-13,1765,631
BZID-1304479911,,0,0
BZID-1304479942,,0,0
BZID-1304479949,2017-12-03,1,1
BZID-1304479958,2021-10-18,52,34
BZID-1304479986,2021-12-13,657,126
BZID-1304479999,2020-07-08,1001,363
BZID-1304480022,2017-11-24,1,1
BZID-1304480037,2021-12-17,1445,833
BZID-1304480038,,0,0
BZID-1304480076,2017-11-21,1,1
BZID-1304480099,2018-10-24,1,1
BZID-1304480119,2018-08-28,10,7
BZID-1304480120,2021-12-15,222,134
BZID-1304480158,2019-05-27,7,5
BZID-1304480162,2021-12-14,229,157
BZID-1304480168,2021-11-23,484,286
BZID-1304594988,2021-12-11,2,1
BZID-1304595004,2021-12-16,6,3
BZID-1304595010,2021-12-11,1,1
BZID-1304595013,,0,0
BZID-1304595158,,0,0
BZID-1304595190,,0,0
BZID-1304595215,,0,0
BZID-1304595235,2021-12-10,1,1
BZID-1304595275,,0,0
BZID-1304595323,,0,0
BZID-1304595396,2021-12-18,17,8
