businessid,total_visits
BZID-1304449671,1
BZID-1304420743,1
BZID-1304476628,1
BZID-1304413149,1
BZID-1304452628,1
BZID-1304410034,1
BZID-1304466387,1
BZID-1304461803,1
BZID-1304405107,1
BZID-1304462124,1
BZID-1304385821,1
BZID-1304453802,1
BZID-1304460022,2
BZID-1304353465,1
BZID-1304366311,1
BZID-1304424513,1
BZID-1304475001,1
BZID-1304470448,1
BZID-1304389883,1
BZID-1304415203,1
BZID-1304360181,2
BZID-1304458710,1
BZID-1304395368,1
BZID-1304363206,1
BZID-1304388402,1
BZID-1304360401,1
BZID-1304461766,1
BZID-1304424277,1
BZID-1304449318,1
BZID-1304402549,1
BZID-1304470387,1
BZID-1304416945,1
BZID-1304451162,1
BZID-1304396393,1
BZID-1304458628,1
BZID-1304410496,1
BZID-1304394334,1
BZID-1304410107,1
BZID-1304457416,1
BZID-1304362288,1
BZID-1304460024,1
BZID-1304438930,1
BZID-1304400607,1
BZID-1304377234,1
BZID-1304400707,2
BZID-1304471766,1
BZID-1304363703,1
BZID-1304403472,1
BZID-1304444796,1
BZID-1304448833,1
BZID-1304400433,1
BZID-1304363316,1
BZID-1304475438,1
BZID-1304461643,1
BZID-1304434033,1
BZID-1304408935,2
BZID-1304476654,1
BZID-1304427161,1
BZID-1304401514,1
BZID-1304382720,1
BZID-1304409670,2
BZID-1304379528,2
BZID-1304378949,1
BZID-1304436164,1
BZID-1304462040,1
BZID-1304458348,1
BZID-1304389363,1
BZID-1304359050,1
BZID-1304464911,1
BZID-1304389711,1
BZID-1304428113,1
BZID-1304420151,1
BZID-1304354932,1
BZID-1304397831,1
BZID-1304437795,1
BZID-1304447802,1
BZID-1304375590,1
BZID-1304453379,1
BZID-1304360209,1
BZID-1304417231,1
BZID-1304372270,1
BZID-1304395806,1
BZID-1304420092,1
BZID-1304393059,1
BZID-1304409806,1
BZID-1304426927,1
BZID-1304430873,1
BZID-1304384793,1
BZID-1304408898,1
BZID-1304435405,1
BZID-1304461587,1
BZID-1304411389,1
BZID-1304408412,1
BZID-1304435479,1
BZID-1304463309,1
BZID-1304474961,1
BZID-1304387640,1
BZID-1304409630,1
BZID-1304443591,1
BZID-1304443690,1
BZID-1304458549,1
BZID-1304390085,1
BZID-1304368454,1
BZID-1304396501,1
BZID-1304410880,2
BZID-1304469960,1
BZID-1304455663,1
BZID-1304375107,1
BZID-1304458286,1
BZID-1304382672,2
BZID-1304418389,1
BZID-1304361407,1
BZID-1304420637,1
BZID-1304471627,1
BZID-1304359872,1
BZID-1304382493,1
BZID-1304422063,1
BZID-1304415914,1
BZID-1304367914,1
BZID-1304429184,1
BZID-1304382068,2
BZID-1304395326,1
BZID-1304405858,1
BZID-1304425378,1
BZID-1304373330,1
BZID-1304383254,1
BZID-1304398818,1
BZID-1304390903,1
BZID-1304406662,1
BZID-1304422530,2
BZID-1304404683,1
BZID-1304425797,2
BZID-1304418997,2
BZID-1304366435,1
BZID-1304423292,2
BZID-1304410563,2
BZID-1304422167,1
BZID-1304408048,1
BZID-1304375453,1
BZID-1304407890,1
BZID-1304365866,1
BZID-1304460216,1
BZID-1304414459,1
BZID-1304401695,1
BZID-1304431420,1
BZID-1304397683,1
BZID-1304397727,1
BZID-1304409996,1
BZID-1304420661,2
BZID-1304395456,1
BZID-1304384609,1
BZID-1304470588,1
BZID-1304365480,1
BZID-1304390099,1
BZID-1304417628,1
BZID-1304418920,1
BZID-1304360428,1
BZID-1304460070,1
BZID-1304414621,1
BZID-1304371808,1
BZID-1304401925,1
BZID-1304430853,1
BZID-1304374547,1
BZID-1304386910,1
BZID-1304455537,1
BZID-1304421783,1
BZID-1304394420,1
BZID-1304408425,1
BZID-1304395413,1
BZID-1304462516,1
BZID-1304462471,1
BZID-1304359171,1
BZID-1304459244,1
BZID-1304399426,1
BZID-1304458016,1
BZID-1304360804,1
BZID-1304474920,1
BZID-1304360431,1
BZID-1304405175,1
BZID-1304430717,1
BZID-1304360452,1
BZID-1304363714,1
BZID-1304407660,1
BZID-1304451381,1
BZID-1304460839,1
BZID-1304381020,1
BZID-1304358767,1
BZID-1304379203,1
BZID-1304351813,1
BZID-1304461295,1
BZID-1304396223,1
BZID-1304387982,1
BZID-1304461697,1
BZID-1304385042,1
BZID-1304424789,1
BZID-1304358253,1
BZID-1304466565,1
BZID-1304472068,1
BZID-1304397790,1
BZID-1304445002,1
BZID-1304405333,1
BZID-1304463410,1
BZID-1304427024,1
BZID-1304360446,2
BZID-1304350876,1
BZID-1304377563,2
BZID-1304380042,1
BZID-1304359106,1
BZID-1304401033,1
BZID-1304394563,1
BZID-1304431549,1
BZID-1304428826,1
BZID-1304416900,1
BZID-1304416138,1
BZID-1304389429,1
BZID-1304351210,1
BZID-1304368307,1
BZID-1304394507,1
BZID-1304459503,1
BZID-1304381552,1
BZID-1304478223,1
BZID-1304449049,1
BZID-1304474910,1
BZID-1304461906,1
BZID-1304414489,1
BZID-1304469455,1
BZID-1304451425,1
BZID-1304424433,1
BZID-1304419600,1
BZID-1304438570,1
BZID-1304467024,1
BZID-1304449931,1
BZID-1304420267,1
BZID-1304435910,1
BZID-1304425779,1
BZID-1304475181,1
BZID-1304451369,1
BZID-1304427883,1
BZID-1304400783,1
BZID-1304391557,1
BZID-1304412509,1
BZID-1304372474,1
BZID-1304455732,1
BZID-1304364612,1
BZID-1304413489,1
BZID-1304399601,1
BZID-1304426008,1
BZID-1304375687,1
BZID-1304350206,1
BZID-1304374739,1
BZID-1304429031,1
BZID-1304395872,1
BZID-1304436116,1
BZID-1304369173,1
BZID-1304369714,1
BZID-1304391597,1
BZID-1304459262,1
BZID-1304402779,1
BZID-1304421387,1
BZID-1304408818,1
BZID-1304425545,1
BZID-1304416614,1
BZID-1304478516,1
BZID-1304395724,1
BZID-1304400548,1
BZID-1304395543,1
BZID-1304378367,1
BZID-1304401020,1
BZID-1304360566,1
BZID-1304415776,1
BZID-1304470285,1
BZID-1304434487,1
BZID-1304437486,1
BZID-1304459505,1
BZID-1304473190,1
BZID-1304475470,1
BZID-1304460773,1
BZID-1304368390,1
BZID-1304393019,1
BZID-1304434735,1
BZID-1304428526,1
BZID-1304389874,1
BZID-1304405364,1
BZID-1304414337,1
BZID-1304400564,2
BZID-1304375383,1
BZID-1304436105,3
BZID-1304413446,1
BZID-1304479837,1
BZID-1304434293,1
BZID-1304416584,1
BZID-1304356939,1
BZID-1304447813,1
BZID-1304383342,2
BZID-1304443570,1
BZID-1304466882,2
BZID-1304397166,1
BZID-1304390586,2
BZID-1304435874,1
BZID-1304420403,1
BZID-1304420902,2
BZID-1304366168,1
BZID-1304445685,1
BZID-1304424469,1
BZID-1304418685,1
BZID-1304461773,1
BZID-1304441478,1
BZID-1304424438,1
BZID-1304471415,2
BZID-1304463218,2
BZID-1304373695,1
BZID-1304446947,3
BZID-1304429409,2
BZID-1304479815,1
BZID-1304438583,1
BZID-1304605268,1
BZID-1304407248,1
BZID-1304457441,2
BZID-1304462594,1
BZID-1304401512,1
BZID-1304366037,1
BZID-1304416274,1
BZID-1304378060,2
BZID-1304412604,2
BZID-1304460066,2
BZID-1304396085,1
BZID-1304363291,2
BZID-1304412748,2
BZID-1304463132,2
BZID-1304402235,3
BZID-1304428888,3
BZID-1304372932,1
BZID-1304388601,1
BZID-1304381829,2
BZID-1304407538,1
BZID-1304422931,1
BZID-1304390672,1
BZID-1304474666,1
BZID-1304395325,1
BZID-1304463305,3
BZID-1304479257,1
BZID-1304404431,1
BZID-1304412971,1
BZID-1304438851,1
BZID-1304401613,2
BZID-1304381217,1
BZID-1304407546,1
BZID-1304444955,1
BZID-1304371935,2
BZID-1304462762,2
BZID-1304392053,2
BZID-1304427103,2
BZID-1304432811,2
BZID-1304429536,1
BZID-1304411386,1
BZID-1304413749,3
BZID-1304449843,1
BZID-1304413484,4
BZID-1304428691,1
BZID-1304400970,1
BZID-1304451421,1
BZID-1304411951,1
BZID-1304461607,2
BZID-1304457954,1
BZID-1304410983,1
BZID-1304385371,1
BZID-1304391407,1
BZID-1304362337,2
BZID-1304605129,1
BZID-1304417785,2
BZID-1304421817,1
BZID-1304410698,3
BZID-1304391183,3
BZID-1304383079,1
BZID-1304421038,1
BZID-1304437897,1
BZID-1304464604,2
BZID-1304360321,1
BZID-1304394429,1
BZID-1304358811,2
BZID-1304464879,3
BZID-1304379355,1
BZID-1304417157,1
BZID-1304402432,2
BZID-1304409856,2
BZID-1304418816,1
BZID-1304394084,2
BZID-1304428707,1
BZID-1304406048,1
BZID-1304451341,1
BZID-1304419466,1
BZID-1304477931,1
BZID-1304397523,1
BZID-1304384857,2
BZID-1304407966,1
BZID-1304435986,1
BZID-1304397936,1
BZID-1304462770,2
BZID-1304427849,1
BZID-1304412838,1
BZID-1304415229,2
BZID-1304389039,1
BZID-1304396135,3
BZID-1304460189,1
BZID-1304359064,1
BZID-1304467192,1
BZID-1304415247,2
BZID-1304408160,1
BZID-1304429588,2
BZID-1304381767,2
BZID-1304385483,2
BZID-1304374822,1
BZID-1304421665,1
BZID-1304437786,1
BZID-1304383449,1
BZID-1304422710,1
BZID-1304395660,4
BZID-1304392654,1
BZID-1304385865,1
BZID-1304388681,1
BZID-1304349211,1
BZID-1304416748,1
BZID-1304412876,1
BZID-1304472304,1
BZID-1304418771,1
BZID-1304387740,1
BZID-1304378841,2
BZID-1304362738,1
BZID-1304428095,1
BZID-1304435464,2
BZID-1304449150,1
BZID-1304430808,1
BZID-1304417088,2
BZID-1304431064,2
BZID-1304460547,1
BZID-1304408343,1
BZID-1304460737,3
BZID-1304405345,1
BZID-1304417680,2
BZID-1304381924,2
BZID-1304396982,1
BZID-1304432457,1
BZID-1304397393,2
BZID-1304367874,2
BZID-1304462031,1
BZID-1304436401,1
BZID-1304408061,1
BZID-1304400483,1
BZID-1304375161,2
BZID-1304426415,1
BZID-1304460451,3
BZID-1304396744,1
BZID-1304394691,3
BZID-1304408318,1
BZID-1304350098,2
BZID-1304413208,1
BZID-1304410594,2
BZID-1304413476,1
BZID-1304406923,2
BZID-1304444121,2
BZID-1304382115,1
BZID-1304361139,1
BZID-1304423726,2
BZID-1304410513,1
BZID-1304446118,1
BZID-1304397709,2
BZID-1304439857,1
BZID-1304462783,2
BZID-1304359463,1
BZID-1304417162,2
BZID-1304417062,1
BZID-1304399722,1
BZID-1304448265,1
BZID-1304415141,1
BZID-1304428693,1
BZID-1304431359,1
BZID-1304383012,2
BZID-1304398565,1
BZID-1304392631,1
BZID-1304450029,2
BZID-1304460753,1
BZID-1304394758,2
BZID-1304408328,1
BZID-1304386872,2
BZID-1304380674,1
BZID-1304460771,2
BZID-1304373658,2
BZID-1304388709,2
BZID-1304385082,1
BZID-1304395731,1
BZID-1304429374,1
BZID-1304362406,1
BZID-1304354664,1
BZID-1304411566,1
BZID-1304382553,2
BZID-1304478640,1
BZID-1304462891,2
BZID-1304391066,2
BZID-1304413084,1
BZID-1304426893,1
BZID-1304408726,2
BZID-1304365986,2
BZID-1304447614,1
BZID-1304374008,1
BZID-1304453715,1
BZID-1304458284,2
BZID-1304413253,2
BZID-1304391641,2
BZID-1304370532,1
BZID-1304412807,3
BZID-1304428346,2
BZID-1304410579,1
BZID-1304419215,2
BZID-1304411223,2
BZID-1304379254,2
BZID-1304386320,1
BZID-1304379444,1
BZID-1304392719,1
BZID-1304404840,1
BZID-1304463324,1
BZID-1304376895,2
BZID-1304358425,1
BZID-1304422376,1
BZID-1304414088,2
BZID-1304422073,2
BZID-1304439428,1
BZID-1304443563,1
BZID-1304428445,2
BZID-1304408426,1
BZID-1304476304,1
BZID-1304463519,1
BZID-1304475231,1
BZID-1304416792,1
BZID-1304445885,1
BZID-1304475121,1
BZID-1304400144,1
BZID-1304392333,2
BZID-1304365060,1
BZID-1304390809,3
BZID-1304419197,2
BZID-1304420730,2
BZID-1304431662,1
BZID-1304404964,2
BZID-1304380784,1
BZID-1304421359,1
BZID-1304412960,1
BZID-1304477429,2
BZID-1304469280,1
BZID-1304364319,1
BZID-1304412105,2
BZID-1304394366,1
BZID-1304404482,1
BZID-1304399779,1
BZID-1304461478,1
BZID-1304605676,1
BZID-1304380991,2
BZID-1304451501,1
BZID-1304449728,1
BZID-1304429638,1
BZID-1304363009,2
BZID-1304375739,1
BZID-1304466106,2
BZID-1304376345,2
BZID-1304368288,1
BZID-1304400338,2
BZID-1304398951,2
BZID-1304379648,2
BZID-1304471473,1
BZID-1304379589,1
BZID-1304425920,1
BZID-1304421534,1
BZID-1304389187,2
BZID-1304350696,1
BZID-1304385948,1
BZID-1304431658,1
BZID-1304415457,1
BZID-1304414974,1
BZID-1304360555,2
BZID-1304362401,1
BZID-1304480179,1
BZID-1304354553,1
BZID-1304435250,2
BZID-1304404695,1
BZID-1304419671,1
BZID-1304377246,1
BZID-1304458973,1
BZID-1304429083,2
BZID-1304410504,2
BZID-1304419934,2
BZID-1304471155,1
BZID-1304422560,2
BZID-1304436002,1
BZID-1304474266,2
BZID-1304375695,1
BZID-1304375967,1
BZID-1304420632,2
BZID-1304603920,1
BZID-1304463348,1
BZID-1304426375,2
BZID-1304432221,2
BZID-1304450731,1
BZID-1304464085,2
BZID-1304420349,1
BZID-1304368369,2
BZID-1304401196,1
BZID-1304375530,1
BZID-1304409380,1
BZID-1304419361,1
BZID-1304431111,1
BZID-1304383863,1
BZID-1304432894,2
BZID-1304384864,1
BZID-1304407708,1
BZID-1304353562,1
BZID-1304388446,1
BZID-1304460558,1
BZID-1304447323,1
BZID-1304405284,2
BZID-1304393219,2
BZID-1304430349,1
BZID-1304430927,1
BZID-1304349821,1
BZID-1304416713,1
BZID-1304464264,1
BZID-1304467260,2
BZID-1304388596,2
BZID-1304443473,1
BZID-1304364987,1
BZID-1304449748,1
BZID-1304385973,1
BZID-1304455965,1
BZID-1304393316,1
BZID-1304478772,1
BZID-1304419614,1
BZID-1304430606,1
BZID-1304398503,1
BZID-1304435633,1
BZID-1304383853,2
BZID-1304374641,1
BZID-1304474610,1
BZID-1304419831,1
BZID-1304358117,2
BZID-1304462203,1
BZID-1304418382,1
BZID-1304418555,2
BZID-1304423195,1
BZID-1304451147,1
BZID-1304418570,3
BZID-1304423798,1
BZID-1304394416,2
BZID-1304435133,3
BZID-1304398258,1
BZID-1304471031,1
BZID-1304445949,1
BZID-1304393568,1
BZID-1304358726,2
BZID-1304386019,2
BZID-1304362435,2
BZID-1304419448,1
BZID-1304446368,2
BZID-1304374183,1
BZID-1304413015,2
BZID-1304435240,1
BZID-1304458461,1
BZID-1304375391,3
BZID-1304437791,1
BZID-1304417684,1
BZID-1304477503,1
BZID-1304379284,1
BZID-1304411498,2
BZID-1304412273,1
BZID-1304477456,1
BZID-1304357068,1
BZID-1304385672,1
BZID-1304419032,1
BZID-1304419796,1
BZID-1304401590,3
BZID-1304397633,2
BZID-1304373686,1
BZID-1304367619,2
BZID-1304384863,1
BZID-1304436020,1
BZID-1304418126,2
BZID-1304395119,2
BZID-1304395280,1
BZID-1304418580,1
BZID-1304373712,2
BZID-1304418053,1
BZID-1304411690,1
BZID-1304412622,2
BZID-1304350800,1
BZID-1304373755,2
BZID-1304399640,1
BZID-1304404071,1
BZID-1304351172,1
BZID-1304410890,2
BZID-1304403489,1
BZID-1304414305,1
BZID-1304461385,2
BZID-1304439674,1
BZID-1304416019,2
BZID-1304400352,1
BZID-1304391715,2
BZID-1304449237,1
BZID-1304390564,1
BZID-1304424194,1
BZID-1304369503,1
BZID-1304451127,1
BZID-1304354446,1
BZID-1304422515,1
BZID-1304413546,1
BZID-1304364417,2
BZID-1304388680,1
BZID-1304427627,3
BZID-1304423160,1
BZID-1304398025,1
BZID-1304381115,1
BZID-1304427559,2
BZID-1304424626,1
BZID-1304448027,1
BZID-1304391467,2
BZID-1304401829,1
BZID-1304420962,1
BZID-1304400371,1
BZID-1304400305,1
BZID-1304359351,2
BZID-1304362892,1
BZID-1304472342,1
BZID-1304359588,2
BZID-1304414304,1
BZID-1304457974,1
BZID-1304457371,1
BZID-1304463942,2
BZID-1304395989,2
BZID-1304386217,2
BZID-1304383081,1
BZID-1304357891,1
BZID-1304418992,2
BZID-1304462201,1
BZID-1304401258,2
BZID-1304430216,1
BZID-1304437806,3
BZID-1304402353,3
BZID-1304398906,2
BZID-1304373794,1
BZID-1304362390,1
BZID-1304420091,2
BZID-1304383231,1
BZID-1304429651,2
BZID-1304466085,1
BZID-1304430150,2
BZID-1304418374,2
BZID-1304429751,2
BZID-1304408227,1
BZID-1304436098,3
BZID-1304361928,2
BZID-1304370654,1
BZID-1304365767,2
BZID-1304472244,1
BZID-1304427885,3
BZID-1304373550,2
BZID-1304471424,1
BZID-1304409930,1
BZID-1304407131,1
BZID-1304371200,1
BZID-1304351123,1
BZID-1304460453,2
BZID-1304435269,1
BZID-1304435653,3
BZID-1304406916,1
BZID-1304369658,1
BZID-1304437773,2
BZID-1304425407,1
BZID-1304385652,2
BZID-1304407545,2
BZID-1304470335,1
BZID-1304440128,1
BZID-1304411433,2
BZID-1304397802,2
BZID-1304424730,2
BZID-1304386231,3
BZID-1304380951,2
BZID-1304477994,1
BZID-1304362906,2
BZID-1304386030,1
BZID-1304350976,2
BZID-1304427672,1
BZID-1304428939,1
BZID-1304383572,1
BZID-1304400565,2
BZID-1304462879,1
BZID-1304437776,1
BZID-1304363393,1
BZID-1304604282,1
BZID-1304408361,1
BZID-1304409526,2
BZID-1304420042,1
BZID-1304438244,1
BZID-1304367925,1
BZID-1304429917,1
BZID-1304414731,2
BZID-1304389217,1
BZID-1304416729,1
BZID-1304416251,1
BZID-1304389659,2
BZID-1304393406,4
BZID-1304413206,2
BZID-1304411398,3
BZID-1304439272,2
BZID-1304372951,2
BZID-1304358438,1
BZID-1304460897,1
BZID-1304473807,1
BZID-1304463260,1
BZID-1304375647,1
BZID-1304406473,1
BZID-1304414812,2
BZID-1304419308,1
BZID-1304430507,1
BZID-1304373489,2
BZID-1304428856,5
BZID-1304402685,2
BZID-1304436777,1
BZID-1304450776,1
BZID-1304409525,1
BZID-1304378381,2
BZID-1304426408,2
BZID-1304398948,2
BZID-1304359609,1
BZID-1304392007,1
BZID-1304368188,1
BZID-1304430701,1
BZID-1304398461,1
BZID-1304471849,1
BZID-1304365121,1
BZID-1304412482,2
BZID-1304375902,2
BZID-1304450803,1
BZID-1304406505,1
BZID-1304368853,2
BZID-1304358017,2
BZID-1304415440,3
BZID-1304466080,1
BZID-1304365635,2
BZID-1304437080,1
BZID-1304355806,1
BZID-1304379336,1
BZID-1304436579,2
BZID-1304425456,2
BZID-1304466708,1
BZID-1304463317,1
BZID-1304367193,1
BZID-1304408332,3
BZID-1304460436,2
BZID-1304422053,1
BZID-1304380097,1
BZID-1304412042,1
BZID-1304456696,1
BZID-1304459169,1
BZID-1304477840,2
BZID-1304429049,2
BZID-1304458650,1
BZID-1304456132,4
BZID-1304430880,1
BZID-1304466025,1
BZID-1304417034,1
BZID-1304430926,1
BZID-1304420417,2
BZID-1304366159,1
BZID-1304464339,1
BZID-1304463879,2
BZID-1304381864,2
BZID-1304445717,2
BZID-1304393790,1
BZID-1304434176,1
BZID-1304417749,1
BZID-1304458855,2
BZID-1304362913,1
BZID-1304417676,3
BZID-1304411926,6
BZID-1304409530,2
BZID-1304419173,2
BZID-1304419013,1
BZID-1304388549,2
BZID-1304349403,1
BZID-1304405901,1
BZID-1304448227,2
BZID-1304409575,2
BZID-1304386836,1
BZID-1304462033,1
BZID-1304356730,1
BZID-1304464991,1
BZID-1304409434,1
BZID-1304395489,1
BZID-1304413964,4
BZID-1304412934,1
BZID-1304423288,1
BZID-1304456066,1
BZID-1304374210,2
BZID-1304381118,2
BZID-1304415895,2
BZID-1304458750,2
BZID-1304403967,2
BZID-1304462689,3
BZID-1304448686,1
BZID-1304360827,2
BZID-1304361426,1
BZID-1304459151,1
BZID-1304449104,2
BZID-1304396713,1
BZID-1304376245,1
BZID-1304406627,1
BZID-1304422709,2
BZID-1304449750,2
BZID-1304416457,2
BZID-1304479497,2
BZID-1304414239,1
BZID-1304402391,1
BZID-1304406368,2
BZID-1304449078,1
BZID-1304412985,2
BZID-1304419634,2
BZID-1304399477,1
BZID-1304412654,2
BZID-1304392143,2
BZID-1304416608,2
BZID-1304604262,1
BZID-1304424899,2
BZID-1304382987,2
BZID-1304451028,1
BZID-1304403621,2
BZID-1304395181,6
BZID-1304398754,3
BZID-1304398900,1
BZID-1304438722,2
BZID-1304405814,1
BZID-1304366544,1
BZID-1304378906,2
BZID-1304606666,1
BZID-1304371730,2
BZID-1304376487,1
BZID-1304472670,2
BZID-1304362260,1
BZID-1304421577,4
BZID-1304400526,2
BZID-1304412721,2
BZID-1304374145,2
BZID-1304451477,1
BZID-1304362928,2
BZID-1304372237,1
BZID-1304360078,2
BZID-1304388902,1
BZID-1304425276,1
BZID-1304376288,1
BZID-1304420538,1
BZID-1304353403,1
BZID-1304423895,1
BZID-1304380136,2
BZID-1304448647,1
BZID-1304434617,1
BZID-1304410395,1
BZID-1304448637,1
BZID-1304360841,2
BZID-1304448372,1
BZID-1304421549,1
BZID-1304424141,1
BZID-1304394486,2
BZID-1304415759,1
BZID-1304448699,1
BZID-1304386725,3
BZID-1304375221,2
BZID-1304408743,1
BZID-1304417318,2
BZID-1304458493,1
BZID-1304426621,1
BZID-1304429993,2
BZID-1304478025,2
BZID-1304414815,1
BZID-1304416229,2
BZID-1304439688,1
BZID-1304421565,1
BZID-1304363023,1
BZID-1304413667,2
BZID-1304350828,1
BZID-1304420807,1
BZID-1304388780,1
BZID-1304409189,2
BZID-1304401283,1
BZID-1304411018,1
BZID-1304381098,1
BZID-1304461692,2
BZID-1304355614,2
BZID-1304392178,1
BZID-1304414021,1
BZID-1304380966,1
BZID-1304381339,1
BZID-1304453279,1
BZID-1304418350,1
BZID-1304477367,1
BZID-1304395591,1
BZID-1304396903,1
BZID-1304449468,1
BZID-1304457930,2
BZID-1304392002,1
BZID-1304460357,1
BZID-1304451185,1
BZID-1304458652,1
BZID-1304386723,1
BZID-1304443672,1
BZID-1304450955,2
BZID-1304425332,1
BZID-1304423671,1
BZID-1304409027,1
BZID-1304412728,2
BZID-1304452866,1
BZID-1304420689,1
BZID-1304428504,1
BZID-1304391497,1
BZID-1304433468,1
BZID-1304422029,1
BZID-1304448513,1
BZID-1304418727,1
BZID-1304404444,1
BZID-1304436115,1
BZID-1304379363,1
BZID-1304408104,1
BZID-1304417020,1
BZID-1304460168,1
BZID-1304366386,1
BZID-1304430612,1
BZID-1304461101,1
BZID-1304380397,2
BZID-1304363996,1
BZID-1304430608,1
BZID-1304413952,1
BZID-1304426891,1
BZID-1304359765,1
BZID-1304352511,1
BZID-1304417714,2
BZID-1304399924,1
BZID-1304428125,1
BZID-1304417821,1
BZID-1304430576,1
BZID-1304397488,1
BZID-1304443299,2
BZID-1304404649,2
BZID-1304421296,3
BZID-1304458488,1
BZID-1304371031,1
BZID-1304375706,1
BZID-1304412521,1
BZID-1304415510,1
BZID-1304462831,1
BZID-1304449339,1
BZID-1304462934,2
BZID-1304365911,1
BZID-1304385937,1
BZID-1304460637,2
BZID-1304407707,2
BZID-1304456433,1
BZID-1304458011,1
BZID-1304410453,1
BZID-1304399586,2
BZID-1304389477,1
BZID-1304353071,1
BZID-1304396429,1
BZID-1304449572,1
BZID-1304452926,1
BZID-1304417110,1
BZID-1304414000,1
BZID-1304407509,2
BZID-1304464670,1
BZID-1304414572,1
BZID-1304377364,1
BZID-1304392177,1
BZID-1304419383,1
BZID-1304359855,1
BZID-1304413794,1
BZID-1304380983,2
BZID-1304422471,1
BZID-1304387606,1
BZID-1304430180,1
BZID-1304460023,2
BZID-1304432410,2
BZID-1304409406,1
BZID-1304425229,2
BZID-1304375858,1
BZID-1304409450,1
BZID-1304450748,1
BZID-1304428501,2
BZID-1304401508,1
BZID-1304456158,1
BZID-1304379469,1
BZID-1304387765,1
BZID-1304388593,1
BZID-1304414875,1
BZID-1304397779,2
BZID-1304409457,1
BZID-1304418327,1
BZID-1304399009,1
BZID-1304420802,1
BZID-1304425106,1
BZID-1304408347,1
BZID-1304416650,2
BZID-1304434615,1
BZID-1304394351,1
BZID-1304421284,1
BZID-1304411886,1
BZID-1304379610,1
BZID-1304405036,1
BZID-1304426789,1
BZID-1304433908,2
BZID-1304406052,2
BZID-1304364988,1
BZID-1304374891,1
BZID-1304443402,1
BZID-1304378104,1
BZID-1304395909,1
BZID-1304447507,1
BZID-1304419083,1
BZID-1304467723,1
BZID-1304372545,1
BZID-1304403188,1
BZID-1304389953,1
BZID-1304410547,1
BZID-1304425461,1
BZID-1304436069,1
BZID-1304422015,1
BZID-1304451078,1
BZID-1304470806,1
BZID-1304390024,1
BZID-1304367901,1
BZID-1304477368,2
BZID-1304387832,1
BZID-1304369297,1
BZID-1304413302,1
BZID-1304384802,1
BZID-1304359054,2
BZID-1304389153,1
BZID-1304424473,1
BZID-1304410441,1
BZID-1304383809,1
BZID-1304402857,2
BZID-1304393193,1
BZID-1304443462,1
BZID-1304379672,1
BZID-1304456706,1
BZID-1304414746,2
BZID-1304396026,1
BZID-1304411197,1
BZID-1304399926,1
BZID-1304449317,1
BZID-1304603861,1
BZID-1304437808,1
BZID-1304434215,1
BZID-1304466476,1
BZID-1304395972,1
BZID-1304436189,2
BZID-1304458494,1
BZID-1304398083,1
BZID-1304386610,2
BZID-1304430579,1
BZID-1304424476,1
BZID-1304413123,1
BZID-1304464589,1
BZID-1304458408,1
BZID-1304377269,2
BZID-1304396751,1
BZID-1304399360,1
BZID-1304421507,2
BZID-1304405429,1
BZID-1304414759,1
BZID-1304429624,1
BZID-1304448059,1
BZID-1304409817,1
BZID-1304463201,2
BZID-1304401043,1
BZID-1304448968,1
BZID-1304430705,3
BZID-1304397582,2
BZID-1304412820,2
BZID-1304424729,3
BZID-1304423935,3
BZID-1304407922,2
BZID-1304397980,3
BZID-1304390310,4
BZID-1304433355,1
BZID-1304408269,2
BZID-1304418302,2
BZID-1304451527,1
BZID-1304381434,2
BZID-1304437186,1
BZID-1304400375,3
BZID-1304406468,1
BZID-1304466542,1
BZID-1304421697,1
BZID-1304425089,1
BZID-1304415778,2
BZID-1304410272,2
BZID-1304399772,1
BZID-1304431007,2
BZID-1304384976,2
BZID-1304409495,2
BZID-1304400224,1
BZID-1304410839,2
BZID-1304428787,2
BZID-1304474263,1
BZID-1304429829,3
BZID-1304415643,2
BZID-1304390680,1
BZID-1304420921,2
BZID-1304424855,2
BZID-1304438801,2
BZID-1304376394,1
BZID-1304376583,4
BZID-1304428352,1
BZID-1304358372,1
BZID-1304380021,3
BZID-1304470379,1
BZID-1304372388,2
BZID-1304442433,1
BZID-1304411560,1
BZID-1304429602,3
BZID-1304451366,3
BZID-1304416912,1
BZID-1304421891,2
BZID-1304422617,1
BZID-1304375510,1
BZID-1304370832,1
BZID-1304458315,1
BZID-1304371417,1
BZID-1304460592,1
BZID-1304420257,2
BZID-1304413422,1
BZID-1304398550,3
BZID-1304409657,1
BZID-1304432471,1
BZID-1304430418,1
BZID-1304444599,1
BZID-1304437147,3
BZID-1304418988,1
BZID-1304474718,1
BZID-1304393158,4
BZID-1304411694,1
BZID-1304360034,1
BZID-1304421169,2
BZID-1304367894,1
BZID-1304436989,1
BZID-1304474969,1
BZID-1304350929,1
BZID-1304467253,2
BZID-1304430683,4
BZID-1304449348,1
BZID-1304419648,1
BZID-1304393736,3
BZID-1304377621,2
BZID-1304372800,1
BZID-1304458434,1
BZID-1304439001,1
BZID-1304382523,3
BZID-1304436856,4
BZID-1304420415,2
BZID-1304410852,2
BZID-1304419851,1
BZID-1304409494,2
BZID-1304424111,2
BZID-1304383855,10
BZID-1304417815,1
BZID-1304357935,2
BZID-1304414954,3
BZID-1304359094,2
