businessid,total_visits
BZID-1304360314,1
BZID-1304408768,1
BZID-1304383753,1
BZID-1304429132,1
BZID-1304397864,1
BZID-1304420382,1
BZID-1304362504,1
BZID-1304419974,1
BZID-1304479587,1
BZID-1304475015,1
BZID-1304463621,1
BZID-1304438003,1
BZID-1304459153,1
BZID-1304430299,1
BZID-1304368290,1
BZID-1304364948,1
BZID-1304438361,1
BZID-1304389578,1
BZID-1304416975,1
BZID-1304415543,1
BZID-1304410353,1
BZID-1304404819,1
BZID-1304477882,1
BZID-1304466863,1
BZID-1304360120,1
BZID-1304413650,1
BZID-1304388395,1
BZID-1304385370,1
BZID-1304386595,1
BZID-1304371752,1
BZID-1304395504,1
BZID-1304426405,1
BZID-1304454986,1
BZID-1304382998,1
BZID-1304426979,1
BZID-1304403478,1
BZID-1304417867,1
BZID-1304411638,1
BZID-1304427151,1
BZID-1304467533,1
BZID-1304472553,1
BZID-1304390264,2
BZID-1304353933,1
BZID-1304434491,1
BZID-1304432604,1
BZID-1304372469,2
BZID-1304467237,1
BZID-1304437196,1
BZID-1304416897,1
BZID-1304380732,1
BZID-1304412263,1
BZID-1304423491,1
BZID-1304379208,1
BZID-1304413501,1
BZID-1304406132,1
BZID-1304408627,1
BZID-1304479176,1
BZID-1304405176,1
BZID-1304375424,1
BZID-1304424105,1
BZID-1304437189,1
BZID-1304362470,2
BZID-1304471137,1
BZID-1304441320,1
BZID-1304415606,2
BZID-1304424425,1
BZID-1304442527,1
BZID-1304479270,1
BZID-1304382986,2
BZID-1304447101,1
BZID-1304398882,1
BZID-1304422311,1
BZID-1304378480,1
BZID-1304352148,1
BZID-1304452633,1
BZID-1304399949,1
BZID-1304398676,1
BZID-1304414377,1
BZID-1304450596,1
BZID-1304450987,1
BZID-1304415841,1
BZID-1304438953,1
BZID-1304423177,1
BZID-1304418535,2
BZID-1304462246,1
BZID-1304454630,1
BZID-1304397009,1
BZID-1304371782,1
BZID-1304375761,1
BZID-1304350652,1
BZID-1304373661,1
BZID-1304417495,1
BZID-1304450759,1
BZID-1304422761,1
BZID-1304376416,1
BZID-1304418608,1
BZID-1304400048,1
BZID-1304447948,1
BZID-1304478113,1
BZID-1304392769,1
BZID-1304389904,1
BZID-1304416314,1
BZID-1304436026,1
BZID-1304382307,1
BZID-1304471134,1
BZID-1304409693,1
BZID-1304411945,1
BZID-1304470971,1
BZID-1304603673,1
BZID-1304443875,1
BZID-1304357797,1
BZID-1304439044,1
BZID-1304448723,1
BZID-1304436660,1
BZID-1304422903,1
BZID-1304409464,1
BZID-1304381387,1
BZID-1304448563,1
BZID-1304384270,1
BZID-1304460630,1
BZID-1304410835,1
BZID-1304441572,1
BZID-1304408008,1
BZID-1304415666,2
BZID-1304375094,1
BZID-1304420284,1
BZID-1304395938,1
BZID-1304413312,1
BZID-1304447816,1
BZID-1304407719,1
BZID-1304461456,1
BZID-1304415544,2
BZID-1304354365,1
BZID-1304427411,1
BZID-1304405453,1
BZID-1304435797,1
BZID-1304373841,1
BZID-1304384691,1
BZID-1304427450,1
BZID-1304442943,1
BZID-1304393781,2
BZID-1304475212,1
BZID-1304457704,1
BZID-1304375521,1
BZID-1304433024,1
BZID-1304365347,1
BZID-1304448322,1
BZID-1304383238,1
BZID-1304397238,1
BZID-1304463379,1
BZID-1304471181,1
BZID-1304408766,1
BZID-1304412423,1
BZID-1304380308,1
BZID-1304373128,1
BZID-1304400577,1
BZID-1304406389,1
BZID-1304363543,1
BZID-1304410949,1
BZID-1304376010,1
BZID-1304383589,1
BZID-1304422899,1
BZID-1304388619,1
BZID-1304448197,1
BZID-1304425454,1
BZID-1304606407,1
BZID-1304426277,1
BZID-1304459490,1
BZID-1304427735,1
BZID-1304369905,1
BZID-1304458656,1
BZID-1304381589,1
BZID-1304420522,1
BZID-1304403879,1
BZID-1304428816,1
BZID-1304356669,1
BZID-1304457766,1
BZID-1304424303,1
BZID-1304419590,1
BZID-1304457565,1
BZID-1304405921,1
BZID-1304458814,1
BZID-1304455992,1
BZID-1304407120,2
BZID-1304379599,1
BZID-1304444354,1
BZID-1304359874,1
BZID-1304355307,1
BZID-1304379709,1
BZID-1304414255,1
BZID-1304391779,1
BZID-1304399354,1
BZID-1304461764,1
BZID-1304430323,1
BZID-1304411212,1
BZID-1304426429,1
BZID-1304445955,1
BZID-1304462400,1
BZID-1304448149,1
BZID-1304394726,1
BZID-1304446210,1
BZID-1304389376,1
BZID-1304475427,1
BZID-1304356781,1
BZID-1304355196,1
BZID-1304417004,1
BZID-1304392130,1
BZID-1304387742,1
BZID-1304428706,1
BZID-1304384602,1
BZID-1304420469,1
BZID-1304364641,1
BZID-1304459752,1
BZID-1304415615,1
BZID-1304407575,5
BZID-1304385958,2
BZID-1304430223,2
BZID-1304408650,8
BZID-1304358706,2
BZID-1304385307,3
BZID-1304414094,1
BZID-1304460750,3
BZID-1304422302,2
BZID-1304447171,1
BZID-1304377788,2
BZID-1304425159,1
BZID-1304383808,2
BZID-1304451745,2
BZID-1304378763,1
BZID-1304369735,1
BZID-1304422513,1
BZID-1304420167,1
BZID-1304478931,1
BZID-1304411797,2
BZID-1304422253,1
BZID-1304415145,1
BZID-1304360420,3
BZID-1304391872,1
BZID-1304427242,1
BZID-1304386907,1
BZID-1304409849,1
BZID-1304416445,1
BZID-1304474801,1
BZID-1304458371,1
BZID-1304418163,2
BZID-1304399839,1
BZID-1304390986,1
BZID-1304393721,1
BZID-1304456793,1
BZID-1304416482,2
BZID-1304459081,1
BZID-1304410755,3
BZID-1304370170,1
BZID-1304361157,1
BZID-1304431504,2
BZID-1304462788,1
BZID-1304413743,1
BZID-1304428109,3
BZID-1304414825,2
BZID-1304393687,1
BZID-1304435804,5
BZID-1304398242,1
BZID-1304400378,2
BZID-1304377707,2
BZID-1304378029,2
BZID-1304437078,2
BZID-1304432240,2
BZID-1304435788,2
BZID-1304389253,2
BZID-1304395393,1
BZID-1304385759,1
BZID-1304406581,2
BZID-1304405899,2
BZID-1304392251,1
BZID-1304453783,1
BZID-1304414011,3
BZID-1304425971,1
BZID-1304359494,1
BZID-1304409360,2
BZID-1304382657,2
BZID-1304396112,2
BZID-1304397200,1
BZID-1304360338,2
BZID-1304413889,3
BZID-1304438411,2
BZID-1304414067,4
BZID-1304415533,1
BZID-1304359992,2
BZID-1304411055,2
BZID-1304417911,1
BZID-1304361424,1
BZID-1304412893,2
BZID-1304463330,1
BZID-1304412672,1
BZID-1304400859,1
BZID-1304407154,1
BZID-1304387495,2
BZID-1304380367,2
BZID-1304366940,2
BZID-1304368275,1
BZID-1304418015,2
BZID-1304373498,1
BZID-1304417256,1
BZID-1304443584,2
BZID-1304425098,2
BZID-1304390144,4
BZID-1304458303,1
BZID-1304426031,1
BZID-1304449161,1
BZID-1304433631,1
BZID-1304423750,1
BZID-1304359346,2
BZID-1304369389,2
BZID-1304378957,1
BZID-1304458135,1
BZID-1304458148,1
BZID-1304400219,3
BZID-1304421463,2
BZID-1304386464,1
BZID-1304361744,1
BZID-1304435890,1
BZID-1304390969,2
BZID-1304372803,1
BZID-1304419690,1
BZID-1304379261,4
BZID-1304358159,2
BZID-1304397621,6
BZID-1304419182,1
BZID-1304417314,2
BZID-1304409431,4
BZID-1304474158,3
BZID-1304449811,1
BZID-1304474798,2
BZID-1304415724,1
BZID-1304390779,2
BZID-1304407577,2
BZID-1304421057,2
BZID-1304407833,2
BZID-1304416137,1
BZID-1304376494,3
BZID-1304383985,2
BZID-1304441215,1
BZID-1304420955,1
BZID-1304374521,3
BZID-1304407830,1
BZID-1304448894,1
BZID-1304398032,3
BZID-1304427617,1
BZID-1304435258,2
BZID-1304420542,2
BZID-1304361454,3
BZID-1304439042,1
BZID-1304455414,1
BZID-1304423907,1
BZID-1304380831,1
BZID-1304428475,3
BZID-1304364868,1
BZID-1304469518,3
BZID-1304471039,2
BZID-1304426221,1
BZID-1304416555,2
BZID-1304399388,1
BZID-1304452778,1
BZID-1304418864,2
BZID-1304363006,1
BZID-1304424658,3
BZID-1304379201,1
BZID-1304427356,1
BZID-1304461641,1
BZID-1304479676,1
BZID-1304455376,1
BZID-1304475423,1
BZID-1304382730,1
BZID-1304450898,1
BZID-1304462537,2
BZID-1304479025,1
BZID-1304357709,2
BZID-1304413524,1
BZID-1304474937,2
BZID-1304403401,1
BZID-1304458168,1
BZID-1304442910,2
BZID-1304415689,1
BZID-1304391889,1
BZID-1304386107,2
BZID-1304374603,2
BZID-1304375158,1
BZID-1304411770,2
BZID-1304446424,2
BZID-1304457999,1
BZID-1304361603,2
BZID-1304407730,3
BZID-1304417649,3
BZID-1304377855,3
BZID-1304413685,1
BZID-1304362284,1
BZID-1304409183,1
BZID-1304458468,1
BZID-1304406124,1
BZID-1304377885,2
BZID-1304391833,4
BZID-1304405243,2
BZID-1304436765,3
BZID-1304448654,1
BZID-1304405349,3
BZID-1304419397,2
BZID-1304466659,1
BZID-1304420966,2
BZID-1304408612,1
BZID-1304408527,2
BZID-1304363822,1
BZID-1304357653,1
BZID-1304422238,1
BZID-1304396688,1
BZID-1304398113,2
BZID-1304449462,1
BZID-1304470577,1
BZID-1304447878,1
BZID-1304422809,1
BZID-1304414124,1
BZID-1304380959,1
BZID-1304379291,3
BZID-1304417561,3
BZID-1304474260,1
BZID-1304408679,1
BZID-1304361469,1
BZID-1304389684,1
BZID-1304402904,3
BZID-1304364232,1
BZID-1304392931,3
BZID-1304439550,1
BZID-1304410209,1
BZID-1304415893,3
BZID-1304420787,1
BZID-1304448377,2
BZID-1304399011,3
BZID-1304409616,2
BZID-1304400336,3
BZID-1304391989,2
BZID-1304407955,3
BZID-1304423347,1
BZID-1304417571,1
BZID-1304421596,3
BZID-1304383221,2
BZID-1304388392,1
BZID-1304381922,3
BZID-1304351478,1
BZID-1304359888,2
BZID-1304472572,1
BZID-1304386647,1
BZID-1304453114,1
BZID-1304429186,4
BZID-1304413166,2
BZID-1304410348,2
BZID-1304438444,1
BZID-1304404367,1
BZID-1304477349,1
BZID-1304424128,2
BZID-1304418181,1
BZID-1304390725,1
BZID-1304416908,1
BZID-1304458047,1
BZID-1304400960,1
BZID-1304421445,5
BZID-1304390020,1
BZID-1304415534,4
BZID-1304369839,1
BZID-1304385458,1
BZID-1304374193,2
BZID-1304400100,1
BZID-1304460335,1
BZID-1304386879,1
BZID-1304417914,2
BZID-1304356710,1
BZID-1304418609,1
BZID-1304413479,1
BZID-1304419290,2
BZID-1304460852,1
BZID-1304385442,1
BZID-1304457822,1
BZID-1304376504,1
BZID-1304456019,2
BZID-1304369443,3
BZID-1304377258,1
BZID-1304421379,1
BZID-1304419924,3
BZID-1304466498,2
BZID-1304420350,2
BZID-1304383385,2
BZID-1304438375,1
BZID-1304402973,1
BZID-1304447620,1
BZID-1304385456,2
BZID-1304397826,4
BZID-1304415905,2
BZID-1304366996,1
BZID-1304420200,2
BZID-1304419113,1
BZID-1304406651,2
BZID-1304449897,2
BZID-1304427107,1
BZID-1304383801,1
BZID-1304377824,1
BZID-1304458988,1
BZID-1304424528,1
BZID-1304434495,2
BZID-1304605728,1
BZID-1304373127,2
BZID-1304369629,2
BZID-1304475369,1
BZID-1304395356,1
BZID-1304412110,2
BZID-1304421667,1
BZID-1304375080,1
BZID-1304407484,1
BZID-1304383668,1
BZID-1304374203,1
BZID-1304437054,1
BZID-1304424356,1
BZID-1304389531,1
BZID-1304376997,2
BZID-1304451568,1
BZID-1304472118,2
BZID-1304403030,4
BZID-1304379497,1
BZID-1304407973,1
BZID-1304362085,3
BZID-1304473619,1
BZID-1304410245,1
BZID-1304416058,2
BZID-1304433531,2
BZID-1304459848,1
BZID-1304427272,1
BZID-1304431006,1
BZID-1304460268,2
BZID-1304375361,1
BZID-1304410886,6
BZID-1304448489,2
BZID-1304411868,2
BZID-1304429114,1
BZID-1304459904,2
BZID-1304364460,1
BZID-1304409504,2
BZID-1304431847,2
BZID-1304447395,1
BZID-1304383110,1
BZID-1304456072,1
BZID-1304427575,2
BZID-1304428090,1
BZID-1304433953,1
BZID-1304380964,1
BZID-1304477362,1
BZID-1304394172,2
BZID-1304460695,1
BZID-1304394010,4
BZID-1304429985,2
BZID-1304438092,2
BZID-1304435700,2
BZID-1304413200,2
BZID-1304404693,1
BZID-1304402169,1
BZID-1304435998,1
BZID-1304384407,1
BZID-1304431710,1
BZID-1304471533,1
BZID-1304424676,2
BZID-1304478217,1
BZID-1304362808,1
BZID-1304378761,1
BZID-1304368868,1
BZID-1304371519,1
BZID-1304420900,3
BZID-1304426141,1
BZID-1304456074,2
BZID-1304404572,2
BZID-1304408462,2
BZID-1304397955,2
BZID-1304358743,1
BZID-1304404938,2
BZID-1304435643,2
BZID-1304436102,2
BZID-1304393807,2
BZID-1304458429,1
BZID-1304417103,1
BZID-1304473676,2
BZID-1304370600,1
BZID-1304364091,1
BZID-1304421635,1
BZID-1304408441,1
BZID-1304436186,2
BZID-1304411090,2
BZID-1304443698,2
BZID-1304411494,1
BZID-1304383881,2
BZID-1304377168,1
BZID-1304402132,1
BZID-1304411893,1
BZID-1304416577,1
BZID-1304378436,3
BZID-1304400031,2
BZID-1304351046,1
BZID-1304434408,2
BZID-1304380888,2
BZID-1304375993,1
BZID-1304451636,1
BZID-1304460425,3
BZID-1304390241,2
BZID-1304428170,3
BZID-1304411448,2
BZID-1304415028,3
BZID-1304415832,1
BZID-1304403435,1
BZID-1304412905,3
BZID-1304426978,1
BZID-1304424410,2
BZID-1304390946,1
BZID-1304419883,2
BZID-1304413949,1
BZID-1304361219,2
BZID-1304388486,2
BZID-1304425290,3
BZID-1304389528,1
BZID-1304460234,1
BZID-1304370944,1
BZID-1304361835,1
BZID-1304378784,2
BZID-1304372785,1
BZID-1304390881,6
BZID-1304412167,1
BZID-1304426263,1
BZID-1304415843,1
BZID-1304373149,1
BZID-1304426511,2
BZID-1304427130,1
BZID-1304424307,1
BZID-1304463016,1
BZID-1304463451,2
BZID-1304409433,1
BZID-1304431780,2
BZID-1304605376,1
BZID-1304419601,2
BZID-1304368310,1
BZID-1304396333,1
BZID-1304396682,2
BZID-1304408489,2
BZID-1304408060,1
BZID-1304417964,2
BZID-1304383193,1
BZID-1304417226,2
BZID-1304414138,1
BZID-1304423006,2
BZID-1304424771,2
BZID-1304424285,1
BZID-1304377559,1
BZID-1304389291,3
BZID-1304391465,3
BZID-1304412493,2
BZID-1304400802,1
BZID-1304462350,1
BZID-1304459176,2
BZID-1304462638,1
BZID-1304460656,2
BZID-1304390911,2
BZID-1304373355,1
BZID-1304423832,1
BZID-1304409701,1
BZID-1304423995,1
BZID-1304448629,1
BZID-1304375097,1
BZID-1304460352,1
BZID-1304365489,2
BZID-1304381773,3
BZID-1304430719,2
BZID-1304411631,2
BZID-1304381946,1
BZID-1304447498,2
BZID-1304393421,1
BZID-1304449414,1
BZID-1304385767,1
BZID-1304462450,2
BZID-1304429513,3
BZID-1304417445,2
BZID-1304427650,2
BZID-1304371248,1
BZID-1304407809,2
BZID-1304410429,2
BZID-1304423187,1
BZID-1304409110,1
BZID-1304400982,7
BZID-1304374974,1
BZID-1304414878,2
BZID-1304413039,1
BZID-1304438667,1
BZID-1304464697,1
BZID-1304375560,2
BZID-1304448705,2
BZID-1304438214,1
BZID-1304360198,2
BZID-1304417766,1
BZID-1304415632,3
BZID-1304382518,1
BZID-1304369622,1
BZID-1304388304,2
BZID-1304367334,1
BZID-1304380271,1
BZID-1304368024,1
BZID-1304441238,2
BZID-1304462869,3
BZID-1304462605,1
BZID-1304413218,1
BZID-1304400801,2
BZID-1304436984,2
BZID-1304413879,1
BZID-1304437944,1
BZID-1304411110,1
BZID-1304456162,1
BZID-1304462604,1
BZID-1304398742,1
BZID-1304411804,5
BZID-1304410719,1
BZID-1304360383,2
BZID-1304371645,1
BZID-1304390357,1
BZID-1304603286,1
BZID-1304410676,2
BZID-1304421129,3
BZID-1304457116,1
BZID-1304438156,1
BZID-1304434128,2
BZID-1304460796,1
BZID-1304415385,2
BZID-1304465930,1
BZID-1304457274,2
BZID-1304418987,1
BZID-1304401842,1
BZID-1304475278,2
BZID-1304435268,3
BZID-1304404952,2
BZID-1304397158,1
BZID-1304364530,2
BZID-1304393873,1
BZID-1304413255,1
BZID-1304417865,1
BZID-1304361300,1
BZID-1304458117,1
BZID-1304350506,1
BZID-1304439497,2
BZID-1304376441,2
BZID-1304405365,1
BZID-1304462637,1
BZID-1304473386,1
BZID-1304378861,1
BZID-1304389686,1
BZID-1304417032,2
BZID-1304414945,2
BZID-1304422475,1
BZID-1304423527,1
BZID-1304419357,1
BZID-1304387933,1
BZID-1304381839,1
BZID-1304449483,1
BZID-1304426733,2
BZID-1304405408,1
BZID-1304382311,2
BZID-1304450664,1
BZID-1304364522,2
BZID-1304410913,1
BZID-1304457427,1
BZID-1304468616,1
BZID-1304419052,1
BZID-1304410884,1
BZID-1304428378,1
BZID-1304434063,1
BZID-1304378011,1
BZID-1304421557,1
BZID-1304417518,2
BZID-1304465145,1
BZID-1304350880,1
BZID-1304426753,1
BZID-1304377189,2
BZID-1304385972,2
BZID-1304384668,1
BZID-1304474495,2
BZID-1304436177,1
BZID-1304421574,1
BZID-1304450244,1
BZID-1304373797,1
BZID-1304407657,2
BZID-1304405569,1
BZID-1304459363,1
BZID-1304389228,3
BZID-1304475809,3
BZID-1304421897,1
BZID-1304408414,2
BZID-1304436395,1
BZID-1304412328,1
BZID-1304428464,1
BZID-1304439005,2
BZID-1304405028,2
BZID-1304436594,2
BZID-1304377367,2
BZID-1304422189,1
BZID-1304415589,2
BZID-1304437242,1
BZID-1304469355,1
BZID-1304456343,1
BZID-1304370746,1
BZID-1304430952,1
BZID-1304449198,1
BZID-1304430147,2
BZID-1304400277,1
BZID-1304460459,3
BZID-1304385807,1
BZID-1304404321,1
BZID-1304458245,1
BZID-1304411552,1
BZID-1304369865,1
BZID-1304420841,3
BZID-1304426495,2
BZID-1304429463,1
BZID-1304438681,1
BZID-1304397522,1
BZID-1304421208,2
BZID-1304406440,2
BZID-1304429559,2
BZID-1304402087,4
BZID-1304409757,2
BZID-1304398281,1
BZID-1304474813,1
BZID-1304419726,1
BZID-1304395906,2
BZID-1304444563,1
BZID-1304382229,2
BZID-1304606040,1
BZID-1304418807,2
BZID-1304374558,2
BZID-1304423656,2
BZID-1304392711,3
BZID-1304421248,2
BZID-1304452953,1
BZID-1304400290,2
BZID-1304391073,2
BZID-1304448363,1
BZID-1304452108,2
BZID-1304405126,1
BZID-1304389243,2
BZID-1304358392,1
BZID-1304475161,1
BZID-1304382958,2
BZID-1304350025,1
BZID-1304378887,2
BZID-1304451406,1
BZID-1304397116,2
BZID-1304416434,1
BZID-1304421537,1
BZID-1304363426,1
BZID-1304435412,1
BZID-1304367271,2
BZID-1304362607,1
BZID-1304437960,2
BZID-1304457348,1
BZID-1304457995,1
BZID-1304363423,1
BZID-1304420159,2
BZID-1304401834,1
BZID-1304416254,1
BZID-1304429392,2
BZID-1304362865,1
BZID-1304423520,1
BZID-1304415792,3
BZID-1304428837,2
BZID-1304428472,1
BZID-1304465974,1
BZID-1304409976,1
BZID-1304375595,1
BZID-1304418499,1
BZID-1304383515,2
BZID-1304411705,1
BZID-1304388364,2
BZID-1304408253,1
BZID-1304451380,1
BZID-1304390720,2
BZID-1304449217,1
BZID-1304425934,1
BZID-1304404697,2
BZID-1304411658,2
BZID-1304420504,1
BZID-1304461042,2
BZID-1304413033,2
BZID-1304396427,1
BZID-1304459796,1
BZID-1304408351,1
BZID-1304415958,1
BZID-1304448925,1
BZID-1304428657,1
BZID-1304438943,1
BZID-1304454641,1
BZID-1304428296,2
BZID-1304371943,2
BZID-1304409453,3
BZID-1304434573,1
BZID-1304448423,1
BZID-1304411761,2
BZID-1304455002,1
BZID-1304418395,1
BZID-1304361783,2
BZID-1304387318,1
BZID-1304359821,2
BZID-1304404338,1
BZID-1304412227,2
BZID-1304386769,1
BZID-1304383153,1
BZID-1304408052,1
BZID-1304420981,1
BZID-1304404931,2
BZID-1304478628,1
BZID-1304384118,1
BZID-1304402966,1
BZID-1304475567,1
BZID-1304456484,1
BZID-1304436432,2
BZID-1304426745,1
BZID-1304397373,1
BZID-1304409151,1
BZID-1304383453,2
BZID-1304414874,1
BZID-1304417923,1
BZID-1304475042,1
BZID-1304356765,1
BZID-1304389885,1
BZID-1304470438,1
BZID-1304363571,1
BZID-1304446243,1
BZID-1304399675,1
BZID-1304419532,2
BZID-1304419797,1
BZID-1304405366,2
BZID-1304376319,1
BZID-1304375147,1
BZID-1304457791,1
BZID-1304391829,1
BZID-1304368120,1
BZID-1304419750,1
BZID-1304402248,1
BZID-1304426936,1
BZID-1304357790,1
BZID-1304385467,1
BZID-1304362579,1
BZID-1304462373,1
BZID-1304449992,1
BZID-1304400284,1
BZID-1304393468,2
BZID-1304428357,2
BZID-1304420874,1
BZID-1304376514,1
BZID-1304606291,1
BZID-1304380116,2
BZID-1304407036,1
BZID-1304401656,1
BZID-1304408107,1
BZID-1304371743,1
BZID-1304479095,1
BZID-1304421516,2
BZID-1304414501,1
BZID-1304366060,2
BZID-1304372057,1
BZID-1304385599,1
BZID-1304413826,1
BZID-1304421764,1
BZID-1304410751,1
BZID-1304457902,1
BZID-1304417010,1
BZID-1304421645,1
BZID-1304407544,2
BZID-1304408262,1
BZID-1304371535,2
BZID-1304409909,2
BZID-1304409690,2
BZID-1304425647,1
BZID-1304459951,3
BZID-1304400075,1
BZID-1304410663,2
BZID-1304399048,2
BZID-1304443151,1
BZID-1304402755,1
BZID-1304425163,1
BZID-1304373637,1
BZID-1304466398,1
BZID-1304404599,2
BZID-1304364210,1
BZID-1304417464,1
BZID-1304438907,1
BZID-1304351062,2
BZID-1304457926,1
BZID-1304416032,1
BZID-1304426829,3
BZID-1304395468,1
BZID-1304603434,1
BZID-1304409714,1
BZID-1304418114,1
BZID-1304448315,1
BZID-1304477343,2
BZID-1304390749,2
BZID-1304455129,1
BZID-1304369509,1
BZID-1304424741,1
BZID-1304415057,1
BZID-1304446109,2
BZID-1304381466,1
BZID-1304388381,1
BZID-1304386763,1
BZID-1304419822,1
BZID-1304447790,2
BZID-1304391033,1
BZID-1304418044,2
BZID-1304381608,3
BZID-1304382394,2
BZID-1304458654,1
BZID-1304383281,1
BZID-1304382764,1
BZID-1304408103,1
BZID-1304379196,1
BZID-1304376206,1
BZID-1304391857,1
BZID-1304400183,1
BZID-1304395890,2
BZID-1304462088,1
BZID-1304392731,1
BZID-1304353726,1
BZID-1304477588,1
BZID-1304405860,1
BZID-1304418890,1
BZID-1304377184,1
BZID-1304360300,1
BZID-1304356454,1
BZID-1304429242,2
BZID-1304421448,2
BZID-1304432524,1
BZID-1304411740,2
BZID-1304435187,1
BZID-1304422145,1
BZID-1304385989,1
BZID-1304462415,1
BZID-1304391841,1
BZID-1304430140,1
BZID-1304471862,1
BZID-1304450380,1
BZID-1304389103,2
BZID-1304364254,1
BZID-1304398313,1
BZID-1304436024,3
BZID-1304396159,2
BZID-1304433573,2
BZID-1304463142,1
BZID-1304447805,1
BZID-1304380580,3
BZID-1304369811,1
BZID-1304383048,1
BZID-1304416455,2
BZID-1304387442,1
BZID-1304420255,1
BZID-1304386944,2
BZID-1304414799,2
BZID-1304449188,1
BZID-1304393826,2
BZID-1304392866,1
BZID-1304388089,2
BZID-1304435218,1
BZID-1304404189,1
BZID-1304385842,1
BZID-1304460673,1
BZID-1304420916,2
BZID-1304375375,1
BZID-1304350719,1
BZID-1304445414,1
BZID-1304447041,1
BZID-1304425552,1
BZID-1304365028,2
BZID-1304415967,2
BZID-1304452163,1
BZID-1304359124,1
BZID-1304461669,1
BZID-1304449247,1
BZID-1304420176,2
BZID-1304462942,2
BZID-1304438872,1
BZID-1304392239,2
BZID-1304413557,1
BZID-1304473631,1
BZID-1304449243,1
BZID-1304461849,1
BZID-1304478612,1
BZID-1304430276,1
BZID-1304350647,1
BZID-1304420596,1
BZID-1304414802,1
BZID-1304420663,2
BZID-1304405855,1
BZID-1304385330,1
BZID-1304448766,1
BZID-1304386648,1
BZID-1304470451,2
BZID-1304421960,1
BZID-1304417470,1
BZID-1304446857,1
BZID-1304415171,1
BZID-1304467000,1
BZID-1304458308,1
BZID-1304424797,1
BZID-1304420228,1
BZID-1304380863,1
BZID-1304371486,1
BZID-1304403115,1
BZID-1304392479,1
BZID-1304405563,1
BZID-1304390626,2
BZID-1304449160,1
BZID-1304429591,1
BZID-1304440028,1
BZID-1304438237,2
BZID-1304461142,1
BZID-1304427273,1
BZID-1304421964,2
BZID-1304471203,1
BZID-1304381463,1
BZID-1304429686,2
BZID-1304415152,2
BZID-1304365840,1
BZID-1304426264,1
BZID-1304372001,1
BZID-1304422856,2
BZID-1304475475,1
BZID-1304423168,1
BZID-1304416815,2
BZID-1304455854,1
BZID-1304410964,2
BZID-1304429929,1
BZID-1304381378,1
BZID-1304369433,1
BZID-1304437052,1
BZID-1304435796,1
BZID-1304438473,4
BZID-1304419192,1
BZID-1304433055,1
BZID-1304405874,2
BZID-1304368876,1
BZID-1304425439,1
BZID-1304409395,2
BZID-1304402444,1
BZID-1304393299,1
BZID-1304372457,1
BZID-1304361246,2
BZID-1304417881,1
BZID-1304392539,1
BZID-1304389016,1
BZID-1304414187,2
BZID-1304420948,2
BZID-1304407150,1
BZID-1304381056,1
BZID-1304400965,2
BZID-1304423475,1
BZID-1304416381,3
BZID-1304387247,1
BZID-1304437949,1
BZID-1304407981,1
BZID-1304460562,1
BZID-1304413365,1
BZID-1304364824,2
BZID-1304472569,1
BZID-1304462142,1
BZID-1304444596,1
BZID-1304462232,2
BZID-1304424794,2
BZID-1304370416,1
BZID-1304460751,1
BZID-1304398880,2
BZID-1304412848,2
BZID-1304411240,1
BZID-1304420697,1
BZID-1304407837,1
BZID-1304389391,2
BZID-1304401659,1
BZID-1304418842,1
BZID-1304400166,1
BZID-1304462953,3
BZID-1304400889,1
BZID-1304474816,1
BZID-1304413682,2
BZID-1304424475,1
BZID-1304431030,2
BZID-1304419829,1
BZID-1304416364,2
BZID-1304469915,1
BZID-1304388618,2
BZID-1304414252,1
BZID-1304425548,1
BZID-1304398937,2
BZID-1304396625,1
BZID-1304379661,1
BZID-1304397033,2
BZID-1304438352,1
BZID-1304463291,3
BZID-1304430592,1
BZID-1304363194,1
BZID-1304418960,1
BZID-1304477599,1
BZID-1304397725,1
BZID-1304469592,1
BZID-1304392315,1
BZID-1304441838,1
BZID-1304462327,1
BZID-1304402900,1
BZID-1304393401,2
BZID-1304398769,1
BZID-1304438676,1
BZID-1304396939,1
BZID-1304379930,1
BZID-1304377984,1
BZID-1304472914,1
BZID-1304404232,1
BZID-1304406127,1
BZID-1304379649,1
BZID-1304437986,1
BZID-1304362176,1
BZID-1304386014,2
BZID-1304405659,1
BZID-1304381677,3
BZID-1304421155,2
BZID-1304380471,1
BZID-1304396469,1
BZID-1304426422,1
BZID-1304406138,1
BZID-1304411950,1
BZID-1304469832,1
BZID-1304386853,1
BZID-1304424997,1
BZID-1304453728,1
BZID-1304379002,1
BZID-1304392972,2
BZID-1304470206,1
BZID-1304444833,1
BZID-1304410089,1
BZID-1304429608,1
BZID-1304460985,1
BZID-1304422100,1
BZID-1304416236,1
BZID-1304405200,1
BZID-1304384354,1
BZID-1304384801,1
BZID-1304379878,1
BZID-1304360191,2
BZID-1304479335,1
BZID-1304388501,1
BZID-1304411521,1
BZID-1304371665,1
BZID-1304425291,1
BZID-1304467926,1
BZID-1304479120,1
BZID-1304428379,1
BZID-1304410535,1
BZID-1304398106,1
BZID-1304392702,2
BZID-1304456376,1
BZID-1304436776,1
BZID-1304380218,2
BZID-1304402330,2
BZID-1304430271,1
BZID-1304420731,2
BZID-1304393688,1
BZID-1304376877,1
BZID-1304355325,1
