businessid,rating_cnt,avg_rating
BZID-1304576959,1,5
BZID-1304563349,1,5
BZID-1304564124,1,5
BZID-1304561989,1,5
BZID-1304560898,1,5
BZID-1304546656,5,3
BZID-1304546661,7,5
BZID-1304373401,2,5
BZID-1304548146,1,5
BZID-1304548786,4,5
BZID-1304551542,14,3
BZID-1304553273,2,5
BZID-1304558089,2,5
BZID-1304539223,2,5
BZID-1304542818,1,5
BZID-1304370991,26,3
BZID-1304530006,1,1
BZID-1304474203,27,5
BZID-1304477831,3,5
BZID-1304519450,2,5
BZID-1304433838,24,5
BZID-1304519748,1,1
BZID-1304410275,16,5
BZID-1304450400,19,5
BZID-1304448084,8,5
BZID-1304478331,3,5
BZID-1304406686,70,4
BZID-1304407582,1,5
BZID-1304434908,1,5
BZID-1304403511,5,3
BZID-1304463749,2,5
BZID-1304468648,3,5
BZID-1304465371,2,5
BZID-1304420244,3,5
BZID-1304428404,2,5
BZID-1304459157,44,4
BZID-1304463572,12,5
BZID-1304445275,2,5
BZID-1304425297,4,5
BZID-1304409676,3,4
BZID-1304398947,22,4
BZID-1304405027,10,3
BZID-1304405233,3,4
BZID-1304393780,16,5
BZID-1304378335,3,5
BZID-1304380741,2,5
BZID-1304365907,11,4
BZID-1304368796,1,4
BZID-1304372252,6,5
BZID-1304477438,6,3
BZID-1304364387,1,5
BZID-1304396818,11,5
BZID-1304352175,6,5
BZID-1304394333,6,5
BZID-1304608090,14,5
BZID-1304596231,1,5
BZID-1304597724,5,3
BZID-1304562247,1,5
BZID-1304565019,5,3
BZID-1304556151,8,3
BZID-1304558251,1,3
BZID-1304560392,3,5
BZID-1304560697,10,2
BZID-1304547520,1,5
BZID-1304550949,1,5
BZID-1304350095,3,5
BZID-1304553747,14,5
BZID-1304553761,2,5
BZID-1304377366,2,1
BZID-1304542013,3,5
BZID-1304354605,4,5
BZID-1304435929,14,5
BZID-1304401198,10,3
BZID-1304438490,1,4
BZID-1304458795,10,4
BZID-1304430084,2,5
BZID-1304418654,3,5
BZID-1304462170,28,4
BZID-1304456505,6,5
BZID-1304438118,82,5
BZID-1304411677,8,4
BZID-1304450398,1,5
BZID-1304410901,3,4
BZID-1304400909,86,5
BZID-1304388097,17,3
BZID-1304376322,4,4
BZID-1304367646,4,5
BZID-1304546138,14,5
BZID-1304548243,1,5
BZID-1304547903,1,5
BZID-1304548061,47,3
BZID-1304548806,17,4
BZID-1304546017,18,5
BZID-1304604967,5,5
BZID-1304416504,1,5
BZID-1304560139,10,4
BZID-1304551094,10,3
BZID-1304370050,5,4
BZID-1304539569,2,5
BZID-1304538249,19,3
BZID-1304539906,2,5
BZID-1304542294,5,5
BZID-1304531084,4,3
BZID-1304550084,1,5
BZID-1304520898,10,3
BZID-1304505456,1,4
BZID-1304471826,21,2
BZID-1304421978,9,5
BZID-1304450005,1,5
BZID-1304414718,15,3
BZID-1304423662,5,3
BZID-1304435320,21,3
BZID-1304473374,1,5
BZID-1304421281,1,5
BZID-1304476532,10,3
BZID-1304420657,1,5
BZID-1304445294,2,3
BZID-1304438012,1,5
BZID-1304427445,10,4
BZID-1304447081,5,3
BZID-1304403607,2,4
BZID-1304405894,3,5
BZID-1304386833,5,3
BZID-1304375656,45,3
BZID-1304359725,2,5
BZID-1304363943,1,5
BZID-1304351891,15,4
BZID-1304607066,38,4
BZID-1304387061,1,5
BZID-1304595603,1,5
BZID-1304598705,6,3
BZID-1304406004,8,5
BZID-1304550047,5,3
BZID-1304552832,1,4
BZID-1304531061,3,5
BZID-1304505371,1,5
BZID-1304476701,1,5
BZID-1304479165,28,5
BZID-1304430416,3,3
BZID-1304413675,1,5
BZID-1304475395,1,5
BZID-1304408069,47,3
BZID-1304476656,1,5
BZID-1304445427,14,5
BZID-1304435274,29,3
BZID-1304424494,1,5
BZID-1304448346,3,5
BZID-1304423225,37,3
BZID-1304421414,1,1
BZID-1304411805,1,5
BZID-1304398333,3,5
BZID-1304396473,2,5
BZID-1304374801,6,4
BZID-1304375738,1,5
BZID-1304378218,4,3
BZID-1304368885,38,3
BZID-1304368829,5,4
BZID-1304358188,6,3
BZID-1304359468,11,5
BZID-1304365119,7,4
BZID-1304354476,7,5
BZID-1304357147,47,3
BZID-1304357362,2,5
BZID-1304356928,1,5
BZID-1304596865,6,5
BZID-1304595396,33,3
BZID-1304425122,16,3
BZID-1304578413,2,4
BZID-1304576817,36,3
BZID-1304531056,1,5
BZID-1304451866,19,5
BZID-1304458057,6,2
BZID-1304475887,4,5
BZID-1304476010,10,3
BZID-1304478288,8,1
BZID-1304471295,3,5
BZID-1304449831,9,3
BZID-1304401459,4,5
BZID-1304469136,5,3
BZID-1304448703,5,5
BZID-1304447281,6,3
BZID-1304403715,14,4
BZID-1304441856,1,1
BZID-1304419929,24,5
BZID-1304415325,1,3
BZID-1304396293,1,5
BZID-1304374175,5,3
BZID-1304367370,7,3
BZID-1304367525,10,5
BZID-1304361614,23,5
BZID-1304361626,110,3
BZID-1304372265,1,5
BZID-1304370465,19,3
BZID-1304603282,3,5
BZID-1304606403,2,2
BZID-1304607053,1,5
BZID-1304608347,3,5
BZID-1304546926,2,5
BZID-1304547054,1,5
BZID-1304477003,2,5
BZID-1304444151,1,2
BZID-1304427416,4,3
BZID-1304464845,15,3
BZID-1304452523,144,3
BZID-1304431322,4,3
BZID-1304409312,3,2
BZID-1304400990,1,5
BZID-1304416004,38,5
BZID-1304443346,101,4
BZID-1304480197,1,4
BZID-1304427187,3,4
BZID-1304419191,5,3
BZID-1304416889,1,4
BZID-1304472112,10,3
BZID-1304434674,10,3
BZID-1304407867,1,2
BZID-1304436603,23,5
BZID-1304472278,21,5
BZID-1304409722,1,5
BZID-1304391814,4,5
BZID-1304375790,1,5
BZID-1304377728,4,5
BZID-1304366841,1,5
BZID-1304367988,3,1
BZID-1304361839,5,3
BZID-1304353008,20,5
BZID-1304605053,2,5
BZID-1304603334,3,1
BZID-1304596246,6,5
BZID-1304596637,28,3
BZID-1304377253,1,5
BZID-1304598950,1,1
BZID-1304601083,1,5
BZID-1304563978,1,5
BZID-1304463490,2,3
BZID-1304450056,8,4
BZID-1304477083,1,5
BZID-1304447008,1,5
BZID-1304461050,3,4
BZID-1304408953,5,4
BZID-1304472224,4,5
BZID-1304413485,1,5
BZID-1304421007,1,5
BZID-1304472155,1,5
BZID-1304401388,37,4
BZID-1304437574,26,4
BZID-1304467521,2,5
BZID-1304433949,5,5
BZID-1304477904,6,5
BZID-1304472741,17,3
BZID-1304415056,9,5
BZID-1304459527,1,5
BZID-1304398127,1,2
BZID-1304381966,7,3
BZID-1304382004,7,4
BZID-1304384969,2,5
BZID-1304380027,28,4
BZID-1304385761,6,2
BZID-1304365366,3,4
BZID-1304459378,2,1
BZID-1304605276,3,5
BZID-1304609391,1,5
BZID-1304353653,65,5
BZID-1304600990,1,5
BZID-1304605711,4,5
BZID-1304440566,2,5
BZID-1304474379,20,5
BZID-1304463109,5,3
BZID-1304427555,7,5
BZID-1304424805,1,4
BZID-1304452596,53,5
BZID-1304402337,8,5
BZID-1304410717,36,3
BZID-1304430929,15,3
BZID-1304400924,3,5
BZID-1304464544,14,4
BZID-1304428132,56,4
BZID-1304475286,1,5
BZID-1304451179,1,5
BZID-1304472542,6,3
BZID-1304476233,3,5
BZID-1304465449,3,5
BZID-1304394949,2,3
BZID-1304381080,6,5
BZID-1304367645,6,5
BZID-1304362437,18,3
BZID-1304350143,1,5
BZID-1304353710,2,1
BZID-1304354011,17,2
BZID-1304421347,2,5
BZID-1304608296,2,5
BZID-1304598415,15,3
BZID-1304598835,4,3
BZID-1304600182,21,3
BZID-1304590736,5,4
BZID-1304574945,8,4
BZID-1304557275,6,4
BZID-1304384915,1,5
BZID-1304401674,98,3
BZID-1304455779,4,3
BZID-1304478504,8,5
BZID-1304419390,25,4
BZID-1304440313,5,5
BZID-1304472470,4,5
BZID-1304467056,2,5
BZID-1304461020,24,3
BZID-1304422130,2,3
BZID-1304472679,12,3
BZID-1304465415,3,5
BZID-1304391618,1,5
BZID-1304412027,2,1
BZID-1304432910,48,5
BZID-1304413633,1,1
BZID-1304474330,2,3
BZID-1304421998,4,5
BZID-1304435621,16,5
BZID-1304474706,29,5
BZID-1304402123,9,4
BZID-1304424816,2,5
BZID-1304444320,27,5
BZID-1304399442,6,5
BZID-1304435167,52,5
BZID-1304479253,1,5
BZID-1304423438,5,3
BZID-1304432631,2,5
BZID-1304393497,2,5
BZID-1304383766,1,5
BZID-1304386376,1,1
BZID-1304389944,60,5
BZID-1304377337,98,3
BZID-1304377880,55,3
BZID-1304380570,3,5
BZID-1304358428,1,1
BZID-1304360518,5,5
BZID-1304361740,54,4
BZID-1304362109,35,4
BZID-1304364807,59,3
BZID-1304365059,13,5
BZID-1304364572,12,5
BZID-1304361468,11,4
BZID-1304349705,2,3
BZID-1304356037,10,3
BZID-1304609109,16,4
BZID-1304608961,15,2
BZID-1304596759,1,4
BZID-1304565190,1,5
BZID-1304555498,1,5
BZID-1304556569,10,2
BZID-1304550362,3,5
BZID-1304413903,2,1
BZID-1304456271,1,5
BZID-1304478767,42,4
BZID-1304415135,5,3
BZID-1304464218,6,5
BZID-1304469101,1,5
BZID-1304444640,1,5
BZID-1304408636,3,5
BZID-1304455958,5,3
BZID-1304458269,14,4
BZID-1304396019,1,5
BZID-1304398193,4,3
BZID-1304376006,2,5
BZID-1304374011,1,5
BZID-1304357396,1,5
BZID-1304362264,12,3
BZID-1304361556,1,5
BZID-1304364709,35,3
BZID-1304352568,26,4
BZID-1304353412,6,5
BZID-1304604790,1,5
BZID-1304608300,1,5
BZID-1304597252,1,1
BZID-1304364164,1,5
BZID-1304589157,1,1
BZID-1304560931,2,5
BZID-1304565123,11,4
BZID-1304547445,2,5
BZID-1304547447,1,5
BZID-1304609709,27,3
BZID-1304548215,1,2
BZID-1304548095,3,3
BZID-1304392871,6,5
BZID-1304393971,3,4
BZID-1304551650,43,3
BZID-1304550772,1,1
BZID-1304552107,7,5
BZID-1304388188,5,5
BZID-1304540566,2,5
BZID-1304543127,5,3
BZID-1304404832,6,5
BZID-1304517799,5,3
BZID-1304605715,1,5
BZID-1304353429,1,5
BZID-1304439596,3,5
BZID-1304398723,19,5
BZID-1304416132,2,5
BZID-1304441463,1,1
BZID-1304449006,32,4
BZID-1304463938,20,5
BZID-1304471242,8,3
BZID-1304470780,20,5
BZID-1304438827,28,4
BZID-1304411303,2,5
BZID-1304415389,15,4
BZID-1304430644,52,4
BZID-1304385177,23,5
BZID-1304386091,1,5
BZID-1304379763,3,4
BZID-1304381896,1,5
BZID-1304370359,1,4
BZID-1304364985,15,5
BZID-1304350574,5,5
BZID-1304352290,30,5
BZID-1304353540,13,4
BZID-1304370904,8,4
BZID-1304578478,9,4
BZID-1304596133,2,2
BZID-1304566505,4,5
BZID-1304373909,1,1
BZID-1304595462,10,3
BZID-1304364801,1,1
BZID-1304449469,2,5
BZID-1304538338,1,5
BZID-1304538325,2,4
BZID-1304547027,4,5
BZID-1304545358,8,5
BZID-1304590723,38,5
BZID-1304448018,3,5
BZID-1304479298,4,5
BZID-1304420843,5,1
BZID-1304458017,1,5
BZID-1304402233,2,5
BZID-1304407233,1,4
BZID-1304450799,1,4
BZID-1304426614,12,4
BZID-1304471246,1,5
BZID-1304465373,27,5
BZID-1304423341,1,5
BZID-1304471698,7,4
BZID-1304469998,1,1
BZID-1304434939,2,5
BZID-1304402151,1,5
BZID-1304459868,22,5
BZID-1304402465,2,3
BZID-1304406329,1,1
BZID-1304390276,3,5
BZID-1304396666,1,5
BZID-1304375191,50,5
BZID-1304376879,4,4
BZID-1304376230,29,5
BZID-1304376750,1,5
BZID-1304367321,10,3
BZID-1304372487,3,3
BZID-1304354548,27,5
BZID-1304460250,6,5
BZID-1304605968,10,3
BZID-1304596320,36,5
BZID-1304597909,1,5
BZID-1304594934,1,5
BZID-1304563644,7,5
BZID-1304562571,3,5
BZID-1304569700,1,5
BZID-1304459803,4,1
BZID-1304417188,12,5
BZID-1304472298,2,5
BZID-1304436049,2,4
BZID-1304423135,8,3
BZID-1304427006,5,4
BZID-1304407937,1,4
BZID-1304446242,4,5
BZID-1304421615,2,5
BZID-1304418244,2,5
BZID-1304449668,5,5
BZID-1304412114,7,3
BZID-1304464139,1,5
BZID-1304391263,5,4
BZID-1304392586,1,5
BZID-1304384460,131,3
BZID-1304388008,7,5
BZID-1304457118,2,5
BZID-1304363459,1,5
BZID-1304364080,1,5
BZID-1304372480,9,5
BZID-1304360857,40,5
BZID-1304381101,5,3
BZID-1304356289,110,3
BZID-1304353134,1,4
BZID-1304596017,9,5
BZID-1304354620,1,4
BZID-1304599512,4,5
BZID-1304590767,53,3
BZID-1304594748,2,5
BZID-1304564115,1,1
BZID-1304566111,9,4
BZID-1304548132,3,2
BZID-1304538492,2,5
BZID-1304369454,8,4
BZID-1304459084,2,5
BZID-1304407927,7,5
BZID-1304467148,12,3
BZID-1304479235,1,5
BZID-1304463538,13,5
BZID-1304430155,6,3
BZID-1304449861,20,5
BZID-1304425304,50,3
BZID-1304450499,1,5
BZID-1304457899,20,1
BZID-1304409040,6,5
BZID-1304418298,21,5
BZID-1304438218,70,5
BZID-1304431032,4,3
BZID-1304393753,2,5
BZID-1304395988,7,4
BZID-1304383884,10,3
BZID-1304373885,5,3
BZID-1304391435,8,5
BZID-1304366485,1,5
BZID-1304357708,4,4
BZID-1304357501,10,3
BZID-1304360851,9,3
BZID-1304361264,16,3
BZID-1304362350,1,5
BZID-1304609261,4,4
BZID-1304607326,1,3
BZID-1304600235,19,3
BZID-1304354537,21,3
BZID-1304563626,1,5
BZID-1304563441,1,1
BZID-1304595244,229,3
BZID-1304567534,6,5
BZID-1304574863,1,5
BZID-1304444509,1,5
BZID-1304474814,6,2
BZID-1304413575,3,5
BZID-1304442857,1,4
BZID-1304459517,4,5
BZID-1304438928,13,3
BZID-1304429630,3,5
BZID-1304445946,7,5
BZID-1304431681,2,5
BZID-1304467174,2,5
BZID-1304405586,39,5
BZID-1304397600,1,5
BZID-1304388624,1,5
BZID-1304379159,1,3
BZID-1304372466,27,5
BZID-1304355218,1,5
BZID-1304606315,12,3
BZID-1304606742,2,4
BZID-1304609372,5,5
BZID-1304596732,1,4
BZID-1304598060,1,5
BZID-1304395834,1,1
BZID-1304600249,6,5
BZID-1304604728,12,5
BZID-1304578324,1,5
BZID-1304605355,45,3
BZID-1304577442,1,5
BZID-1304594875,6,5
BZID-1304401920,1,4
BZID-1304466410,29,3
BZID-1304400650,1,5
BZID-1304402418,18,5
BZID-1304473690,2,4
BZID-1304476806,24,3
BZID-1304400601,6,5
BZID-1304451315,1,5
BZID-1304440800,261,3
BZID-1304411276,6,5
BZID-1304471234,3,5
BZID-1304478383,1,5
BZID-1304471076,7,4
BZID-1304409949,1,5
BZID-1304470723,10,4
BZID-1304440196,1,4
BZID-1304390803,54,5
BZID-1304387647,4,5
BZID-1304389447,4,3
BZID-1304449538,3,4
BZID-1304354559,3,4
BZID-1304355941,11,4
BZID-1304606288,1,5
BZID-1304606145,1,5
BZID-1304605874,1,1
BZID-1304605282,25,4
BZID-1304608791,8,5
BZID-1304356658,8,3
BZID-1304385178,1,5
BZID-1304431701,37,5
BZID-1304475250,5,5
BZID-1304409578,1,5
BZID-1304480080,10,2
BZID-1304431330,1,5
BZID-1304424039,1,5
BZID-1304402197,3,5
BZID-1304404541,32,4
BZID-1304405495,3,5
BZID-1304374848,3,5
BZID-1304374465,8,4
BZID-1304378281,1,5
BZID-1304388174,22,5
BZID-1304365209,5,3
BZID-1304365338,15,4
BZID-1304364059,2,5
BZID-1304390329,2,5
BZID-1304356035,5,4
BZID-1304356020,6,5
BZID-1304597034,3,2
BZID-1304420638,4,4
BZID-1304469920,8,5
BZID-1304421802,8,5
BZID-1304436045,31,4
BZID-1304467045,32,5
BZID-1304417368,18,1
BZID-1304477693,2,5
BZID-1304432213,7,5
BZID-1304456567,16,4
BZID-1304464446,7,4
BZID-1304466689,1,5
BZID-1304422533,1,5
BZID-1304472562,1,4
BZID-1304478891,2,5
BZID-1304435482,6,5
BZID-1304431292,10,3
BZID-1304470066,3,5
BZID-1304409608,5,3
BZID-1304408862,7,5
BZID-1304431003,11,5
BZID-1304431027,41,5
BZID-1304403025,22,3
BZID-1304393527,6,4
BZID-1304395841,1,5
BZID-1304387481,15,3
BZID-1304376323,5,4
BZID-1304380554,21,4
BZID-1304365879,1,1
BZID-1304359179,3,4
BZID-1304350605,1,5
BZID-1304349394,6,5
BZID-1304354526,1,5
BZID-1304354622,5,4
BZID-1304596423,12,5
BZID-1304596220,13,5
BZID-1304598309,19,3
BZID-1304599397,1,4
BZID-1304575354,10,4
BZID-1304578355,1,5
BZID-1304381627,1,5
BZID-1304556334,5,3
BZID-1304350075,2,5
BZID-1304545832,1,5
BZID-1304549151,5,3
BZID-1304549785,1,5
BZID-1304465331,2,5
BZID-1304375371,12,5
BZID-1304548799,1,5
BZID-1304553075,5,3
BZID-1304553619,7,3
BZID-1304596450,2,5
BZID-1304548326,11,3
BZID-1304540391,14,4
BZID-1304540295,3,5
BZID-1304542800,2,5
BZID-1304545191,1,1
BZID-1304475315,37,5
BZID-1304378145,5,5
BZID-1304450008,1,1
BZID-1304469421,1,5
BZID-1304461743,9,5
BZID-1304398693,89,4
BZID-1304461333,2,5
BZID-1304478646,9,1
BZID-1304479170,1,5
BZID-1304426677,10,5
BZID-1304440537,20,5
BZID-1304403794,1,5
BZID-1304479164,1,5
BZID-1304435711,1,1
BZID-1304459935,2,5
BZID-1304423363,28,4
BZID-1304408006,1,5
BZID-1304383798,1,5
BZID-1304398105,4,5
BZID-1304405402,1,5
BZID-1304368279,6,3
BZID-1304363178,1,1
BZID-1304362023,1,5
BZID-1304351426,171,3
BZID-1304603437,2,5
BZID-1304608973,4,5
BZID-1304596960,13,5
BZID-1304598471,25,5
BZID-1304595466,2,5
BZID-1304597390,3,5
BZID-1304597729,39,3
BZID-1304590772,13,4
BZID-1304590342,2,1
BZID-1304557067,5,3
BZID-1304555141,2,5
BZID-1304545842,25,5
BZID-1304545843,7,5
BZID-1304541025,16,3
BZID-1304424298,5,5
BZID-1304460686,11,3
BZID-1304450940,1,5
BZID-1304432006,10,4
BZID-1304438775,6,5
BZID-1304416263,48,5
BZID-1304448151,4,5
BZID-1304421709,37,4
BZID-1304473714,2,5
BZID-1304411816,2,4
BZID-1304471286,26,4
BZID-1304463913,34,5
BZID-1304446586,3,3
BZID-1304401484,5,2
BZID-1304413116,4,4
BZID-1304457368,4,2
BZID-1304474486,3,4
BZID-1304405938,9,5
BZID-1304394141,2,5
BZID-1304382032,1,5
BZID-1304397209,9,1
BZID-1304375232,3,2
BZID-1304376648,12,5
BZID-1304378815,4,4
BZID-1304365952,1,3
BZID-1304529765,4,3
BZID-1304439261,3,5
BZID-1304445219,15,5
BZID-1304417543,10,3
BZID-1304398939,2,4
BZID-1304478920,2,5
BZID-1304422428,1,5
BZID-1304398409,1,5
BZID-1304450468,27,4
BZID-1304462627,1,5
BZID-1304458472,3,5
BZID-1304424449,15,5
BZID-1304422828,5,5
BZID-1304475291,14,5
BZID-1304476186,16,3
BZID-1304419385,1,5
BZID-1304432689,8,5
BZID-1304439018,3,4
BZID-1304479948,24,3
BZID-1304442802,4,5
BZID-1304405439,1,5
BZID-1304394686,35,5
BZID-1304379708,6,3
BZID-1304367458,1,4
BZID-1304414126,5,4
BZID-1304371871,5,5
BZID-1304358487,9,3
BZID-1304358619,2,5
BZID-1304349216,2,5
BZID-1304606067,1,5
BZID-1304598495,1,5
BZID-1304598607,4,3
BZID-1304600461,9,5
BZID-1304577570,4,5
BZID-1304576850,21,5
BZID-1304350901,19,2
BZID-1304464701,3,2
BZID-1304428116,4,5
BZID-1304429446,5,3
BZID-1304470477,1,5
BZID-1304461375,1,5
BZID-1304421336,1,1
BZID-1304426690,1,5
BZID-1304472357,1,5
BZID-1304408823,1,5
BZID-1304432915,1,5
BZID-1304426471,3,3
BZID-1304479643,13,5
BZID-1304395051,11,3
BZID-1304403250,10,3
BZID-1304379264,13,3
BZID-1304371168,14,5
BZID-1304372017,24,5
BZID-1304371932,1,1
BZID-1304604866,2,3
BZID-1304603292,14,4
BZID-1304435738,11,5
BZID-1304596541,21,2
BZID-1304362991,13,3
BZID-1304597409,1,1
BZID-1304599410,5,2
BZID-1304574893,17,5
BZID-1304574667,2,5
BZID-1304565222,9,3
BZID-1304556549,15,4
BZID-1304471440,3,3
BZID-1304463748,10,3
BZID-1304467779,1,5
BZID-1304474704,1,4
BZID-1304472421,1,1
BZID-1304477982,1,1
BZID-1304453968,1,5
BZID-1304449128,151,3
BZID-1304422284,1,5
BZID-1304431171,4,5
BZID-1304463304,1,5
BZID-1304408939,1,4
BZID-1304406143,8,4
BZID-1304405371,11,3
BZID-1304390164,12,5
BZID-1304383955,2,5
BZID-1304382461,7,5
BZID-1304377294,5,3
BZID-1304377578,2,5
BZID-1304371923,1,5
BZID-1304357567,15,2
BZID-1304364569,44,5
BZID-1304363881,13,3
BZID-1304354160,2,3
BZID-1304610931,32,5
BZID-1304598077,1,1
BZID-1304597459,1,5
BZID-1304597403,1,5
BZID-1304610397,1,1
BZID-1304600806,1,5
BZID-1304418581,3,5
BZID-1304576622,1,4
BZID-1304568741,1,1
BZID-1304407760,1,5
BZID-1304412408,16,5
BZID-1304448551,48,5
BZID-1304416134,2,5
BZID-1304399135,2,4
BZID-1304463356,3,5
BZID-1304419827,2,5
BZID-1304461526,7,4
BZID-1304456504,5,4
BZID-1304464177,1,5
BZID-1304406420,2,5
BZID-1304404580,55,5
BZID-1304397231,12,3
BZID-1304423817,16,5
BZID-1304375988,3,5
BZID-1304402137,5,5
BZID-1304358671,2,4
BZID-1304363239,3,5
BZID-1304350721,14,5
BZID-1304605559,3,5
BZID-1304609140,7,5
BZID-1304609539,1,5
BZID-1304598340,1,1
BZID-1304597813,3,4
BZID-1304554920,15,2
BZID-1304561680,1,3
BZID-1304530882,1,1
BZID-1304400005,22,4
BZID-1304417966,6,3
BZID-1304410609,8,4
BZID-1304427671,1,5
BZID-1304408044,1,5
BZID-1304411558,45,2
BZID-1304435086,2,5
BZID-1304437950,2,5
BZID-1304451068,2,5
BZID-1304425355,1,5
BZID-1304431195,4,5
BZID-1304469972,59,5
BZID-1304418468,7,5
BZID-1304421070,18,5
BZID-1304419615,1,1
BZID-1304467967,2,5
BZID-1304466317,11,3
BZID-1304406475,1,5
BZID-1304396574,30,4
BZID-1304384467,8,5
BZID-1304379771,1,5
BZID-1304365583,9,2
BZID-1304369529,1,5
BZID-1304380456,7,5
BZID-1304374262,1,5
BZID-1304353968,7,4
BZID-1304595113,1,1
BZID-1304597736,3,4
BZID-1304590618,5,3
BZID-1304576562,16,5
BZID-1304563234,3,5
BZID-1304558954,28,5
BZID-1304553472,5,3
BZID-1304472543,3,4
BZID-1304465761,1,5
BZID-1304403909,1,4
BZID-1304408453,1,5
BZID-1304424556,7,1
BZID-1304458754,2,5
BZID-1304411149,6,5
BZID-1304477460,26,5
BZID-1304419549,1,5
BZID-1304382856,1,5
BZID-1304374732,24,5
BZID-1304376965,5,3
BZID-1304373361,16,5
BZID-1304372735,18,3
BZID-1304357893,28,5
BZID-1304362243,2,5
BZID-1304375645,1,1
BZID-1304349596,5,4
BZID-1304360590,3,2
BZID-1304610430,32,5
BZID-1304384148,1,5
BZID-1304546490,2,1
BZID-1304549696,1,4
BZID-1304549886,1,5
BZID-1304549553,1,5
BZID-1304551595,4,1
BZID-1304551615,1,5
BZID-1304364777,1,5
BZID-1304553771,1,1
BZID-1304605848,4,2
BZID-1304423391,17,5
BZID-1304418373,8,5
BZID-1304436013,9,5
BZID-1304472869,132,5
BZID-1304545499,2,4
BZID-1304545517,2,5
BZID-1304545491,5,3
BZID-1304517841,3,4
BZID-1304550041,16,3
BZID-1304541626,5,3
BZID-1304609901,4,5
BZID-1304548847,2,5
BZID-1304405253,15,5
BZID-1304480052,4,1
BZID-1304420461,2,5
BZID-1304427396,16,5
BZID-1304479418,5,4
BZID-1304451326,3,5
BZID-1304464563,13,3
BZID-1304448218,36,5
BZID-1304402829,1,5
BZID-1304394027,2,5
BZID-1304393862,3,2
BZID-1304393044,46,5
BZID-1304385746,5,5
BZID-1304389260,7,5
BZID-1304383644,1,5
BZID-1304350746,6,4
BZID-1304349321,1,4
BZID-1304351939,9,1
BZID-1304354886,20,3
BZID-1304353387,2,3
BZID-1304607004,74,4
BZID-1304606773,1,5
BZID-1304554846,1,5
BZID-1304554874,22,3
BZID-1304560013,1,5
BZID-1304607449,1,5
BZID-1304444736,1,5
BZID-1304549478,1,5
BZID-1304550925,5,5
BZID-1304401169,1,5
BZID-1304537747,5,3
BZID-1304517777,5,3
BZID-1304520939,3,4
BZID-1304529711,1,1
BZID-1304451076,3,1
BZID-1304470429,1,5
BZID-1304427170,28,2
BZID-1304407761,5,3
BZID-1304464982,1,4
BZID-1304400486,5,3
BZID-1304426328,20,3
BZID-1304470242,2,5
BZID-1304413437,5,3
BZID-1304445317,18,2
BZID-1304463711,10,3
BZID-1304476637,28,5
BZID-1304439116,3,5
BZID-1304427870,1,5
BZID-1304431730,2,5
BZID-1304443517,3,1
BZID-1304425067,249,3
BZID-1304391274,3,2
BZID-1304393905,9,5
BZID-1304387699,5,3
BZID-1304387023,39,3
BZID-1304351151,4,4
BZID-1304353186,1,1
BZID-1304355253,6,4
BZID-1304389774,15,3
BZID-1304357266,8,4
BZID-1304551018,1,5
BZID-1304551446,11,3
BZID-1304548356,1,1
BZID-1304575277,2,4
BZID-1304552395,1,5
BZID-1304538805,1,5
BZID-1304596514,8,3
BZID-1304540216,1,5
BZID-1304539530,3,3
BZID-1304352542,26,5
BZID-1304577847,6,3
BZID-1304356869,2,5
BZID-1304462069,124,3
BZID-1304413999,6,5
BZID-1304419319,1,5
BZID-1304411573,2,5
BZID-1304461928,1,1
BZID-1304392294,10,3
BZID-1304590384,3,5
BZID-1304597880,6,4
BZID-1304467760,3,5
BZID-1304425596,65,5
BZID-1304430145,2,5
BZID-1304474946,138,3
BZID-1304434955,1,5
BZID-1304467237,1,5
BZID-1304478270,1,5
BZID-1304462938,66,3
BZID-1304438550,2,2
BZID-1304423831,1,5
BZID-1304413882,40,5
BZID-1304475067,1,1
BZID-1304455917,4,5
BZID-1304472021,1,5
BZID-1304460742,13,5
BZID-1304439610,6,5
BZID-1304476216,1,1
BZID-1304464831,4,5
BZID-1304418197,1,5
BZID-1304412134,1,5
BZID-1304386040,2,5
BZID-1304384004,62,3
BZID-1304388839,6,3
BZID-1304374431,1,5
BZID-1304376415,11,5
BZID-1304377999,35,5
BZID-1304380778,4,5
BZID-1304370134,17,3
BZID-1304372681,1,5
BZID-1304357740,2,3
BZID-1304405655,6,5
BZID-1304350552,1,1
BZID-1304460290,10,3
BZID-1304355622,1,5
BZID-1304611153,1,5
BZID-1304371693,1,4
BZID-1304594818,3,5
BZID-1304594909,1,5
BZID-1304577294,11,2
BZID-1304567710,1,4
BZID-1304596988,1,5
BZID-1304559379,10,4
BZID-1304560224,10,3
BZID-1304541602,1,5
BZID-1304541192,1,4
BZID-1304517859,1,5
BZID-1304469147,1,5
BZID-1304449761,166,3
BZID-1304434636,21,3
BZID-1304400437,16,3
BZID-1304463654,2,5
BZID-1304465333,2,5
BZID-1304469709,173,3
BZID-1304428965,21,3
BZID-1304465773,5,5
BZID-1304425410,6,5
BZID-1304437288,3,5
BZID-1304376093,6,5
BZID-1304400934,5,5
BZID-1304370442,2,5
BZID-1304359594,3,4
BZID-1304360285,34,5
BZID-1304351748,22,3
BZID-1304356820,1,4
BZID-1304611001,5,3
BZID-1304597789,65,5
BZID-1304590432,6,3
BZID-1304568339,5,3
