businessid,rating_cnt,avg_rating
BZID-1304381200,14,5
BZID-1304429767,10,5
BZID-1304410457,8,4
BZID-1304471490,7,5
BZID-1304416800,10,3
BZID-1304465963,22,5
BZID-1304419492,1,4
BZID-1304429799,14,1
BZID-1304413857,4,3
BZID-1304406870,5,5
BZID-1304456685,3,5
BZID-1304440364,60,3
BZID-1304426549,11,2
BZID-1304403823,58,5
BZID-1304410248,6,3
BZID-1304446433,14,4
BZID-1304449891,3,2
BZID-1304413271,4,5
BZID-1304410190,2,5
BZID-1304474208,7,2
BZID-1304469436,2,5
BZID-1304400093,1,5
BZID-1304417573,47,5
BZID-1304394585,1,1
BZID-1304396828,5,5
BZID-1304382534,2,5
BZID-1304388701,1,5
BZID-1304381337,1,5
BZID-1304380530,19,5
BZID-1304368847,2,4
BZID-1304365800,4,5
BZID-1304371723,27,5
BZID-1304372236,4,5
BZID-1304358431,33,4
BZID-1304421392,1,5
BZID-1304362320,6,5
BZID-1304364376,9,4
BZID-1304355148,2,5
BZID-1304355681,1,5
BZID-1304604934,5,4
BZID-1304608718,3,5
BZID-1304569812,9,5
BZID-1304558950,9,5
BZID-1304468735,16,5
BZID-1304476975,1,5
BZID-1304460761,1,5
BZID-1304469458,2,5
BZID-1304479185,23,5
BZID-1304425062,13,1
BZID-1304460470,18,5
BZID-1304474810,1,1
BZID-1304429248,1,4
BZID-1304409010,1,4
BZID-1304478493,2,3
BZID-1304442510,2,5
BZID-1304463718,17,5
BZID-1304466466,1,5
BZID-1304474676,55,2
BZID-1304466935,14,5
BZID-1304396661,6,5
BZID-1304382371,3,4
BZID-1304385186,9,4
BZID-1304388150,2,3
BZID-1304367526,26,3
BZID-1304362999,2,5
BZID-1304361604,1,5
BZID-1304469906,1,4
BZID-1304353126,1,5
BZID-1304577735,17,4
BZID-1304577010,19,5
BZID-1304443654,19,4
BZID-1304457417,84,4
BZID-1304435550,2,5
BZID-1304458979,1,5
BZID-1304422621,1,1
BZID-1304409153,52,3
BZID-1304479851,2,5
BZID-1304473316,1,4
BZID-1304392718,1,5
BZID-1304393710,3,5
BZID-1304371469,1,5
BZID-1304373523,33,3
BZID-1304350671,1,5
BZID-1304471367,3,5
BZID-1304356788,2,5
BZID-1304605998,14,4
BZID-1304605840,25,5
BZID-1304606564,7,3
BZID-1304609121,5,5
BZID-1304355985,2,5
BZID-1304396020,76,3
BZID-1304567455,7,5
BZID-1304554950,4,2
BZID-1304476601,1,5
BZID-1304461668,2,5
BZID-1304447509,5,3
BZID-1304432668,19,4
BZID-1304429578,16,4
BZID-1304415884,24,3
BZID-1304460798,7,5
BZID-1304418736,36,5
BZID-1304427321,1,3
BZID-1304447036,3,5
BZID-1304462178,20,2
BZID-1304448398,15,5
BZID-1304464839,3,5
BZID-1304471946,4,5
BZID-1304414069,7,5
BZID-1304423597,1,5
BZID-1304428790,8,4
BZID-1304464762,20,5
BZID-1304407393,3,3
BZID-1304385206,8,5
BZID-1304378803,5,5
BZID-1304381808,1,1
BZID-1304367460,10,2
BZID-1304368613,1,5
BZID-1304370605,1,5
BZID-1304385099,2,5
BZID-1304350714,5,1
BZID-1304356914,1,5
BZID-1304351116,6,4
BZID-1304351769,1,5
BZID-1304380521,5,3
BZID-1304595615,3,5
BZID-1304598075,1,5
BZID-1304355610,5,3
BZID-1304350933,57,3
BZID-1304578347,12,5
BZID-1304554297,4,4
BZID-1304425144,3,2
BZID-1304418737,4,5
BZID-1304426752,11,3
BZID-1304474596,1,5
BZID-1304431954,18,5
BZID-1304454719,3,5
BZID-1304425452,117,3
BZID-1304449187,1,5
BZID-1304418162,3,5
BZID-1304475413,12,5
BZID-1304368467,3,1
BZID-1304370720,4,5
BZID-1304371688,1,5
BZID-1304361204,11,5
BZID-1304358390,1,5
BZID-1304355779,1,5
BZID-1304356211,37,5
BZID-1304604893,2,4
BZID-1304595288,2,5
BZID-1304361678,35,5
BZID-1304600437,23,5
BZID-1304410470,1,5
BZID-1304564056,20,4
BZID-1304569548,48,3
BZID-1304556762,1,5
BZID-1304460166,2,5
BZID-1304547930,5,3
BZID-1304551017,6,5
BZID-1304560249,17,4
BZID-1304549174,8,4
BZID-1304550103,1,5
BZID-1304550104,2,4
BZID-1304557241,6,4
BZID-1304553894,2,5
BZID-1304434360,4,4
BZID-1304408921,1,5
BZID-1304547882,1,4
BZID-1304550806,1,2
BZID-1304475992,1,1
BZID-1304595618,8,3
BZID-1304407325,3,5
BZID-1304415016,2,5
BZID-1304431827,1,5
BZID-1304419430,4,5
BZID-1304441997,5,5
BZID-1304456607,1,5
BZID-1304463125,6,5
BZID-1304442944,1,2
BZID-1304434575,15,5
BZID-1304477506,1,5
BZID-1304452933,4,5
BZID-1304419507,17,4
BZID-1304415311,16,2
BZID-1304464012,17,4
BZID-1304403326,2,5
BZID-1304414856,2,2
BZID-1304397408,1,5
BZID-1304403861,1,1
BZID-1304388264,7,5
BZID-1304379624,16,4
BZID-1304378256,1,5
BZID-1304365796,37,4
BZID-1304362785,5,3
BZID-1304363451,6,5
BZID-1304363526,1,4
BZID-1304594994,8,2
BZID-1304353391,3,4
BZID-1304607490,5,3
BZID-1304420197,17,5
BZID-1304580578,2,5
BZID-1304557546,1,1
BZID-1304546856,1,5
BZID-1304606310,9,5
BZID-1304354361,31,3
BZID-1304554502,1,4
BZID-1304548830,1,5
BZID-1304424310,1,5
BZID-1304550746,20,4
BZID-1304425200,1,1
BZID-1304539363,4,3
BZID-1304539298,1,1
BZID-1304537773,2,5
BZID-1304538546,5,3
BZID-1304538564,8,4
BZID-1304545387,7,5
BZID-1304544160,1,4
BZID-1304531107,1,5
BZID-1304376652,7,4
BZID-1304541028,2,3
BZID-1304508778,1,5
BZID-1304403862,28,5
BZID-1304419246,100,3
BZID-1304594739,8,5
BZID-1304477682,2,5
BZID-1304419605,1,1
BZID-1304407842,26,5
BZID-1304398756,53,5
BZID-1304477795,1,5
BZID-1304401935,2,5
BZID-1304444643,1,1
BZID-1304463679,17,5
BZID-1304438194,18,5
BZID-1304471729,1,5
BZID-1304424873,1,5
BZID-1304431251,4,5
BZID-1304470833,1,5
BZID-1304467952,2,1
BZID-1304421525,5,3
BZID-1304420545,11,5
BZID-1304434035,3,3
BZID-1304433010,13,4
BZID-1304464613,1,4
BZID-1304434967,6,3
BZID-1304471183,1,5
BZID-1304473326,44,3
BZID-1304400962,2,3
BZID-1304383276,1,5
BZID-1304374156,3,5
BZID-1304471509,1,4
BZID-1304381675,1,5
BZID-1304367784,28,3
BZID-1304370007,72,5
BZID-1304372561,2,4
BZID-1304365437,42,3
BZID-1304353469,5,5
BZID-1304479143,5,3
BZID-1304606187,2,5
BZID-1304609906,45,3
BZID-1304597603,62,3
BZID-1304577770,18,4
BZID-1304574882,4,4
BZID-1304570232,2,5
BZID-1304558527,1,5
BZID-1304552838,5,3
BZID-1304539371,4,5
BZID-1304448475,2,5
BZID-1304426483,1,4
BZID-1304470517,3,5
BZID-1304427165,17,4
BZID-1304423111,1,5
BZID-1304446325,3,1
BZID-1304401931,5,3
BZID-1304424146,1,5
BZID-1304464282,1,5
BZID-1304429122,6,5
BZID-1304441598,2,5
BZID-1304476267,13,5
BZID-1304428976,18,5
BZID-1304449157,32,5
BZID-1304603249,11,4
BZID-1304610103,1,1
BZID-1304609969,1,5
BZID-1304596207,2,4
BZID-1304607281,6,5
BZID-1304598489,7,5
BZID-1304438272,18,3
BZID-1304578540,36,4
BZID-1304577559,38,5
BZID-1304425103,7,4
BZID-1304413871,3,5
BZID-1304447381,8,5
BZID-1304426038,4,4
BZID-1304424621,3,5
BZID-1304415555,2,5
BZID-1304424369,1,5
BZID-1304400798,15,3
BZID-1304457214,1,5
BZID-1304408552,1,4
BZID-1304450015,2,2
BZID-1304427720,5,3
BZID-1304416617,20,4
BZID-1304431953,12,4
BZID-1304459969,12,5
BZID-1304474188,34,5
BZID-1304475906,1,5
BZID-1304460757,5,4
BZID-1304476078,9,5
BZID-1304400274,5,3
BZID-1304471654,8,5
BZID-1304454739,2,5
BZID-1304452273,1,1
BZID-1304480250,6,2
BZID-1304403402,5,2
BZID-1304405564,1,5
BZID-1304383033,1,5
BZID-1304383825,2,5
BZID-1304387645,5,3
BZID-1304377808,5,3
BZID-1304379240,5,5
BZID-1304362315,3,2
BZID-1304353610,1,5
BZID-1304356136,3,5
BZID-1304606729,10,5
BZID-1304382015,25,3
BZID-1304605583,4,5
BZID-1304608573,1,4
BZID-1304607896,6,2
BZID-1304610157,7,5
BZID-1304609345,2,3
BZID-1304596534,1,5
BZID-1304605255,10,5
BZID-1304594926,1,5
BZID-1304574519,1,4
BZID-1304578533,3,3
BZID-1304362678,13,3
BZID-1304357652,26,5
BZID-1304600287,10,5
BZID-1304561790,1,3
BZID-1304561985,36,4
BZID-1304467199,1,1
BZID-1304434771,7,4
BZID-1304412107,4,5
BZID-1304469042,1,5
BZID-1304407700,16,5
BZID-1304419774,20,5
BZID-1304407832,1,5
BZID-1304416992,1,5
BZID-1304469883,18,4
BZID-1304419103,5,5
BZID-1304392207,2,1
BZID-1304396527,4,5
BZID-1304385265,28,4
BZID-1304384192,3,4
BZID-1304387362,14,5
BZID-1304380409,3,5
BZID-1304370148,16,4
BZID-1304358754,1,5
BZID-1304400194,2,1
BZID-1304392732,1,5
BZID-1304442202,1,5
BZID-1304362765,5,5
BZID-1304444214,6,3
BZID-1304608827,12,5
BZID-1304604928,12,5
BZID-1304563309,5,3
BZID-1304563322,13,3
BZID-1304415358,38,4
BZID-1304561764,8,5
BZID-1304560447,1,1
BZID-1304478253,3,5
BZID-1304460777,3,5
BZID-1304427050,1,5
BZID-1304412953,148,3
BZID-1304449782,8,5
BZID-1304414226,2,3
BZID-1304457690,2,5
BZID-1304468722,35,4
BZID-1304477388,4,5
BZID-1304444618,1,5
BZID-1304435993,1,5
BZID-1304428728,57,5
BZID-1304427896,18,5
BZID-1304437760,6,5
BZID-1304439938,5,4
BZID-1304467929,1,5
BZID-1304409631,2,3
BZID-1304479560,1,4
BZID-1304406113,1,4
BZID-1304398007,1,5
BZID-1304382157,1,1
BZID-1304423002,2,5
BZID-1304371949,2,5
BZID-1304351204,7,4
BZID-1304355209,2,5
BZID-1304356235,3,4
BZID-1304607514,3,5
BZID-1304598991,11,3
BZID-1304403439,15,2
BZID-1304600522,17,5
BZID-1304595187,15,3
BZID-1304577108,22,3
BZID-1304371507,5,3
BZID-1304469578,1,5
BZID-1304409114,7,4
BZID-1304399270,2,5
BZID-1304448361,2,5
BZID-1304440094,6,3
BZID-1304460823,2,5
BZID-1304479629,26,4
BZID-1304456121,14,5
BZID-1304443347,51,5
BZID-1304417435,3,5
BZID-1304460045,2,5
BZID-1304455811,1,1
BZID-1304461165,8,5
BZID-1304399100,1,5
BZID-1304438318,6,5
BZID-1304408467,18,4
BZID-1304378541,13,3
BZID-1304381004,71,3
BZID-1304404857,23,5
BZID-1304369254,1,5
BZID-1304362710,3,5
BZID-1304364348,41,3
BZID-1304350567,5,3
BZID-1304447149,1,2
BZID-1304605566,5,2
BZID-1304608775,2,5
BZID-1304607450,14,5
BZID-1304609973,1,5
BZID-1304596649,23,2
BZID-1304600563,2,4
BZID-1304394234,4,3
BZID-1304560170,1,5
BZID-1304413313,2,5
BZID-1304438046,39,4
BZID-1304458839,6,5
BZID-1304431711,2,5
BZID-1304416425,4,5
BZID-1304442520,90,3
BZID-1304450516,1,5
BZID-1304434816,4,5
BZID-1304420065,1,5
BZID-1304471158,8,5
BZID-1304463699,2,3
BZID-1304417367,1,5
BZID-1304452537,2,5
BZID-1304466774,1,5
BZID-1304416721,1,5
BZID-1304406058,19,5
BZID-1304394151,3,5
BZID-1304397497,5,3
BZID-1304387203,1,1
BZID-1304389416,1,5
BZID-1304375167,2,5
BZID-1304373399,2,5
BZID-1304363519,6,4
BZID-1304361995,6,5
BZID-1304353356,6,3
BZID-1304355615,4,4
BZID-1304355770,5,3
BZID-1304355904,10,3
BZID-1304377025,12,4
BZID-1304598770,7,5
BZID-1304599520,4,3
BZID-1304458323,1,5
BZID-1304479456,4,5
BZID-1304466947,1,5
BZID-1304458825,1,5
BZID-1304478673,3,5
BZID-1304457568,1,4
BZID-1304478773,2,1
BZID-1304472039,25,5
BZID-1304423445,2,4
BZID-1304395296,8,4
BZID-1304389061,11,4
BZID-1304376383,63,2
BZID-1304463408,12,5
BZID-1304360535,1,5
BZID-1304360432,1,5
BZID-1304361547,35,5
BZID-1304352519,1,5
BZID-1304352971,5,1
BZID-1304463584,7,4
BZID-1304425597,11,4
BZID-1304605185,1,5
BZID-1304477391,5,5
BZID-1304611133,35,3
BZID-1304610049,1,5
BZID-1304388943,1,5
BZID-1304600932,1,5
BZID-1304605838,3,5
BZID-1304576559,11,3
BZID-1304430837,1,1
BZID-1304445475,40,5
BZID-1304476826,1,5
BZID-1304436864,2,5
BZID-1304469866,2,5
BZID-1304419037,1,4
BZID-1304429363,1,1
BZID-1304478003,1,5
BZID-1304423437,1,5
BZID-1304460864,1,3
BZID-1304464091,8,4
BZID-1304467092,1,5
BZID-1304434711,2,5
BZID-1304456967,3,5
BZID-1304418766,18,4
BZID-1304452243,2,5
BZID-1304402691,1,5
BZID-1304402868,24,5
BZID-1304383436,5,3
BZID-1304366534,6,5
BZID-1304361024,34,3
BZID-1304364673,5,5
BZID-1304349329,29,2
BZID-1304603939,2,5
BZID-1304606299,5,5
BZID-1304605890,5,4
BZID-1304596170,1,5
BZID-1304590726,8,5
BZID-1304376575,4,5
BZID-1304379652,3,5
BZID-1304400753,4,5
BZID-1304427444,24,1
BZID-1304436183,61,5
BZID-1304428035,4,5
BZID-1304422124,2,5
BZID-1304457848,21,4
BZID-1304464980,2,5
BZID-1304436396,2,5
BZID-1304472381,1,5
BZID-1304414998,45,5
BZID-1304408209,3,5
BZID-1304457491,4,4
BZID-1304426285,13,5
BZID-1304429453,1,5
BZID-1304479424,2,1
BZID-1304415506,39,5
BZID-1304472071,1,5
BZID-1304396081,1,5
BZID-1304392704,6,5
BZID-1304399464,11,5
BZID-1304377480,18,5
BZID-1304445233,1,5
BZID-1304353852,6,2
BZID-1304460012,6,4
BZID-1304375538,31,5
BZID-1304608181,28,5
BZID-1304595476,14,4
BZID-1304354447,24,3
BZID-1304598037,19,3
BZID-1304601018,2,5
BZID-1304577109,6,4
BZID-1304567470,12,4
BZID-1304567015,28,4
BZID-1304568660,1,5
BZID-1304457872,4,4
BZID-1304398197,11,4
BZID-1304386348,10,3
BZID-1304376255,70,3
BZID-1304380249,5,3
BZID-1304367382,1,5
BZID-1304367803,1,4
BZID-1304370623,2,5
BZID-1304370626,8,5
BZID-1304364579,15,3
BZID-1304350599,1,5
BZID-1304408829,1,5
BZID-1304605460,5,3
BZID-1304609451,1,5
BZID-1304600876,10,3
BZID-1304433775,9,4
BZID-1304590837,5,3
BZID-1304565130,7,3
BZID-1304554218,1,5
BZID-1304567144,6,3
BZID-1304355051,6,5
BZID-1304539603,1,5
BZID-1304506461,12,3
BZID-1304448616,1,5
BZID-1304415977,1,4
BZID-1304438037,3,5
BZID-1304415550,1,5
BZID-1304444342,11,5
BZID-1304403972,7,5
BZID-1304394032,2,4
BZID-1304384581,1,5
BZID-1304374619,1,4
BZID-1304377123,18,5
BZID-1304367948,1,5
BZID-1304371431,15,3
BZID-1304362003,13,3
BZID-1304356503,2,5
BZID-1304349187,60,4
BZID-1304603831,1,5
BZID-1304608581,1,5
BZID-1304576957,3,5
BZID-1304596896,2,5
BZID-1304565127,5,3
BZID-1304401167,2,4
BZID-1304465339,40,5
BZID-1304399067,3,5
BZID-1304426732,3,5
BZID-1304418456,1,5
BZID-1304411909,1,5
BZID-1304436750,2,3
BZID-1304401284,1,1
BZID-1304476768,2,5
BZID-1304445892,8,5
BZID-1304445031,9,4
BZID-1304480062,93,4
BZID-1304391977,22,5
BZID-1304396862,2,5
BZID-1304381972,14,3
BZID-1304384822,7,4
BZID-1304374663,58,3
BZID-1304381562,5,5
BZID-1304380518,1,5
BZID-1304367891,9,3
BZID-1304364704,4,5
BZID-1304387325,15,5
BZID-1304353890,3,5
BZID-1304604937,1,5
BZID-1304577580,2,5
BZID-1304559365,1,4
BZID-1304353703,1,5
BZID-1304520203,7,5
BZID-1304463452,7,4
BZID-1304421888,1,5
BZID-1304443926,9,5
BZID-1304431496,3,2
BZID-1304443399,5,5
BZID-1304418660,9,4
BZID-1304412818,1,4
BZID-1304479044,4,5
BZID-1304416516,10,4
BZID-1304450675,1,4
BZID-1304435411,4,1
BZID-1304436295,46,5
BZID-1304462144,5,4
BZID-1304471485,2,1
BZID-1304477034,10,4
BZID-1304413443,1,5
BZID-1304477166,3,5
BZID-1304443187,1,5
BZID-1304413068,22,5
BZID-1304401471,1,5
BZID-1304394232,15,4
BZID-1304398240,1,1
BZID-1304384408,2,5
BZID-1304400537,22,5
BZID-1304350930,4,3
BZID-1304351858,6,3
BZID-1304603757,4,5
BZID-1304595217,1,5
BZID-1304364747,56,3
BZID-1304595287,20,3
BZID-1304566507,5,3
BZID-1304425853,1,5
BZID-1304417090,2,5
BZID-1304435443,1,5
BZID-1304461565,58,4
BZID-1304430275,38,4
BZID-1304430397,2,5
BZID-1304430493,1,5
BZID-1304412768,1,5
BZID-1304465325,1,5
BZID-1304419778,2,5
BZID-1304412128,3,5
BZID-1304423058,1,5
BZID-1304438961,2,5
BZID-1304415538,2,4
BZID-1304390227,4,5
BZID-1304396104,27,3
BZID-1304394534,1,4
BZID-1304383933,1,1
BZID-1304384790,1,5
BZID-1304376637,6,5
BZID-1304414794,25,3
BZID-1304371647,3,5
BZID-1304358024,1,5
BZID-1304356590,3,5
BZID-1304611321,11,5
BZID-1304596966,28,5
BZID-1304353406,1,1
BZID-1304600856,26,3
BZID-1304564191,1,5
BZID-1304565076,9,2
BZID-1304568280,2,5
BZID-1304556758,8,5
BZID-1304414237,48,5
BZID-1304553946,1,5
BZID-1304460258,14,5
BZID-1304407804,1,5
BZID-1304457587,7,5
BZID-1304470067,27,5
BZID-1304473755,1,5
BZID-1304432013,6,5
BZID-1304456409,2,5
BZID-1304475688,7,5
BZID-1304470868,4,5
BZID-1304417895,2,4
BZID-1304430405,10,2
BZID-1304430386,5,3
BZID-1304422465,1,3
BZID-1304399043,4,2
BZID-1304405168,2,5
BZID-1304392759,8,5
BZID-1304359386,6,3
BZID-1304419073,1,5
BZID-1304353701,3,5
BZID-1304357316,1,5
BZID-1304606085,7,4
BZID-1304405423,14,4
BZID-1304427303,15,3
BZID-1304574663,19,5
BZID-1304395634,20,4
BZID-1304563575,23,5
BZID-1304464047,2,5
BZID-1304405919,37,5
BZID-1304447012,9,3
BZID-1304384325,11,5
BZID-1304389535,4,5
BZID-1304373305,3,4
BZID-1304357385,1,5
BZID-1304464204,4,5
BZID-1304362741,2,5
BZID-1304350402,4,5
BZID-1304352562,1,5
BZID-1304354836,5,3
BZID-1304355626,2,5
BZID-1304350535,35,4
BZID-1304465879,6,5
BZID-1304397860,1,5
BZID-1304596734,2,5
BZID-1304598142,16,5
BZID-1304575164,3,5
BZID-1304571416,5,3
BZID-1304368608,3,4
BZID-1304578352,6,5
BZID-1304562630,33,4
BZID-1304603657,2,5
BZID-1304562489,1,4
BZID-1304417919,6,4
BZID-1304421184,5,3
BZID-1304415990,1,5
BZID-1304449832,2,5
BZID-1304431517,3,5
BZID-1304425603,2,5
BZID-1304429311,3,2
BZID-1304425743,3,3
BZID-1304472053,2,4
BZID-1304471241,10,3
BZID-1304448605,1,5
BZID-1304429461,1,4
BZID-1304421427,6,4
BZID-1304392601,1,3
BZID-1304395833,6,4
BZID-1304382283,1,5
BZID-1304385800,50,3
BZID-1304385830,1,5
BZID-1304384333,11,3
BZID-1304375458,6,2
BZID-1304363040,15,4
BZID-1304350823,2,5
BZID-1304354871,1,5
BZID-1304351590,1,5
BZID-1304595279,15,3
BZID-1304463521,1,5
BZID-1304575009,2,5
BZID-1304576932,2,5
BZID-1304353922,3,1
BZID-1304575358,6,5
BZID-1304461357,1,5
BZID-1304449146,4,5
BZID-1304456419,60,5
BZID-1304469010,27,4
BZID-1304432292,2,4
BZID-1304462444,37,4
BZID-1304463494,13,5
BZID-1304472645,1,5
BZID-1304415335,11,5
BZID-1304415616,3,2
BZID-1304392244,1,1
BZID-1304391636,7,5
BZID-1304397356,5,3
BZID-1304382484,4,5
BZID-1304384856,10,3
BZID-1304387773,1,1
BZID-1304386776,1,5
BZID-1304374492,4,5
BZID-1304367581,35,3
BZID-1304369554,2,5
BZID-1304370393,1,2
BZID-1304362149,4,2
BZID-1304377768,1,5
BZID-1304351280,1,5
BZID-1304438435,1,3
BZID-1304363896,33,5
BZID-1304607041,25,4
BZID-1304596689,163,3
BZID-1304595086,7,5
BZID-1304595868,5,3
BZID-1304600949,50,3
BZID-1304576609,1,5
BZID-1304564113,3,4
BZID-1304391218,6,3
BZID-1304555401,7,1
BZID-1304557181,27,5
BZID-1304466579,4,4
BZID-1304463263,6,3
BZID-1304459978,1,5
BZID-1304456513,6,5
BZID-1304460409,2,5
BZID-1304411175,4,5
BZID-1304408424,10,4
BZID-1304449100,8,3
BZID-1304472184,29,4
BZID-1304465006,1,5
BZID-1304475136,52,5
BZID-1304469761,1,5
BZID-1304449036,1,1
BZID-1304469917,1,5
BZID-1304450331,2,5
BZID-1304449404,1,5
BZID-1304469861,12,5
BZID-1304474154,1,5
BZID-1304413671,7,4
BZID-1304415199,8,3
BZID-1304429953,24,5
BZID-1304430151,8,3
BZID-1304456407,1,1
BZID-1304422208,10,4
BZID-1304422989,14,3
BZID-1304475668,12,3
BZID-1304462928,4,5
BZID-1304428635,1,5
BZID-1304392729,2,5
BZID-1304383384,2,5
BZID-1304382462,1,5
BZID-1304388992,13,3
BZID-1304376911,1,5
BZID-1304357668,3,5
BZID-1304361012,16,3
BZID-1304363019,2,5
BZID-1304370905,1,1
BZID-1304350912,28,5
BZID-1304351888,4,5
BZID-1304351608,49,3
BZID-1304604649,8,4
BZID-1304596641,20,5
BZID-1304598911,8,4
BZID-1304600517,7,2
BZID-1304567476,21,4
BZID-1304569582,1,5
BZID-1304566503,10,3
BZID-1304590401,2,1
BZID-1304449741,10,3
BZID-1304403626,10,5
BZID-1304422919,38,5
BZID-1304424515,1,4
BZID-1304373869,4,5
BZID-1304428678,1,5
BZID-1304379796,21,3
BZID-1304372558,1,5
BZID-1304358101,20,3
BZID-1304364523,3,5
BZID-1304393356,89,3
BZID-1304438544,1,5
BZID-1304606817,2,5
BZID-1304609726,1,5
BZID-1304575109,3,4
BZID-1304465954,1,5
BZID-1304558569,1,5
BZID-1304416394,4,3
BZID-1304462755,26,5
BZID-1304425578,2,5
BZID-1304467866,1,4
BZID-1304473003,8,4
BZID-1304449918,77,4
BZID-1304449923,1,5
BZID-1304408917,1,5
BZID-1304446731,3,5
BZID-1304397720,2,5
BZID-1304389235,5,3
BZID-1304386685,1,5
BZID-1304389119,3,2
BZID-1304379582,1,5
BZID-1304358429,2,5
BZID-1304357628,12,4
BZID-1304360910,1,5
BZID-1304363033,6,3
BZID-1304350798,4,3
BZID-1304352313,4,5
BZID-1304408836,1,5
BZID-1304604615,8,3
BZID-1304596149,11,3
BZID-1304597145,3,2
BZID-1304582062,8,5
BZID-1304425549,24,3
BZID-1304566602,1,4
BZID-1304569692,2,5
BZID-1304569656,7,3
BZID-1304568402,8,5
BZID-1304541628,4,5
BZID-1304551051,6,4
BZID-1304540142,9,5
BZID-1304435681,2,5
BZID-1304412754,10,3
BZID-1304437246,14,5
BZID-1304425640,29,5
BZID-1304455959,3,5
BZID-1304407989,1,5
BZID-1304466122,3,3
BZID-1304474031,47,5
BZID-1304427366,9,5
BZID-1304427893,1,5
BZID-1304472565,17,4
BZID-1304457258,3,5
BZID-1304419759,1,5
BZID-1304470339,7,2
BZID-1304398548,4,5
BZID-1304462169,6,4
BZID-1304432247,1,5
BZID-1304405822,2,5
BZID-1304394673,11,5
BZID-1304382957,4,5
BZID-1304412661,3,4
BZID-1304373801,6,3
BZID-1304378702,39,3
BZID-1304381634,2,1
BZID-1304380597,1,5
BZID-1304367887,16,3
BZID-1304358261,5,5
BZID-1304349205,11,2
BZID-1304412000,3,5
BZID-1304611139,16,4
BZID-1304598761,5,5
BZID-1304597552,10,5
BZID-1304403901,30,5
BZID-1304569818,6,5
BZID-1304461750,6,4
BZID-1304560577,1,5
BZID-1304419986,54,5
BZID-1304407290,1,5
BZID-1304451266,20,3
BZID-1304464243,1,5
BZID-1304460748,6,5
BZID-1304401224,7,2
BZID-1304472926,3,1
BZID-1304479037,3,5
BZID-1304471572,4,4
BZID-1304428418,3,5
BZID-1304462666,4,5
BZID-1304456649,1,5
BZID-1304478658,3,5
BZID-1304391778,2,4
BZID-1304401160,42,5
BZID-1304393381,1,5
BZID-1304382707,1,5
BZID-1304386869,5,3
BZID-1304380291,4,4
BZID-1304380782,5,4
BZID-1304358344,4,3
BZID-1304363453,3,5
BZID-1304365190,12,3
BZID-1304352947,1,5
BZID-1304354820,1,5
BZID-1304605412,4,5
BZID-1304610690,2,5
BZID-1304610843,83,3
BZID-1304596141,6,3
BZID-1304590366,34,3
BZID-1304432084,54,3
BZID-1304576558,2,5
BZID-1304545223,1,5
BZID-1304505600,1,5
BZID-1304576830,29,4
BZID-1304402071,1,5
BZID-1304463364,1,5
BZID-1304459855,21,3
BZID-1304442456,11,3
BZID-1304426528,1,5
BZID-1304461334,16,5
BZID-1304428037,89,3
BZID-1304434402,1,5
BZID-1304399244,24,3
BZID-1304418601,2,1
BZID-1304478509,4,5
BZID-1304399969,1,5
BZID-1304447127,4,5
BZID-1304474942,26,5
BZID-1304423005,1,5
BZID-1304405615,2,5
BZID-1304404817,17,5
BZID-1304398037,2,5
BZID-1304360103,1,4
BZID-1304351607,5,3
BZID-1304356283,1,1
BZID-1304607638,1,5
BZID-1304597180,1,4
BZID-1304557059,4,5
BZID-1304549647,1,5
BZID-1304420510,2,5
BZID-1304420695,15,1
BZID-1304464073,3,4
BZID-1304455639,8,5
BZID-1304474967,1,5
BZID-1304474614,17,2
BZID-1304470348,1,5
BZID-1304438536,20,5
BZID-1304469479,2,5
BZID-1304440003,10,4
BZID-1304395913,20,3
BZID-1304397928,3,5
BZID-1304385073,2,5
BZID-1304388835,17,3
BZID-1304354076,10,3
BZID-1304355987,2,1
BZID-1304404363,33,5
BZID-1304373848,1,5
BZID-1304389300,2,3
BZID-1304609292,38,5
BZID-1304610200,31,4
BZID-1304600342,4,5
BZID-1304465459,1,5
BZID-1304565136,21,5
BZID-1304433317,1,5
BZID-1304450579,1,1
BZID-1304398408,1,5
BZID-1304412282,1,4
BZID-1304423657,5,3
BZID-1304457069,4,5
BZID-1304446253,20,5
BZID-1304460229,4,3
BZID-1304426040,45,5
BZID-1304424752,9,5
BZID-1304396345,1,5
BZID-1304382532,4,4
BZID-1304390886,1,5
BZID-1304405657,6,4
BZID-1304369952,5,3
BZID-1304370574,1,5
BZID-1304372427,2,5
BZID-1304359442,6,4
BZID-1304352560,1,4
BZID-1304603974,3,5
BZID-1304597392,11,5
BZID-1304576603,17,4
BZID-1304409779,7,5
BZID-1304560026,3,5
BZID-1304456103,14,5
BZID-1304400134,1,1
BZID-1304434100,4,5
BZID-1304420204,21,5
BZID-1304476506,28,5
BZID-1304424999,1,1
BZID-1304442400,1,4
BZID-1304408330,22,3
BZID-1304403554,2,5
BZID-1304478910,2,5
BZID-1304385010,3,3
BZID-1304367372,6,3
BZID-1304368431,20,5
BZID-1304363700,1,5
BZID-1304353424,3,2
BZID-1304415032,1,5
BZID-1304610065,1,5
BZID-1304557121,1,5
BZID-1304555412,1,4
BZID-1304399725,17,5
BZID-1304463758,1,5
BZID-1304446561,10,4
BZID-1304470532,52,4
