businessid,target_schemes_count,milestones_achieved_count,total_jc_earned
BZID-1304462534,1,0,0.000000
BZID-1304385284,1,1,270.000000
BZID-1304385457,2,2,335.000000
BZID-1304430296,1,0,0.000000
BZID-1304400193,1,0,0.000000
BZID-1304399816,1,1,45.000000
BZID-1304401657,1,0,0.000000
BZID-1304434200,1,0,0.000000
BZID-1304434196,1,0,0.000000
BZID-1304350018,1,0,0.000000
BZID-1304476225,1,0,0.000000
BZID-1304431082,1,0,0.000000
BZID-1304430416,1,0,0.000000
BZID-1304427008,1,0,0.000000
BZID-1304589132,1,0,0.000000
BZID-1304352725,2,2,540.000000
BZID-1304377970,1,0,0.000000
BZID-1304441427,1,1,20.000000
BZID-1304352819,1,1,45.000000
BZID-1304414980,2,2,620.000000
BZID-1304416738,2,1,350.000000
BZID-1304360523,1,0,0.000000
BZID-1304390133,2,2,405.000000
BZID-1304417441,1,1,45.000000
BZID-1304449830,1,1,20.000000
BZID-1304403066,1,0,0.000000
BZID-1304462357,1,1,20.000000
BZID-1304431708,1,1,45.000000
BZID-1304461045,1,1,20.000000
BZID-1304465911,1,0,0.000000
BZID-1304400402,3,1,200.000000
BZID-1304401692,1,0,0.000000
BZID-1304402209,1,0,0.000000
BZID-1304388853,2,2,470.000000
BZID-1304466183,1,0,0.000000
BZID-1304381761,2,0,0.000000
BZID-1304458515,1,0,0.000000
BZID-1304412060,1,0,0.000000
BZID-1304399152,1,1,20.000000
BZID-1304444729,1,1,20.000000
BZID-1304370388,1,1,20.000000
BZID-1304426813,1,0,0.000000
BZID-1304401268,1,1,20.000000
BZID-1304469003,1,0,0.000000
BZID-1304440429,1,0,0.000000
BZID-1304443822,1,0,0.000000
BZID-1304423151,1,0,0.000000
BZID-1304404489,1,0,0.000000
BZID-1304426367,1,1,20.000000
BZID-1304436872,1,0,0.000000
BZID-1304409729,1,0,0.000000
BZID-1304421281,1,0,0.000000
BZID-1304426453,1,0,0.000000
BZID-1304351463,1,0,0.000000
BZID-1304609819,1,0,0.000000
BZID-1304407156,1,0,0.000000
BZID-1304364743,1,0,0.000000
BZID-1304468724,2,2,335.000000
BZID-1304407226,1,0,0.000000
BZID-1304418262,1,0,0.000000
BZID-1304427110,1,0,0.000000
BZID-1304609612,1,0,0.000000
BZID-1304609089,1,0,0.000000
BZID-1304605371,1,0,0.000000
BZID-1304414885,1,0,0.000000
BZID-1304353914,1,0,0.000000
BZID-1304421772,1,0,0.000000
BZID-1304428093,1,0,0.000000
BZID-1304405954,1,0,0.000000
BZID-1304449364,2,2,145.000000
BZID-1304607325,1,1,20.000000
BZID-1304408272,1,0,0.000000
BZID-1304422175,1,0,0.000000
BZID-1304473161,1,1,20.000000
BZID-1304450091,1,0,0.000000
BZID-1304402285,1,1,45.000000
BZID-1304360226,1,0,0.000000
BZID-1304605349,1,0,0.000000
BZID-1304363939,1,0,0.000000
BZID-1304349743,2,1,270.000000
BZID-1304401625,1,0,0.000000
BZID-1304479682,1,1,20.000000
BZID-1304432862,1,1,20.000000
BZID-1304609057,1,0,0.000000
BZID-1304370460,2,1,200.000000
BZID-1304596386,1,0,0.000000
BZID-1304388415,1,0,0.000000
BZID-1304478564,1,0,0.000000
BZID-1304600716,1,0,0.000000
BZID-1304596179,1,0,0.000000
BZID-1304390115,1,0,0.000000
BZID-1304608391,1,1,20.000000
BZID-1304450036,2,0,0.000000
BZID-1304369807,1,1,20.000000
BZID-1304479986,1,1,20.000000
BZID-1304467366,1,0,0.000000
BZID-1304401848,1,0,0.000000
BZID-1304408971,1,0,0.000000
BZID-1304362147,1,0,0.000000
BZID-1304425050,1,0,0.000000
BZID-1304454145,2,0,0.000000
BZID-1304401620,1,0,0.000000
BZID-1304367754,2,1,135.000000
BZID-1304419954,1,0,0.000000
BZID-1304441953,1,0,0.000000
BZID-1304360148,1,0,0.000000
BZID-1304476953,2,1,270.000000
BZID-1304577727,1,0,0.000000
BZID-1304434162,2,0,0.000000
BZID-1304446573,2,1,270.000000
BZID-1304447035,6,5,2140.000000
BZID-1304436316,4,1,10.000000
BZID-1304469904,5,3,405.000000
BZID-1304465493,3,2,210.000000
BZID-1304376611,2,0,0.000000
BZID-1304397598,2,0,0.000000
BZID-1304442185,3,1,20.000000
BZID-1304606631,2,1,100.000000
BZID-1304394660,1,0,0.000000
BZID-1304471377,2,0,0.000000
BZID-1304464480,3,0,0.000000
BZID-1304427869,2,2,470.000000
BZID-1304448048,2,0,0.000000
BZID-1304467179,3,1,1155.000000
BZID-1304426703,1,0,0.000000
BZID-1304462851,11,4,425.000000
BZID-1304469701,2,0,0.000000
BZID-1304471324,2,2,400.000000
BZID-1304438180,2,0,0.000000
BZID-1304435832,2,1,200.000000
BZID-1304460635,2,1,1155.000000
BZID-1304467162,4,1,200.000000
BZID-1304469946,7,3,50.000000
BZID-1304426136,2,2,1420.000000
BZID-1304471410,2,0,0.000000
BZID-1304467429,9,5,2135.000000
BZID-1304411250,2,1,710.000000
BZID-1304423654,2,2,400.000000
BZID-1304448975,10,8,6310.000000
BZID-1304469869,6,1,615.000000
BZID-1304479880,8,5,1450.000000
BZID-1304459864,7,6,490.000000
BZID-1304473629,4,1,5.000000
BZID-1304465756,6,4,655.000000
BZID-1304471635,4,0,0.000000
BZID-1304469955,9,9,235.000000
BZID-1304475974,3,1,5.000000
BZID-1304448056,7,3,135.000000
BZID-1304471446,11,10,1840.000000
BZID-1304475254,4,2,40.000000
BZID-1304422540,7,2,45.000000
BZID-1304476620,9,3,170.000000
BZID-1304433316,5,2,80.000000
BZID-1304437111,6,2,25.000000
BZID-1304463081,6,2,205.000000
BZID-1304461914,4,0,0.000000
BZID-1304429318,11,5,800.000000
BZID-1304443630,10,7,1535.000000
BZID-1304439641,6,0,0.000000
BZID-1304477819,7,1,40.000000
BZID-1304470848,5,1,5.000000
BZID-1304459689,6,2,100.000000
BZID-1304462961,3,2,45.000000
BZID-1304453744,4,1,5.000000
BZID-1304473392,6,2,370.000000
BZID-1304474780,5,2,455.000000
BZID-1304456664,4,2,40.000000
BZID-1304456732,2,1,20.000000
BZID-1304465535,5,2,10.000000
BZID-1304434752,4,2,2190.000000
BZID-1304446698,13,13,1215.000000
BZID-1304460392,8,6,7225.000000
BZID-1304440974,12,11,4630.000000
BZID-1304436174,4,0,0.000000
BZID-1304459303,4,3,85.000000
BZID-1304456014,6,0,0.000000
BZID-1304432730,6,1,5.000000
BZID-1304465036,10,4,1870.000000
BZID-1304437108,8,6,530.000000
BZID-1304439226,5,2,90.000000
BZID-1304438741,5,3,545.000000
BZID-1304434214,6,1,40.000000
BZID-1304456952,8,5,95.000000
BZID-1304477836,10,4,290.000000
BZID-1304470049,5,3,95.000000
BZID-1304427206,4,2,10.000000
BZID-1304465685,3,2,355.000000
BZID-1304604910,2,1,100.000000
BZID-1304476416,3,2,1420.000000
BZID-1304445829,2,2,1420.000000
BZID-1304380545,2,1,350.000000
BZID-1304460596,2,0,0.000000
BZID-1304418707,2,1,350.000000
BZID-1304471742,7,2,445.000000
BZID-1304408856,7,3,550.000000
BZID-1304460546,2,0,0.000000
BZID-1304457563,3,2,630.000000
BZID-1304476820,2,2,2815.000000
BZID-1304424715,2,0,0.000000
BZID-1304435658,2,1,925.000000
BZID-1304462181,5,1,435.000000
BZID-1304472360,3,0,0.000000
BZID-1304442788,3,1,5.000000
BZID-1304472999,5,4,1705.000000
BZID-1304433471,3,1,20.000000
BZID-1304472286,4,2,40.000000
BZID-1304449880,2,0,0.000000
BZID-1304467918,7,7,3235.000000
BZID-1304443228,8,4,170.000000
BZID-1304446543,4,0,0.000000
BZID-1304430199,3,1,80.000000
BZID-1304391378,5,1,5.000000
BZID-1304480178,7,5,630.000000
BZID-1304420392,5,3,120.000000
BZID-1304418773,4,2,25.000000
BZID-1304419913,4,2,470.000000
BZID-1304459818,3,0,0.000000
BZID-1304431319,3,1,40.000000
BZID-1304474924,6,5,1005.000000
BZID-1304428716,6,1,45.000000
BZID-1304428480,4,1,20.000000
BZID-1304425906,3,1,5.000000
BZID-1304413860,10,1,200.000000
BZID-1304459625,4,2,125.000000
BZID-1304478556,3,1,40.000000
BZID-1304391357,4,3,235.000000
BZID-1304445222,5,4,650.000000
BZID-1304402876,3,0,0.000000
BZID-1304465502,3,0,0.000000
BZID-1304413865,10,8,560.000000
BZID-1304465914,2,0,0.000000
BZID-1304368400,1,0,0.000000
BZID-1304357620,1,0,0.000000
BZID-1304446267,1,0,0.000000
BZID-1304426692,1,0,0.000000
BZID-1304363464,1,0,0.000000
BZID-1304415006,1,0,0.000000
BZID-1304607914,1,0,0.000000
BZID-1304608811,1,0,0.000000
BZID-1304405398,1,0,0.000000
BZID-1304390188,1,0,0.000000
BZID-1304419646,2,2,335.000000
BZID-1304360109,1,0,0.000000
BZID-1304412182,1,0,0.000000
BZID-1304425455,1,1,20.000000
BZID-1304382005,1,0,0.000000
BZID-1304353183,1,0,0.000000
BZID-1304607780,1,1,20.000000
BZID-1304469951,1,0,0.000000
BZID-1304424923,1,0,0.000000
BZID-1304367123,1,0,0.000000
BZID-1304606193,1,1,100.000000
BZID-1304349630,1,0,0.000000
BZID-1304463918,1,0,0.000000
BZID-1304360665,1,1,20.000000
BZID-1304384401,1,0,0.000000
BZID-1304598526,1,1,45.000000
BZID-1304444675,1,0,0.000000
BZID-1304477940,1,0,0.000000
BZID-1304472480,1,0,0.000000
BZID-1304413407,1,0,0.000000
BZID-1304441411,1,0,0.000000
BZID-1304420649,1,0,0.000000
BZID-1304360348,1,0,0.000000
BZID-1304355142,1,0,0.000000
BZID-1304388334,2,2,620.000000
BZID-1304603715,1,0,0.000000
BZID-1304406994,1,0,0.000000
BZID-1304377644,1,1,20.000000
BZID-1304420612,1,0,0.000000
BZID-1304599419,1,0,0.000000
BZID-1304417977,1,0,0.000000
BZID-1304405347,1,0,0.000000
BZID-1304609271,1,0,0.000000
BZID-1304435059,1,0,0.000000
BZID-1304447186,1,1,20.000000
BZID-1304373475,1,0,0.000000
BZID-1304440129,1,0,0.000000
BZID-1304430730,1,0,0.000000
BZID-1304605484,1,0,0.000000
BZID-1304480162,1,1,20.000000
BZID-1304377711,1,0,0.000000
BZID-1304392915,1,1,20.000000
BZID-1304608515,2,2,450.000000
BZID-1304431612,1,1,20.000000
BZID-1304377155,1,0,0.000000
BZID-1304437914,1,1,20.000000
BZID-1304375693,1,0,0.000000
BZID-1304409374,1,0,0.000000
BZID-1304426648,1,0,0.000000
BZID-1304406545,1,0,0.000000
BZID-1304380119,1,1,45.000000
BZID-1304352661,1,0,0.000000
BZID-1304464454,1,1,20.000000
BZID-1304402661,2,2,470.000000
BZID-1304385291,1,0,0.000000
BZID-1304430681,1,0,0.000000
BZID-1304375434,1,0,0.000000
BZID-1304392014,1,0,0.000000
BZID-1304357022,1,0,0.000000
BZID-1304391939,2,2,620.000000
BZID-1304399725,2,2,620.000000
BZID-1304412898,1,1,45.000000
BZID-1304363943,1,0,0.000000
BZID-1304407402,1,0,0.000000
BZID-1304386112,2,2,405.000000
BZID-1304426840,1,1,20.000000
BZID-1304383097,1,0,0.000000
BZID-1304428180,1,0,0.000000
BZID-1304407025,1,0,0.000000
BZID-1304401263,1,0,0.000000
BZID-1304397798,1,0,0.000000
BZID-1304472511,1,0,0.000000
BZID-1304362476,1,0,0.000000
BZID-1304600752,1,0,0.000000
BZID-1304479666,1,0,0.000000
BZID-1304350781,1,1,20.000000
BZID-1304607879,1,0,0.000000
BZID-1304365590,1,0,0.000000
BZID-1304389737,1,0,0.000000
BZID-1304599535,1,0,0.000000
BZID-1304470788,1,0,0.000000
BZID-1304408499,1,0,0.000000
BZID-1304363429,1,0,0.000000
BZID-1304477358,1,1,45.000000
BZID-1304476895,1,0,0.000000
BZID-1304447134,1,0,0.000000
BZID-1304595004,1,0,0.000000
BZID-1304364532,1,0,0.000000
BZID-1304600519,1,0,0.000000
BZID-1304418008,1,0,0.000000
BZID-1304609715,2,2,370.000000
BZID-1304594988,1,0,0.000000
BZID-1304597805,1,0,0.000000
BZID-1304377784,1,0,0.000000
BZID-1304383781,1,0,0.000000
BZID-1304604357,1,0,0.000000
BZID-1304390029,1,0,0.000000
BZID-1304379037,1,0,0.000000
BZID-1304411555,1,0,0.000000
BZID-1304595601,1,1,20.000000
BZID-1304376626,1,0,0.000000
BZID-1304422669,1,0,0.000000
BZID-1304577117,1,0,0.000000
BZID-1304364283,1,1,45.000000
BZID-1304349776,1,0,0.000000
BZID-1304388246,1,0,0.000000
BZID-1304418474,1,0,0.000000
BZID-1304366883,1,0,0.000000
BZID-1304456576,1,0,0.000000
BZID-1304396500,1,0,0.000000
BZID-1304428941,1,0,0.000000
BZID-1304420606,1,0,0.000000
BZID-1304449354,1,1,20.000000
BZID-1304440935,2,0,0.000000
BZID-1304480219,4,1,40.000000
BZID-1304417309,3,3,965.000000
BZID-1304400259,3,0,0.000000
BZID-1304421343,4,0,0.000000
BZID-1304434994,3,1,20.000000
BZID-1304447292,3,2,165.000000
BZID-1304450110,5,1,20.000000
BZID-1304434686,3,1,45.000000
BZID-1304475220,4,2,620.000000
BZID-1304429284,3,0,0.000000
BZID-1304471664,4,1,5.000000
BZID-1304376105,2,0,0.000000
BZID-1304465603,3,0,0.000000
BZID-1304427302,2,1,200.000000
BZID-1304385622,2,0,0.000000
BZID-1304467467,3,3,1440.000000
BZID-1304443815,3,1,5.000000
BZID-1304419414,2,2,470.000000
BZID-1304475332,5,4,1910.000000
BZID-1304472114,3,2,2080.000000
BZID-1304479366,6,6,1390.000000
BZID-1304367096,2,0,0.000000
BZID-1304473650,5,2,725.000000
BZID-1304444669,3,1,5.000000
BZID-1304475486,5,2,4270.000000
BZID-1304473364,2,0,0.000000
BZID-1304419706,3,2,55.000000
BZID-1304459859,2,1,925.000000
BZID-1304432169,4,3,2350.000000
BZID-1304477290,3,1,20.000000
BZID-1304455642,5,3,790.000000
BZID-1304466193,3,3,2330.000000
BZID-1304574656,3,0,0.000000
BZID-1304445725,4,3,100.000000
BZID-1304449974,3,1,20.000000
BZID-1304473337,5,1,350.000000
BZID-1304428322,3,0,0.000000
BZID-1304432886,2,1,1155.000000
BZID-1304463754,3,2,715.000000
BZID-1304365998,2,1,520.000000
BZID-1304428397,3,2,210.000000
BZID-1304466328,4,1,40.000000
BZID-1304447857,3,0,0.000000
BZID-1304389834,4,2,105.000000
BZID-1304472370,4,2,150.000000
BZID-1304465504,5,5,235.000000
BZID-1304430427,3,2,140.000000
BZID-1304355829,3,2,90.000000
BZID-1304423511,3,2,1635.000000
BZID-1304370449,2,1,20.000000
BZID-1304350847,2,1,45.000000
BZID-1304387163,2,0,0.000000
BZID-1304357327,2,1,100.000000
BZID-1304388390,2,2,170.000000
BZID-1304430346,2,2,130.000000
BZID-1304466196,3,2,60.000000
BZID-1304449431,2,1,3115.000000
BZID-1304392819,2,2,125.000000
BZID-1304420537,2,1,40.000000
BZID-1304355745,2,0,0.000000
BZID-1304441165,2,1,40.000000
BZID-1304416247,2,1,40.000000
BZID-1304430413,1,0,0.000000
BZID-1304466283,2,0,0.000000
BZID-1304429111,1,0,0.000000
BZID-1304411092,2,2,80.000000
BZID-1304367190,2,2,85.000000
BZID-1304425092,2,2,80.000000
BZID-1304397136,2,1,40.000000
BZID-1304369916,2,2,140.000000
BZID-1304478804,2,2,80.000000
BZID-1304607544,2,2,85.000000
BZID-1304458248,2,1,100.000000
BZID-1304466575,2,1,20.000000
BZID-1304607641,2,2,85.000000
BZID-1304378120,2,1,40.000000
BZID-1304399714,2,1,45.000000
BZID-1304460878,2,1,45.000000
BZID-1304470542,2,1,2610.000000
BZID-1304421996,2,1,40.000000
BZID-1304366374,2,1,40.000000
BZID-1304398863,2,2,125.000000
BZID-1304605123,2,1,45.000000
BZID-1304383500,2,2,80.000000
BZID-1304435264,5,1,20.000000
BZID-1304606059,2,1,45.000000
BZID-1304351667,2,2,80.000000
BZID-1304412291,2,2,175.000000
BZID-1304445653,3,2,125.000000
BZID-1304447727,2,1,40.000000
BZID-1304415363,2,1,40.000000
BZID-1304403220,2,0,0.000000
BZID-1304417872,1,1,85.000000
BZID-1304375500,2,1,40.000000
BZID-1304607599,3,3,155.000000
BZID-1304424721,1,1,40.000000
BZID-1304381849,2,2,175.000000
BZID-1304391287,2,0,0.000000
BZID-1304357940,2,1,40.000000
BZID-1304439043,2,2,80.000000
BZID-1304605034,2,2,60.000000
BZID-1304463350,2,0,0.000000
BZID-1304374442,2,0,0.000000
BZID-1304361188,2,2,170.000000
BZID-1304437475,3,2,80.000000
BZID-1304400635,2,2,80.000000
BZID-1304389436,2,2,125.000000
BZID-1304409437,2,1,45.000000
BZID-1304351601,2,2,140.000000
BZID-1304408019,3,0,0.000000
BZID-1304386083,2,1,20.000000
BZID-1304394526,2,2,80.000000
BZID-1304410811,2,1,45.000000
BZID-1304349711,2,0,0.000000
BZID-1304463008,2,0,0.000000
BZID-1304439400,2,2,185.000000
BZID-1304367868,2,0,0.000000
BZID-1304400045,1,0,0.000000
BZID-1304396241,2,2,130.000000
BZID-1304472223,2,1,85.000000
BZID-1304411259,1,1,40.000000
BZID-1304377775,2,1,135.000000
BZID-1304374502,1,0,0.000000
BZID-1304409779,2,2,65.000000
BZID-1304350263,1,0,0.000000
BZID-1304373227,1,0,0.000000
BZID-1304419335,1,0,0.000000
BZID-1304431870,1,1,20.000000
BZID-1304406223,1,1,20.000000
BZID-1304419065,1,0,0.000000
BZID-1304364314,1,0,0.000000
BZID-1304563643,1,0,0.000000
BZID-1304376388,1,0,0.000000
BZID-1304462774,1,1,45.000000
BZID-1304357325,1,0,0.000000
BZID-1304380569,1,0,0.000000
BZID-1304462112,1,0,0.000000
BZID-1304425373,1,0,0.000000
BZID-1304362227,1,0,0.000000
BZID-1304422490,1,0,0.000000
BZID-1304400129,1,1,45.000000
BZID-1304435303,1,1,20.000000
BZID-1304351250,1,0,0.000000
BZID-1304419310,1,0,0.000000
BZID-1304604498,1,0,0.000000
BZID-1304611074,1,0,0.000000
BZID-1304431373,1,0,0.000000
BZID-1304411267,1,0,0.000000
BZID-1304448632,1,0,0.000000
BZID-1304390382,1,1,45.000000
BZID-1304421142,1,1,100.000000
BZID-1304420850,1,0,0.000000
BZID-1304405484,1,1,20.000000
BZID-1304600475,1,0,0.000000
BZID-1304425734,1,0,0.000000
BZID-1304449039,1,0,0.000000
BZID-1304367262,2,0,0.000000
BZID-1304436143,1,0,0.000000
BZID-1304421414,1,0,0.000000
BZID-1304608700,1,1,100.000000
BZID-1304423155,1,0,0.000000
BZID-1304412572,1,0,0.000000
BZID-1304361206,1,0,0.000000
BZID-1304403607,1,0,0.000000
BZID-1304606739,1,0,0.000000
BZID-1304424075,1,0,0.000000
BZID-1304472898,1,1,20.000000
BZID-1304605478,2,1,45.000000
BZID-1304462684,2,1,40.000000
BZID-1304460003,2,2,80.000000
BZID-1304404536,2,2,80.000000
BZID-1304394575,2,2,235.000000
BZID-1304357438,2,2,180.000000
BZID-1304427014,2,1,40.000000
BZID-1304434875,2,1,40.000000
BZID-1304428923,2,0,0.000000
BZID-1304459983,2,1,135.000000
BZID-1304439505,1,0,0.000000
BZID-1304361097,2,2,125.000000
BZID-1304393542,2,2,80.000000
BZID-1304377602,2,2,4740.000000
BZID-1304441332,4,0,0.000000
BZID-1304479842,2,0,0.000000
BZID-1304438015,2,0,0.000000
BZID-1304363628,2,1,135.000000
BZID-1304418215,2,1,135.000000
BZID-1304402677,2,2,270.000000
BZID-1304375159,2,2,215.000000
BZID-1304386601,2,1,80.000000
BZID-1304355378,2,2,335.000000
BZID-1304385867,2,2,955.000000
BZID-1304442257,3,2,335.000000
BZID-1304456894,2,1,20.000000
BZID-1304372850,2,1,40.000000
BZID-1304472992,2,2,220.000000
BZID-1304460520,2,2,470.000000
BZID-1304361194,2,0,0.000000
BZID-1304370797,2,2,215.000000
BZID-1304363509,2,1,135.000000
BZID-1304415098,2,2,160.000000
BZID-1304428343,2,1,135.000000
BZID-1304404937,2,0,0.000000
BZID-1304473487,4,2,160.000000
BZID-1304610816,2,2,235.000000
BZID-1304465660,2,1,1660.000000
BZID-1304405000,2,1,40.000000
BZID-1304408785,2,1,80.000000
BZID-1304383037,2,2,335.000000
BZID-1304388436,2,2,300.000000
BZID-1304457455,2,0,0.000000
BZID-1304413866,2,0,0.000000
BZID-1304362601,2,2,335.000000
BZID-1304418606,2,0,0.000000
BZID-1304398529,2,0,0.000000
BZID-1304456757,3,3,180.000000
BZID-1304423700,2,1,270.000000
BZID-1304453529,2,2,785.000000
BZID-1304437972,4,0,0.000000
BZID-1304369717,2,2,335.000000
BZID-1304370693,2,0,0.000000
BZID-1304470748,2,2,335.000000
BZID-1304404443,2,1,80.000000
BZID-1304422291,3,0,0.000000
BZID-1304446255,2,1,80.000000
BZID-1304400668,2,1,40.000000
BZID-1304404177,2,1,80.000000
BZID-1304391237,1,0,0.000000
BZID-1304428228,2,2,335.000000
BZID-1304363094,2,0,0.000000
BZID-1304421232,2,1,80.000000
BZID-1304438718,2,1,80.000000
BZID-1304388565,2,2,165.000000
BZID-1304413209,2,0,0.000000
BZID-1304479048,3,1,80.000000
BZID-1304405582,2,2,270.000000
BZID-1304411194,2,1,40.000000
BZID-1304457340,3,1,200.000000
BZID-1304384685,2,0,0.000000
BZID-1304439458,2,1,40.000000
BZID-1304439217,2,2,215.000000
BZID-1304474548,3,2,790.000000
BZID-1304438429,2,0,0.000000
BZID-1304422983,2,1,200.000000
BZID-1304464046,2,2,7160.000000
BZID-1304414544,2,0,0.000000
BZID-1304443840,3,1,85.000000
BZID-1304460336,2,2,220.000000
BZID-1304395346,2,1,45.000000
BZID-1304449610,2,2,125.000000
BZID-1304610916,2,2,85.000000
BZID-1304419749,2,0,0.000000
BZID-1304385601,2,1,40.000000
BZID-1304406873,2,0,0.000000
BZID-1304387210,2,1,40.000000
BZID-1304353532,2,2,235.000000
BZID-1304608834,2,1,45.000000
BZID-1304429796,2,1,40.000000
BZID-1304430648,2,1,40.000000
BZID-1304407193,1,0,0.000000
BZID-1304365212,1,0,0.000000
BZID-1304383004,2,1,85.000000
BZID-1304428166,2,2,85.000000
BZID-1304389753,2,2,80.000000
BZID-1304419795,2,1,40.000000
BZID-1304416518,2,2,80.000000
BZID-1304399394,7,2,80.000000
BZID-1304607632,2,2,180.000000
BZID-1304476660,2,0,0.000000
BZID-1304414491,3,1,45.000000
BZID-1304456558,2,0,0.000000
BZID-1304358149,2,2,85.000000
BZID-1304355901,2,2,235.000000
BZID-1304401368,2,2,85.000000
BZID-1304411327,2,1,85.000000
BZID-1304448690,3,2,80.000000
BZID-1304392964,2,0,0.000000
BZID-1304350966,2,2,80.000000
BZID-1304373635,2,2,130.000000
BZID-1304396379,2,2,170.000000
BZID-1304393984,2,2,85.000000
BZID-1304369309,2,1,40.000000
BZID-1304429465,2,1,40.000000
BZID-1304389838,2,2,80.000000
BZID-1304390857,2,1,40.000000
BZID-1304383535,2,2,215.000000
BZID-1304413786,2,2,80.000000
BZID-1304357001,2,2,85.000000
BZID-1304393402,2,2,80.000000
BZID-1304394606,2,1,20.000000
BZID-1304473997,2,2,80.000000
BZID-1304394549,2,1,40.000000
BZID-1304417777,2,1,40.000000
BZID-1304376732,2,1,40.000000
BZID-1304409632,2,2,60.000000
BZID-1304422521,2,2,80.000000
BZID-1304471216,2,1,40.000000
BZID-1304369432,1,1,40.000000
BZID-1304355493,2,2,235.000000
BZID-1304363949,2,2,125.000000
BZID-1304610761,2,2,180.000000
BZID-1304438121,3,2,125.000000
BZID-1304373113,2,1,45.000000
BZID-1304353023,2,2,185.000000
BZID-1304389075,2,2,85.000000
BZID-1304397553,2,2,125.000000
BZID-1304458097,2,2,85.000000
BZID-1304417388,2,2,60.000000
BZID-1304401742,2,0,0.000000
BZID-1304365389,2,1,40.000000
BZID-1304359512,2,2,185.000000
BZID-1304372324,2,2,105.000000
BZID-1304393013,2,2,80.000000
BZID-1304423616,2,2,85.000000
BZID-1304411570,2,1,40.000000
BZID-1304424844,2,2,185.000000
BZID-1304607601,2,2,85.000000
BZID-1304403041,2,2,80.000000
BZID-1304391235,2,2,235.000000
BZID-1304414374,2,2,80.000000
BZID-1304386450,2,1,40.000000
BZID-1304470519,7,5,105.000000
BZID-1304353350,2,2,235.000000
BZID-1304456632,3,0,0.000000
BZID-1304360585,2,1,45.000000
BZID-1304419433,3,1,40.000000
BZID-1304408857,1,0,0.000000
BZID-1304355642,2,2,85.000000
BZID-1304467913,4,3,385.000000
BZID-1304465612,4,0,0.000000
BZID-1304425404,2,1,435.000000
BZID-1304476931,2,1,350.000000
BZID-1304446486,2,0,0.000000
BZID-1304391000,2,0,0.000000
BZID-1304420303,3,3,6715.000000
BZID-1304462551,2,2,870.000000
BZID-1304437936,2,0,0.000000
BZID-1304449982,2,1,350.000000
BZID-1304460005,2,0,0.000000
BZID-1304464265,2,1,350.000000
BZID-1304463817,4,1,2610.000000
BZID-1304446367,3,2,165.000000
BZID-1304465550,3,3,7180.000000
BZID-1304465551,3,0,0.000000
BZID-1304422913,2,1,350.000000
BZID-1304465631,2,2,700.000000
BZID-1304426734,5,1,20.000000
BZID-1304365816,2,1,40.000000
BZID-1304358913,2,1,40.000000
BZID-1304467905,2,0,0.000000
BZID-1304374777,2,1,45.000000
BZID-1304349703,2,2,235.000000
BZID-1304359096,2,1,45.000000
BZID-1304386587,2,0,0.000000
BZID-1304415164,2,2,80.000000
BZID-1304388882,1,0,0.000000
BZID-1304416340,2,2,80.000000
BZID-1304364692,2,1,40.000000
BZID-1304370962,2,2,235.000000
BZID-1304596268,2,1,45.000000
BZID-1304358255,2,0,0.000000
BZID-1304413571,2,0,0.000000
BZID-1304604360,2,2,130.000000
BZID-1304443723,3,1,40.000000
BZID-1304406573,2,1,100.000000
BZID-1304387786,2,2,80.000000
BZID-1304403394,2,1,135.000000
BZID-1304610792,2,2,180.000000
BZID-1304349566,2,2,185.000000
BZID-1304392033,1,1,40.000000
BZID-1304387583,2,2,125.000000
BZID-1304351440,2,1,40.000000
BZID-1304374765,2,1,40.000000
BZID-1304407081,2,1,40.000000
BZID-1304447923,2,2,80.000000
BZID-1304361216,2,2,175.000000
BZID-1304409565,2,2,80.000000
BZID-1304393586,2,1,100.000000
BZID-1304390255,2,2,80.000000
BZID-1304595602,2,2,185.000000
BZID-1304355788,2,1,20.000000
BZID-1304367700,4,3,165.000000
BZID-1304604035,2,1,45.000000
BZID-1304371380,1,1,40.000000
BZID-1304357087,2,0,0.000000
BZID-1304394050,2,2,80.000000
BZID-1304411717,3,2,80.000000
BZID-1304392148,2,2,125.000000
BZID-1304423607,2,2,125.000000
BZID-1304376809,2,1,40.000000
BZID-1304374035,2,2,125.000000
BZID-1304418954,2,2,220.000000
BZID-1304428996,2,2,80.000000
BZID-1304382949,2,2,175.000000
BZID-1304369987,2,1,40.000000
BZID-1304433952,2,0,0.000000
BZID-1304367763,2,2,175.000000
BZID-1304415987,2,0,0.000000
BZID-1304410955,2,1,40.000000
BZID-1304410024,2,2,80.000000
BZID-1304424609,2,0,0.000000
BZID-1304377832,2,1,40.000000
BZID-1304478247,2,1,40.000000
BZID-1304423186,2,1,40.000000
BZID-1304390609,2,1,40.000000
BZID-1304365643,2,1,40.000000
BZID-1304429120,2,1,40.000000
BZID-1304361961,2,2,185.000000
BZID-1304423736,2,0,0.000000
BZID-1304464271,1,0,0.000000
BZID-1304394777,2,2,170.000000
BZID-1304352757,2,2,130.000000
BZID-1304399250,2,1,20.000000
BZID-1304350508,2,2,235.000000
BZID-1304398407,2,2,235.000000
BZID-1304376073,2,0,0.000000
BZID-1304380824,2,1,85.000000
BZID-1304388488,2,2,140.000000
BZID-1304388539,2,1,40.000000
BZID-1304389552,2,0,0.000000
