businessid,target_schemes_count,milestones_achieved_count,total_jc_earned
BZID-1304407813,2,2,80.000000
BZID-1304393314,2,2,80.000000
BZID-1304369572,2,0,0.000000
BZID-1304408425,2,1,85.000000
BZID-1304409726,2,1,40.000000
BZID-1304425052,3,2,95.000000
BZID-1304355316,2,2,185.000000
BZID-1304349485,2,2,235.000000
BZID-1304363837,2,2,125.000000
BZID-1304458348,2,0,0.000000
BZID-1304393833,2,1,40.000000
BZID-1304413105,2,2,85.000000
BZID-1304393723,2,2,85.000000
BZID-1304351989,2,2,235.000000
BZID-1304355379,2,2,235.000000
BZID-1304373180,2,2,80.000000
BZID-1304432621,2,0,0.000000
BZID-1304450420,2,0,0.000000
BZID-1304367778,2,2,80.000000
BZID-1304415982,2,1,40.000000
BZID-1304397966,2,2,175.000000
BZID-1304478923,2,2,80.000000
BZID-1304405881,2,2,220.000000
BZID-1304386229,2,1,40.000000
BZID-1304349760,2,0,0.000000
BZID-1304451328,2,2,45.000000
BZID-1304440500,2,0,0.000000
BZID-1304447831,2,2,140.000000
BZID-1304408229,2,1,45.000000
BZID-1304353179,2,2,60.000000
BZID-1304449175,2,1,40.000000
BZID-1304437193,2,0,0.000000
BZID-1304401602,2,0,0.000000
BZID-1304370030,2,2,220.000000
BZID-1304407875,2,2,125.000000
BZID-1304411446,2,2,140.000000
BZID-1304397204,2,0,0.000000
BZID-1304357842,2,2,185.000000
BZID-1304357910,2,1,40.000000
BZID-1304405639,2,2,7160.000000
BZID-1304389306,2,2,80.000000
BZID-1304421886,2,2,85.000000
BZID-1304365186,1,0,0.000000
BZID-1304361020,2,0,0.000000
BZID-1304578205,2,0,0.000000
BZID-1304607283,2,0,0.000000
BZID-1304376658,1,1,20.000000
BZID-1304388686,2,0,0.000000
BZID-1304414822,1,0,0.000000
BZID-1304356831,2,0,0.000000
BZID-1304372507,1,0,0.000000
BZID-1304427274,1,0,0.000000
BZID-1304393814,1,0,0.000000
BZID-1304407514,2,1,20.000000
BZID-1304377838,1,0,0.000000
BZID-1304376484,2,2,90.000000
BZID-1304364852,2,0,0.000000
BZID-1304596511,2,1,20.000000
BZID-1304604967,1,1,20.000000
BZID-1304426245,2,1,20.000000
BZID-1304606541,2,1,20.000000
BZID-1304447623,2,2,120.000000
BZID-1304608333,2,0,0.000000
BZID-1304415127,2,0,0.000000
BZID-1304596456,2,2,90.000000
BZID-1304411662,2,2,145.000000
BZID-1304427419,1,0,0.000000
BZID-1304380235,2,1,20.000000
BZID-1304577136,1,1,45.000000
BZID-1304385256,2,2,65.000000
BZID-1304569809,1,0,0.000000
BZID-1304569348,1,1,20.000000
BZID-1304595396,2,2,40.000000
BZID-1304419833,2,0,0.000000
BZID-1304607861,2,1,20.000000
BZID-1304420320,1,0,0.000000
BZID-1304608688,1,1,20.000000
BZID-1304391538,1,1,20.000000
BZID-1304351965,2,2,145.000000
BZID-1304609755,2,1,100.000000
BZID-1304396807,1,0,0.000000
BZID-1304405143,2,0,0.000000
BZID-1304600456,1,0,0.000000
BZID-1304419949,2,2,90.000000
BZID-1304375656,2,2,65.000000
BZID-1304561008,1,0,0.000000
BZID-1304609550,1,1,20.000000
BZID-1304356099,2,2,200.000000
BZID-1304603974,2,1,20.000000
BZID-1304556568,1,1,20.000000
BZID-1304603415,1,0,0.000000
BZID-1304610065,2,2,65.000000
BZID-1304460430,1,0,0.000000
BZID-1304366673,2,0,0.000000
BZID-1304422125,2,0,0.000000
BZID-1304386793,1,0,0.000000
BZID-1304359219,2,0,0.000000
BZID-1304395913,1,1,20.000000
BZID-1304555356,1,0,0.000000
BZID-1304381501,2,0,0.000000
BZID-1304362061,2,2,65.000000
BZID-1304595778,2,2,90.000000
BZID-1304438326,2,0,0.000000
BZID-1304372762,1,0,0.000000
BZID-1304350783,2,0,0.000000
BZID-1304411602,1,0,0.000000
BZID-1304458121,1,0,0.000000
BZID-1304448342,1,1,20.000000
BZID-1304561740,1,0,0.000000
BZID-1304381776,2,1,45.000000
BZID-1304596595,2,2,65.000000
BZID-1304379659,2,0,0.000000
BZID-1304403664,2,0,0.000000
BZID-1304378077,1,0,0.000000
BZID-1304396950,2,1,45.000000
BZID-1304590842,2,1,20.000000
BZID-1304562121,1,1,45.000000
BZID-1304605803,2,2,40.000000
BZID-1304560433,1,1,45.000000
BZID-1304449613,2,0,0.000000
BZID-1304434952,1,0,0.000000
BZID-1304609873,1,0,0.000000
BZID-1304412459,1,0,0.000000
BZID-1304598216,2,2,40.000000
BZID-1304597342,2,2,120.000000
BZID-1304419652,1,0,0.000000
BZID-1304365542,1,0,0.000000
BZID-1304597717,2,0,0.000000
BZID-1304392797,1,1,20.000000
BZID-1304422407,2,0,0.000000
BZID-1304475227,1,1,100.000000
BZID-1304383174,2,0,0.000000
BZID-1304349272,1,0,0.000000
BZID-1304382944,2,2,120.000000
BZID-1304382979,2,1,45.000000
BZID-1304427246,2,0,0.000000
BZID-1304426560,2,1,45.000000
BZID-1304387061,2,0,0.000000
BZID-1304559881,1,1,100.000000
BZID-1304397199,1,0,0.000000
BZID-1304398679,2,2,90.000000
BZID-1304417183,1,0,0.000000
BZID-1304389209,1,0,0.000000
BZID-1304351446,1,1,20.000000
BZID-1304547218,1,1,100.000000
BZID-1304399162,2,2,40.000000
BZID-1304369455,2,1,20.000000
BZID-1304555111,1,0,0.000000
BZID-1304407382,2,2,40.000000
BZID-1304421134,2,2,90.000000
BZID-1304565035,1,1,45.000000
BZID-1304363408,1,1,20.000000
BZID-1304411010,2,0,0.000000
BZID-1304414454,1,0,0.000000
BZID-1304546947,1,0,0.000000
BZID-1304353424,2,2,65.000000
BZID-1304375026,1,0,0.000000
BZID-1304424445,1,0,0.000000
BZID-1304388010,2,1,45.000000
BZID-1304568692,1,1,45.000000
BZID-1304355601,1,0,0.000000
BZID-1304425219,2,1,45.000000
BZID-1304558903,1,1,45.000000
BZID-1304368744,2,2,40.000000
BZID-1304569880,1,1,45.000000
BZID-1304380281,1,0,0.000000
BZID-1304433718,2,2,80.000000
BZID-1304349808,2,2,125.000000
BZID-1304389077,2,2,85.000000
BZID-1304401994,2,1,40.000000
BZID-1304372618,2,0,0.000000
BZID-1304380917,2,2,235.000000
BZID-1304352473,2,2,235.000000
BZID-1304474788,2,2,130.000000
BZID-1304382079,2,2,125.000000
BZID-1304430989,2,1,40.000000
BZID-1304404617,2,2,80.000000
BZID-1304352865,2,2,80.000000
BZID-1304470038,2,0,0.000000
BZID-1304598501,2,2,185.000000
BZID-1304606242,2,1,45.000000
BZID-1304421521,2,2,125.000000
BZID-1304386604,2,2,140.000000
BZID-1304374568,2,2,80.000000
BZID-1304459805,2,1,40.000000
BZID-1304467726,5,4,7280.000000
BZID-1304469792,2,2,80.000000
BZID-1304365187,2,2,80.000000
BZID-1304394397,2,2,125.000000
BZID-1304477027,2,1,40.000000
BZID-1304376382,2,2,140.000000
BZID-1304384893,2,1,20.000000
BZID-1304394716,2,1,45.000000
BZID-1304388911,2,0,0.000000
BZID-1304361030,2,2,175.000000
BZID-1304417838,2,0,0.000000
BZID-1304447672,2,2,125.000000
BZID-1304405780,2,2,80.000000
BZID-1304463152,2,1,40.000000
BZID-1304427519,2,2,165.000000
BZID-1304464328,2,0,0.000000
BZID-1304472590,3,3,4290.000000
BZID-1304389355,2,2,80.000000
BZID-1304449569,3,3,100.000000
BZID-1304418099,2,2,140.000000
BZID-1304425221,2,2,80.000000
BZID-1304606498,2,1,45.000000
BZID-1304364259,2,1,45.000000
BZID-1304448481,1,0,0.000000
BZID-1304420758,2,1,40.000000
BZID-1304412365,2,2,80.000000
BZID-1304383283,2,2,140.000000
BZID-1304606947,2,1,45.000000
BZID-1304408898,2,1,45.000000
BZID-1304435353,2,2,80.000000
BZID-1304359890,2,2,85.000000
BZID-1304357244,2,2,185.000000
BZID-1304404125,2,1,45.000000
BZID-1304417420,2,2,185.000000
BZID-1304474621,2,0,0.000000
BZID-1304401695,2,1,40.000000
BZID-1304383958,2,1,45.000000
BZID-1304606111,2,2,140.000000
BZID-1304382684,2,0,0.000000
BZID-1304456273,3,2,80.000000
BZID-1304355445,2,2,140.000000
BZID-1304415623,2,1,40.000000
BZID-1304372071,2,2,125.000000
BZID-1304451125,2,0,0.000000
BZID-1304392026,3,3,145.000000
BZID-1304394500,2,0,0.000000
BZID-1304376582,2,1,40.000000
BZID-1304432294,2,2,85.000000
BZID-1304356948,2,1,45.000000
BZID-1304456254,2,1,40.000000
BZID-1304397268,2,0,0.000000
BZID-1304604985,2,1,45.000000
BZID-1304480245,2,1,45.000000
BZID-1304604608,2,2,85.000000
BZID-1304449910,2,0,0.000000
BZID-1304364275,2,2,85.000000
BZID-1304606747,2,1,20.000000
BZID-1304608607,2,1,100.000000
BZID-1304442027,2,0,0.000000
BZID-1304419757,2,1,20.000000
BZID-1304364100,2,2,185.000000
BZID-1304464945,2,1,45.000000
BZID-1304464911,2,1,45.000000
BZID-1304396223,2,2,85.000000
BZID-1304389672,2,2,125.000000
BZID-1304395543,2,2,85.000000
BZID-1304606682,2,1,20.000000
BZID-1304402969,2,1,45.000000
BZID-1304598724,2,2,235.000000
BZID-1304427190,2,2,85.000000
BZID-1304351327,2,2,125.000000
BZID-1304470528,2,1,45.000000
BZID-1304419201,2,2,140.000000
BZID-1304426446,2,2,80.000000
BZID-1304381706,2,2,235.000000
BZID-1304475542,2,0,0.000000
BZID-1304467084,3,2,220.000000
BZID-1304362573,2,0,0.000000
BZID-1304463485,3,2,870.000000
BZID-1304373235,2,0,0.000000
BZID-1304476439,2,1,350.000000
BZID-1304405004,3,2,620.000000
BZID-1304472886,3,1,435.000000
BZID-1304449932,4,2,280.000000
BZID-1304464359,4,3,245.000000
BZID-1304367360,2,1,350.000000
BZID-1304461998,2,1,20.000000
BZID-1304415469,2,0,0.000000
BZID-1304394901,2,2,140.000000
BZID-1304409660,2,1,45.000000
BZID-1304409659,3,1,40.000000
BZID-1304607137,2,2,130.000000
BZID-1304390200,2,1,40.000000
BZID-1304389145,2,0,0.000000
BZID-1304419441,2,2,80.000000
BZID-1304425300,2,2,125.000000
BZID-1304462646,2,1,40.000000
BZID-1304366805,2,1,40.000000
BZID-1304356427,2,2,130.000000
BZID-1304382651,2,0,0.000000
BZID-1304380037,2,2,125.000000
BZID-1304356170,2,2,130.000000
BZID-1304356742,2,2,235.000000
BZID-1304385331,2,2,80.000000
BZID-1304597758,2,2,120.000000
BZID-1304413765,2,2,65.000000
BZID-1304607181,2,0,0.000000
BZID-1304465519,1,0,0.000000
BZID-1304410416,1,0,0.000000
BZID-1304367477,1,0,0.000000
BZID-1304404784,2,1,100.000000
BZID-1304556517,1,0,0.000000
BZID-1304404804,2,2,40.000000
BZID-1304374515,2,0,0.000000
BZID-1304606154,2,1,20.000000
BZID-1304604643,2,0,0.000000
BZID-1304594993,2,2,65.000000
BZID-1304608523,2,2,65.000000
BZID-1304352089,1,1,45.000000
BZID-1304605022,2,1,45.000000
BZID-1304598434,2,2,145.000000
BZID-1304362244,2,2,65.000000
BZID-1304400911,1,0,0.000000
BZID-1304597873,2,1,20.000000
BZID-1304546925,1,0,0.000000
BZID-1304356155,2,2,40.000000
BZID-1304606249,2,1,45.000000
BZID-1304547768,1,0,0.000000
BZID-1304405382,1,0,0.000000
BZID-1304392582,2,2,65.000000
BZID-1304567412,1,1,45.000000
BZID-1304359513,1,0,0.000000
BZID-1304386099,1,1,20.000000
BZID-1304395593,2,1,20.000000
BZID-1304383601,2,2,200.000000
BZID-1304396827,2,0,0.000000
BZID-1304564273,1,1,20.000000
BZID-1304391045,2,0,0.000000
BZID-1304610995,2,2,40.000000
BZID-1304415939,2,0,0.000000
BZID-1304386552,1,0,0.000000
BZID-1304448589,2,1,20.000000
BZID-1304408995,2,1,20.000000
BZID-1304349432,2,0,0.000000
BZID-1304569816,1,1,100.000000
BZID-1304428841,2,0,0.000000
BZID-1304416239,1,0,0.000000
BZID-1304386394,2,0,0.000000
BZID-1304417550,2,0,0.000000
BZID-1304365552,1,0,0.000000
BZID-1304557221,1,0,0.000000
BZID-1304351587,2,0,0.000000
BZID-1304461582,2,1,20.000000
BZID-1304578906,2,0,0.000000
BZID-1304425541,1,0,0.000000
BZID-1304371940,1,0,0.000000
BZID-1304364249,1,1,20.000000
BZID-1304596129,2,1,100.000000
BZID-1304363885,2,0,0.000000
BZID-1304600734,2,1,45.000000
BZID-1304604071,2,2,40.000000
BZID-1304412750,2,0,0.000000
BZID-1304546028,1,1,20.000000
BZID-1304596665,2,0,0.000000
BZID-1304594750,1,1,45.000000
BZID-1304607534,2,1,20.000000
BZID-1304349623,2,2,65.000000
BZID-1304358733,2,2,65.000000
BZID-1304388143,2,0,0.000000
BZID-1304357752,1,0,0.000000
BZID-1304417674,1,0,0.000000
BZID-1304402474,2,0,0.000000
BZID-1304458300,2,1,45.000000
BZID-1304608008,2,1,45.000000
BZID-1304462226,2,0,0.000000
BZID-1304411423,1,0,0.000000
BZID-1304432177,2,0,0.000000
BZID-1304363295,1,1,20.000000
BZID-1304578026,2,0,0.000000
BZID-1304412393,1,1,45.000000
BZID-1304393088,1,0,0.000000
BZID-1304374424,1,0,0.000000
BZID-1304413893,1,1,20.000000
BZID-1304568278,1,1,100.000000
BZID-1304371447,2,0,0.000000
BZID-1304604430,1,0,0.000000
BZID-1304607604,1,0,0.000000
BZID-1304428161,2,0,0.000000
BZID-1304361763,2,2,200.000000
BZID-1304605374,2,0,0.000000
BZID-1304447184,2,0,0.000000
BZID-1304603431,2,0,0.000000
BZID-1304418381,2,0,0.000000
BZID-1304407218,2,1,20.000000
BZID-1304360112,1,0,0.000000
BZID-1304349571,2,2,40.000000
BZID-1304596383,2,1,20.000000
BZID-1304471817,2,0,0.000000
BZID-1304405670,2,1,20.000000
BZID-1304575025,2,1,45.000000
BZID-1304413771,1,0,0.000000
BZID-1304569631,1,0,0.000000
BZID-1304349214,2,2,65.000000
BZID-1304373332,2,1,45.000000
BZID-1304420243,1,0,0.000000
BZID-1304560128,1,1,45.000000
BZID-1304392248,1,0,0.000000
BZID-1304589117,1,0,0.000000
BZID-1304554229,1,1,20.000000
BZID-1304410186,2,0,0.000000
BZID-1304396542,1,0,0.000000
BZID-1304360605,2,1,20.000000
BZID-1304406633,2,2,40.000000
BZID-1304380443,2,0,0.000000
BZID-1304608383,2,2,65.000000
BZID-1304398717,2,0,0.000000
BZID-1304391884,1,0,0.000000
BZID-1304383941,2,1,45.000000
BZID-1304569041,1,1,100.000000
BZID-1304595485,2,2,40.000000
BZID-1304356349,2,2,65.000000
BZID-1304359732,1,1,100.000000
BZID-1304361994,2,1,45.000000
BZID-1304359648,2,1,20.000000
BZID-1304394620,2,1,20.000000
BZID-1304410450,2,2,120.000000
BZID-1304373384,1,1,45.000000
BZID-1304426301,2,1,80.000000
BZID-1304368617,1,0,0.000000
BZID-1304356532,2,1,45.000000
BZID-1304416611,3,3,90.000000
BZID-1304423532,2,1,85.000000
BZID-1304356724,2,2,185.000000
BZID-1304394808,2,2,220.000000
BZID-1304433976,2,0,0.000000
BZID-1304421868,2,2,185.000000
BZID-1304350953,2,1,20.000000
BZID-1304360926,2,1,40.000000
BZID-1304406597,2,1,40.000000
BZID-1304457142,2,1,40.000000
BZID-1304351697,2,2,235.000000
BZID-1304386023,2,0,0.000000
BZID-1304476080,2,1,45.000000
BZID-1304472550,2,1,40.000000
BZID-1304428829,3,3,85.000000
BZID-1304423856,2,2,80.000000
BZID-1304414160,2,2,80.000000
BZID-1304376930,2,1,40.000000
BZID-1304465230,1,1,40.000000
BZID-1304427701,2,1,45.000000
BZID-1304374608,2,1,45.000000
BZID-1304598828,2,2,85.000000
BZID-1304361090,2,2,80.000000
BZID-1304371165,2,1,45.000000
BZID-1304392637,2,0,0.000000
BZID-1304608168,2,2,140.000000
BZID-1304452871,2,0,0.000000
BZID-1304418871,2,1,40.000000
BZID-1304394355,2,1,40.000000
BZID-1304413897,2,1,40.000000
BZID-1304385042,2,2,235.000000
BZID-1304415203,2,1,40.000000
BZID-1304363590,2,0,0.000000
BZID-1304397437,2,0,0.000000
BZID-1304419153,2,2,125.000000
BZID-1304362608,2,1,40.000000
BZID-1304396034,2,1,20.000000
BZID-1304368640,2,2,140.000000
BZID-1304419676,2,1,20.000000
BZID-1304397880,2,0,0.000000
BZID-1304385547,2,2,60.000000
BZID-1304441056,2,0,0.000000
BZID-1304352486,2,1,45.000000
BZID-1304358320,2,1,40.000000
BZID-1304352212,2,2,105.000000
BZID-1304364231,2,2,85.000000
BZID-1304349307,2,1,45.000000
BZID-1304381340,2,2,235.000000
BZID-1304431988,2,1,85.000000
BZID-1304396068,2,0,0.000000
BZID-1304451381,2,2,170.000000
BZID-1304423927,2,1,40.000000
BZID-1304415447,2,1,40.000000
BZID-1304470955,2,1,40.000000
BZID-1304606920,2,2,85.000000
BZID-1304605802,2,2,85.000000
BZID-1304381977,3,2,270.000000
BZID-1304363181,2,2,125.000000
BZID-1304417349,2,2,185.000000
BZID-1304370261,2,2,235.000000
BZID-1304412471,2,1,40.000000
BZID-1304375687,2,0,0.000000
BZID-1304461906,2,0,0.000000
BZID-1304427221,2,2,85.000000
BZID-1304369534,1,0,0.000000
BZID-1304467944,2,0,0.000000
BZID-1304446225,2,1,45.000000
BZID-1304368778,2,1,20.000000
BZID-1304368823,2,2,185.000000
BZID-1304364025,1,0,0.000000
BZID-1304408677,1,0,0.000000
BZID-1304452878,2,0,0.000000
BZID-1304436805,2,1,85.000000
BZID-1304385472,2,2,270.000000
BZID-1304411514,1,0,0.000000
BZID-1304455133,2,1,40.000000
BZID-1304375490,2,1,135.000000
BZID-1304427150,2,0,0.000000
BZID-1304396106,2,1,85.000000
BZID-1304451427,4,2,270.000000
BZID-1304408900,3,1,20.000000
BZID-1304434033,2,2,215.000000
BZID-1304382094,2,1,80.000000
BZID-1304411750,2,2,215.000000
BZID-1304365341,2,2,215.000000
BZID-1304358649,2,0,0.000000
BZID-1304411280,2,2,80.000000
BZID-1304370022,2,2,335.000000
BZID-1304435060,2,1,40.000000
BZID-1304412869,2,2,165.000000
BZID-1304368883,2,0,0.000000
BZID-1304457347,2,2,125.000000
BZID-1304398367,2,0,0.000000
BZID-1304403444,1,0,0.000000
BZID-1304470000,1,0,0.000000
BZID-1304375544,2,1,135.000000
BZID-1304424887,2,2,125.000000
BZID-1304361366,2,2,335.000000
BZID-1304413011,2,1,135.000000
BZID-1304358240,2,2,220.000000
BZID-1304431821,2,1,435.000000
BZID-1304421848,3,2,165.000000
BZID-1304429501,1,0,0.000000
BZID-1304364583,2,2,125.000000
BZID-1304413402,1,0,0.000000
BZID-1304393990,2,2,335.000000
BZID-1304357343,2,2,240.000000
BZID-1304381049,2,1,40.000000
BZID-1304428039,2,0,0.000000
BZID-1304390561,2,0,0.000000
BZID-1304406662,2,2,80.000000
BZID-1304352938,2,2,175.000000
BZID-1304460773,1,0,0.000000
BZID-1304382611,2,1,85.000000
BZID-1304416495,1,0,0.000000
BZID-1304381857,2,0,0.000000
BZID-1304361390,2,2,335.000000
BZID-1304477756,1,0,0.000000
BZID-1304351501,2,2,220.000000
BZID-1304380502,1,1,40.000000
BZID-1304380499,2,0,0.000000
BZID-1304371109,1,0,0.000000
BZID-1304425912,1,1,45.000000
BZID-1304416090,2,1,20.000000
BZID-1304546999,1,1,45.000000
BZID-1304561926,1,0,0.000000
BZID-1304595058,2,2,145.000000
BZID-1304366785,2,1,20.000000
BZID-1304562439,1,0,0.000000
BZID-1304416006,2,1,20.000000
BZID-1304560404,1,0,0.000000
BZID-1304350658,2,1,20.000000
BZID-1304546932,1,0,0.000000
BZID-1304437520,1,1,100.000000
BZID-1304372458,2,2,40.000000
BZID-1304555531,1,1,20.000000
BZID-1304569352,1,0,0.000000
BZID-1304575359,1,0,0.000000
BZID-1304402405,1,0,0.000000
BZID-1304392353,1,1,20.000000
BZID-1304382422,2,1,20.000000
BZID-1304382296,2,0,0.000000
BZID-1304356296,1,0,0.000000
BZID-1304606590,1,0,0.000000
BZID-1304596487,1,1,20.000000
BZID-1304388075,1,0,0.000000
BZID-1304361784,1,0,0.000000
BZID-1304574567,1,0,0.000000
BZID-1304362996,1,0,0.000000
BZID-1304554510,1,0,0.000000
BZID-1304369199,2,0,0.000000
BZID-1304446784,2,2,65.000000
BZID-1304349562,2,0,0.000000
BZID-1304569468,1,1,20.000000
BZID-1304362461,1,0,0.000000
BZID-1304370599,2,0,0.000000
BZID-1304372183,1,0,0.000000
BZID-1304388199,2,0,0.000000
BZID-1304610694,1,1,100.000000
BZID-1304608241,1,0,0.000000
BZID-1304382335,2,2,40.000000
BZID-1304390571,1,0,0.000000
BZID-1304575390,2,2,90.000000
BZID-1304479515,2,0,0.000000
BZID-1304547535,1,1,20.000000
BZID-1304423845,1,0,0.000000
BZID-1304600952,2,2,65.000000
BZID-1304430388,1,0,0.000000
BZID-1304371993,2,0,0.000000
BZID-1304399425,2,1,20.000000
BZID-1304430154,2,1,20.000000
BZID-1304374218,1,0,0.000000
BZID-1304409754,1,0,0.000000
BZID-1304398991,1,0,0.000000
BZID-1304562264,1,1,45.000000
BZID-1304373176,1,1,45.000000
BZID-1304358132,2,1,20.000000
BZID-1304559938,1,0,0.000000
BZID-1304600356,2,2,200.000000
BZID-1304577016,1,1,100.000000
BZID-1304397914,2,0,0.000000
BZID-1304610934,1,0,0.000000
BZID-1304605489,2,1,45.000000
BZID-1304596443,2,2,65.000000
BZID-1304607489,2,0,0.000000
BZID-1304549367,1,0,0.000000
BZID-1304395386,1,0,0.000000
BZID-1304600474,1,0,0.000000
BZID-1304395211,1,0,0.000000
BZID-1304479289,1,0,0.000000
BZID-1304362420,1,0,0.000000
BZID-1304425465,1,0,0.000000
BZID-1304606609,1,0,0.000000
BZID-1304600880,1,1,45.000000
BZID-1304577220,1,0,0.000000
BZID-1304357077,1,0,0.000000
BZID-1304356591,1,0,0.000000
BZID-1304419371,1,0,0.000000
BZID-1304363436,1,1,20.000000
BZID-1304380962,1,0,0.000000
BZID-1304351269,1,0,0.000000
BZID-1304365823,1,0,0.000000
BZID-1304426835,2,1,200.000000
BZID-1304363677,1,0,0.000000
BZID-1304467277,2,0,0.000000
BZID-1304359787,1,0,0.000000
BZID-1304597307,2,2,90.000000
BZID-1304396100,1,0,0.000000
BZID-1304420849,1,0,0.000000
BZID-1304404342,1,1,20.000000
BZID-1304400530,2,0,0.000000
BZID-1304609944,1,1,100.000000
BZID-1304378487,1,0,0.000000
BZID-1304354449,1,0,0.000000
BZID-1304426590,1,0,0.000000
BZID-1304428218,1,0,0.000000
BZID-1304362485,1,0,0.000000
BZID-1304377916,1,0,0.000000
BZID-1304356332,2,1,100.000000
BZID-1304399414,2,2,470.000000
BZID-1304362446,2,2,620.000000
BZID-1304596397,1,1,100.000000
BZID-1304354742,1,0,0.000000
BZID-1304404100,1,0,0.000000
BZID-1304405832,1,0,0.000000
BZID-1304378638,1,1,45.000000
BZID-1304366115,2,2,400.000000
BZID-1304433277,1,0,0.000000
BZID-1304407414,1,0,0.000000
BZID-1304396617,1,1,100.000000
BZID-1304428514,1,0,0.000000
BZID-1304367604,1,1,20.000000
BZID-1304364836,1,0,0.000000
BZID-1304419627,1,0,0.000000
BZID-1304381846,1,1,20.000000
BZID-1304438743,1,1,20.000000
BZID-1304449901,1,1,20.000000
BZID-1304430351,2,1,200.000000
BZID-1304416744,1,0,0.000000
BZID-1304387827,1,0,0.000000
BZID-1304355224,1,0,0.000000
BZID-1304409413,1,0,0.000000
BZID-1304606475,1,0,0.000000
BZID-1304441590,2,1,45.000000
BZID-1304609942,1,0,0.000000
BZID-1304414897,1,0,0.000000
BZID-1304383925,1,1,20.000000
BZID-1304449749,1,0,0.000000
BZID-1304598006,1,0,0.000000
BZID-1304372029,1,0,0.000000
BZID-1304414708,1,0,0.000000
BZID-1304433052,2,2,470.000000
BZID-1304356529,1,1,20.000000
BZID-1304390492,1,0,0.000000
BZID-1304447391,1,0,0.000000
BZID-1304386481,2,0,0.000000
BZID-1304389656,2,0,0.000000
BZID-1304471056,1,0,0.000000
BZID-1304454289,1,1,20.000000
BZID-1304424490,1,1,20.000000
BZID-1304361791,1,0,0.000000
BZID-1304353369,1,1,45.000000
BZID-1304604315,1,0,0.000000
BZID-1304387766,1,0,0.000000
BZID-1304606864,1,0,0.000000
BZID-1304377758,1,0,0.000000
BZID-1304358959,1,0,0.000000
BZID-1304379016,1,0,0.000000
BZID-1304577569,1,0,0.000000
BZID-1304358752,1,0,0.000000
BZID-1304418253,1,0,0.000000
BZID-1304374823,1,1,45.000000
BZID-1304598853,1,1,20.000000
BZID-1304607226,1,0,0.000000
BZID-1304376591,1,0,0.000000
BZID-1304463899,1,0,0.000000
BZID-1304351075,1,1,100.000000
BZID-1304397243,1,0,0.000000
BZID-1304353775,1,0,0.000000
BZID-1304424567,1,0,0.000000
BZID-1304456483,1,0,0.000000
BZID-1304369968,1,0,0.000000
BZID-1304595694,1,0,0.000000
BZID-1304474953,2,1,135.000000
BZID-1304360622,1,1,20.000000
BZID-1304362252,1,0,0.000000
BZID-1304392088,1,0,0.000000
BZID-1304446330,1,0,0.000000
BZID-1304385676,2,2,620.000000
BZID-1304464689,1,0,0.000000
BZID-1304460827,2,1,135.000000
BZID-1304438315,1,0,0.000000
BZID-1304393350,1,0,0.000000
BZID-1304399107,2,1,135.000000
BZID-1304445021,1,1,20.000000
BZID-1304446023,1,1,20.000000
BZID-1304437123,1,1,100.000000
BZID-1304381176,2,0,0.000000
BZID-1304380163,1,0,0.000000
BZID-1304392860,1,0,0.000000
BZID-1304416397,1,0,0.000000
BZID-1304459403,1,0,0.000000
BZID-1304393924,2,2,200.000000
BZID-1304479517,1,1,45.000000
BZID-1304350692,1,0,0.000000
BZID-1304414803,1,1,45.000000
BZID-1304595697,1,0,0.000000
BZID-1304399435,1,0,0.000000
BZID-1304460557,1,1,20.000000
BZID-1304414608,1,0,0.000000
BZID-1304429735,2,2,400.000000
BZID-1304405935,2,1,135.000000
BZID-1304409513,1,0,0.000000
BZID-1304419909,1,0,0.000000
BZID-1304410921,1,0,0.000000
BZID-1304610539,1,0,0.000000
BZID-1304610519,1,0,0.000000
BZID-1304388410,2,2,65.000000
BZID-1304419719,1,0,0.000000
BZID-1304423193,2,0,0.000000
BZID-1304350379,1,0,0.000000
BZID-1304364908,2,2,540.000000
BZID-1304415482,1,0,0.000000
BZID-1304409596,1,0,0.000000
BZID-1304600381,2,1,100.000000
BZID-1304437270,1,0,0.000000
BZID-1304419951,1,0,0.000000
BZID-1304402811,2,2,620.000000
BZID-1304392035,1,0,0.000000
BZID-1304431084,2,2,470.000000
BZID-1304431494,1,0,0.000000
BZID-1304429942,1,0,0.000000
BZID-1304391173,1,0,0.000000
BZID-1304464720,1,0,0.000000
BZID-1304435020,1,0,0.000000
BZID-1304393828,1,1,20.000000
BZID-1304350703,1,0,0.000000
BZID-1304393941,1,1,20.000000
BZID-1304387204,1,0,0.000000
BZID-1304396915,2,1,350.000000
BZID-1304428989,1,0,0.000000
BZID-1304383427,2,2,540.000000
BZID-1304423216,1,0,0.000000
BZID-1304418769,1,0,0.000000
BZID-1304408608,1,0,0.000000
BZID-1304397456,1,0,0.000000
BZID-1304431363,1,0,0.000000
BZID-1304597638,1,1,100.000000
BZID-1304415848,1,0,0.000000
BZID-1304435835,1,0,0.000000
BZID-1304356229,1,1,20.000000
BZID-1304385951,2,0,0.000000
BZID-1304406839,1,0,0.000000
BZID-1304404424,3,2,620.000000
BZID-1304424390,1,0,0.000000
BZID-1304371812,1,0,0.000000
BZID-1304362838,1,0,0.000000
BZID-1304404259,1,0,0.000000
BZID-1304377464,1,0,0.000000
BZID-1304442147,1,1,20.000000
