businessid,calls
BZID-1304459436,1
BZID-1304475414,2
BZID-1304383432,2
BZID-1304407832,2
BZID-1304389428,1
BZID-1304404781,1
BZID-1304449330,4
BZID-1304448996,1
BZID-1304358715,1
BZID-1304474201,1
BZID-1304448748,4
BZID-1304421283,2
BZID-1304438060,3
BZID-1304437847,1
BZID-1304607845,4
BZID-1304462453,1
BZID-1304478042,1
BZID-1304444272,2
BZID-1304450765,2
BZID-1304459870,1
BZID-1304419641,7
BZID-1304440443,7
BZID-1304426735,4
BZID-1304415097,2
BZID-1304429030,1
BZID-1304358754,3
BZID-1304469761,3
BZID-1304458019,2
BZID-1304417984,1
BZID-1304425877,2
BZID-1304471865,2
BZID-1304379146,3
BZID-1304590401,3
BZID-1304362678,2
BZID-1304561104,2
BZID-1304463558,1
BZID-1304401702,2
BZID-1304384796,2
BZID-1304387772,1
BZID-1304464554,2
BZID-1304473589,1
BZID-1304441132,2
BZID-1304428382,1
BZID-1304425463,2
BZID-1304392364,1
BZID-1304597137,2
BZID-1304362734,1
BZID-1304375425,1
BZID-1304374104,8
BZID-1304561985,3
BZID-1304448361,6
BZID-1304477644,3
BZID-1304605876,5
BZID-1304478808,3
BZID-1304420012,7
BZID-1304463473,2
BZID-1304383253,2
BZID-1304415555,15
BZID-1304420957,1
BZID-1304389367,2
BZID-1304395833,6
BZID-1304421377,2
BZID-1304436229,8
BZID-1304472020,1
BZID-1304476531,1
BZID-1304387787,6
BZID-1304376099,1
BZID-1304377224,2
BZID-1304465039,2
BZID-1304392732,2
BZID-1304388786,2
BZID-1304435689,2
BZID-1304446988,1
BZID-1304367361,1
BZID-1304559266,5
BZID-1304610083,1
BZID-1304438729,2
BZID-1304426772,2
BZID-1304465423,2
BZID-1304459145,2
BZID-1304463307,1
BZID-1304450385,2
BZID-1304398468,2
BZID-1304423147,1
BZID-1304450839,1
BZID-1304475906,1
BZID-1304378191,6
BZID-1304437408,2
BZID-1304419758,1
BZID-1304547242,3
BZID-1304467100,2
BZID-1304434435,1
BZID-1304415558,1
BZID-1304604698,3
BZID-1304419392,1
BZID-1304611000,1
BZID-1304417124,3
BZID-1304359822,2
BZID-1304410191,1
BZID-1304472715,4
BZID-1304367562,5
BZID-1304474796,1
BZID-1304449012,6
BZID-1304600761,1
BZID-1304377768,2
BZID-1304407652,2
BZID-1304395779,2
BZID-1304563404,1
BZID-1304402554,1
BZID-1304551155,1
BZID-1304608088,1
BZID-1304432292,2
BZID-1304422776,2
BZID-1304392506,5
BZID-1304414242,1
BZID-1304398079,2
BZID-1304363884,1
BZID-1304425602,1
BZID-1304461894,2
BZID-1304479286,4
BZID-1304407464,2
BZID-1304428635,4
BZID-1304411155,1
BZID-1304448832,2
BZID-1304469578,1
BZID-1304354971,4
BZID-1304519288,1
BZID-1304366907,1
BZID-1304608692,1
BZID-1304442024,1
BZID-1304607988,4
BZID-1304450988,1
BZID-1304447810,1
BZID-1304383972,2
BZID-1304394885,2
BZID-1304604280,2
BZID-1304595474,3
BZID-1304478987,2
BZID-1304461858,1
BZID-1304428789,1
BZID-1304421536,6
BZID-1304404826,1
BZID-1304389234,2
BZID-1304464204,1
BZID-1304398813,2
BZID-1304603559,1
BZID-1304349772,1
BZID-1304435993,2
BZID-1304369768,7
BZID-1304554810,3
BZID-1304399278,3
BZID-1304457553,2
BZID-1304382980,1
BZID-1304396734,1
BZID-1304452478,7
BZID-1304369342,1
BZID-1304433759,2
BZID-1304424175,3
BZID-1304350535,4
BZID-1304458415,1
BZID-1304390277,1
BZID-1304416725,2
BZID-1304440558,1
BZID-1304362765,3
BZID-1304465425,2
BZID-1304391670,3
BZID-1304604288,1
BZID-1304443573,1
BZID-1304417885,2
BZID-1304413204,5
BZID-1304383149,2
BZID-1304596670,2
BZID-1304415078,4
BZID-1304417424,6
BZID-1304441933,3
BZID-1304448409,1
BZID-1304459845,2
BZID-1304361023,1
BZID-1304394897,1
BZID-1304415265,1
BZID-1304415834,1
BZID-1304400651,8
BZID-1304550077,2
BZID-1304360101,1
BZID-1304470520,1
BZID-1304538815,3
BZID-1304547935,2
BZID-1304538382,2
BZID-1304402584,1
BZID-1304412298,1
BZID-1304438221,4
BZID-1304458126,2
BZID-1304363131,4
BZID-1304428579,1
BZID-1304369296,3
BZID-1304409424,2
BZID-1304460409,4
BZID-1304452985,1
BZID-1304590720,3
BZID-1304471721,1
BZID-1304408985,1
BZID-1304431517,1
BZID-1304364840,2
BZID-1304406222,1
BZID-1304449146,3
BZID-1304419774,2
BZID-1304596615,1
BZID-1304387179,1
BZID-1304349545,16
BZID-1304375797,1
BZID-1304408454,6
BZID-1304400408,2
BZID-1304439796,1
BZID-1304374704,1
BZID-1304475586,1
BZID-1304375197,1
BZID-1304466470,1
BZID-1304444618,3
BZID-1304358755,2
BZID-1304459969,1
BZID-1304476165,1
BZID-1304420493,5
BZID-1304409532,1
BZID-1304408475,1
BZID-1304415761,1
BZID-1304416452,2
BZID-1304478500,1
BZID-1304577331,4
BZID-1304415266,2
BZID-1304434281,1
BZID-1304349208,1
BZID-1304355204,1
BZID-1304388931,1
BZID-1304538484,1
BZID-1304398983,1
BZID-1304610266,1
BZID-1304371951,2
BZID-1304552534,1
BZID-1304549945,1
BZID-1304391309,2
BZID-1304413179,1
BZID-1304394024,1
BZID-1304372409,3
BZID-1304401907,1
BZID-1304449051,2
BZID-1304398746,1
BZID-1304444017,2
BZID-1304546629,2
BZID-1304597994,1
BZID-1304360105,4
BZID-1304476298,3
BZID-1304397022,2
BZID-1304471089,3
BZID-1304458059,1
BZID-1304353840,2
BZID-1304352416,1
BZID-1304474853,2
BZID-1304568697,1
BZID-1304444177,1
BZID-1304398890,2
BZID-1304422807,1
BZID-1304388317,1
BZID-1304413995,8
BZID-1304552728,3
BZID-1304356615,8
BZID-1304363190,1
BZID-1304410345,2
BZID-1304404692,3
BZID-1304450475,1
BZID-1304462729,1
BZID-1304594727,4
BZID-1304350521,1
BZID-1304604713,2
BZID-1304402501,4
BZID-1304358971,1
BZID-1304448275,2
BZID-1304462120,1
BZID-1304376920,1
BZID-1304436976,10
BZID-1304397270,4
BZID-1304438537,2
BZID-1304386336,1
BZID-1304420061,4
BZID-1304400457,1
BZID-1304371381,1
BZID-1304608490,1
BZID-1304450015,2
BZID-1304469206,1
BZID-1304412925,6
BZID-1304354871,1
BZID-1304450962,3
BZID-1304362642,1
BZID-1304368737,1
BZID-1304595266,3
BZID-1304568153,8
BZID-1304398190,1
BZID-1304375593,3
BZID-1304388182,2
BZID-1304477262,3
BZID-1304610535,1
BZID-1304376911,1
BZID-1304391510,1
BZID-1304419569,2
BZID-1304462564,2
BZID-1304412309,1
BZID-1304422771,1
BZID-1304351892,7
BZID-1304597650,1
BZID-1304421477,1
BZID-1304390367,3
BZID-1304422082,2
BZID-1304377792,2
BZID-1304399797,2
BZID-1304448815,1
BZID-1304379931,1
BZID-1304384558,2
BZID-1304461329,1
BZID-1304411025,2
BZID-1304406535,1
BZID-1304477901,1
BZID-1304595959,1
BZID-1304356319,1
BZID-1304423882,3
BZID-1304403975,6
BZID-1304351244,2
BZID-1304406590,2
BZID-1304389708,1
BZID-1304403816,1
BZID-1304448496,1
BZID-1304353367,1
BZID-1304415541,2
BZID-1304425139,1
BZID-1304383033,3
BZID-1304403612,1
BZID-1304392616,2
BZID-1304471154,1
BZID-1304448554,5
BZID-1304428630,5
BZID-1304427240,1
BZID-1304365652,1
BZID-1304471293,1
BZID-1304421427,6
BZID-1304439938,3
BZID-1304413452,3
BZID-1304611006,1
BZID-1304415781,3
BZID-1304440522,1
BZID-1304406947,1
BZID-1304422261,1
BZID-1304357902,1
BZID-1304551803,2
BZID-1304604472,1
BZID-1304376808,1
BZID-1304471305,2
BZID-1304552826,1
BZID-1304609537,1
BZID-1304385228,3
BZID-1304382724,4
BZID-1304386771,1
BZID-1304375786,3
BZID-1304466656,2
BZID-1304387003,2
BZID-1304390088,3
BZID-1304471011,1
BZID-1304421178,1
BZID-1304605260,1
BZID-1304381307,1
BZID-1304361764,1
BZID-1304449421,1
BZID-1304409428,3
BZID-1304609683,1
BZID-1304350246,1
BZID-1304364200,1
BZID-1304439289,3
BZID-1304463073,1
BZID-1304416483,3
BZID-1304377994,1
BZID-1304423946,2
BZID-1304398401,2
BZID-1304435624,1
BZID-1304462456,1
BZID-1304475136,1
BZID-1304462848,1
BZID-1304422268,1
BZID-1304432454,1
BZID-1304418536,2
BZID-1304479258,3
BZID-1304451387,2
BZID-1304426300,3
BZID-1304565083,1
BZID-1304438670,2
BZID-1304429741,2
BZID-1304412295,3
BZID-1304354518,1
BZID-1304410961,4
BZID-1304557181,4
BZID-1304457107,4
BZID-1304554835,1
BZID-1304410669,1
BZID-1304478983,2
BZID-1304460768,2
BZID-1304476705,2
BZID-1304407663,2
BZID-1304401666,1
BZID-1304460732,1
BZID-1304383627,1
BZID-1304366745,1
BZID-1304604779,4
BZID-1304401277,1
BZID-1304401062,2
BZID-1304596366,4
BZID-1304353462,3
BZID-1304351231,1
BZID-1304557743,2
BZID-1304436282,2
BZID-1304404012,1
BZID-1304379010,1
BZID-1304466517,2
BZID-1304430454,1
BZID-1304448490,2
BZID-1304430369,1
BZID-1304607281,4
BZID-1304463225,1
BZID-1304419791,1
BZID-1304392601,1
BZID-1304413660,1
BZID-1304412953,2
BZID-1304427158,1
BZID-1304436809,1
BZID-1304420066,2
BZID-1304557443,2
BZID-1304375813,2
BZID-1304405082,2
BZID-1304506647,1
BZID-1304598911,4
BZID-1304409243,1
BZID-1304410289,1
BZID-1304464992,2
BZID-1304352678,1
BZID-1304414627,1
BZID-1304380118,1
BZID-1304461357,3
BZID-1304577827,1
BZID-1304375947,1
BZID-1304417694,1
BZID-1304400234,2
BZID-1304364267,1
BZID-1304373350,2
BZID-1304419394,3
BZID-1304477388,2
BZID-1304362315,1
BZID-1304411317,1
BZID-1304424895,1
BZID-1304479844,1
BZID-1304456513,2
BZID-1304391299,1
BZID-1304382157,1
BZID-1304371963,1
BZID-1304371068,1
BZID-1304405061,1
BZID-1304448122,1
BZID-1304405919,1
BZID-1304472544,1
BZID-1304558232,1
BZID-1304419315,1
BZID-1304409480,2
BZID-1304600596,1
BZID-1304409313,1
BZID-1304378802,1
BZID-1304402203,1
BZID-1304415101,2
BZID-1304399308,1
BZID-1304406529,1
BZID-1304404213,1
BZID-1304464950,1
BZID-1304352300,1
BZID-1304384246,1
BZID-1304389310,1
BZID-1304454739,3
BZID-1304411231,1
BZID-1304436617,1
BZID-1304598689,2
BZID-1304422868,1
BZID-1304386885,1
BZID-1304413414,1
BZID-1304428061,1
BZID-1304531125,1
BZID-1304446492,2
BZID-1304462886,1
BZID-1304473458,1
BZID-1304462708,2
BZID-1304390405,2
BZID-1304440480,1
BZID-1304549322,2
BZID-1304417416,3
BZID-1304412419,2
BZID-1304458999,2
BZID-1304391270,2
BZID-1304463694,1
BZID-1304354822,2
BZID-1304427708,1
BZID-1304474879,1
BZID-1304596270,1
BZID-1304433543,1
BZID-1304364601,1
BZID-1304431325,2
BZID-1304397884,5
BZID-1304378181,1
BZID-1304386429,3
BZID-1304448957,1
BZID-1304408460,2
BZID-1304463524,2
BZID-1304450860,1
BZID-1304434353,1
BZID-1304418056,1
BZID-1304361935,2
BZID-1304365342,1
BZID-1304447012,1
BZID-1304352885,1
BZID-1304374039,2
BZID-1304463097,1
BZID-1304415648,2
BZID-1304433694,1
BZID-1304445439,1
BZID-1304402979,1
BZID-1304423120,1
BZID-1304369350,1
BZID-1304389319,2
BZID-1304358314,3
BZID-1304354240,2
BZID-1304608500,1
BZID-1304600680,2
BZID-1304363411,1
BZID-1304447767,1
BZID-1304363655,3
BZID-1304420780,1
BZID-1304460775,1
BZID-1304436262,3
BZID-1304374656,1
BZID-1304443981,1
BZID-1304413298,1
BZID-1304369901,1
BZID-1304386086,1
BZID-1304397056,3
BZID-1304433530,1
BZID-1304374009,2
BZID-1304387287,1
BZID-1304393844,1
BZID-1304448579,1
BZID-1304407628,1
BZID-1304439412,2
BZID-1304408683,1
BZID-1304474036,1
BZID-1304375367,1
BZID-1304357758,4
BZID-1304466671,1
BZID-1304419442,1
BZID-1304373000,3
BZID-1304367515,3
BZID-1304429280,1
BZID-1304429916,4
BZID-1304435933,1
BZID-1304419041,1
BZID-1304432048,1
BZID-1304373335,1
BZID-1304372043,1
BZID-1304596374,1
BZID-1304440720,1
BZID-1304458437,2
BZID-1304432113,1
BZID-1304388822,2
BZID-1304434144,1
BZID-1304476738,2
BZID-1304408368,3
BZID-1304415719,2
BZID-1304362487,1
BZID-1304400175,1
BZID-1304393120,2
BZID-1304608788,1
BZID-1304378659,2
BZID-1304375224,1
BZID-1304409860,3
BZID-1304477355,3
BZID-1304352386,1
BZID-1304368608,2
BZID-1304362909,2
BZID-1304460567,1
BZID-1304458729,1
BZID-1304362878,1
BZID-1304396979,1
BZID-1304448895,1
BZID-1304429393,2
BZID-1304393820,1
BZID-1304567476,1
BZID-1304421060,1
BZID-1304465158,2
BZID-1304371770,1
BZID-1304422748,1
BZID-1304410989,2
BZID-1304384474,1
BZID-1304474188,4
BZID-1304437145,1
BZID-1304422370,1
BZID-1304610407,1
BZID-1304420346,5
BZID-1304392416,1
BZID-1304377671,1
BZID-1304376844,1
BZID-1304391119,2
BZID-1304609345,1
BZID-1304476610,1
BZID-1304381381,1
BZID-1304450868,1
BZID-1304454003,1
BZID-1304464247,2
BZID-1304429758,2
BZID-1304427720,7
BZID-1304434846,1
BZID-1304449782,1
BZID-1304424924,3
BZID-1304356003,1
BZID-1304375540,1
BZID-1304596023,2
BZID-1304388221,1
BZID-1304374488,2
BZID-1304463180,1
BZID-1304462129,2
BZID-1304387225,1
BZID-1304386066,1
BZID-1304374444,1
BZID-1304389636,1
BZID-1304413064,1
BZID-1304425921,2
BZID-1304419525,1
BZID-1304399522,2
BZID-1304472880,3
BZID-1304463222,1
BZID-1304385781,2
BZID-1304349385,1
BZID-1304383405,1
BZID-1304395269,3
BZID-1304374958,2
BZID-1304470048,2
BZID-1304460001,1
BZID-1304358555,1
BZID-1304467191,1
BZID-1304383414,1
BZID-1304449011,1
BZID-1304548200,2
BZID-1304426608,1
BZID-1304392244,2
BZID-1304475226,1
BZID-1304393970,2
BZID-1304447284,2
BZID-1304460472,2
BZID-1304392057,1
BZID-1304410244,1
BZID-1304351593,2
BZID-1304470652,1
BZID-1304421851,1
BZID-1304591679,3
BZID-1304408704,1
BZID-1304417715,1
BZID-1304447201,2
BZID-1304424710,1
BZID-1304410724,1
BZID-1304433336,1
BZID-1304412587,1
BZID-1304451400,1
BZID-1304388268,1
BZID-1304605029,1
BZID-1304476078,5
BZID-1304357313,3
BZID-1304415335,1
BZID-1304460454,1
BZID-1304466027,1
BZID-1304385421,1
BZID-1304377770,1
BZID-1304377403,1
BZID-1304437828,3
BZID-1304407491,2
BZID-1304463829,1
BZID-1304423465,1
BZID-1304362689,1
BZID-1304413795,2
BZID-1304392728,1
BZID-1304375198,1
BZID-1304410065,1
BZID-1304542174,2
BZID-1304451491,2
BZID-1304363266,1
BZID-1304479425,1
BZID-1304463319,1
BZID-1304363554,1
BZID-1304384122,1
BZID-1304448800,1
BZID-1304449519,1
BZID-1304600949,2
BZID-1304416919,2
BZID-1304467165,2
BZID-1304577229,1
BZID-1304548755,1
BZID-1304604396,1
BZID-1304397125,1
BZID-1304465211,2
BZID-1304361977,1
BZID-1304423611,1
BZID-1304375841,3
BZID-1304405932,1
BZID-1304427663,1
BZID-1304403460,1
BZID-1304419969,1
BZID-1304393868,1
BZID-1304475269,3
BZID-1304372482,2
BZID-1304596512,1
BZID-1304406195,1
BZID-1304399951,1
BZID-1304462378,1
BZID-1304480239,1
BZID-1304369152,1
BZID-1304566958,2
BZID-1304412716,1
BZID-1304355209,1
BZID-1304410008,1
BZID-1304370014,1
BZID-1304461980,4
BZID-1304354979,1
BZID-1304426486,1
BZID-1304401960,2
BZID-1304397759,2
BZID-1304361659,1
BZID-1304478999,4
BZID-1304365457,4
BZID-1304608573,3
BZID-1304358308,2
BZID-1304436393,1
BZID-1304384784,1
BZID-1304408810,1
BZID-1304385750,1
BZID-1304403622,1
BZID-1304447821,1
BZID-1304461206,1
BZID-1304590443,1
BZID-1304445625,1
BZID-1304362125,5
BZID-1304395037,1
BZID-1304457593,2
BZID-1304606818,1
BZID-1304606727,1
BZID-1304548752,2
BZID-1304451011,1
BZID-1304446270,2
BZID-1304449502,1
BZID-1304392959,1
BZID-1304362757,2
BZID-1304373351,1
BZID-1304403652,1
BZID-1304445404,1
BZID-1304454815,1
BZID-1304386679,1
BZID-1304477270,2
BZID-1304479777,1
BZID-1304410713,1
BZID-1304597643,1
BZID-1304417682,1
BZID-1304402957,1
BZID-1304466146,1
BZID-1304604649,2
BZID-1304606106,1
BZID-1304461700,1
BZID-1304413644,2
BZID-1304400793,1
BZID-1304436285,1
BZID-1304351280,2
BZID-1304409368,1
BZID-1304402273,1
BZID-1304441937,1
BZID-1304469504,1
BZID-1304429332,1
BZID-1304595641,1
BZID-1304553274,1
BZID-1304608803,1
BZID-1304610820,1
BZID-1304432571,1
BZID-1304379798,2
BZID-1304461046,1
BZID-1304429193,1
BZID-1304438864,1
BZID-1304440344,1
BZID-1304447536,1
BZID-1304447351,1
BZID-1304404180,1
BZID-1304462648,1
BZID-1304460636,2
BZID-1304464043,1
BZID-1304434977,1
BZID-1304384679,1
BZID-1304449529,1
BZID-1304569891,1
BZID-1304475886,1
BZID-1304419804,3
BZID-1304438085,1
BZID-1304430151,1
BZID-1304460081,2
BZID-1304464221,2
BZID-1304398579,1
BZID-1304420124,1
BZID-1304420060,1
BZID-1304465883,1
BZID-1304375289,2
BZID-1304361018,1
BZID-1304376577,1
BZID-1304395824,1
BZID-1304449524,1
BZID-1304473628,2
BZID-1304388600,1
BZID-1304415105,1
BZID-1304538226,1
BZID-1304441550,1
BZID-1304609986,1
BZID-1304452545,1
BZID-1304457739,2
BZID-1304530930,2
BZID-1304529885,1
BZID-1304435033,1
BZID-1304407542,1
BZID-1304382411,1
BZID-1304458158,1
BZID-1304404278,1
BZID-1304356242,1
BZID-1304443696,1
BZID-1304437041,2
BZID-1304355643,1
BZID-1304539503,1
BZID-1304412638,1
BZID-1304428277,1
BZID-1304417435,2
BZID-1304432799,1
BZID-1304396614,1
BZID-1304448313,2
BZID-1304469863,4
BZID-1304353394,1
BZID-1304397543,2
BZID-1304383472,1
BZID-1304403795,1
BZID-1304358666,1
BZID-1304400848,1
BZID-1304397887,1
BZID-1304431955,1
BZID-1304438435,1
BZID-1304396318,1
BZID-1304382205,1
BZID-1304421834,1
BZID-1304458673,1
BZID-1304423002,1
BZID-1304415404,1
BZID-1304461285,1
BZID-1304408051,2
BZID-1304355255,1
BZID-1304438316,2
BZID-1304473475,2
BZID-1304417662,2
BZID-1304475829,2
BZID-1304422841,1
BZID-1304421906,1
BZID-1304367729,1
BZID-1304417857,1
BZID-1304350669,4
BZID-1304605299,1
BZID-1304465593,1
BZID-1304436335,1
BZID-1304466348,1
BZID-1304377166,2
BZID-1304415179,3
BZID-1304418461,1
BZID-1304400935,1
BZID-1304384192,2
BZID-1304363083,2
BZID-1304353832,1
BZID-1304406937,1
BZID-1304402303,1
BZID-1304595187,1
BZID-1304386917,1
BZID-1304378699,1
BZID-1304415021,1
BZID-1304464629,1
BZID-1304448822,1
BZID-1304457690,2
BZID-1304448448,1
BZID-1304443755,3
BZID-1304420711,2
BZID-1304397185,2
BZID-1304355398,2
BZID-1304402460,1
BZID-1304604477,1
BZID-1304418991,1
BZID-1304435902,2
BZID-1304389205,2
BZID-1304446487,2
BZID-1304608419,2
BZID-1304369838,1
BZID-1304407347,1
BZID-1304439694,1
BZID-1304402245,1
BZID-1304357405,1
BZID-1304359226,1
BZID-1304422307,1
BZID-1304413174,2
BZID-1304367146,1
BZID-1304397439,2
BZID-1304475510,1
BZID-1304421418,1
BZID-1304376527,1
BZID-1304383020,3
BZID-1304388533,1
BZID-1304477703,1
BZID-1304361431,1
BZID-1304420873,2
BZID-1304409319,1
BZID-1304359892,4
BZID-1304382494,1
BZID-1304441350,1
BZID-1304406673,1
BZID-1304506853,1
BZID-1304560842,1
BZID-1304393012,1
BZID-1304355924,1
BZID-1304419432,2
BZID-1304448267,1
BZID-1304469164,1
BZID-1304382630,1
BZID-1304397525,1
BZID-1304428847,1
BZID-1304448402,1
BZID-1304361814,1
BZID-1304391547,1
BZID-1304415670,1
BZID-1304390100,2
BZID-1304407674,2
BZID-1304411803,1
BZID-1304599528,1
BZID-1304362275,1
BZID-1304596393,1
BZID-1304380541,1
BZID-1304405996,3
BZID-1304449622,1
BZID-1304451243,2
BZID-1304410679,1
BZID-1304427367,3
BZID-1304420774,1
BZID-1304419336,1
BZID-1304442646,1
BZID-1304434509,1
BZID-1304437044,1
BZID-1304410548,1
BZID-1304357112,1
BZID-1304393532,1
BZID-1304426763,1
BZID-1304451401,1
BZID-1304598667,1
BZID-1304461240,1
BZID-1304363237,1
BZID-1304464961,1
BZID-1304421133,1
BZID-1304416810,1
BZID-1304469042,1
BZID-1304420291,1
BZID-1304373305,2
BZID-1304432144,1
BZID-1304398854,1
BZID-1304459211,1
BZID-1304374612,2
BZID-1304367830,3
BZID-1304471190,3
BZID-1304517772,1
BZID-1304402455,2
BZID-1304350912,2
BZID-1304383311,1
BZID-1304461290,1
BZID-1304447849,1
BZID-1304478763,1
BZID-1304598211,1
BZID-1304418964,1
BZID-1304388301,1
BZID-1304589135,1
BZID-1304477808,2
BZID-1304426995,1
BZID-1304371180,1
BZID-1304400473,2
BZID-1304475994,1
BZID-1304419610,1
BZID-1304413548,1
BZID-1304567418,1
BZID-1304368659,1
BZID-1304372779,1
BZID-1304352751,1
BZID-1304440521,1
BZID-1304396405,2
BZID-1304567731,1
BZID-1304357400,1
BZID-1304370254,1
BZID-1304356484,1
BZID-1304409804,2
BZID-1304556320,1
BZID-1304479350,1
BZID-1304411022,3
BZID-1304406872,1
BZID-1304414710,3
BZID-1304452273,2
BZID-1304406647,1
BZID-1304577817,2
BZID-1304427090,1
BZID-1304444720,1
BZID-1304448751,3
BZID-1304595835,1
BZID-1304608394,1
BZID-1304479560,2
BZID-1304610087,1
BZID-1304386738,1
BZID-1304596140,1
BZID-1304442965,1
BZID-1304349661,1
BZID-1304405627,1
BZID-1304398099,2
BZID-1304429360,1
BZID-1304478610,2
BZID-1304353610,1
BZID-1304437760,1
BZID-1304577688,1
BZID-1304363261,1
BZID-1304421985,1
BZID-1304467308,1
BZID-1304471481,1
BZID-1304440538,1
BZID-1304391546,1
BZID-1304473169,2
BZID-1304609960,1
BZID-1304422295,2
BZID-1304420364,1
BZID-1304448096,1
BZID-1304441713,2
BZID-1304431352,1
BZID-1304451474,2
BZID-1304479036,3
BZID-1304407889,1
BZID-1304596040,1
BZID-1304394538,1
BZID-1304418170,1
BZID-1304475970,2
BZID-1304399249,2
BZID-1304369514,1
BZID-1304390074,1
BZID-1304468722,2
BZID-1304477533,1
BZID-1304457090,1
BZID-1304421874,1
BZID-1304576602,1
BZID-1304410144,1
BZID-1304475774,1
BZID-1304451390,1
BZID-1304448035,2
BZID-1304376221,3
BZID-1304421642,1
BZID-1304425576,1
BZID-1304411529,1
BZID-1304460593,1
BZID-1304421959,1
BZID-1304449076,1
BZID-1304398534,1
BZID-1304372500,1
BZID-1304372499,1
BZID-1304362741,2
BZID-1304446526,1
BZID-1304435970,1
BZID-1304390664,1
BZID-1304419673,1
BZID-1304435839,1
BZID-1304431682,1
BZID-1304540758,1
BZID-1304415202,1
BZID-1304363465,1
BZID-1304469231,1
BZID-1304369731,1
BZID-1304421293,1
BZID-1304373817,1
BZID-1304448600,1
BZID-1304363598,1
BZID-1304368677,1
BZID-1304463772,1
BZID-1304364700,1
BZID-1304449202,2
BZID-1304381917,1
BZID-1304438463,1
BZID-1304431309,1
BZID-1304435225,1
BZID-1304350868,1
BZID-1304405320,1
BZID-1304419071,1
BZID-1304444373,3
BZID-1304433332,1
BZID-1304384702,1
BZID-1304450662,2
BZID-1304477145,3
BZID-1304460413,1
BZID-1304409114,2
BZID-1304425795,1
BZID-1304352624,1
BZID-1304356728,1
BZID-1304421137,1
BZID-1304414206,2
BZID-1304410288,1
BZID-1304397557,1
BZID-1304399957,1
BZID-1304595802,1
BZID-1304438904,2
BZID-1304412265,1
BZID-1304350960,1
BZID-1304381089,1
BZID-1304476497,2
BZID-1304354691,1
BZID-1304373642,1
BZID-1304414763,1
BZID-1304417315,1
BZID-1304444214,1
BZID-1304399545,1
BZID-1304469477,1
BZID-1304385741,1
BZID-1304364357,1
BZID-1304373707,1
BZID-1304449663,1
BZID-1304467116,1
BZID-1304476916,1
BZID-1304450556,1
BZID-1304569582,1
BZID-1304354544,1
BZID-1304610177,1
BZID-1304449248,1
BZID-1304604842,1
BZID-1304435230,1
BZID-1304401697,2
BZID-1304364920,1
BZID-1304399514,1
BZID-1304448756,1
BZID-1304470920,1
BZID-1304436583,1
BZID-1304456735,1
BZID-1304411853,1
BZID-1304421425,1
BZID-1304355013,1
BZID-1304479218,1
BZID-1304439959,1
BZID-1304421313,1
BZID-1304398970,3
BZID-1304474292,1
BZID-1304411651,1
BZID-1304444181,1
BZID-1304471504,1
BZID-1304386742,2
BZID-1304575430,1
BZID-1304429804,1
BZID-1304430917,1
BZID-1304608159,1
BZID-1304427028,1
BZID-1304548304,1
BZID-1304377143,1
BZID-1304381522,2
BZID-1304475668,1
BZID-1304360087,2
BZID-1304471701,1
BZID-1304387646,2
BZID-1304470992,1
BZID-1304376070,1
BZID-1304404357,1
BZID-1304402190,1
BZID-1304563475,1
BZID-1304420535,1
BZID-1304385875,1
BZID-1304411295,1
BZID-1304435153,1
BZID-1304382287,1
BZID-1304370098,1
BZID-1304403154,1
BZID-1304467291,1
BZID-1304449692,1
BZID-1304425603,2
BZID-1304480250,1
BZID-1304408337,1
BZID-1304462341,3
BZID-1304389582,1
BZID-1304388482,1
BZID-1304369727,1
BZID-1304438894,2
BZID-1304396940,1
BZID-1304414005,2
BZID-1304408539,1
BZID-1304607141,1
BZID-1304393141,1
BZID-1304478011,1
BZID-1304405348,1
BZID-1304440498,1
BZID-1304358723,1
BZID-1304427611,1
BZID-1304460871,1
BZID-1304386255,1
BZID-1304355699,1
BZID-1304403872,1
BZID-1304480108,1
BZID-1304398390,1
BZID-1304393534,1
BZID-1304428565,1
BZID-1304377518,1
BZID-1304384648,1
BZID-1304478692,1
BZID-1304419657,1
BZID-1304375397,1
BZID-1304455811,1
BZID-1304427147,1
BZID-1304467571,1
BZID-1304398116,1
BZID-1304349412,1
BZID-1304427113,2
BZID-1304395842,1
BZID-1304417115,2
BZID-1304380719,1
BZID-1304456928,1
BZID-1304356282,1
BZID-1304459239,1
BZID-1304449564,1
BZID-1304563386,1
BZID-1304563542,2
BZID-1304354771,1
BZID-1304423197,1
BZID-1304403306,1
BZID-1304408863,2
BZID-1304411411,1
BZID-1304471487,1
BZID-1304541343,1
BZID-1304362683,1
BZID-1304409470,2
BZID-1304408424,1
BZID-1304441962,1
BZID-1304386789,1
BZID-1304379522,1
BZID-1304361495,2
BZID-1304604648,1
BZID-1304351076,2
BZID-1304464770,1
BZID-1304430528,1
BZID-1304435772,2
BZID-1304430555,1
BZID-1304404313,1
BZID-1304459761,1
BZID-1304470293,1
BZID-1304606761,1
BZID-1304598664,2
BZID-1304410142,1
BZID-1304362725,1
BZID-1304464737,2
BZID-1304429988,1
BZID-1304380221,1
BZID-1304595225,1
BZID-1304597820,2
BZID-1304449100,1
BZID-1304400138,1
BZID-1304466456,1
BZID-1304431953,1
BZID-1304377836,1
BZID-1304393337,1
BZID-1304425798,1
BZID-1304363607,1
BZID-1304463456,1
