businessid,calls
BZID-1304462376,1
BZID-1304399822,1
BZID-1304448907,2
BZID-1304476967,5
BZID-1304425875,9
BZID-1304436266,2
BZID-1304359985,3
BZID-1304466829,1
BZID-1304442362,2
BZID-1304353354,1
BZID-1304369862,1
BZID-1304411470,1
BZID-1304423375,1
BZID-1304390644,1
BZID-1304411558,1
BZID-1304415571,1
BZID-1304385942,2
BZID-1304430272,2
BZID-1304451455,1
BZID-1304608553,2
BZID-1304363615,1
BZID-1304431160,1
BZID-1304377714,1
BZID-1304451323,1
BZID-1304412695,1
BZID-1304385494,5
BZID-1304450944,3
BZID-1304424003,2
BZID-1304353985,1
BZID-1304351617,1
BZID-1304445530,1
BZID-1304472492,1
BZID-1304434608,1
BZID-1304426670,1
BZID-1304577840,6
BZID-1304425355,2
BZID-1304449123,2
BZID-1304439905,1
BZID-1304420930,2
BZID-1304476687,1
BZID-1304406713,1
BZID-1304434507,1
BZID-1304349426,2
BZID-1304600655,1
BZID-1304446004,3
BZID-1304398766,3
BZID-1304365819,1
BZID-1304469762,2
BZID-1304456576,6
BZID-1304574960,3
BZID-1304385908,3
BZID-1304466742,2
BZID-1304420657,12
BZID-1304421295,2
BZID-1304394147,11
BZID-1304594829,7
BZID-1304412197,2
BZID-1304351643,2
BZID-1304555412,3
BZID-1304375954,7
BZID-1304435248,4
BZID-1304387027,1
BZID-1304367703,2
BZID-1304392797,1
BZID-1304438628,4
BZID-1304424067,2
BZID-1304558105,1
BZID-1304469076,2
BZID-1304479165,7
BZID-1304388939,3
BZID-1304377844,2
BZID-1304410062,3
BZID-1304537763,4
BZID-1304411947,2
BZID-1304419670,6
BZID-1304399725,4
BZID-1304393282,2
BZID-1304595396,7
BZID-1304434400,2
BZID-1304575292,3
BZID-1304391003,1
BZID-1304407303,1
BZID-1304372929,1
BZID-1304369466,4
BZID-1304412635,1
BZID-1304362256,1
BZID-1304382967,3
BZID-1304608335,1
BZID-1304459938,8
BZID-1304395592,1
BZID-1304597154,1
BZID-1304475395,4
BZID-1304466301,1
BZID-1304437980,3
BZID-1304610114,8
BZID-1304396256,1
BZID-1304423225,22
BZID-1304462063,1
BZID-1304376388,1
BZID-1304460993,2
BZID-1304350753,5
BZID-1304460987,10
BZID-1304425787,2
BZID-1304470714,1
BZID-1304476283,1
BZID-1304375656,7
BZID-1304475801,4
BZID-1304362818,3
BZID-1304416670,3
BZID-1304453872,2
BZID-1304477358,1
BZID-1304385994,2
BZID-1304393332,4
BZID-1304473494,1
BZID-1304374255,2
BZID-1304381464,8
BZID-1304375534,2
BZID-1304432314,2
BZID-1304561490,2
BZID-1304475384,3
BZID-1304374326,6
BZID-1304447596,6
BZID-1304438849,3
BZID-1304539435,1
BZID-1304469899,2
BZID-1304472898,4
BZID-1304419343,1
BZID-1304443239,1
BZID-1304544272,4
BZID-1304400051,1
BZID-1304463498,2
BZID-1304427440,3
BZID-1304359599,6
BZID-1304589132,1
BZID-1304414885,1
BZID-1304389358,2
BZID-1304479423,3
BZID-1304361166,1
BZID-1304429035,5
BZID-1304410317,2
BZID-1304352303,1
BZID-1304360871,2
BZID-1304429307,12
BZID-1304351041,3
BZID-1304364339,3
BZID-1304456002,1
BZID-1304394645,5
BZID-1304425595,4
BZID-1304598704,6
BZID-1304429017,4
BZID-1304383006,2
BZID-1304404291,13
BZID-1304353182,3
BZID-1304399430,5
BZID-1304439760,5
BZID-1304411805,2
BZID-1304553522,3
BZID-1304398822,1
BZID-1304423854,1
BZID-1304411602,1
BZID-1304367170,1
BZID-1304418684,2
BZID-1304411731,1
BZID-1304370388,2
BZID-1304401428,2
BZID-1304420146,3
BZID-1304376126,4
BZID-1304401401,4
BZID-1304364347,5
BZID-1304519778,1
BZID-1304405330,1
BZID-1304370308,2
BZID-1304449300,2
BZID-1304461328,2
BZID-1304378244,2
BZID-1304610711,3
BZID-1304590842,3
BZID-1304356549,4
BZID-1304444138,2
BZID-1304375819,2
BZID-1304354007,1
BZID-1304465353,2
BZID-1304361093,2
BZID-1304448709,2
BZID-1304418637,3
BZID-1304451050,6
BZID-1304408506,2
BZID-1304597818,4
BZID-1304384392,1
BZID-1304449125,6
BZID-1304373883,3
BZID-1304353546,1
BZID-1304435244,4
BZID-1304464202,2
BZID-1304443419,1
BZID-1304380690,1
BZID-1304476804,4
BZID-1304544755,1
BZID-1304458119,1
BZID-1304364070,1
BZID-1304448842,1
BZID-1304432040,1
BZID-1304604463,5
BZID-1304450667,2
BZID-1304575152,5
BZID-1304460781,2
BZID-1304399702,7
BZID-1304578031,5
BZID-1304369952,2
BZID-1304385257,2
BZID-1304418567,2
BZID-1304448111,1
BZID-1304421277,3
BZID-1304375434,2
BZID-1304374943,1
BZID-1304386976,4
BZID-1304436648,10
BZID-1304399710,1
BZID-1304447959,4
BZID-1304436955,2
BZID-1304391819,9
BZID-1304398017,2
BZID-1304476814,3
BZID-1304403892,1
BZID-1304361548,4
BZID-1304356928,3
BZID-1304438436,1
BZID-1304361169,1
BZID-1304398192,1
BZID-1304425551,6
BZID-1304387198,2
BZID-1304434628,3
BZID-1304451382,2
BZID-1304438612,10
BZID-1304412147,2
BZID-1304423653,3
BZID-1304385457,10
BZID-1304405929,1
BZID-1304595275,1
BZID-1304397341,1
BZID-1304609555,1
BZID-1304355935,1
BZID-1304390033,1
BZID-1304424752,13
BZID-1304560913,1
BZID-1304596969,1
BZID-1304410269,6
BZID-1304426468,16
BZID-1304447516,1
BZID-1304565510,1
BZID-1304472616,1
BZID-1304598257,3
BZID-1304359763,2
BZID-1304351820,1
BZID-1304467855,2
BZID-1304405484,1
BZID-1304398260,5
BZID-1304354632,2
BZID-1304475445,3
BZID-1304462092,1
BZID-1304405288,1
BZID-1304446916,1
BZID-1304352915,3
BZID-1304448532,6
BZID-1304353914,1
BZID-1304402285,1
BZID-1304349189,4
BZID-1304399642,3
BZID-1304443345,2
BZID-1304464531,1
BZID-1304367930,1
BZID-1304403861,1
BZID-1304399912,2
BZID-1304431792,20
BZID-1304410577,1
BZID-1304394913,3
BZID-1304360728,8
BZID-1304464002,1
BZID-1304363651,12
BZID-1304458495,8
BZID-1304420599,1
BZID-1304476183,1
BZID-1304349233,2
BZID-1304411105,2
BZID-1304475281,2
BZID-1304366054,1
BZID-1304431887,1
BZID-1304442944,2
BZID-1304364834,3
BZID-1304365175,1
BZID-1304451318,1
BZID-1304403720,1
BZID-1304478615,1
BZID-1304378432,1
BZID-1304420197,5
BZID-1304410402,10
BZID-1304395525,2
BZID-1304409308,2
BZID-1304464282,4
BZID-1304606875,2
BZID-1304395619,26
BZID-1304449432,1
BZID-1304389466,2
BZID-1304448217,1
BZID-1304448047,1
BZID-1304461228,1
BZID-1304422137,5
BZID-1304431251,2
BZID-1304569790,4
BZID-1304371280,4
BZID-1304397291,3
BZID-1304374430,2
BZID-1304421350,2
BZID-1304447812,1
BZID-1304415797,2
BZID-1304417263,2
BZID-1304476587,3
BZID-1304477881,5
BZID-1304378233,2
BZID-1304417351,5
BZID-1304411028,12
BZID-1304559049,3
BZID-1304410749,1
BZID-1304385785,15
BZID-1304466532,1
BZID-1304425320,13
BZID-1304436530,2
BZID-1304404235,2
BZID-1304424310,3
BZID-1304428976,6
BZID-1304408829,1
BZID-1304416667,1
BZID-1304439127,3
BZID-1304383237,4
BZID-1304379927,2
BZID-1304438950,3
BZID-1304439770,1
BZID-1304476267,4
BZID-1304476313,2
BZID-1304456942,1
BZID-1304449122,1
BZID-1304389331,7
BZID-1304418711,3
BZID-1304460519,1
BZID-1304351455,1
BZID-1304407449,2
BZID-1304377903,3
BZID-1304381010,1
BZID-1304357099,1
BZID-1304398197,2
BZID-1304365475,8
BZID-1304569548,10
BZID-1304418377,3
BZID-1304410903,10
BZID-1304409460,1
BZID-1304406576,1
BZID-1304425105,3
BZID-1304394590,5
BZID-1304419439,5
BZID-1304402129,3
BZID-1304429244,8
BZID-1304374227,1
BZID-1304456028,4
BZID-1304478073,2
BZID-1304415329,2
BZID-1304410125,2
BZID-1304381109,2
BZID-1304391698,2
BZID-1304469283,5
BZID-1304422685,5
BZID-1304380453,8
BZID-1304384601,1
BZID-1304360525,1
BZID-1304479050,1
BZID-1304433775,3
BZID-1304435278,5
BZID-1304418242,2
BZID-1304411084,1
BZID-1304356286,1
BZID-1304392164,3
BZID-1304439230,2
BZID-1304451182,2
BZID-1304415863,1
BZID-1304447573,1
BZID-1304358442,1
BZID-1304352391,1
BZID-1304429122,6
BZID-1304604893,4
BZID-1304423022,4
BZID-1304437861,1
BZID-1304396723,4
BZID-1304563984,8
BZID-1304381684,4
BZID-1304435593,1
BZID-1304460575,6
BZID-1304538488,1
BZID-1304427410,8
BZID-1304369993,3
BZID-1304431374,3
BZID-1304547930,5
BZID-1304455093,2
BZID-1304386327,1
BZID-1304415692,6
BZID-1304369532,5
BZID-1304439161,3
BZID-1304422762,5
BZID-1304597486,1
BZID-1304460652,2
BZID-1304391553,2
BZID-1304556412,2
BZID-1304382165,1
BZID-1304465177,1
BZID-1304463679,1
BZID-1304462461,1
BZID-1304356677,1
BZID-1304423453,19
BZID-1304420182,2
BZID-1304426487,1
BZID-1304453084,2
BZID-1304422522,3
BZID-1304398561,1
BZID-1304450609,2
BZID-1304465962,1
BZID-1304574646,2
BZID-1304426724,2
BZID-1304437040,1
BZID-1304420681,5
BZID-1304437941,9
BZID-1304449833,1
BZID-1304425027,1
BZID-1304394210,2
BZID-1304419372,2
BZID-1304431645,2
BZID-1304370609,2
BZID-1304391133,9
BZID-1304438567,4
BZID-1304397165,4
BZID-1304403632,6
BZID-1304361756,1
BZID-1304418342,2
BZID-1304378668,2
BZID-1304419246,3
BZID-1304433942,8
BZID-1304565130,6
BZID-1304469567,6
BZID-1304385516,5
BZID-1304364626,3
BZID-1304421781,3
BZID-1304377050,9
BZID-1304398351,4
BZID-1304426594,3
BZID-1304563344,2
BZID-1304360392,1
BZID-1304461324,1
BZID-1304380938,1
BZID-1304355321,2
BZID-1304417843,2
BZID-1304466564,2
BZID-1304380852,2
BZID-1304463125,2
BZID-1304370951,8
BZID-1304479217,3
BZID-1304351225,12
BZID-1304459178,2
BZID-1304408451,2
BZID-1304434313,2
BZID-1304470517,5
BZID-1304379622,1
BZID-1304382732,5
BZID-1304385860,2
BZID-1304462047,2
BZID-1304408291,2
BZID-1304448113,2
BZID-1304473186,4
BZID-1304388636,7
BZID-1304419618,5
BZID-1304477724,4
BZID-1304364320,5
BZID-1304351279,4
BZID-1304425630,4
BZID-1304540096,2
BZID-1304415193,9
BZID-1304454777,3
BZID-1304467776,1
BZID-1304430574,3
BZID-1304360790,1
BZID-1304369276,1
BZID-1304410394,1
BZID-1304439500,5
BZID-1304373900,2
BZID-1304406268,2
BZID-1304476043,1
BZID-1304464171,3
BZID-1304448790,1
BZID-1304385329,4
BZID-1304387831,1
BZID-1304596211,5
BZID-1304384743,2
BZID-1304459224,1
BZID-1304422103,2
BZID-1304422583,2
BZID-1304426553,2
BZID-1304430752,1
BZID-1304392073,1
BZID-1304395868,8
BZID-1304399481,1
BZID-1304438696,3
BZID-1304434561,5
BZID-1304594833,1
BZID-1304370278,11
BZID-1304538293,3
BZID-1304402899,4
BZID-1304423068,1
BZID-1304423678,2
BZID-1304462566,1
BZID-1304411196,5
BZID-1304390665,5
BZID-1304356754,4
BZID-1304542575,3
BZID-1304387350,6
BZID-1304423226,10
BZID-1304397296,1
BZID-1304412260,1
BZID-1304594868,3
BZID-1304466769,5
BZID-1304428788,11
BZID-1304421090,1
BZID-1304366900,7
BZID-1304431350,6
BZID-1304383943,6
BZID-1304363282,5
BZID-1304413175,2
BZID-1304461798,2
BZID-1304397631,1
BZID-1304354183,2
BZID-1304406502,3
BZID-1304393311,1
BZID-1304382867,4
BZID-1304404100,1
BZID-1304365336,5
BZID-1304397951,4
BZID-1304609581,1
BZID-1304465556,3
BZID-1304428546,2
BZID-1304467301,6
BZID-1304399414,3
BZID-1304392738,1
BZID-1304595693,1
BZID-1304390109,2
BZID-1304418394,3
BZID-1304423492,1
BZID-1304567583,1
BZID-1304386076,1
BZID-1304418989,1
BZID-1304600952,1
BZID-1304371048,6
BZID-1304415091,1
BZID-1304462154,1
BZID-1304446149,1
BZID-1304378716,6
BZID-1304440383,1
BZID-1304381923,6
BZID-1304409642,1
BZID-1304425188,3
BZID-1304355238,8
BZID-1304457425,1
BZID-1304464744,2
BZID-1304407198,5
BZID-1304405904,8
BZID-1304431648,4
BZID-1304554716,8
BZID-1304362931,1
BZID-1304391201,2
BZID-1304385498,1
BZID-1304451277,2
BZID-1304427335,1
BZID-1304425245,2
BZID-1304388410,5
BZID-1304423644,1
BZID-1304417467,10
BZID-1304553657,2
BZID-1304471876,1
BZID-1304440315,1
BZID-1304353537,7
BZID-1304375956,3
BZID-1304461925,1
BZID-1304417390,1
BZID-1304429782,5
BZID-1304414554,16
BZID-1304402559,1
BZID-1304373745,1
BZID-1304399647,1
BZID-1304351115,1
BZID-1304421921,1
BZID-1304419043,1
BZID-1304461407,1
BZID-1304362140,1
BZID-1304447190,1
BZID-1304385121,3
BZID-1304358983,2
BZID-1304598223,1
BZID-1304360536,1
BZID-1304427315,1
BZID-1304423087,2
BZID-1304371699,1
BZID-1304400819,2
BZID-1304395194,4
BZID-1304414935,3
BZID-1304421854,1
BZID-1304376065,3
BZID-1304352952,2
BZID-1304429850,3
BZID-1304393554,4
BZID-1304416531,2
BZID-1304386678,1
BZID-1304389095,7
BZID-1304424878,2
BZID-1304605271,1
BZID-1304479728,2
BZID-1304458282,4
BZID-1304575390,2
BZID-1304413263,3
BZID-1304357835,1
BZID-1304445637,2
BZID-1304559968,6
BZID-1304457122,1
BZID-1304417061,6
BZID-1304547451,1
BZID-1304421606,2
BZID-1304397675,1
BZID-1304419736,1
BZID-1304389600,2
BZID-1304604658,1
BZID-1304608983,3
BZID-1304420114,4
BZID-1304595874,4
BZID-1304390254,1
BZID-1304408071,7
BZID-1304608172,1
BZID-1304422308,3
BZID-1304437991,2
BZID-1304596543,2
BZID-1304421266,5
BZID-1304402260,3
BZID-1304471936,3
BZID-1304437549,3
BZID-1304442989,1
BZID-1304391410,2
BZID-1304368805,1
BZID-1304396353,1
BZID-1304577729,3
BZID-1304609733,2
BZID-1304394973,1
BZID-1304410792,2
BZID-1304463111,1
BZID-1304389518,1
BZID-1304406839,1
BZID-1304414608,1
BZID-1304539416,4
BZID-1304429004,2
BZID-1304550927,4
BZID-1304448338,5
BZID-1304388699,2
BZID-1304363627,1
BZID-1304353322,1
BZID-1304377129,1
BZID-1304362409,1
BZID-1304431608,2
BZID-1304400253,2
BZID-1304384613,1
BZID-1304554348,2
BZID-1304461904,2
BZID-1304444461,1
BZID-1304352535,1
BZID-1304350336,2
BZID-1304401164,2
BZID-1304352498,5
BZID-1304431253,2
BZID-1304431516,1
BZID-1304607224,2
BZID-1304357077,2
BZID-1304393828,2
BZID-1304529957,1
BZID-1304546649,1
BZID-1304385896,2
BZID-1304471322,1
BZID-1304458923,1
BZID-1304410570,2
BZID-1304598698,1
BZID-1304433263,1
BZID-1304428462,1
BZID-1304389211,2
BZID-1304387600,2
BZID-1304407840,1
BZID-1304438799,2
BZID-1304396652,5
BZID-1304354908,1
BZID-1304356517,9
BZID-1304412483,1
BZID-1304386799,1
BZID-1304465471,6
BZID-1304368880,1
BZID-1304436389,1
BZID-1304519799,1
BZID-1304430249,1
BZID-1304479470,1
BZID-1304431069,2
BZID-1304437066,3
BZID-1304603643,1
BZID-1304394583,3
BZID-1304359479,2
BZID-1304393164,4
BZID-1304462837,1
BZID-1304464438,2
BZID-1304459179,2
BZID-1304553047,3
BZID-1304428701,1
BZID-1304439293,2
BZID-1304478062,1
BZID-1304479410,1
BZID-1304462012,2
BZID-1304460544,2
BZID-1304577202,4
BZID-1304422037,4
BZID-1304443572,2
BZID-1304388160,3
BZID-1304371258,12
BZID-1304595170,2
BZID-1304395047,4
BZID-1304419430,5
BZID-1304393202,1
BZID-1304450274,1
BZID-1304388715,3
BZID-1304367082,2
BZID-1304350653,1
BZID-1304381044,1
BZID-1304463283,2
BZID-1304590634,6
BZID-1304427572,2
BZID-1304424042,5
BZID-1304480134,1
BZID-1304608041,9
BZID-1304375585,1
BZID-1304477352,2
BZID-1304396996,3
BZID-1304457832,4
BZID-1304376609,3
BZID-1304441161,1
BZID-1304424102,1
BZID-1304423111,7
BZID-1304420172,2
BZID-1304384111,3
BZID-1304388712,6
BZID-1304426886,1
BZID-1304426622,4
BZID-1304598742,1
BZID-1304610710,7
BZID-1304408476,2
BZID-1304470213,3
BZID-1304577278,3
BZID-1304426928,2
BZID-1304447640,1
BZID-1304479305,2
BZID-1304374156,4
BZID-1304413938,6
BZID-1304461367,3
BZID-1304438034,1
BZID-1304428947,4
BZID-1304388760,3
BZID-1304367784,4
BZID-1304553749,1
BZID-1304383115,3
BZID-1304370704,6
BZID-1304368135,7
BZID-1304410873,2
BZID-1304450945,4
BZID-1304405877,5
BZID-1304392709,1
BZID-1304426288,1
BZID-1304457492,1
BZID-1304354590,1
BZID-1304416956,6
BZID-1304506792,1
BZID-1304374022,1
BZID-1304600471,5
BZID-1304427426,3
BZID-1304407611,2
BZID-1304393057,1
BZID-1304385978,6
BZID-1304416241,4
BZID-1304419131,9
BZID-1304421423,16
BZID-1304367964,2
BZID-1304476840,1
BZID-1304459027,2
BZID-1304386348,6
BZID-1304411026,1
BZID-1304382860,3
BZID-1304379094,3
BZID-1304362381,1
BZID-1304371047,3
BZID-1304413052,1
BZID-1304386758,1
BZID-1304476831,1
BZID-1304557241,7
BZID-1304413862,2
BZID-1304449189,2
BZID-1304432706,1
BZID-1304460231,3
BZID-1304462417,2
BZID-1304412836,2
BZID-1304384911,2
BZID-1304476787,1
BZID-1304469579,3
BZID-1304370733,6
BZID-1304473878,1
BZID-1304362160,4
BZID-1304398262,5
BZID-1304462454,1
BZID-1304441583,2
BZID-1304391209,2
BZID-1304362361,2
BZID-1304427026,4
BZID-1304435194,3
BZID-1304403837,2
BZID-1304420669,1
BZID-1304471693,1
BZID-1304549620,2
BZID-1304405030,9
BZID-1304401055,2
BZID-1304467941,3
BZID-1304359592,1
BZID-1304410851,2
BZID-1304607531,1
BZID-1304368189,1
BZID-1304398001,2
BZID-1304434575,1
BZID-1304352396,3
BZID-1304431827,3
BZID-1304568854,2
BZID-1304421164,18
BZID-1304419022,3
BZID-1304379383,1
BZID-1304544403,1
BZID-1304398896,2
BZID-1304474343,1
BZID-1304469711,2
BZID-1304476472,1
BZID-1304360065,1
BZID-1304406695,1
BZID-1304369827,1
BZID-1304506202,1
BZID-1304429601,2
BZID-1304461768,1
BZID-1304426538,5
BZID-1304363713,1
BZID-1304474570,2
BZID-1304607399,1
BZID-1304370949,1
BZID-1304408094,2
BZID-1304394349,1
BZID-1304460710,1
BZID-1304377595,1
BZID-1304471351,4
BZID-1304388888,2
BZID-1304353469,3
BZID-1304462622,1
BZID-1304460120,2
BZID-1304590460,3
BZID-1304609595,1
BZID-1304423577,3
BZID-1304433936,2
BZID-1304395954,3
BZID-1304423799,9
BZID-1304566459,6
BZID-1304600521,3
BZID-1304458028,2
BZID-1304408172,1
BZID-1304438103,2
BZID-1304479442,3
BZID-1304391445,2
BZID-1304424690,3
BZID-1304450665,9
BZID-1304361054,5
BZID-1304361678,11
BZID-1304388562,3
BZID-1304457872,1
BZID-1304417413,1
BZID-1304364864,8
BZID-1304393651,3
BZID-1304369407,1
BZID-1304412480,1
BZID-1304350212,2
BZID-1304445823,1
BZID-1304463150,3
BZID-1304478607,5
BZID-1304410102,8
BZID-1304434338,2
BZID-1304457086,2
BZID-1304472057,1
BZID-1304438563,12
BZID-1304364433,3
BZID-1304475354,1
BZID-1304472487,1
BZID-1304421375,1
BZID-1304438400,2
BZID-1304598833,1
BZID-1304365757,1
BZID-1304432632,2
BZID-1304369853,4
BZID-1304438228,1
BZID-1304460166,1
BZID-1304415338,2
BZID-1304400171,1
BZID-1304440517,2
BZID-1304606821,1
BZID-1304561563,7
BZID-1304471729,2
BZID-1304433259,1
BZID-1304465316,3
BZID-1304451044,7
BZID-1304428276,1
BZID-1304462796,1
BZID-1304373696,1
BZID-1304373578,1
BZID-1304608292,1
BZID-1304438095,2
BZID-1304567144,5
BZID-1304389147,4
BZID-1304537773,2
BZID-1304416589,1
BZID-1304425200,2
BZID-1304432939,1
BZID-1304389865,3
BZID-1304373176,1
BZID-1304470021,2
BZID-1304598479,2
BZID-1304609602,1
BZID-1304610934,4
BZID-1304391674,1
BZID-1304421762,1
BZID-1304403487,2
BZID-1304363623,1
BZID-1304431845,2
BZID-1304438903,1
BZID-1304424920,1
BZID-1304363711,1
BZID-1304426357,1
BZID-1304390689,1
BZID-1304410561,3
BZID-1304411396,1
BZID-1304376378,2
BZID-1304394995,7
BZID-1304365742,1
BZID-1304475408,1
BZID-1304385314,7
BZID-1304455316,3
BZID-1304393941,9
BZID-1304560910,1
BZID-1304357493,3
BZID-1304459121,4
BZID-1304475939,1
BZID-1304605899,8
BZID-1304428380,2
BZID-1304443308,4
BZID-1304366785,3
BZID-1304430328,1
BZID-1304459916,2
BZID-1304392356,4
BZID-1304368012,1
BZID-1304351833,2
BZID-1304359222,1
BZID-1304365362,4
BZID-1304413960,1
BZID-1304410249,6
BZID-1304356272,1
BZID-1304474823,2
BZID-1304433951,2
BZID-1304596358,1
BZID-1304480237,2
BZID-1304606483,1
BZID-1304436791,9
BZID-1304394946,1
BZID-1304381111,3
BZID-1304474807,1
BZID-1304369821,2
BZID-1304577237,1
BZID-1304415644,2
BZID-1304432061,4
BZID-1304424334,3
BZID-1304425848,1
BZID-1304439038,2
BZID-1304426828,3
BZID-1304447497,4
BZID-1304351239,2
BZID-1304387878,1
BZID-1304470394,1
BZID-1304388450,4
BZID-1304443448,1
BZID-1304449203,3
BZID-1304438834,3
BZID-1304458698,2
BZID-1304406988,2
BZID-1304405833,1
BZID-1304445083,2
BZID-1304407272,3
BZID-1304422352,2
BZID-1304403160,3
BZID-1304590764,4
BZID-1304463659,5
BZID-1304379880,8
BZID-1304408528,2
BZID-1304590761,8
BZID-1304382169,2
BZID-1304478684,1
BZID-1304399026,7
BZID-1304417630,1
BZID-1304429081,1
BZID-1304409257,1
BZID-1304425732,1
BZID-1304469532,8
BZID-1304428591,4
BZID-1304400328,1
BZID-1304413239,2
BZID-1304426316,1
BZID-1304407114,2
BZID-1304385377,1
BZID-1304349535,4
BZID-1304399107,5
BZID-1304479319,1
BZID-1304565052,2
BZID-1304471589,4
BZID-1304461963,1
BZID-1304354103,1
BZID-1304458427,1
BZID-1304430368,7
BZID-1304401207,2
BZID-1304371157,1
BZID-1304420762,2
BZID-1304410391,2
BZID-1304406349,1
BZID-1304556610,1
BZID-1304447852,5
BZID-1304360980,6
BZID-1304449005,5
BZID-1304379112,4
BZID-1304410739,1
BZID-1304414842,1
BZID-1304383550,2
BZID-1304400190,1
BZID-1304416825,5
BZID-1304365927,2
BZID-1304358365,3
BZID-1304439107,2
BZID-1304411632,2
BZID-1304352260,2
BZID-1304398395,2
BZID-1304359984,2
BZID-1304423578,3
BZID-1304406137,1
BZID-1304396002,1
BZID-1304397098,2
BZID-1304609442,4
BZID-1304395447,1
BZID-1304388795,1
BZID-1304400913,2
BZID-1304417320,3
BZID-1304395605,4
BZID-1304417888,2
BZID-1304418653,2
BZID-1304351333,2
BZID-1304471066,4
BZID-1304424300,2
BZID-1304405973,1
BZID-1304431494,1
BZID-1304429980,5
BZID-1304385956,2
BZID-1304473943,1
BZID-1304413592,1
BZID-1304395129,2
BZID-1304454287,1
BZID-1304607892,1
BZID-1304551385,1
BZID-1304416765,1
BZID-1304446013,1
BZID-1304374949,1
BZID-1304375783,2
BZID-1304353775,1
BZID-1304428989,1
BZID-1304460649,1
BZID-1304459091,2
BZID-1304415691,3
BZID-1304368822,1
BZID-1304463424,1
BZID-1304604721,7
BZID-1304399398,1
BZID-1304418742,1
BZID-1304352683,2
BZID-1304457916,1
BZID-1304421167,3
BZID-1304556492,1
BZID-1304610728,1
BZID-1304434040,3
BZID-1304419421,1
BZID-1304376004,3
BZID-1304426106,1
BZID-1304473355,3
BZID-1304466813,1
BZID-1304463345,2
BZID-1304396364,4
BZID-1304403556,1
BZID-1304434050,2
BZID-1304398753,1
BZID-1304408379,1
BZID-1304387235,1
BZID-1304469108,2
BZID-1304390419,2
BZID-1304413704,2
BZID-1304403007,2
BZID-1304376866,2
BZID-1304364053,1
BZID-1304350379,1
BZID-1304430895,1
BZID-1304437231,1
BZID-1304383427,3
BZID-1304377464,1
BZID-1304405751,1
BZID-1304420719,2
BZID-1304433289,1
BZID-1304459405,2
BZID-1304426252,1
BZID-1304412809,2
BZID-1304389003,1
BZID-1304365096,3
BZID-1304466852,2
BZID-1304477464,1
BZID-1304365823,2
BZID-1304403965,1
BZID-1304448942,10
BZID-1304409002,3
BZID-1304469315,1
BZID-1304356332,1
BZID-1304460613,2
BZID-1304354398,1
BZID-1304398919,2
BZID-1304451114,2
BZID-1304448734,1
BZID-1304363630,1
BZID-1304388832,2
BZID-1304421433,1
BZID-1304364836,2
BZID-1304479583,1
BZID-1304353464,1
BZID-1304425886,2
BZID-1304470085,1
BZID-1304395867,1
BZID-1304365230,1
BZID-1304418809,5
BZID-1304352275,2
BZID-1304388141,2
BZID-1304375269,2
BZID-1304428093,1
BZID-1304357809,1
BZID-1304469490,2
BZID-1304381551,1
BZID-1304419833,3
BZID-1304456318,5
BZID-1304361810,7
BZID-1304436014,1
BZID-1304448863,2
BZID-1304422516,2
BZID-1304421903,6
BZID-1304567717,3
BZID-1304386623,2
BZID-1304390978,7
BZID-1304423508,2
BZID-1304411851,2
BZID-1304371795,8
BZID-1304479543,2
BZID-1304389066,2
BZID-1304473728,1
BZID-1304595869,1
BZID-1304360349,1
BZID-1304387445,7
BZID-1304408626,1
BZID-1304356586,1
BZID-1304440736,1
BZID-1304360467,1
BZID-1304472911,2
BZID-1304381008,2
BZID-1304426808,7
BZID-1304437768,2
BZID-1304610110,1
BZID-1304467813,3
BZID-1304472759,2
BZID-1304424361,3
BZID-1304476591,2
BZID-1304469459,2
BZID-1304370482,1
BZID-1304435390,3
BZID-1304430416,5
BZID-1304462017,2
BZID-1304413577,1
BZID-1304410552,2
BZID-1304421480,1
BZID-1304438445,4
BZID-1304471859,1
BZID-1304590409,1
BZID-1304449971,3
BZID-1304364797,1
BZID-1304447732,2
BZID-1304555111,2
BZID-1304353422,1
BZID-1304391939,1
BZID-1304422681,1
BZID-1304541033,1
BZID-1304403087,2
BZID-1304376030,2
BZID-1304446561,2
BZID-1304447553,7
BZID-1304478634,1
BZID-1304448837,2
BZID-1304446173,2
BZID-1304458388,2
BZID-1304422312,1
BZID-1304447120,1
BZID-1304359745,3
BZID-1304360226,3
BZID-1304444355,3
BZID-1304466807,3
BZID-1304427163,6
BZID-1304467270,1
BZID-1304438219,6
BZID-1304478203,3
BZID-1304423082,7
BZID-1304463128,4
BZID-1304381055,9
BZID-1304438052,1
BZID-1304355127,1
BZID-1304408320,1
BZID-1304419141,1
BZID-1304436339,1
BZID-1304450579,4
BZID-1304442128,2
BZID-1304477299,4
BZID-1304437418,1
BZID-1304418275,10
BZID-1304353045,5
BZID-1304432862,2
BZID-1304436448,1
BZID-1304420089,1
BZID-1304416156,2
BZID-1304431628,5
BZID-1304426692,1
BZID-1304412071,1
BZID-1304375868,2
BZID-1304373700,2
BZID-1304365113,2
BZID-1304600333,1
BZID-1304352190,1
BZID-1304354868,1
BZID-1304474614,4
BZID-1304402925,1
BZID-1304414355,1
BZID-1304545882,3
BZID-1304603753,1
BZID-1304396345,7
BZID-1304436876,1
BZID-1304389737,1
BZID-1304440783,1
BZID-1304408245,1
BZID-1304475933,4
