business_id,sc_points_red,sc_rewards_count
BZID-1304448504,3900.0,2
BZID-1304469277,2700.0,1
BZID-1304476336,32500.0,1
BZID-1304475094,4500.0,1
BZID-1304425174,1200.0,1
BZID-1304449652,1200.0,1
BZID-1304479470,40500.0,2
BZID-1304478757,4500.0,1
BZID-1304462656,2100.0,1
BZID-1304477769,1200.0,1
BZID-1304416075,550.0,1
BZID-1304437991,7500.0,1
BZID-1304423702,1200.0,1
BZID-1304431641,1200.0,1
BZID-1304465556,10500.0,1
BZID-1304431534,7500.0,1
BZID-1304474165,9000.0,1
BZID-1304466114,9200.0,3
BZID-1304476192,2100.0,1
BZID-1304412842,550.0,1
BZID-1304401201,1200.0,1
BZID-1304433951,2000.0,1
BZID-1304473039,550.0,1
BZID-1304474823,32500.0,1
BZID-1304475998,9000.0,1
BZID-1304467868,3500.0,1
BZID-1304477307,42000.0,1
BZID-1304473743,7500.0,1
BZID-1304425188,2250.0,1
BZID-1304479491,550.0,1
BZID-1304477513,4500.0,1
BZID-1304471553,25500.0,2
BZID-1304475195,9000.0,1
BZID-1304467123,550.0,1
BZID-1304477502,2000.0,1
BZID-1304431751,550.0,1
BZID-1304464847,10500.0,1
BZID-1304470818,18000.0,1
BZID-1304478080,13500.0,2
BZID-1304464535,4500.0,1
BZID-1304465667,8000.0,1
BZID-1304460754,8000.0,1
BZID-1304427241,2100.0,1
BZID-1304460167,9000.0,1
BZID-1304472872,10500.0,1
BZID-1304477595,1300.0,1
BZID-1304450278,2100.0,1
BZID-1304465389,16500.0,1
BZID-1304473471,42000.0,1
BZID-1304473602,3800.0,1
BZID-1304479583,1300.0,1
BZID-1304462052,1300.0,1
BZID-1304434680,2100.0,1
BZID-1304477904,8000.0,1
BZID-1304449511,550.0,1
BZID-1304412992,1200.0,1
BZID-1304428988,4250.0,2
BZID-1304457131,9000.0,1
BZID-1304471888,8000.0,1
BZID-1304431205,550.0,1
BZID-1304465162,9000.0,1
BZID-1304478104,32500.0,1
BZID-1304407547,1300.0,1
BZID-1304475516,6200.0,2
BZID-1304445094,550.0,1
BZID-1304465808,33500.0,1
BZID-1304472170,1100.0,1
BZID-1304449601,1100.0,1
BZID-1304470355,18000.0,1
BZID-1304468617,15750.0,3
BZID-1304419297,1200.0,1
BZID-1304475887,7700.0,2
BZID-1304471902,2100.0,1
BZID-1304467204,9000.0,1
BZID-1304473038,1200.0,1
BZID-1304463689,2700.0,1
BZID-1304466696,3500.0,1
BZID-1304444151,5400.0,1
BZID-1304440313,550.0,1
BZID-1304446962,1200.0,1
BZID-1304459809,18000.0,1
BZID-1304472262,3500.0,1
BZID-1304415056,1200.0,1
BZID-1304459528,2100.0,1
BZID-1304471543,5900.0,2
BZID-1304472470,16000.0,1
BZID-1304465125,4500.0,1
BZID-1304450621,550.0,1
BZID-1304463257,9000.0,1
BZID-1304399132,550.0,1
BZID-1304401177,550.0,1
BZID-1304477003,9000.0,1
BZID-1304446993,2250.0,1
BZID-1304469245,7600.0,1
BZID-1304451279,550.0,1
BZID-1304472088,9000.0,1
BZID-1304457197,3500.0,1
BZID-1304459904,15600.0,2
BZID-1304439009,550.0,1
BZID-1304460772,4500.0,1
BZID-1304472084,5000.0,1
BZID-1304464981,16000.0,1
BZID-1304450085,5800.0,2
BZID-1304468995,550.0,1
BZID-1304475476,8000.0,1
BZID-1304465647,3800.0,1
BZID-1304467488,1750.0,2
BZID-1304463240,10500.0,1
BZID-1304457547,4500.0,1
BZID-1304477599,32500.0,1
BZID-1304464199,16000.0,1
BZID-1304467518,550.0,1
BZID-1304434579,1300.0,1
BZID-1304465161,2700.0,1
BZID-1304435491,5000.0,1
BZID-1304471871,2700.0,1
BZID-1304428794,8150.0,2
BZID-1304435565,1300.0,1
BZID-1304466087,16000.0,1
BZID-1304475331,2250.0,1
BZID-1304458469,5000.0,1
BZID-1304480235,1200.0,1
BZID-1304458654,16200.0,3
BZID-1304460656,1200.0,1
BZID-1304460481,2100.0,1
BZID-1304410220,550.0,1
BZID-1304463200,16500.0,1
BZID-1304476971,1300.0,1
BZID-1304470416,9000.0,1
BZID-1304475169,17000.0,1
BZID-1304426556,550.0,1
BZID-1304457292,4500.0,1
BZID-1304476279,2700.0,1
BZID-1304479065,2700.0,1
BZID-1304463698,84000.0,1
BZID-1304460051,3500.0,1
BZID-1304431488,4500.0,1
BZID-1304458448,4500.0,1
BZID-1304478227,1200.0,1
BZID-1304448569,13550.0,3
BZID-1304477715,1200.0,1
BZID-1304470771,1200.0,1
BZID-1304465715,2700.0,1
BZID-1304423313,4500.0,1
BZID-1304479213,2000.0,1
BZID-1304431601,550.0,1
BZID-1304465244,33500.0,1
BZID-1304477187,9000.0,1
BZID-1304474803,1200.0,1
BZID-1304477737,9450.0,4
BZID-1304448614,1200.0,1
BZID-1304471041,4500.0,1
BZID-1304477013,4500.0,1
BZID-1304455781,6700.0,2
BZID-1304461331,550.0,1
BZID-1304458772,1200.0,1
BZID-1304426134,7500.0,1
BZID-1304450506,1300.0,1
BZID-1304462183,3800.0,1
BZID-1304465210,3500.0,1
BZID-1304458060,4500.0,1
BZID-1304456567,1200.0,1
BZID-1304477263,1200.0,1
BZID-1304425990,550.0,1
BZID-1304479439,2100.0,1
BZID-1304466267,2100.0,1
BZID-1304475432,8000.0,1
BZID-1304428067,3500.0,1
BZID-1304467045,8500.0,1
BZID-1304471797,13500.0,2
BZID-1304443655,550.0,1
BZID-1304479691,10500.0,1
BZID-1304477149,2100.0,1
BZID-1304476115,550.0,1
BZID-1304477147,1200.0,1
BZID-1304463913,2700.0,1
BZID-1304479940,1200.0,1
BZID-1304419543,1300.0,1
BZID-1304466887,1300.0,1
BZID-1304476379,2000.0,1
BZID-1304479742,5000.0,1
BZID-1304467239,2700.0,1
BZID-1304475562,3200.0,1
BZID-1304465841,1300.0,1
BZID-1304450031,3500.0,1
BZID-1304480151,550.0,1
BZID-1304451074,3800.0,1
BZID-1304480080,1200.0,1
BZID-1304475315,10500.0,1
BZID-1304476366,2100.0,1
BZID-1304480090,2100.0,1
BZID-1304478853,4500.0,1
BZID-1304415100,1200.0,1
BZID-1304465324,4500.0,1
BZID-1304424492,1200.0,1
BZID-1304470685,2250.0,1
BZID-1304448746,9000.0,1
BZID-1304423541,1200.0,1
BZID-1304465785,43900.0,5
BZID-1304463522,6600.0,1
BZID-1304459827,2700.0,1
BZID-1304474041,13200.0,2
BZID-1304443868,2250.0,1
BZID-1304475481,1200.0,1
BZID-1304472435,8000.0,1
BZID-1304460031,4100.0,2
BZID-1304468700,3500.0,1
BZID-1304435536,2700.0,1
BZID-1304463858,5900.0,2
BZID-1304479081,7200.0,3
BZID-1304468693,1300.0,1
BZID-1304471034,1200.0,1
BZID-1304385036,2100.0,1
BZID-1304456188,8000.0,1
BZID-1304478192,1750.0,2
BZID-1304475976,32500.0,1
BZID-1304463663,1200.0,1
BZID-1304470469,2100.0,1
BZID-1304416357,550.0,1
BZID-1304433324,1200.0,1
BZID-1304466428,1300.0,1
BZID-1304437939,1200.0,1
BZID-1304472680,9000.0,1
BZID-1304461976,2700.0,1
BZID-1304397549,5000.0,1
BZID-1304473429,4500.0,1
BZID-1304449109,6600.0,1
BZID-1304431498,1200.0,1
BZID-1304461233,1200.0,1
BZID-1304403425,2100.0,1
BZID-1304461186,17000.0,1
BZID-1304449277,4500.0,1
BZID-1304450059,550.0,1
BZID-1304477539,9000.0,1
