businessid,total_visits
BZID-1304419416,1
BZID-1304566732,1
BZID-1304358344,1
BZID-1304401586,1
BZID-1304412781,2
BZID-1304379450,1
BZID-1304371544,1
BZID-1304373918,1
BZID-1304412395,1
BZID-1304364765,1
BZID-1304458280,1
BZID-1304395550,3
BZID-1304424489,1
BZID-1304435779,1
BZID-1304426461,1
BZID-1304400376,2
BZID-1304426081,1
BZID-1304418763,1
BZID-1304389076,1
BZID-1304374337,1
BZID-1304608906,2
BZID-1304415573,1
BZID-1304409972,1
BZID-1304409391,1
BZID-1304410271,1
BZID-1304461236,1
BZID-1304449829,1
BZID-1304363232,1
BZID-1304404487,1
BZID-1304607627,1
BZID-1304371953,1
BZID-1304438760,3
BZID-1304356971,1
BZID-1304390486,1
BZID-1304363033,1
BZID-1304358249,2
BZID-1304405007,2
BZID-1304417304,1
BZID-1304364102,1
BZID-1304423800,1
BZID-1304407235,1
BZID-1304460608,1
BZID-1304425313,1
BZID-1304395123,2
BZID-1304424289,1
BZID-1304418693,1
BZID-1304411789,1
BZID-1304373724,2
BZID-1304419319,1
BZID-1304401980,1
BZID-1304376279,1
BZID-1304401479,1
BZID-1304401509,2
BZID-1304351899,1
BZID-1304350044,2
BZID-1304603811,1
BZID-1304423314,1
BZID-1304421304,2
BZID-1304416747,1
BZID-1304362243,1
BZID-1304379731,1
BZID-1304411978,1
BZID-1304380480,2
BZID-1304468716,1
BZID-1304358329,2
BZID-1304566642,1
BZID-1304374518,1
BZID-1304428205,1
BZID-1304397051,2
BZID-1304384757,2
BZID-1304457401,2
BZID-1304610726,2
BZID-1304414479,1
BZID-1304394259,1
BZID-1304396613,1
BZID-1304407829,1
BZID-1304385018,6
BZID-1304395352,3
BZID-1304427846,2
BZID-1304413508,2
BZID-1304392077,4
BZID-1304381561,3
BZID-1304408994,1
BZID-1304414821,2
BZID-1304409228,1
BZID-1304407383,1
369525bb,1
BZID-1304361011,2
BZID-1304400528,2
BZID-1304424324,3
BZID-1304610815,1
BZID-1304413399,1
BZID-1304447420,4
BZID-1304409161,3
BZID-1304458472,1
BZID-1304375962,2
BZID-1304603231,1
BZID-1304466000,4
BZID-1304404978,1
BZID-1304372088,2
BZID-1304374572,2
BZID-1304359585,1
BZID-1304379193,5
BZID-1304358671,7
BZID-1304377114,4
BZID-1304421955,1
BZID-1304378193,3
BZID-1304361183,1
BZID-1304608940,3
BZID-1304400293,2
BZID-1304365657,1
BZID-1304437309,1
BZID-1304389666,3
BZID-1304371613,2
BZID-1304395353,1
BZID-1304379133,6
BZID-1304609955,1
BZID-1304467734,2
BZID-1304437762,1
BZID-1304416849,1
BZID-1304396621,2
BZID-1304406182,3
BZID-1304391999,4
BZID-1304377380,4
BZID-1304359232,7
BZID-1304419347,2
BZID-1304377446,4
BZID-1304603852,2
BZID-1304372776,1
BZID-1304351617,1
BZID-1304417611,3
BZID-1304399808,3
BZID-1304392216,4
BZID-1304395111,1
BZID-1304463479,1
BZID-1304390852,4
BZID-1304371378,1
BZID-1304365345,3
BZID-1304462211,4
BZID-1304361953,2
BZID-1304476352,6
BZID-1304387673,3
BZID-1304472833,1
BZID-1304356979,1
BZID-1304412669,1
BZID-1304463753,3
BZID-1304429943,2
BZID-1304430166,1
BZID-1304441932,7
BZID-1304426708,1
BZID-1304397442,2
BZID-1304381343,2
BZID-1304385749,1
BZID-1304390183,2
BZID-1304422751,1
BZID-1304420058,2
BZID-1304399669,1
BZID-1304421878,2
BZID-1304376980,1
BZID-1304428154,2
BZID-1304460604,4
BZID-1304408996,3
BZID-1304395012,2
BZID-1304384762,2
BZID-1304466815,1
BZID-1304412199,1
BZID-1304401307,8
BZID-1304395133,5
BZID-1304419866,2
BZID-1304382089,2
BZID-1304476687,4
BZID-1304425607,1
BZID-1304382490,4
BZID-1304416554,2
BZID-1304423930,2
BZID-1304374259,1
BZID-1304413038,1
BZID-1304389916,2
BZID-1304358315,3
BZID-1304461612,4
BZID-1304419399,2
BZID-1304407720,2
BZID-1304407924,4
BZID-1304395152,1
BZID-1304408560,1
BZID-1304473564,3
BZID-1304365993,1
BZID-1304363116,3
BZID-1304381672,4
BZID-1304406528,1
BZID-1304449362,2
BZID-1304432848,2
BZID-1304564313,1
BZID-1304472492,3
BZID-1304385671,2
BZID-1304415766,3
BZID-1304438300,3
BZID-1304417516,1
BZID-1304450832,1
BZID-1304409883,2
BZID-1304375707,1
BZID-1304409618,2
BZID-1304399641,2
BZID-1304450485,2
BZID-1304394835,2
BZID-1304374692,1
BZID-1304461974,2
BZID-1304425803,1
BZID-1304472644,4
BZID-1304388626,4
BZID-1304478624,1
BZID-1304376331,3
BZID-1304424378,2
BZID-1304364888,1
BZID-1304473121,1
BZID-1304409838,2
BZID-1304383338,2
BZID-1304596105,1
BZID-1304410425,1
BZID-1304433844,1
BZID-1304410554,1
BZID-1304430761,4
BZID-1304380326,3
BZID-1304594873,1
BZID-1304413177,2
BZID-1304474527,3
BZID-1304600165,1
BZID-1304447164,1
BZID-1304406734,3
BZID-1304413107,2
BZID-1304407253,1
BZID-1304393698,2
BZID-1304430071,2
BZID-1304395313,2
BZID-1304389384,1
BZID-1304462066,2
BZID-1304438390,3
BZID-1304425114,2
BZID-1304424089,2
BZID-1304403500,2
BZID-1304362897,2
BZID-1304392011,1
BZID-1304399256,4
BZID-1304425324,2
BZID-1304419024,3
BZID-1304449035,1
BZID-1304389231,1
BZID-1304458144,3
BZID-1304408696,2
BZID-1304436061,2
BZID-1304363376,2
BZID-1304378133,3
BZID-1304398812,1
BZID-1304418880,2
BZID-1304363788,1
BZID-1304378204,1
BZID-1304409086,1
BZID-1304456059,1
BZID-1304412948,1
BZID-1304429339,2
BZID-1304471149,2
BZID-1304408494,3
BZID-1304402342,2
BZID-1304411388,2
BZID-1304391088,3
BZID-1304352296,1
BZID-1304408486,3
BZID-1304471375,1
BZID-1304360544,1
BZID-1304460618,2
BZID-1304399123,2
BZID-1304381653,5
BZID-1304387727,6
BZID-1304373102,2
BZID-1304419114,2
BZID-1304474377,2
BZID-1304366710,2
BZID-1304473541,5
BZID-1304603710,3
BZID-1304436886,3
BZID-1304430439,1
BZID-1304426904,1
BZID-1304417225,1
BZID-1304360968,2
BZID-1304474738,4
BZID-1304349634,1
BZID-1304419734,1
BZID-1304367622,3
BZID-1304416259,3
BZID-1304409081,2
BZID-1304420851,3
BZID-1304375224,1
BZID-1304410289,5
BZID-1304377403,1
BZID-1304363449,1
BZID-1304392567,2
BZID-1304381888,2
BZID-1304405129,3
BZID-1304419381,1
BZID-1304405043,3
BZID-1304420857,1
BZID-1304386469,2
BZID-1304375631,3
BZID-1304350662,1
BZID-1304417049,2
BZID-1304444373,3
BZID-1304420473,4
BZID-1304396527,1
BZID-1304609863,2
BZID-1304377220,2
BZID-1304440368,2
BZID-1304368773,3
BZID-1304391964,4
BZID-1304430049,1
BZID-1304460492,2
BZID-1304417778,3
BZID-1304465809,3
BZID-1304388236,2
BZID-1304401034,2
BZID-1304420873,3
BZID-1304411873,1
BZID-1304599307,2
BZID-1304423147,1
BZID-1304373288,2
BZID-1304415404,2
BZID-1304371950,2
BZID-1304570192,2
BZID-1304429360,1
BZID-1304461727,1
BZID-1304407371,2
BZID-1304356484,6
BZID-1304392303,1
BZID-1304465158,3
BZID-1304411529,2
BZID-1304402499,1
BZID-1304396564,2
BZID-1304390744,1
BZID-1304410318,4
BZID-1304394802,1
BZID-1304419045,2
BZID-1304366125,2
BZID-1304390831,2
BZID-1304394113,2
BZID-1304386822,2
BZID-1304392770,2
BZID-1304367423,2
BZID-1304384562,3
BZID-1304410144,1
BZID-1304372779,1
BZID-1304392593,2
BZID-1304379711,1
BZID-1304610604,1
BZID-1304376681,4
BZID-1304436809,4
BZID-1304421937,2
BZID-1304358302,2
BZID-1304466971,2
BZID-1304424895,2
BZID-1304351118,1
BZID-1304422384,2
BZID-1304408668,3
BZID-1304364540,2
BZID-1304437227,3
BZID-1304419941,2
BZID-1304415963,2
BZID-1304410825,1
BZID-1304456146,1
BZID-1304388268,2
BZID-1304364840,3
BZID-1304368081,2
BZID-1304403795,3
BZID-1304394607,6
BZID-1304577108,1
BZID-1304459026,2
BZID-1304442202,2
BZID-1304372043,3
BZID-1304413795,4
BZID-1304415834,1
BZID-1304577559,1
BZID-1304391057,3
BZID-1304422815,1
BZID-1304430682,4
BZID-1304391935,1
BZID-1304418770,2
BZID-1304362884,4
BZID-1304416607,1
BZID-1304417857,1
BZID-1304384116,3
BZID-1304420298,1
BZID-1304355856,7
BZID-1304378673,3
BZID-1304359308,2
BZID-1304383762,1
BZID-1304470866,3
BZID-1304409454,4
BZID-1304373092,1
BZID-1304424293,4
BZID-1304395994,1
BZID-1304377359,6
BZID-1304349588,1
BZID-1304421958,2
BZID-1304401792,1
BZID-1304353953,2
BZID-1304429973,1
BZID-1304397056,5
BZID-1304413740,1
BZID-1304458384,3
BZID-1304370274,7
BZID-1304352925,2
BZID-1304458458,2
BZID-1304415990,1
BZID-1304350766,3
BZID-1304378352,2
BZID-1304381522,1
BZID-1304377836,1
BZID-1304377898,1
BZID-1304608257,2
BZID-1304371951,3
BZID-1304360105,2
BZID-1304350720,1
BZID-1304414766,1
BZID-1304415555,2
BZID-1304603621,1
BZID-1304366507,2
BZID-1304353394,2
BZID-1304402781,1
BZID-1304398379,2
BZID-1304456593,6
BZID-1304438365,2
BZID-1304596534,1
BZID-1304389511,2
BZID-1304463307,1
BZID-1304460554,1
BZID-1304402895,3
BZID-1304408683,1
BZID-1304426038,1
BZID-1304447351,4
BZID-1304407671,3
BZID-1304372409,1
BZID-1304407758,1
BZID-1304351811,1
BZID-1304351348,2
BZID-1304607281,1
BZID-1304421758,1
BZID-1304363950,1
BZID-1304392967,2
BZID-1304475935,3
BZID-1304419120,2
BZID-1304360259,1
BZID-1304429369,1
BZID-1304421604,1
BZID-1304408401,2
BZID-1304456726,1
BZID-1304399545,2
BZID-1304421420,3
BZID-1304394026,2
BZID-1304359823,2
BZID-1304603964,1
BZID-1304361935,1
BZID-1304390695,2
BZID-1304396605,1
BZID-1304427663,3
BZID-1304460081,1
BZID-1304386771,1
BZID-1304350423,3
BZID-1304384315,1
BZID-1304359876,3
BZID-1304381116,3
BZID-1304376224,2
BZID-1304576515,1
BZID-1304475994,1
BZID-1304388182,2
BZID-1304419102,1
BZID-1304423287,2
BZID-1304376986,1
BZID-1304386227,2
BZID-1304477145,2
BZID-1304475849,3
BZID-1304412335,1
BZID-1304463222,1
BZID-1304368833,1
BZID-1304402315,2
BZID-1304416780,2
BZID-1304363489,2
BZID-1304426918,1
BZID-1304423213,2
BZID-1304425742,1
BZID-1304431563,2
BZID-1304457826,2
BZID-1304451000,1
BZID-1304384850,1
BZID-1304450772,1
BZID-1304382283,2
BZID-1304431665,2
BZID-1304395820,3
BZID-1304609345,1
BZID-1304394388,3
BZID-1304424514,2
BZID-1304386522,1
BZID-1304419442,1
BZID-1304413414,2
BZID-1304401697,1
BZID-1304475881,1
BZID-1304598269,1
BZID-1304394643,4
BZID-1304462456,5
BZID-1304382304,3
BZID-1304409243,8
BZID-1304390074,1
BZID-1304422016,1
BZID-1304434760,7
BZID-1304460728,2
BZID-1304385185,2
BZID-1304387828,2
BZID-1304401915,1
BZID-1304463773,1
BZID-1304409148,4
BZID-1304379406,1
BZID-1304597322,2
BZID-1304609950,1
BZID-1304377845,3
BZID-1304438292,2
BZID-1304456970,3
BZID-1304414943,1
BZID-1304383236,1
BZID-1304429129,1
BZID-1304386572,3
BZID-1304404676,2
BZID-1304362459,2
BZID-1304379391,7
BZID-1304418830,1
BZID-1304596755,1
BZID-1304379608,2
BZID-1304376788,1
BZID-1304411656,1
BZID-1304357581,3
BZID-1304449445,4
BZID-1304476434,2
BZID-1304358716,1
BZID-1304412534,2
BZID-1304462093,2
BZID-1304449423,2
BZID-1304394324,3
BZID-1304366040,3
BZID-1304364839,1
BZID-1304418900,1
BZID-1304368247,3
BZID-1304388105,1
BZID-1304384287,1
BZID-1304449729,2
BZID-1304394384,2
BZID-1304458249,2
BZID-1304350444,1
BZID-1304385562,2
BZID-1304382306,1
BZID-1304471615,4
BZID-1304359781,1
BZID-1304425750,2
BZID-1304362923,2
BZID-1304423128,3
BZID-1304361162,2
BZID-1304383042,2
BZID-1304597155,2
BZID-1304431776,7
BZID-1304431626,2
BZID-1304363422,3
BZID-1304550247,2
BZID-1304472243,2
BZID-1304411667,6
BZID-1304425825,1
BZID-1304391921,1
BZID-1304437034,4
BZID-1304368068,3
BZID-1304356287,1
BZID-1304375041,3
BZID-1304363304,2
BZID-1304387331,2
BZID-1304447902,2
BZID-1304604626,1
BZID-1304386658,5
BZID-1304357296,1
BZID-1304417707,2
BZID-1304359960,2
BZID-1304384662,5
BZID-1304607700,3
BZID-1304406022,1
BZID-1304373278,3
BZID-1304380393,1
BZID-1304419278,2
BZID-1304376789,2
BZID-1304388244,4
BZID-1304371816,4
BZID-1304388505,9
BZID-1304387701,1
BZID-1304365665,1
BZID-1304421415,1
BZID-1304392824,1
BZID-1304554140,2
BZID-1304376579,3
BZID-1304349521,7
BZID-1304411444,2
BZID-1304603467,1
BZID-1304430552,1
BZID-1304458768,1
BZID-1304456197,4
BZID-1304376113,3
BZID-1304444874,1
BZID-1304379151,1
BZID-1304374090,3
BZID-1304377182,2
BZID-1304368281,1
BZID-1304350802,2
BZID-1304415661,1
BZID-1304397435,2
BZID-1304404022,3
BZID-1304357637,4
BZID-1304362418,3
BZID-1304380704,2
BZID-1304394306,1
BZID-1304389785,2
BZID-1304375404,1
BZID-1304421551,2
BZID-1304603223,2
BZID-1304417326,4
BZID-1304430342,1
BZID-1304423321,4
BZID-1304388683,4
BZID-1304383969,1
BZID-1304374722,2
BZID-1304350421,1
BZID-1304366474,4
BZID-1304409956,1
BZID-1304438208,2
BZID-1304361045,2
BZID-1304398608,1
BZID-1304396597,2
BZID-1304399050,1
BZID-1304397957,1
BZID-1304438711,3
BZID-1304413347,1
BZID-1304392266,2
BZID-1304387507,1
BZID-1304373914,1
BZID-1304430736,2
BZID-1304378222,2
BZID-1304406901,2
BZID-1304384669,4
BZID-1304417425,2
BZID-1304424404,1
BZID-1304405923,1
BZID-1304352389,2
BZID-1304368755,1
BZID-1304407679,2
BZID-1304387838,2
BZID-1304373689,2
BZID-1304361489,3
BZID-1304419428,1
BZID-1304608019,1
BZID-1304451168,2
BZID-1304372366,1
BZID-1304357334,1
BZID-1304359053,4
BZID-1304363759,1
BZID-1304419531,2
BZID-1304417073,4
BZID-1304406945,1
BZID-1304429316,1
BZID-1304382596,1
BZID-1304373039,1
BZID-1304544345,1
BZID-1304402934,1
BZID-1304386389,3
BZID-1304435812,2
BZID-1304370377,2
BZID-1304420735,2
BZID-1304417608,1
BZID-1304429897,2
BZID-1304373114,2
BZID-1304364903,2
BZID-1304428106,2
BZID-1304399930,1
BZID-1304391277,1
BZID-1304412061,2
BZID-1304462538,1
BZID-1304377641,1
BZID-1304450886,1
BZID-1304406452,2
BZID-1304379172,1
BZID-1304400588,3
BZID-1304409655,4
BZID-1304392954,2
BZID-1304424674,1
BZID-1304428891,1
BZID-1304428908,1
BZID-1304388558,3
BZID-1304419516,2
BZID-1304397178,2
BZID-1304560030,1
BZID-1304474599,5
BZID-1304397179,2
BZID-1304414841,2
BZID-1304460779,1
BZID-1304415659,1
BZID-1304389759,2
BZID-1304370726,1
BZID-1304386528,6
BZID-1304419070,3
BZID-1304381595,4
BZID-1304447468,2
BZID-1304406218,1
BZID-1304447757,4
BZID-1304424689,1
BZID-1304392779,6
BZID-1304417493,1
BZID-1304360324,2
BZID-1304449319,1
BZID-1304421085,2
BZID-1304379335,2
BZID-1304404608,1
BZID-1304426994,1
BZID-1304423418,1
BZID-1304448141,1
BZID-1304357856,3
BZID-1304401422,1
BZID-1304475442,2
BZID-1304577264,2
BZID-1304381348,2
BZID-1304461058,2
BZID-1304376152,2
BZID-1304388356,1
BZID-1304442316,1
BZID-1304375704,2
BZID-1304409322,3
BZID-1304420335,2
BZID-1304384877,3
BZID-1304369675,3
BZID-1304382423,2
BZID-1304376124,4
BZID-1304402629,2
BZID-1304402991,2
BZID-1304395058,1
BZID-1304423400,1
BZID-1304381203,4
BZID-1304395646,1
BZID-1304352328,1
BZID-1304380665,4
BZID-1304419398,1
BZID-1304447962,3
BZID-1304397122,1
BZID-1304381676,3
BZID-1304372560,1
BZID-1304377457,6
BZID-1304431086,1
BZID-1304421019,1
BZID-1304364727,3
BZID-1304419419,2
BZID-1304608661,3
BZID-1304389931,3
BZID-1304429994,2
BZID-1304427238,2
BZID-1304424162,1
BZID-1304475033,1
BZID-1304594900,1
BZID-1304409765,3
BZID-1304409848,1
BZID-1304384770,2
BZID-1304437772,1
BZID-1304437007,3
BZID-1304427121,1
BZID-1304418337,3
BZID-1304425258,1
BZID-1304476486,1
BZID-1304418494,1
BZID-1304371984,4
BZID-1304471033,1
BZID-1304350352,1
BZID-1304393777,3
BZID-1304359913,2
BZID-1304414193,2
BZID-1304385735,5
BZID-1304369862,3
BZID-1304411858,3
BZID-1304433746,4
BZID-1304478552,3
BZID-1304379909,1
BZID-1304405450,1
BZID-1304420952,1
BZID-1304379805,1
BZID-1304402084,3
BZID-1304382591,2
BZID-1304383179,3
BZID-1304428957,1
BZID-1304410385,2
BZID-1304394610,1
BZID-1304381791,4
BZID-1304400296,1
BZID-1304410596,2
BZID-1304398901,1
BZID-1304546638,7
BZID-1304399002,1
BZID-1304399027,1
BZID-1304407914,1
BZID-1304418183,2
BZID-1304420816,3
BZID-1304382291,3
BZID-1304380061,1
BZID-1304378777,2
BZID-1304429260,4
BZID-1304361945,3
BZID-1304451086,1
BZID-1304375623,1
BZID-1304384575,2
BZID-1304419124,2
BZID-1304394938,1
BZID-1304382546,1
BZID-1304399290,1
BZID-1304403509,1
BZID-1304434757,2
BZID-1304466976,4
BZID-1304434958,4
BZID-1304388493,2
BZID-1304420466,2
BZID-1304417517,1
BZID-1304458676,1
BZID-1304402660,2
BZID-1304393489,2
BZID-1304472641,1
BZID-1304596079,1
BZID-1304389876,3
BZID-1304390800,6
BZID-1304394430,3
BZID-1304438032,2
BZID-1304478177,3
BZID-1304390371,2
BZID-1304458542,1
BZID-1304416568,2
BZID-1304349379,1
BZID-1304418088,3
BZID-1304371289,2
BZID-1304418288,1
BZID-1304386640,2
BZID-1304399966,2
BZID-1304606479,2
BZID-1304352717,2
BZID-1304423281,1
BZID-1304604087,1
BZID-1304401631,1
BZID-1304426165,1
BZID-1304408035,1
BZID-1304426107,2
BZID-1304363604,1
BZID-1304381498,1
BZID-1304416673,3
BZID-1304390383,6
BZID-1304400721,2
BZID-1304363234,3
BZID-1304416615,2
BZID-1304364016,2
BZID-1304349539,3
BZID-1304475919,4
BZID-1304394131,2
BZID-1304432216,1
BZID-1304421789,1
BZID-1304408295,1
BZID-1304414126,1
BZID-1304355853,2
BZID-1304352286,1
BZID-1304352722,1
BZID-1304421070,1
BZID-1304400782,1
BZID-1304387847,1
BZID-1304392994,2
BZID-1304420340,2
BZID-1304403832,3
BZID-1304396987,2
BZID-1304364440,1
BZID-1304605586,1
BZID-1304420954,3
BZID-1304431824,1
BZID-1304426690,1
BZID-1304420684,2
BZID-1304358950,1
BZID-1304461454,1
BZID-1304424355,1
BZID-1304608553,1
BZID-1304423045,1
BZID-1304421405,3
BZID-1304607443,1
BZID-1304402476,4
BZID-1304402085,4
BZID-1304407440,4
BZID-1304350399,5
BZID-1304416774,1
BZID-1304402171,1
BZID-1304351266,2
BZID-1304412274,2
BZID-1304394403,4
BZID-1304459925,1
BZID-1304411594,1
BZID-1304465865,1
BZID-1304419899,2
BZID-1304413567,2
BZID-1304364144,2
BZID-1304391581,1
BZID-1304430854,2
BZID-1304361713,1
BZID-1304609569,3
BZID-1304561001,1
BZID-1304415435,1
BZID-1304423406,1
BZID-1304374782,2
BZID-1304391449,3
BZID-1304355529,1
BZID-1304404717,5
BZID-1304388999,1
BZID-1304450170,1
BZID-1304429913,2
BZID-1304402553,1
BZID-1304608924,4
BZID-1304400176,4
BZID-1304408219,2
BZID-1304377682,2
BZID-1304390356,2
BZID-1304393452,1
BZID-1304398912,3
BZID-1304608541,1
BZID-1304358636,1
BZID-1304420190,2
BZID-1304362019,2
BZID-1304365727,2
BZID-1304365738,3
BZID-1304605537,1
BZID-1304358502,2
BZID-1304389858,2
BZID-1304359492,5
BZID-1304449136,3
BZID-1304546032,5
BZID-1304376452,3
BZID-1304357148,2
BZID-1304380893,1
BZID-1304407424,1
BZID-1304406548,1
BZID-1304471809,1
BZID-1304419692,1
BZID-1304372477,4
BZID-1304403135,1
BZID-1304473251,3
BZID-1304359734,3
BZID-1304462749,3
BZID-1304429446,1
BZID-1304358582,2
BZID-1304404391,3
BZID-1304410587,2
BZID-1304378306,5
BZID-1304417055,1
BZID-1304385394,2
BZID-1304424024,1
BZID-1304376914,1
BZID-1304429259,1
BZID-1304600247,1
BZID-1304350631,1
BZID-1304400307,2
BZID-1304429962,2
BZID-1304379134,1
BZID-1304430294,1
BZID-1304411655,1
BZID-1304390215,2
BZID-1304384085,1
BZID-1304376469,1
BZID-1304392473,1
BZID-1304429564,1
BZID-1304380844,3
BZID-1304408685,1
BZID-1304430863,1
BZID-1304359458,3
BZID-1304383181,1
BZID-1304399088,1
BZID-1304409104,1
BZID-1304436930,2
BZID-1304465960,1
BZID-1304369685,2
BZID-1304434340,2
BZID-1304403127,2
BZID-1304414590,6
BZID-1304400941,2
BZID-1304464169,3
BZID-1304383172,1
BZID-1304409269,4
BZID-1304466983,4
BZID-1304399486,1
BZID-1304406072,1
BZID-1304416924,2
BZID-1304469742,1
BZID-1304349574,1
BZID-1304410114,1
BZID-1304403496,1
BZID-1304402624,4
BZID-1304416258,3
BZID-1304410588,2
BZID-1304376074,1
BZID-1304410491,3
BZID-1304609749,1
BZID-1304360108,1
BZID-1304363302,1
BZID-1304356583,2
BZID-1304426150,1
BZID-1304430594,1
BZID-1304378885,1
BZID-1304419551,2
BZID-1304409787,2
BZID-1304430451,1
BZID-1304395729,3
BZID-1304447766,1
BZID-1304458725,1
BZID-1304382706,1
BZID-1304410506,4
BZID-1304384750,1
BZID-1304352271,1
BZID-1304461570,2
BZID-1304605602,1
BZID-1304421428,3
BZID-1304411094,3
BZID-1304377349,2
BZID-1304448885,2
BZID-1304405098,2
BZID-1304415931,1
BZID-1304412897,2
BZID-1304410602,1
BZID-1304378249,4
BZID-1304422799,1
BZID-1304447350,2
BZID-1304367367,3
BZID-1304413658,1
BZID-1304420000,1
BZID-1304425813,1
BZID-1304422367,3
BZID-1304386045,2
BZID-1304406289,1
BZID-1304364524,3
BZID-1304556001,1
BZID-1304402185,3
BZID-1304444613,3
BZID-1304428952,1
BZID-1304420227,1
BZID-1304436083,1
BZID-1304411735,2
BZID-1304414505,2
BZID-1304388969,2
BZID-1304426965,1
BZID-1304398805,1
BZID-1304417218,4
BZID-1304405461,5
BZID-1304467229,2
BZID-1304451037,2
BZID-1304431080,1
BZID-1304414527,1
BZID-1304351215,1
BZID-1304609810,3
BZID-1304361050,1
BZID-1304407082,3
BZID-1304598672,1
BZID-1304429906,2
BZID-1304608869,1
BZID-1304437169,1
BZID-1304463196,1
BZID-1304441540,1
BZID-1304390671,1
BZID-1304361215,2
BZID-1304363097,3
BZID-1304375729,2
BZID-1304418592,1
BZID-1304461026,2
BZID-1304359436,3
BZID-1304428318,1
BZID-1304399657,1
BZID-1304392203,1
BZID-1304425394,1
BZID-1304422248,1
BZID-1304369073,3
BZID-1304434699,5
BZID-1304406572,1
BZID-1304451227,1
BZID-1304387100,1
BZID-1304607089,1
BZID-1304371384,1
BZID-1304377760,2
BZID-1304401460,4
BZID-1304608554,1
BZID-1304375632,4
BZID-1304398142,3
BZID-1304415756,2
BZID-1304403109,3
BZID-1304425323,1
BZID-1304445555,1
BZID-1304426757,1
BZID-1304422290,1
BZID-1304399359,3
BZID-1304419588,1
BZID-1304356528,3
BZID-1304368851,1
BZID-1304428644,3
BZID-1304416574,3
BZID-1304409121,2
BZID-1304607424,2
BZID-1304460877,3
BZID-1304404524,1
BZID-1304422832,1
BZID-1304374581,2
BZID-1304455999,4
BZID-1304405078,1
BZID-1304415898,2
BZID-1304436257,2
BZID-1304361812,1
BZID-1304367655,2
BZID-1304358307,1
BZID-1304401800,3
BZID-1304445106,2
BZID-1304378846,1
BZID-1304574869,1
BZID-1304417033,2
BZID-1304428257,1
BZID-1304422081,1
BZID-1304596804,1
BZID-1304447794,3
BZID-1304445270,2
BZID-1304435342,1
BZID-1304465220,1
BZID-1304463762,2
BZID-1304372572,2
BZID-1304396182,1
BZID-1304462133,2
BZID-1304408194,1
BZID-1304368328,6
BZID-1304412850,1
BZID-1304392775,3
BZID-1304405810,2
BZID-1304386891,1
BZID-1304413701,1
BZID-1304464418,2
BZID-1304599310,1
BZID-1304437226,1
BZID-1304415494,1
BZID-1304397687,2
BZID-1304429933,2
BZID-1304390821,2
BZID-1304416420,1
BZID-1304420678,2
BZID-1304411969,2
BZID-1304598023,4
BZID-1304402567,1
BZID-1304362296,2
BZID-1304410146,3
BZID-1304429599,1
BZID-1304376902,2
BZID-1304470280,2
BZID-1304391492,3
BZID-1304449853,3
BZID-1304389704,2
BZID-1304358944,2
BZID-1304381045,4
BZID-1304369709,4
BZID-1304474844,1
BZID-1304410519,2
BZID-1304422584,2
BZID-1304366619,1
BZID-1304421572,2
BZID-1304373846,1
BZID-1304387126,2
BZID-1304463241,4
BZID-1304352390,2
BZID-1304391686,1
BZID-1304385569,2
BZID-1304406302,1
BZID-1304367042,2
BZID-1304371681,3
BZID-1304476998,3
BZID-1304410762,1
BZID-1304363190,2
BZID-1304387698,3
BZID-1304397884,1
BZID-1304368292,3
BZID-1304452985,2
BZID-1304392601,1
BZID-1304426735,2
BZID-1304421866,4
BZID-1304471613,2
BZID-1304451165,1
BZID-1304427611,1
BZID-1304369513,3
BZID-1304409845,3
BZID-1304407043,1
BZID-1304436079,2
BZID-1304390654,2
BZID-1304463187,4
BZID-1304368342,2
BZID-1304362683,2
BZID-1304397418,1
BZID-1304471247,1
BZID-1304417715,1
BZID-1304382980,1
BZID-1304377142,4
BZID-1304404039,2
BZID-1304379019,3
BZID-1304362852,3
BZID-1304396412,2
BZID-1304395179,3
BZID-1304380221,2
BZID-1304465382,1
BZID-1304362275,3
BZID-1304361795,2
BZID-1304412779,2
BZID-1304399735,1
BZID-1304556977,1
BZID-1304447973,1
BZID-1304409313,2
BZID-1304368050,1
BZID-1304394974,2
BZID-1304409345,4
BZID-1304386317,1
BZID-1304380843,2
BZID-1304412266,1
BZID-1304367867,3
BZID-1304479755,4
BZID-1304377994,1
BZID-1304383253,2
BZID-1304420060,2
BZID-1304412793,2
BZID-1304439289,1
BZID-1304377485,2
BZID-1304379398,1
BZID-1304417481,2
BZID-1304364616,3
BZID-1304435624,1
BZID-1304428847,2
BZID-1304381691,3
BZID-1304459828,3
BZID-1304360273,1
BZID-1304469054,1
BZID-1304401872,3
BZID-1304409208,4
BZID-1304407652,1
BZID-1304395328,2
BZID-1304401451,1
BZID-1304447830,2
BZID-1304404692,1
BZID-1304364192,1
BZID-1304415541,1
BZID-1304359822,1
BZID-1304360455,1
BZID-1304606825,1
BZID-1304368608,1
BZID-1304358308,2
BZID-1304416513,1
BZID-1304392979,2
BZID-1304361023,1
BZID-1304386579,1
BZID-1304405919,8
BZID-1304396125,3
BZID-1304429971,2
BZID-1304394146,2
BZID-1304427708,1
BZID-1304360994,1
BZID-1304448600,1
BZID-1304383825,8
BZID-1304418536,2
BZID-1304400049,1
BZID-1304429461,3
BZID-1304375973,1
BZID-1304456638,3
BZID-1304398480,2
BZID-1304397278,1
BZID-1304399129,1
