businessid,total_visits
BZID-1304352795,3
BZID-1304427144,1
BZID-1304418266,1
BZID-1304407485,1
BZID-1304382646,3
BZID-1304401401,1
BZID-1304458553,1
BZID-1304356118,1
BZID-1304357018,1
BZID-1304376558,1
BZID-1304390434,2
BZID-1304360281,1
BZID-1304371539,1
BZID-1304390729,1
BZID-1304430247,1
BZID-1304420324,1
BZID-1304369767,1
BZID-1304450732,2
BZID-1304392095,2
BZID-1304376658,1
BZID-1304376273,2
BZID-1304404418,2
BZID-1304379517,2
BZID-1304411884,2
BZID-1304408259,1
BZID-1304373883,1
BZID-1304409833,1
BZID-1304386623,2
BZID-1304400050,3
BZID-1304447519,1
BZID-1304392553,2
BZID-1304409165,2
BZID-1304370621,3
BZID-1304416603,1
BZID-1304467686,3
BZID-1304351643,1
BZID-1304394922,2
BZID-1304390314,2
BZID-1304419662,2
BZID-1304387301,1
BZID-1304411825,3
BZID-1304386793,2
BZID-1304444734,2
BZID-1304394149,1
BZID-1304360719,3
BZID-1304388649,2
BZID-1304373478,2
BZID-1304417291,1
BZID-1304366641,1
BZID-1304393733,1
BZID-1304389300,1
BZID-1304414375,1
BZID-1304435379,1
BZID-1304355601,3
BZID-1304412147,3
BZID-1304457971,1
BZID-1304419343,2
BZID-1304396433,2
BZID-1304454651,1
BZID-1304444776,1
BZID-1304390649,1
BZID-1304420581,1
BZID-1304438280,2
BZID-1304418343,4
BZID-1304413082,2
BZID-1304417361,1
BZID-1304382158,1
BZID-1304421143,1
BZID-1304607333,1
BZID-1304402657,2
BZID-1304411127,2
BZID-1304374906,1
BZID-1304429400,1
BZID-1304449028,2
BZID-1304401014,1
BZID-1304377892,2
BZID-1304399157,2
BZID-1304378868,3
BZID-1304375357,1
BZID-1304429212,3
BZID-1304398790,1
BZID-1304420662,1
BZID-1304430739,1
BZID-1304367389,2
BZID-1304362266,1
BZID-1304365865,1
BZID-1304566674,1
BZID-1304419878,1
BZID-1304379658,1
BZID-1304418519,1
BZID-1304419895,1
BZID-1304430711,1
BZID-1304429664,2
BZID-1304471803,1
BZID-1304414514,1
BZID-1304385060,2
BZID-1304350478,1
BZID-1304386841,2
BZID-1304350522,1
BZID-1304405326,1
BZID-1304462197,1
BZID-1304438368,2
BZID-1304402879,1
BZID-1304379660,1
BZID-1304459453,1
BZID-1304456576,1
BZID-1304450692,1
BZID-1304469584,1
BZID-1304402155,1
BZID-1304423369,1
BZID-1304356619,1
BZID-1304422691,2
BZID-1304365608,1
BZID-1304421015,1
BZID-1304424611,1
BZID-1304426551,1
BZID-1304420495,1
BZID-1304387198,4
BZID-1304435423,1
BZID-1304428049,1
BZID-1304385563,1
BZID-1304406998,1
BZID-1304423319,1
BZID-1304395699,1
BZID-1304396532,1
BZID-1304390159,2
BZID-1304410120,1
BZID-1304447923,1
BZID-1304391652,3
BZID-1304351700,1
BZID-1304379082,1
BZID-1304361449,1
BZID-1304369566,2
BZID-1304380333,2
BZID-1304373796,2
BZID-1304351619,2
BZID-1304417460,1
BZID-1304421946,2
BZID-1304610812,2
BZID-1304429545,1
BZID-1304403851,1
BZID-1304397594,1
BZID-1304407803,3
BZID-1304410492,1
BZID-1304392895,1
BZID-1304371552,1
BZID-1304408212,1
BZID-1304413225,2
BZID-1304467290,2
BZID-1304416909,1
BZID-1304463248,1
BZID-1304428468,1
BZID-1304406995,1
BZID-1304551046,1
BZID-1304403140,1
BZID-1304461204,2
BZID-1304448818,1
BZID-1304377144,1
BZID-1304373824,1
BZID-1304429796,1
BZID-1304387786,4
BZID-1304408864,3
BZID-1304607026,1
BZID-1304470660,2
BZID-1304390429,1
BZID-1304369652,1
BZID-1304381938,2
BZID-1304460424,1
BZID-1304464723,1
BZID-1304410861,1
BZID-1304382690,3
BZID-1304423501,1
BZID-1304399498,1
BZID-1304448685,2
BZID-1304371702,1
BZID-1304409646,2
BZID-1304401203,2
BZID-1304406868,2
BZID-1304418320,1
BZID-1304393423,1
BZID-1304352278,1
BZID-1304373868,1
BZID-1304430119,1
BZID-1304415164,1
BZID-1304438004,1
BZID-1304356280,1
BZID-1304375477,3
BZID-1304359957,2
BZID-1304379345,1
BZID-1304429304,2
BZID-1304351133,1
BZID-1304418194,3
BZID-1304449492,1
BZID-1304393153,2
BZID-1304460124,1
BZID-1304374092,2
BZID-1304414169,2
BZID-1304374907,1
BZID-1304427043,1
BZID-1304444775,2
BZID-1304399420,1
BZID-1304388720,1
BZID-1304424585,1
BZID-1304399529,1
BZID-1304470701,1
BZID-1304416096,2
BZID-1304575190,1
BZID-1304363042,2
BZID-1304419090,1
BZID-1304566619,1
BZID-1304358750,1
BZID-1304408857,1
BZID-1304416293,1
BZID-1304413410,2
BZID-1304380297,1
BZID-1304605478,1
BZID-1304414611,1
BZID-1304371478,1
BZID-1304377744,1
BZID-1304428392,1
BZID-1304565384,4
BZID-1304394606,1
BZID-1304358661,1
BZID-1304368761,2
BZID-1304351632,2
BZID-1304411168,2
BZID-1304401765,2
BZID-1304376467,1
BZID-1304349676,1
BZID-1304362045,1
BZID-1304427171,1
BZID-1304447600,1
BZID-1304414338,1
BZID-1304418919,1
BZID-1304363076,1
BZID-1304366151,1
BZID-1304396466,1
BZID-1304353532,2
BZID-1304428359,2
BZID-1304386198,1
BZID-1304400396,2
BZID-1304358285,1
BZID-1304452436,1
BZID-1304473348,1
BZID-1304409190,3
BZID-1304609543,1
BZID-1304350624,3
BZID-1304362815,2
BZID-1304448469,1
BZID-1304384688,4
BZID-1304423788,1
BZID-1304354737,2
BZID-1304419500,1
BZID-1304366286,1
BZID-1304419952,1
BZID-1304374211,3
BZID-1304359537,1
BZID-1304434764,2
BZID-1304435182,1
BZID-1304411782,1
BZID-1304424953,1
BZID-1304430346,1
BZID-1304556213,1
BZID-1304380098,2
BZID-1304414104,1
BZID-1304605846,1
BZID-1304450948,1
BZID-1304437232,1
BZID-1304371758,1
BZID-1304439226,1
BZID-1304463851,1
BZID-1304470385,2
BZID-1304385373,1
BZID-1304377735,2
BZID-1304417928,1
BZID-1304402995,1
BZID-1304414134,2
BZID-1304390622,2
BZID-1304404359,2
BZID-1304539510,1
BZID-1304447466,1
BZID-1304420074,2
BZID-1304408991,1
BZID-1304442569,1
BZID-1304363272,2
BZID-1304381512,1
BZID-1304412026,1
BZID-1304606969,1
BZID-1304425192,1
BZID-1304417762,2
BZID-1304375856,1
BZID-1304426866,1
BZID-1304388847,3
BZID-1304444979,1
BZID-1304449218,1
BZID-1304392451,2
BZID-1304419754,2
BZID-1304376440,1
BZID-1304429276,1
BZID-1304367920,1
BZID-1304460468,2
BZID-1304363037,1
BZID-1304381693,2
BZID-1304414177,1
BZID-1304577859,1
BZID-1304432393,2
BZID-1304425888,2
BZID-1304414481,1
BZID-1304461876,1
BZID-1304401955,1
BZID-1304377013,1
BZID-1304438286,2
BZID-1304391936,1
BZID-1304421230,1
BZID-1304356806,1
BZID-1304440856,1
BZID-1304352539,1
BZID-1304401750,2
BZID-1304431489,3
BZID-1304412077,1
BZID-1304405831,1
BZID-1304478906,1
BZID-1304470426,1
BZID-1304415842,1
BZID-1304399663,1
BZID-1304415106,1
BZID-1304478848,1
BZID-1304362759,1
BZID-1304399061,1
BZID-1304437936,1
BZID-1304358644,2
BZID-1304371482,1
BZID-1304375352,1
BZID-1304422741,1
BZID-1304388245,2
BZID-1304392527,1
BZID-1304378783,1
BZID-1304424818,1
BZID-1304473822,1
BZID-1304564163,4
BZID-1304369985,1
BZID-1304438200,1
BZID-1304409343,2
BZID-1304357793,1
BZID-1304364998,2
BZID-1304381313,1
BZID-1304381664,1
BZID-1304438926,1
BZID-1304416271,1
BZID-1304406270,1
BZID-1304423462,1
BZID-1304418009,1
BZID-1304554925,1
BZID-1304426458,1
BZID-1304449294,1
BZID-1304470765,1
BZID-1304406938,1
BZID-1304392153,2
BZID-1304382044,1
BZID-1304399348,1
BZID-1304472779,2
BZID-1304379199,1
BZID-1304361269,1
BZID-1304415627,1
BZID-1304376796,1
BZID-1304386236,1
BZID-1304393584,1
BZID-1304547710,1
BZID-1304408184,1
BZID-1304360319,1
BZID-1304375738,2
BZID-1304478823,1
BZID-1304392014,2
BZID-1304413474,1
BZID-1304404881,1
BZID-1304369997,1
BZID-1304376585,1
BZID-1304473195,1
BZID-1304383398,2
BZID-1304365645,2
BZID-1304422669,1
BZID-1304438340,1
BZID-1304437120,1
BZID-1304408033,1
BZID-1304387926,2
BZID-1304375537,1
BZID-1304425787,2
BZID-1304401481,1
BZID-1304459213,1
BZID-1304474430,2
BZID-1304414936,1
BZID-1304385280,2
BZID-1304479958,1
BZID-1304361166,1
BZID-1304412910,1
BZID-1304416778,2
BZID-1304375639,1
BZID-1304371275,2
BZID-1304410531,2
BZID-1304401790,2
BZID-1304378151,2
BZID-1304357809,1
BZID-1304416365,1
BZID-1304406363,2
BZID-1304388433,1
BZID-1304465911,1
BZID-1304408971,2
BZID-1304407014,1
BZID-1304452620,1
BZID-1304376177,1
BZID-1304401657,4
BZID-1304438555,2
BZID-1304399152,2
BZID-1304411595,1
BZID-1304377567,1
BZID-1304605668,1
BZID-1304605672,3
BZID-1304377206,5
BZID-1304603658,2
BZID-1304375591,1
BZID-1304425620,1
BZID-1304408616,2
BZID-1304376759,1
BZID-1304598581,1
BZID-1304428321,1
BZID-1304418567,1
BZID-1304449045,1
BZID-1304359214,1
BZID-1304401268,2
BZID-1304427163,1
BZID-1304413574,1
BZID-1304408304,2
BZID-1304375925,1
BZID-1304391700,1
BZID-1304360226,1
BZID-1304417344,1
BZID-1304609057,2
BZID-1304397798,1
BZID-1304371099,2
BZID-1304426808,1
BZID-1304425551,1
BZID-1304437774,1
BZID-1304422490,2
BZID-1304436448,1
BZID-1304408951,2
BZID-1304402937,1
BZID-1304381513,2
BZID-1304414355,1
BZID-1304413493,1
BZID-1304414079,1
BZID-1304429678,1
BZID-1304386342,1
BZID-1304375804,1
BZID-1304379423,2
BZID-1304416504,1
BZID-1304362576,1
BZID-1304435800,1
BZID-1304371386,1
BZID-1304367158,1
BZID-1304450066,1
BZID-1304445316,1
BZID-1304473284,1
BZID-1304405987,1
BZID-1304416197,4
BZID-1304379939,1
BZID-1304395610,1
BZID-1304390129,1
BZID-1304469028,1
BZID-1304428180,2
BZID-1304426742,1
BZID-1304367589,1
BZID-1304421895,1
BZID-1304372117,1
BZID-1304477518,1
BZID-1304394101,1
BZID-1304407160,1
BZID-1304545809,1
BZID-1304426169,1
BZID-1304556408,1
BZID-1304391413,1
BZID-1304365828,3
BZID-1304410451,1
BZID-1304357103,1
BZID-1304426062,1
BZID-1304367463,1
BZID-1304541369,1
BZID-1304422746,1
BZID-1304358160,1
BZID-1304403635,1
BZID-1304353536,1
BZID-1304409533,2
BZID-1304426420,1
BZID-1304375708,1
BZID-1304403245,1
BZID-1304609271,1
BZID-1304388513,1
BZID-1304424067,2
BZID-1304419310,1
BZID-1304370494,1
BZID-1304394645,2
BZID-1304474371,2
BZID-1304385246,2
BZID-1304352275,1
BZID-1304422371,1
BZID-1304426543,1
BZID-1304411290,1
BZID-1304425855,1
BZID-1304418385,1
BZID-1304352287,1
BZID-1304410070,2
BZID-1304416799,1
BZID-1304418386,1
BZID-1304391058,2
BZID-1304430753,2
BZID-1304412791,2
BZID-1304415680,1
BZID-1304427110,1
BZID-1304461835,1
BZID-1304458421,1
BZID-1304364905,2
BZID-1304454670,2
BZID-1304448863,1
BZID-1304398444,1
BZID-1304448808,1
BZID-1304472721,3
BZID-1304427419,1
BZID-1304594829,1
BZID-1304438366,1
BZID-1304365304,2
BZID-1304361317,2
BZID-1304412398,2
BZID-1304458716,1
BZID-1304436876,1
BZID-1304464140,1
BZID-1304438172,2
BZID-1304393152,1
BZID-1304598427,1
BZID-1304376744,1
BZID-1304432991,1
BZID-1304412465,1
BZID-1304372751,1
BZID-1304362230,1
BZID-1304351839,1
BZID-1304362976,1
BZID-1304373966,1
BZID-1304375421,1
BZID-1304374950,1
BZID-1304422888,1
BZID-1304551831,1
BZID-1304408861,1
BZID-1304432597,1
BZID-1304407790,1
BZID-1304605849,2
BZID-1304595010,1
BZID-1304400573,1
BZID-1304374342,2
BZID-1304363063,2
BZID-1304410745,1
BZID-1304429797,1
BZID-1304385913,1
BZID-1304421903,1
BZID-1304414559,1
BZID-1304564399,1
BZID-1304381479,2
BZID-1304404706,1
BZID-1304410552,1
BZID-1304467884,1
BZID-1304383266,1
BZID-1304424330,1
BZID-1304469909,2
BZID-1304396028,1
BZID-1304430913,1
BZID-1304380087,3
BZID-1304356807,2
BZID-1304410139,3
BZID-1304390184,2
BZID-1304414091,3
BZID-1304380108,2
BZID-1304413371,1
BZID-1304378487,1
BZID-1304377704,1
BZID-1304407288,1
BZID-1304427027,1
BZID-1304362140,2
BZID-1304369968,2
BZID-1304415654,2
BZID-1304435226,1
BZID-1304409013,1
BZID-1304456683,2
BZID-1304404636,2
BZID-1304423235,1
BZID-1304469710,2
BZID-1304419951,1
BZID-1304354449,2
BZID-1304446662,1
BZID-1304446011,1
BZID-1304391410,1
BZID-1304403302,1
BZID-1304430475,1
BZID-1304368880,2
BZID-1304401173,1
BZID-1304431763,1
BZID-1304388891,1
BZID-1304398508,2
BZID-1304415403,3
BZID-1304391880,1
BZID-1304425847,1
BZID-1304355737,1
BZID-1304373323,1
BZID-1304396887,2
BZID-1304426835,1
BZID-1304428146,1
BZID-1304357911,1
BZID-1304424191,1
BZID-1304389387,1
BZID-1304450393,3
BZID-1304352260,1
BZID-1304452961,1
BZID-1304457466,1
BZID-1304375760,3
BZID-1304397768,1
BZID-1304576576,1
BZID-1304374839,1
BZID-1304438391,1
BZID-1304369610,1
BZID-1304425465,1
BZID-1304363891,1
BZID-1304590480,2
BZID-1304418769,1
BZID-1304419536,2
BZID-1304379880,1
BZID-1304423644,1
BZID-1304393201,2
BZID-1304399012,2
BZID-1304439134,1
BZID-1304422880,1
BZID-1304439583,1
BZID-1304411848,2
BZID-1304429079,1
BZID-1304418653,1
BZID-1304367599,1
BZID-1304372564,1
BZID-1304401661,3
BZID-1304420177,1
BZID-1304375722,1
BZID-1304604315,2
BZID-1304442047,2
BZID-1304413252,1
BZID-1304438580,1
BZID-1304384298,2
BZID-1304429108,4
BZID-1304373225,3
BZID-1304427025,1
BZID-1304357733,2
BZID-1304389249,2
BZID-1304569804,1
BZID-1304379925,2
BZID-1304403007,2
BZID-1304352960,2
BZID-1304427873,1
BZID-1304393350,3
BZID-1304376327,2
BZID-1304395868,1
BZID-1304393186,2
BZID-1304400209,1
BZID-1304386470,1
BZID-1304460754,1
BZID-1304373782,1
BZID-1304408600,1
BZID-1304376647,2
BZID-1304393473,1
BZID-1304374778,2
BZID-1304442643,1
BZID-1304386175,1
BZID-1304379951,2
BZID-1304406157,2
BZID-1304375806,2
BZID-1304384689,1
BZID-1304385446,1
BZID-1304430186,1
BZID-1304376120,1
BZID-1304595693,2
BZID-1304359451,2
BZID-1304608400,1
BZID-1304421167,1
BZID-1304369904,2
BZID-1304418719,2
BZID-1304415784,2
BZID-1304438308,2
BZID-1304415679,1
BZID-1304426698,1
BZID-1304372573,1
BZID-1304438185,3
BZID-1304375985,2
BZID-1304377756,1
BZID-1304398043,2
BZID-1304362514,2
BZID-1304393218,2
BZID-1304392412,1
BZID-1304393941,1
BZID-1304419736,1
BZID-1304351284,1
BZID-1304400094,2
BZID-1304404035,1
BZID-1304604658,2
BZID-1304443199,2
BZID-1304414701,1
BZID-1304388750,2
BZID-1304388075,1
BZID-1304467859,1
BZID-1304598304,1
BZID-1304394598,1
BZID-1304366941,2
BZID-1304610539,1
BZID-1304414848,1
BZID-1304370796,2
BZID-1304382700,1
BZID-1304416421,1
BZID-1304466852,1
BZID-1304355827,3
BZID-1304406813,2
BZID-1304464258,2
BZID-1304392865,2
BZID-1304400488,1
BZID-1304362252,3
BZID-1304388203,2
BZID-1304367422,1
BZID-1304359850,1
BZID-1304364954,2
BZID-1304423809,2
BZID-1304475533,2
BZID-1304393289,1
BZID-1304403793,2
BZID-1304398936,1
BZID-1304429965,1
BZID-1304430600,2
BZID-1304421838,1
BZID-1304462297,2
BZID-1304408608,1
BZID-1304447653,2
BZID-1304421819,2
BZID-1304421957,1
BZID-1304414889,1
BZID-1304479480,2
BZID-1304383550,1
BZID-1304392261,1
BZID-1304402632,3
BZID-1304411814,2
BZID-1304408895,1
BZID-1304421911,1
BZID-1304359099,1
BZID-1304386452,2
BZID-1304350692,2
BZID-1304422217,1
BZID-1304394204,2
BZID-1304371157,3
BZID-1304449584,1
BZID-1304445410,2
BZID-1304414123,1
BZID-1304390930,3
BZID-1304367121,1
BZID-1304396166,1
BZID-1304436072,1
BZID-1304475143,2
BZID-1304410347,1
BZID-1304377329,2
BZID-1304385121,1
BZID-1304367406,3
BZID-1304378716,1
BZID-1304413928,1
BZID-1304419188,1
BZID-1304414551,1
BZID-1304449691,1
BZID-1304422583,1
BZID-1304388991,2
BZID-1304607091,1
BZID-1304393066,1
BZID-1304433263,1
BZID-1304414277,1
BZID-1304416929,1
BZID-1304394583,1
BZID-1304360808,1
BZID-1304407957,1
BZID-1304477410,2
BZID-1304379056,3
BZID-1304445632,1
BZID-1304445021,2
BZID-1304429479,1
BZID-1304360292,1
BZID-1304606248,3
BZID-1304394798,1
BZID-1304462316,3
BZID-1304371188,3
BZID-1304422259,3
BZID-1304425149,1
BZID-1304373983,1
BZID-1304362948,1
BZID-1304398859,2
BZID-1304419694,1
BZID-1304429731,3
BZID-1304388717,2
BZID-1304411266,3
BZID-1304448011,1
BZID-1304448121,1
BZID-1304350130,2
BZID-1304379910,2
BZID-1304350227,2
BZID-1304598653,1
BZID-1304381351,4
BZID-1304406357,5
BZID-1304384267,1
BZID-1304374235,3
BZID-1304410729,1
BZID-1304376282,1
BZID-1304376846,3
BZID-1304394371,3
BZID-1304389262,2
BZID-1304436103,2
BZID-1304365612,1
BZID-1304377667,2
BZID-1304472062,1
BZID-1304431813,1
BZID-1304610806,1
BZID-1304391594,1
BZID-1304414835,3
BZID-1304391040,1
BZID-1304391864,3
BZID-1304381154,1
BZID-1304367870,1
BZID-1304352922,1
BZID-1304388963,3
BZID-1304370511,2
BZID-1304361817,2
BZID-1304457050,2
BZID-1304474115,1
BZID-1304373311,1
BZID-1304420073,1
BZID-1304415147,2
BZID-1304442833,3
BZID-1304411118,1
BZID-1304370435,2
BZID-1304424362,1
BZID-1304393675,1
BZID-1304401859,5
BZID-1304415801,1
BZID-1304413980,2
BZID-1304409154,1
BZID-1304365354,6
BZID-1304386011,2
BZID-1304416000,1
BZID-1304360415,2
BZID-1304423040,1
BZID-1304409517,1
BZID-1304424059,3
BZID-1304379255,3
BZID-1304458291,1
BZID-1304373742,3
BZID-1304411480,3
BZID-1304382774,1
BZID-1304384395,4
BZID-1304359552,2
BZID-1304419901,1
BZID-1304437983,2
BZID-1304399291,2
BZID-1304383355,4
BZID-1304403255,1
BZID-1304409389,2
BZID-1304394489,1
BZID-1304422664,2
BZID-1304375519,1
BZID-1304373884,2
BZID-1304427526,1
BZID-1304472735,2
BZID-1304356702,10
BZID-1304392463,2
BZID-1304383626,1
BZID-1304463931,1
BZID-1304424685,1
BZID-1304428796,2
BZID-1304385485,1
BZID-1304374268,1
BZID-1304374763,2
BZID-1304358835,1
BZID-1304424505,1
BZID-1304434148,2
BZID-1304394755,2
BZID-1304365502,9
BZID-1304350981,1
BZID-1304448105,1
BZID-1304457867,1
BZID-1304383887,1
BZID-1304417950,3
BZID-1304425833,1
BZID-1304410593,3
BZID-1304456322,2
BZID-1304410526,2
BZID-1304424712,1
BZID-1304460594,1
BZID-1304425462,1
BZID-1304357040,2
BZID-1304382957,5
BZID-1304406577,2
BZID-1304414450,2
BZID-1304398730,1
BZID-1304470969,2
BZID-1304368105,3
BZID-1304361811,2
BZID-1304561034,1
BZID-1304577863,1
BZID-1304419369,1
BZID-1304395812,1
BZID-1304388324,2
BZID-1304450690,1
BZID-1304402115,1
BZID-1304461748,1
BZID-1304457564,8
BZID-1304360170,1
BZID-1304360397,2
BZID-1304350795,6
BZID-1304422166,1
BZID-1304424272,2
BZID-1304378056,1
BZID-1304397344,1
BZID-1304405600,6
BZID-1304366918,3
BZID-1304417508,1
BZID-1304435307,2
BZID-1304408523,1
BZID-1304464884,1
BZID-1304365010,1
BZID-1304371742,5
BZID-1304427408,1
BZID-1304391855,1
BZID-1304356733,1
BZID-1304428678,1
BZID-1304425315,1
BZID-1304411824,1
BZID-1304372547,4
BZID-1304389297,2
BZID-1304415824,3
BZID-1304375655,2
BZID-1304472481,4
BZID-1304394059,4
BZID-1304364980,2
BZID-1304376410,5
BZID-1304465944,2
BZID-1304429239,3
BZID-1304393064,3
BZID-1304363474,1
BZID-1304414774,2
BZID-1304459142,1
BZID-1304387675,1
BZID-1304407053,2
BZID-1304388457,3
BZID-1304479608,4
BZID-1304431552,2
BZID-1304397425,3
BZID-1304362396,2
BZID-1304379183,2
BZID-1304398037,1
BZID-1304426678,4
BZID-1304379834,2
BZID-1304407334,3
BZID-1304358679,3
BZID-1304471774,1
BZID-1304398074,2
BZID-1304408420,4
BZID-1304371596,2
BZID-1304412290,2
BZID-1304408109,1
BZID-1304392017,2
BZID-1304412116,1
BZID-1304392386,4
BZID-1304408738,3
BZID-1304410292,2
BZID-1304375802,1
BZID-1304479486,2
BZID-1304355181,1
BZID-1304419848,1
BZID-1304597311,2
BZID-1304394398,3
BZID-1304417434,1
BZID-1304434397,1
BZID-1304374206,2
BZID-1304374177,2
BZID-1304419014,1
BZID-1304377732,1
BZID-1304367040,1
BZID-1304398620,2
BZID-1304468721,3
BZID-1304383715,4
BZID-1304474176,4
BZID-1304381308,3
BZID-1304603316,4
BZID-1304392126,3
BZID-1304421323,2
BZID-1304350798,2
BZID-1304396255,1
BZID-1304356869,3
BZID-1304404774,2
BZID-1304350843,1
BZID-1304381011,4
BZID-1304431004,1
BZID-1304405199,1
BZID-1304369900,2
BZID-1304465925,2
BZID-1304371872,1
BZID-1304415588,3
BZID-1304379633,1
BZID-1304425423,1
BZID-1304422318,1
BZID-1304413004,3
BZID-1304399036,2
BZID-1304405888,5
BZID-1304379375,1
BZID-1304420837,1
BZID-1304597028,1
BZID-1304353369,1
BZID-1304374218,1
BZID-1304366868,1
BZID-1304435020,1
BZID-1304460847,1
BZID-1304421608,2
BZID-1304358662,2
BZID-1304415317,2
BZID-1304390689,1
BZID-1304412142,1
BZID-1304429667,1
BZID-1304430557,1
BZID-1304406065,2
BZID-1304401658,2
BZID-1304355711,1
BZID-1304461721,1
BZID-1304421126,3
BZID-1304462388,1
BZID-1304413106,1
BZID-1304409488,1
BZID-1304375956,1
BZID-1304374888,3
BZID-1304402405,1
BZID-1304385377,1
BZID-1304359920,1
BZID-1304406502,1
BZID-1304419477,1
BZID-1304435679,4
BZID-1304420509,1
BZID-1304412942,1
BZID-1304395605,1
BZID-1304372810,1
BZID-1304422265,1
BZID-1304426293,2
BZID-1304383233,2
BZID-1304423724,1
BZID-1304378221,2
BZID-1304458282,1
BZID-1304393887,4
BZID-1304464955,1
BZID-1304394814,2
BZID-1304606455,1
BZID-1304417072,2
BZID-1304355323,1
BZID-1304369896,1
BZID-1304391660,1
BZID-1304415669,1
BZID-1304399355,1
BZID-1304429037,1
BZID-1304566272,2
BZID-1304369672,1
BZID-1304458350,1
BZID-1304412173,1
BZID-1304420271,1
BZID-1304417944,1
BZID-1304427741,1
BZID-1304439012,1
BZID-1304471936,6
BZID-1304381114,1
BZID-1304437549,1
BZID-1304435445,1
BZID-1304425417,3
BZID-1304417888,3
BZID-1304454325,1
BZID-1304569555,1
BZID-1304401164,1
BZID-1304466389,1
BZID-1304405086,4
BZID-1304358752,1
BZID-1304367615,1
BZID-1304352535,1
BZID-1304415802,1
BZID-1304416049,2
BZID-1304393756,1
BZID-1304448539,1
BZID-1304531367,1
BZID-1304441590,1
BZID-1304417932,1
BZID-1304460739,1
BZID-1304419504,1
BZID-1304408090,1
BZID-1304435835,3
BZID-1304609782,1
BZID-1304382512,2
BZID-1304360158,3
BZID-1304413175,1
BZID-1304358518,4
BZID-1304449781,2
BZID-1304410169,1
BZID-1304463210,1
BZID-1304392726,1
BZID-1304421914,2
BZID-1304409904,1
BZID-1304382541,1
BZID-1304419779,2
BZID-1304435056,1
BZID-1304407850,1
BZID-1304458545,1
BZID-1304386391,1
BZID-1304420105,1
BZID-1304426590,2
BZID-1304596347,1
BZID-1304371594,1
BZID-1304407952,1
BZID-1304477218,1
BZID-1304436771,2
BZID-1304603721,3
BZID-1304399500,1
BZID-1304407414,1
BZID-1304408338,2
BZID-1304460418,1
BZID-1304383409,1
BZID-1304365336,1
BZID-1304362422,2
BZID-1304418328,1
BZID-1304421258,1
BZID-1304381205,1
BZID-1304439535,1
BZID-1304407904,1
BZID-1304389935,1
BZID-1304366084,2
BZID-1304610289,1
BZID-1304423027,1
BZID-1304408955,1
BZID-1304409046,2
BZID-1304386313,1
BZID-1304420615,2
BZID-1304396497,1
BZID-1304418261,1
BZID-1304359901,2
BZID-1304392356,2
BZID-1304379112,1
BZID-1304428344,1
BZID-1304433426,1
BZID-1304430351,1
BZID-1304433204,1
BZID-1304379231,2
BZID-1304401486,1
BZID-1304413961,2
BZID-1304403926,2
BZID-1304416130,2
BZID-1304383131,1
BZID-1304418408,2
BZID-1304383180,1
BZID-1304418050,1
BZID-1304389954,2
BZID-1304405581,1
BZID-1304388432,1
BZID-1304400313,1
BZID-1304457122,1
BZID-1304411007,1
BZID-1304371734,1
BZID-1304374420,1
BZID-1304399407,1
BZID-1304457269,1
BZID-1304376054,2
BZID-1304415089,2
BZID-1304420739,1
BZID-1304407902,3
BZID-1304436101,1
BZID-1304556328,1
BZID-1304595027,1
BZID-1304421768,1
BZID-1304408054,1
BZID-1304438799,1
BZID-1304399600,1
BZID-1304538845,1
BZID-1304569357,1
BZID-1304391416,1
BZID-1304608709,1
BZID-1304419719,1
BZID-1304604757,1
BZID-1304473996,1
BZID-1304458156,1
BZID-1304393156,1
BZID-1304424300,1
BZID-1304439151,1
BZID-1304359755,1
BZID-1304381540,4
BZID-1304400090,1
BZID-1304414708,2
BZID-1304438572,4
BZID-1304382169,1
BZID-1304423105,1
BZID-1304409082,1
BZID-1304477041,1
BZID-1304428311,1
BZID-1304406703,1
BZID-1304372598,1
BZID-1304417664,1
BZID-1304364791,1
BZID-1304387204,1
BZID-1304365651,1
BZID-1304381394,1
BZID-1304446204,1
BZID-1304475184,4
BZID-1304467425,2
BZID-1304377003,1
BZID-1304431084,1
BZID-1304437270,3
BZID-1304419421,1
BZID-1304429768,1
BZID-1304417399,1
BZID-1304405891,1
BZID-1304376604,2
BZID-1304425017,1
BZID-1304599030,1
BZID-1304381111,1
BZID-1304364814,1
BZID-1304411292,1
BZID-1304471056,3
BZID-1304463111,1
BZID-1304376069,2
BZID-1304371208,4
BZID-1304461202,1
BZID-1304429170,2
BZID-1304411686,2
BZID-1304398999,2
BZID-1304458703,1
BZID-1304394594,1
BZID-1304402533,1
BZID-1304430685,1
BZID-1304409304,1
BZID-1304396899,1
BZID-1304379289,1
BZID-1304354990,2
BZID-1304421767,1
BZID-1304398407,1
BZID-1304385622,1
BZID-1304390234,2
BZID-1304376802,1
BZID-1304367737,1
BZID-1304374816,1
BZID-1304368336,1
BZID-1304406362,1
BZID-1304418985,1
BZID-1304386654,1
BZID-1304421931,1
BZID-1304438951,1
BZID-1304384497,1
BZID-1304409483,2
BZID-1304381236,2
BZID-1304394754,1
BZID-1304422540,1
BZID-1304408065,1
BZID-1304435331,1
BZID-1304418036,1
BZID-1304551861,1
BZID-1304429465,1
BZID-1304381834,1
BZID-1304437848,1
BZID-1304369916,1
BZID-1304459829,2
BZID-1304396347,1
