businessid,cta_dt_cnt,ppv_plv_dt_cnt,atc_dt_cnt
BZID-1304412163,2,0,0
BZID-1304463591,3,0,0
BZID-1304370133,3,1,0
BZID-1304595418,3,1,0
BZID-1304436320,1,1,0
BZID-1304375991,1,0,1
BZID-1304383593,1,1,1
BZID-1304382493,1,1,0
BZID-1304363703,1,1,0
BZID-1304469797,2,1,0
BZID-1304395456,1,0,0
BZID-1304365080,1,1,0
BZID-1304603396,2,0,0
BZID-1304396921,1,0,0
BZID-1304604421,45,40,31
BZID-1304479279,59,58,38
BZID-1304398428,57,48,45
BZID-1304610612,52,46,39
BZID-1304471402,54,38,18
BZID-1304479468,44,38,20
BZID-1304368264,51,46,40
BZID-1304469437,63,62,45
BZID-1304423079,63,61,60
BZID-1304426666,20,16,7
BZID-1304401754,49,35,28
BZID-1304387517,12,9,2
BZID-1304364640,61,60,54
BZID-1304430112,28,12,6
BZID-1304402349,62,57,4
BZID-1304430644,63,63,61
BZID-1304367273,63,63,47
BZID-1304391126,62,59,31
BZID-1304451651,39,36,13
BZID-1304355009,59,58,34
BZID-1304607880,49,49,11
BZID-1304426924,53,50,40
BZID-1304456919,55,52,46
BZID-1304364697,61,56,34
BZID-1304419329,61,54,53
BZID-1304608986,38,37,13
BZID-1304575324,29,25,18
BZID-1304428103,49,48,32
BZID-1304609491,23,23,11
BZID-1304383990,36,35,12
BZID-1304404169,58,51,45
BZID-1304595879,15,11,5
BZID-1304363120,56,50,40
BZID-1304442140,50,36,14
BZID-1304420791,17,17,8
BZID-1304430302,46,46,42
BZID-1304479253,61,60,57
BZID-1304450321,35,24,15
BZID-1304426614,63,57,35
BZID-1304424693,35,31,26
BZID-1304464727,25,20,10
BZID-1304466252,62,58,41
BZID-1304564058,47,44,26
BZID-1304458913,61,53,47
BZID-1304396046,63,63,57
BZID-1304357578,34,27,11
BZID-1304353833,59,59,47
BZID-1304371541,62,62,56
BZID-1304401858,53,52,29
BZID-1304418588,63,62,21
BZID-1304413825,63,60,51
BZID-1304381347,49,40,34
BZID-1304425837,16,15,3
BZID-1304409645,35,24,16
BZID-1304471657,28,20,15
BZID-1304421677,49,45,33
BZID-1304366086,1,1,0
BZID-1304480070,60,46,37
BZID-1304375247,55,51,32
BZID-1304424996,16,14,4
BZID-1304397029,57,53,21
BZID-1304600670,29,23,18
BZID-1304369372,59,53,31
BZID-1304388277,62,47,33
BZID-1304609114,45,39,25
BZID-1304563434,6,2,0
BZID-1304402865,57,44,37
BZID-1304393971,36,32,8
BZID-1304426411,26,13,11
BZID-1304442554,53,42,28
BZID-1304574633,41,36,24
BZID-1304478767,62,55,44
BZID-1304372682,55,53,20
BZID-1304358428,49,42,22
BZID-1304353254,45,41,27
BZID-1304576818,8,8,1
BZID-1304459989,59,45,31
BZID-1304471370,63,61,58
BZID-1304412027,63,60,58
BZID-1304471997,49,39,30
BZID-1304372277,61,59,35
BZID-1304437576,38,20,1
BZID-1304424649,38,34,18
BZID-1304432631,46,27,18
BZID-1304426135,63,62,39
BZID-1304471761,37,26,11
BZID-1304357767,55,51,16
BZID-1304389746,28,24,11
BZID-1304397322,63,62,35
BZID-1304469519,60,57,53
BZID-1304426027,18,12,11
BZID-1304354287,63,63,36
BZID-1304577038,7,5,4
BZID-1304414560,59,55,25
BZID-1304409560,59,42,32
BZID-1304364560,55,50,44
BZID-1304365059,52,45,31
BZID-1304599538,38,38,19
BZID-1304405566,57,51,14
BZID-1304466900,62,60,42
BZID-1304382087,62,60,41
BZID-1304465850,41,32,18
BZID-1304416499,55,50,31
BZID-1304399870,31,27,15
BZID-1304475266,21,16,8
BZID-1304389335,32,30,21
BZID-1304608585,56,50,23
BZID-1304421673,27,20,13
BZID-1304472253,62,58,55
BZID-1304460057,60,50,36
BZID-1304604814,58,57,35
BZID-1304596759,14,11,5
BZID-1304606431,34,31,24
BZID-1304386475,29,30,7
BZID-1304479477,49,42,18
BZID-1304442455,46,27,18
BZID-1304471604,12,9,1
BZID-1304595627,20,14,7
BZID-1304609963,18,14,5
BZID-1304404171,33,23,13
BZID-1304461788,63,62,50
BZID-1304388375,62,62,50
BZID-1304577089,25,24,2
BZID-1304435572,57,49,35
BZID-1304385744,28,20,6
BZID-1304389029,54,49,29
BZID-1304397748,12,7,5
BZID-1304479224,63,52,40
BZID-1304473694,30,25,9
BZID-1304417028,63,61,37
BZID-1304575778,55,49,34
BZID-1304575200,55,55,34
BZID-1304364724,32,28,20
BZID-1304363466,60,60,52
BZID-1304466051,47,35,24
BZID-1304417745,31,24,14
BZID-1304357295,57,51,16
BZID-1304608439,63,63,48
BZID-1304597946,53,52,9
BZID-1304403891,47,36,32
BZID-1304381354,18,8,7
BZID-1304427533,20,19,11
BZID-1304358478,21,16,6
BZID-1304458269,63,58,33
BZID-1304378456,63,63,58
BZID-1304471252,63,63,58
BZID-1304563985,41,35,3
BZID-1304469998,63,62,60
BZID-1304408365,41,27,15
BZID-1304450661,60,54,50
BZID-1304376879,20,19,10
BZID-1304471122,60,44,37
BZID-1304425790,61,58,43
BZID-1304451356,18,14,5
BZID-1304428225,48,39,20
BZID-1304374437,6,4,4
BZID-1304429222,54,48,40
BZID-1304419020,62,61,55
BZID-1304455327,58,55,40
BZID-1304364685,10,8,5
BZID-1304357538,47,39,31
BZID-1304359111,29,23,20
BZID-1304360917,34,27,9
BZID-1304408887,63,63,45
BZID-1304577299,4,4,3
BZID-1304399811,58,53,39
BZID-1304432345,52,46,36
BZID-1304432574,53,36,27
BZID-1304437400,22,16,5
BZID-1304480043,63,62,58
BZID-1304446849,63,57,32
BZID-1304423650,20,10,5
BZID-1304376341,61,61,59
BZID-1304401468,62,56,56
BZID-1304601023,50,46,24
BZID-1304396666,63,63,40
BZID-1304574475,42,35,17
BZID-1304455217,62,52,39
BZID-1304431025,42,41,16
BZID-1304596368,44,43,15
BZID-1304450312,59,47,36
BZID-1304606049,4,3,2
BZID-1304462939,63,63,11
BZID-1304425707,29,27,11
BZID-1304450871,24,23,1
BZID-1304384993,17,15,4
BZID-1304597749,32,30,7
BZID-1304402699,62,61,38
BZID-1304355886,30,26,17
BZID-1304414929,24,21,3
BZID-1304458565,59,50,37
BZID-1304406541,30,23,7
BZID-1304477610,46,40,27
BZID-1304590550,27,24,8
BZID-1304435401,22,16,0
BZID-1304423429,46,34,29
BZID-1304564222,51,50,25
BZID-1304417233,63,56,52
BZID-1304603703,39,34,15
BZID-1304449010,54,39,35
BZID-1304417305,55,48,38
BZID-1304376405,49,36,28
BZID-1304444498,44,29,26
BZID-1304478826,53,36,14
BZID-1304397006,24,19,9
BZID-1304379162,14,12,12
BZID-1304435622,15,14,7
BZID-1304465490,61,58,55
BZID-1304589157,22,15,7
BZID-1304471242,63,62,52
BZID-1304363524,62,60,41
BZID-1304472098,62,51,46
BZID-1304460297,62,39,38
BZID-1304370904,47,37,14
BZID-1304603827,36,28,21
BZID-1304417261,58,57,16
BZID-1304387345,13,6,7
BZID-1304607316,32,30,16
BZID-1304472157,59,54,35
BZID-1304356104,63,63,54
BZID-1304465373,63,63,52
BZID-1304430463,60,60,44
BZID-1304431239,63,52,36
BZID-1304423660,55,43,31
BZID-1304596127,52,52,35
BZID-1304466777,63,62,62
BZID-1304356057,44,42,17
BZID-1304365013,22,19,9
BZID-1304417371,60,60,14
BZID-1304410850,52,37,21
BZID-1304435201,31,21,12
BZID-1304604823,45,41,10
BZID-1304471272,57,55,36
BZID-1304600069,63,63,32
BZID-1304598775,60,60,31
BZID-1304361740,58,54,36
BZID-1304377028,53,43,39
BZID-1304416300,59,58,51
BZID-1304438827,54,47,31
BZID-1304605293,60,59,38
BZID-1304369449,25,24,4
BZID-1304353472,35,33,23
BZID-1304444640,61,58,45
BZID-1304387748,63,63,35
BZID-1304429341,3,2,1
BZID-1304595331,58,45,38
BZID-1304439596,58,55,31
BZID-1304472713,63,63,55
BZID-1304381398,50,37,19
BZID-1304379728,46,39,16
BZID-1304363912,60,57,41
BZID-1304419741,12,11,6
BZID-1304397821,44,35,13
BZID-1304444320,50,33,24
BZID-1304372689,56,50,26
BZID-1304604233,45,42,32
BZID-1304411238,49,47,27
BZID-1304432004,41,25,23
BZID-1304423341,51,44,29
BZID-1304436737,61,54,10
BZID-1304459486,60,49,38
BZID-1304351796,19,14,5
BZID-1304417217,44,35,24
BZID-1304364807,57,56,36
BZID-1304382372,56,52,25
BZID-1304576731,47,43,20
BZID-1304576561,23,15,5
BZID-1304456984,62,57,54
BZID-1304377695,53,52,20
BZID-1304437129,53,27,10
BZID-1304595831,5,5,2
BZID-1304389944,63,61,48
BZID-1304355936,38,38,15
BZID-1304353517,45,39,28
BZID-1304385380,22,17,12
BZID-1304352534,23,18,15
BZID-1304388188,57,55,30
BZID-1304377216,36,35,16
BZID-1304372686,18,12,1
BZID-1304439233,18,18,11
BZID-1304412306,28,18,7
BZID-1304352749,62,60,45
BZID-1304606132,2,1,0
BZID-1304431376,46,32,13
BZID-1304461527,52,41,35
BZID-1304419881,52,43,24
BZID-1304423175,54,52,39
BZID-1304426063,60,57,39
BZID-1304600992,24,22,2
BZID-1304563931,1,1,1
BZID-1304476302,43,40,29
BZID-1304449736,10,8,4
BZID-1304578426,49,45,36
BZID-1304378330,31,29,7
BZID-1304415304,51,43,26
BZID-1304353412,26,22,9
BZID-1304463914,63,62,60
BZID-1304417945,9,8,5
BZID-1304414909,7,5,6
BZID-1304464410,13,9,5
BZID-1304391423,15,12,6
BZID-1304382745,61,57,38
BZID-1304364087,29,25,20
BZID-1304366751,42,26,15
BZID-1304360064,36,33,15
BZID-1304608308,24,20,5
BZID-1304414991,58,33,22
BZID-1304389373,56,56,37
BZID-1304477172,63,50,39
BZID-1304361850,42,36,17
BZID-1304356678,38,33,13
BZID-1304397195,42,39,24
BZID-1304464033,49,44,30
BZID-1304466240,15,8,3
BZID-1304395315,52,35,21
BZID-1304437957,59,57,37
BZID-1304608961,22,20,14
BZID-1304606130,50,49,24
BZID-1304382965,48,45,29
BZID-1304364164,57,46,40
BZID-1304369578,55,51,37
BZID-1304562903,41,38,24
BZID-1304563903,35,33,17
BZID-1304371793,40,34,25
BZID-1304394464,60,55,32
BZID-1304566154,9,7,2
BZID-1304423525,57,53,32
BZID-1304423438,46,27,25
BZID-1304457876,33,26,15
BZID-1304596313,51,34,27
BZID-1304402151,59,55,16
BZID-1304389960,45,34,19
BZID-1304441067,49,33,29
BZID-1304469352,18,9,6
BZID-1304562527,2,2,1
BZID-1304605042,31,26,11
BZID-1304357177,63,62,35
BZID-1304608205,63,60,47
BZID-1304456426,20,18,8
BZID-1304395103,37,36,22
BZID-1304385941,37,35,15
BZID-1304473148,61,59,47
BZID-1304382425,31,22,18
BZID-1304435167,48,37,26
BZID-1304459945,56,35,22
BZID-1304420763,16,14,4
BZID-1304418171,43,39,25
BZID-1304466787,62,59,42
BZID-1304597863,13,8,0
BZID-1304357638,37,31,20
BZID-1304400071,58,58,50
BZID-1304401901,59,54,26
BZID-1304401641,30,28,16
BZID-1304601017,30,26,4
BZID-1304383775,62,60,48
BZID-1304372540,37,36,19
BZID-1304578478,26,19,14
BZID-1304382168,19,16,9
BZID-1304385707,43,33,27
BZID-1304469038,63,62,46
BZID-1304362369,11,11,3
BZID-1304401791,9,7,5
BZID-1304353752,45,43,28
BZID-1304562482,6,5,4
BZID-1304603689,12,8,4
BZID-1304424897,61,57,44
BZID-1304394920,36,23,14
BZID-1304423679,23,13,4
BZID-1304395897,45,32,24
BZID-1304574473,26,23,10
BZID-1304350364,4,4,3
BZID-1304470081,54,32,28
BZID-1304472109,50,46,23
BZID-1304420792,4,2,1
BZID-1304444522,63,63,53
BZID-1304608300,47,46,25
BZID-1304428879,42,35,1
BZID-1304399537,41,40,14
BZID-1304384390,41,27,22
BZID-1304607046,31,29,17
BZID-1304435166,49,46,31
BZID-1304416987,59,52,43
BZID-1304362735,52,50,8
BZID-1304597893,61,60,39
BZID-1304464939,61,60,42
BZID-1304562583,8,8,0
BZID-1304357396,40,34,10
BZID-1304449006,48,43,36
BZID-1304478862,42,25,18
BZID-1304425236,61,60,11
BZID-1304565032,17,16,2
BZID-1304447630,32,22,14
BZID-1304390276,11,7,5
BZID-1304469571,38,30,14
BZID-1304467323,55,47,28
BZID-1304393966,24,16,11
BZID-1304418443,7,3,1
BZID-1304407580,40,28,22
BZID-1304406677,26,19,12
BZID-1304400788,10,6,0
BZID-1304604030,16,15,7
BZID-1304472768,62,60,19
BZID-1304400954,59,52,42
BZID-1304399774,60,48,40
BZID-1304562277,16,12,8
BZID-1304474238,47,38,0
BZID-1304430566,33,29,9
BZID-1304366023,33,30,10
BZID-1304460134,62,59,51
BZID-1304475404,49,23,13
BZID-1304438724,21,15,8
BZID-1304456584,41,36,27
BZID-1304405476,46,42,20
BZID-1304430201,34,25,16
BZID-1304368004,58,54,34
BZID-1304360770,40,37,25
BZID-1304371644,18,11,8
BZID-1304397590,21,12,10
BZID-1304610293,30,30,0
BZID-1304362319,7,4,3
BZID-1304361561,21,15,8
BZID-1304349366,17,14,1
BZID-1304476678,53,50,31
BZID-1304605578,40,38,29
BZID-1304422971,28,15,9
BZID-1304423925,46,43,30
BZID-1304457489,42,38,17
BZID-1304447067,28,19,10
BZID-1304416095,7,7,3
BZID-1304604953,58,53,43
BZID-1304371344,57,41,34
BZID-1304376101,42,30,24
BZID-1304449200,7,3,0
BZID-1304364778,15,15,9
BZID-1304378771,45,39,21
BZID-1304365272,23,14,11
BZID-1304444737,59,53,32
BZID-1304358734,62,62,32
BZID-1304596919,58,43,37
BZID-1304465727,12,11,0
BZID-1304392609,46,39,23
BZID-1304467650,42,39,5
BZID-1304443853,59,56,47
BZID-1304448318,48,32,16
BZID-1304449077,23,21,0
BZID-1304392361,9,8,1
BZID-1304608845,63,62,48
BZID-1304361556,60,54,43
BZID-1304443972,60,60,57
BZID-1304393945,50,48,29
BZID-1304397218,7,5,4
BZID-1304361073,39,31,17
BZID-1304436118,62,59,31
BZID-1304441930,63,59,50
BZID-1304358990,41,30,17
BZID-1304382817,49,43,22
BZID-1304362109,52,49,44
BZID-1304423901,59,49,14
BZID-1304461735,63,59,21
BZID-1304427070,51,42,23
BZID-1304390017,62,59,49
BZID-1304423756,63,58,39
BZID-1304356628,41,32,14
BZID-1304472710,53,31,19
BZID-1304435455,30,26,13
BZID-1304467601,41,28,15
BZID-1304403873,44,35,23
BZID-1304458340,10,7,3
BZID-1304460205,56,52,45
BZID-1304471685,7,6,3
BZID-1304607881,43,24,18
BZID-1304356494,23,21,15
BZID-1304475322,37,33,4
BZID-1304563398,38,35,17
BZID-1304400518,27,18,8
BZID-1304379782,43,43,26
BZID-1304451186,63,57,48
BZID-1304562567,16,12,10
BZID-1304465732,33,29,22
BZID-1304428503,21,18,8
BZID-1304354740,36,24,11
BZID-1304470522,50,45,38
BZID-1304449042,13,12,2
BZID-1304423178,23,19,10
BZID-1304362650,51,50,12
BZID-1304362192,31,29,12
BZID-1304600800,58,56,41
BZID-1304578500,38,37,22
BZID-1304355961,3,2,0
BZID-1304359117,24,15,9
BZID-1304478061,61,60,50
BZID-1304577498,36,34,22
BZID-1304362799,41,39,22
BZID-1304352114,47,47,17
BZID-1304361468,63,62,61
BZID-1304577248,32,26,22
BZID-1304423791,40,35,20
BZID-1304605140,11,9,3
BZID-1304358007,49,42,27
BZID-1304596206,42,27,7
BZID-1304409897,48,43,29
BZID-1304360459,63,63,59
BZID-1304595469,34,34,10
BZID-1304369308,23,10,5
BZID-1304414739,60,54,24
BZID-1304478279,38,30,18
BZID-1304461488,63,61,50
BZID-1304463349,24,17,11
BZID-1304464740,59,52,36
BZID-1304388881,61,60,47
BZID-1304433807,63,62,46
BZID-1304430604,41,35,20
BZID-1304375191,56,49,48
BZID-1304385177,46,45,25
BZID-1304480010,8,7,7
BZID-1304434747,59,58,51
BZID-1304604875,16,16,0
BZID-1304399807,37,37,2
BZID-1304380492,14,11,6
BZID-1304418945,42,29,22
BZID-1304598401,43,33,11
BZID-1304463517,63,55,50
BZID-1304457015,18,15,2
BZID-1304467948,51,37,33
BZID-1304458193,30,26,18
BZID-1304598390,43,35,17
BZID-1304383065,24,25,1
BZID-1304388471,33,30,15
BZID-1304369621,55,51,21
BZID-1304438566,46,39,25
BZID-1304405311,60,60,35
BZID-1304377880,60,44,27
BZID-1304387505,38,33,29
BZID-1304460640,45,41,24
BZID-1304425654,58,54,31
BZID-1304393936,58,57,30
BZID-1304439837,32,26,18
BZID-1304391655,57,55,16
BZID-1304376730,51,37,23
BZID-1304463280,60,56,47
BZID-1304387722,17,17,1
BZID-1304462931,14,11,5
BZID-1304479428,63,55,49
BZID-1304426100,42,27,23
BZID-1304608626,61,57,46
BZID-1304472654,45,41,31
BZID-1304422701,4,3,0
BZID-1304426455,52,47,26
BZID-1304457907,36,30,13
BZID-1304434939,34,31,22
BZID-1304598799,26,26,9
BZID-1304370740,24,23,11
BZID-1304447991,14,8,7
BZID-1304361455,58,54,39
BZID-1304385435,56,53,35
BZID-1304427712,54,30,19
BZID-1304420381,21,20,11
BZID-1304361765,45,41,30
BZID-1304609266,44,43,18
BZID-1304383358,51,47,22
BZID-1304604061,62,58,42
BZID-1304460224,19,17,11
BZID-1304465982,54,49,32
BZID-1304608939,30,29,6
BZID-1304392292,55,42,32
BZID-1304479510,48,45,25
BZID-1304386466,63,63,56
BZID-1304600110,47,44,19
BZID-1304362124,49,47,28
BZID-1304609109,37,34,19
BZID-1304405798,40,29,11
BZID-1304397878,62,57,25
BZID-1304424915,38,25,21
BZID-1304367879,34,32,12
BZID-1304427265,47,43,20
BZID-1304361786,20,13,10
BZID-1304478633,33,29,15
BZID-1304350004,36,35,11
BZID-1304446151,48,37,14
BZID-1304564847,12,11,0
BZID-1304445420,20,16,13
BZID-1304479056,49,39,29
BZID-1304386915,56,41,35
BZID-1304372615,43,41,25
BZID-1304409566,59,58,45
BZID-1304471237,12,11,6
BZID-1304410986,5,2,2
BZID-1304388232,25,22,10
BZID-1304350994,25,21,9
BZID-1304460875,50,34,19
BZID-1304398723,38,33,20
BZID-1304371521,63,63,26
BZID-1304391572,37,33,15
BZID-1304471698,58,46,29
BZID-1304597275,25,18,14
BZID-1304377337,59,59,44
BZID-1304475093,31,23,15
BZID-1304365447,58,39,27
BZID-1304361966,8,5,2
BZID-1304472897,58,57,16
BZID-1304391328,50,47,22
BZID-1304608081,44,38,14
BZID-1304400811,53,49,35
BZID-1304400895,30,25,2
BZID-1304382551,63,62,26
BZID-1304428148,15,11,5
BZID-1304466945,53,44,38
BZID-1304411469,6,4,1
BZID-1304465178,44,24,16
BZID-1304388859,32,29,20
BZID-1304470689,36,32,18
BZID-1304380628,36,28,16
BZID-1304364880,60,58,43
BZID-1304396822,31,25,19
BZID-1304435793,13,13,2
BZID-1304365120,39,30,2
BZID-1304472895,20,18,8
BZID-1304389339,25,21,11
BZID-1304376160,29,28,0
BZID-1304604337,37,34,16
BZID-1304473732,52,52,40
BZID-1304597693,60,56,43
BZID-1304458320,32,28,3
BZID-1304353540,38,32,21
BZID-1304604641,28,23,21
BZID-1304412932,52,44,31
BZID-1304412527,54,49,29
BZID-1304363833,19,11,8
BZID-1304399442,46,42,22
BZID-1304417660,43,34,15
BZID-1304427842,46,44,23
BZID-1304438828,35,29,22
BZID-1304368372,63,50,36
BZID-1304439114,37,27,7
BZID-1304368594,63,62,61
BZID-1304367041,31,30,10
BZID-1304477462,56,46,24
BZID-1304608504,39,32,13
BZID-1304415135,19,14,10
BZID-1304349823,27,22,17
BZID-1304565436,4,4,1
BZID-1304472466,35,18,12
BZID-1304450785,18,7,7
BZID-1304393525,43,43,31
BZID-1304403827,44,43,14
BZID-1304430793,47,41,25
BZID-1304606842,60,59,26
BZID-1304375405,27,24,4
BZID-1304397568,58,56,27
BZID-1304409985,17,11,4
BZID-1304378969,42,42,12
BZID-1304472416,55,46,25
BZID-1304479614,34,23,12
BZID-1304435354,27,4,1
BZID-1304428124,17,15,1
BZID-1304412709,36,26,10
BZID-1304476228,44,35,22
BZID-1304402039,49,44,27
BZID-1304378061,33,25,13
BZID-1304377698,37,37,9
BZID-1304420347,57,45,31
BZID-1304472563,41,32,27
BZID-1304605535,53,50,36
BZID-1304424600,59,52,15
BZID-1304595269,41,38,26
BZID-1304462944,63,63,53
BZID-1304604248,41,28,21
BZID-1304471362,59,41,34
BZID-1304397970,56,45,30
BZID-1304422892,26,23,10
BZID-1304403098,48,42,13
BZID-1304435957,58,53,45
BZID-1304391458,61,55,44
BZID-1304389595,56,54,42
BZID-1304408376,29,24,18
BZID-1304469602,59,59,14
BZID-1304605955,20,18,4
BZID-1304447145,25,20,11
BZID-1304416342,56,39,26
BZID-1304404892,28,26,11
BZID-1304439835,63,57,57
BZID-1304373035,7,6,0
BZID-1304476046,38,19,17
BZID-1304476977,62,59,55
BZID-1304384480,53,45,37
BZID-1304608570,29,23,18
BZID-1304425994,33,19,17
BZID-1304423171,56,53,16
BZID-1304393317,58,55,27
BZID-1304610648,22,21,6
BZID-1304407380,10,8,8
BZID-1304606576,63,59,42
BZID-1304478689,12,12,2
BZID-1304432910,57,45,41
BZID-1304470780,42,36,25
BZID-1304604113,8,6,0
BZID-1304467220,58,46,38
BZID-1304610089,63,58,49
BZID-1304466693,56,38,35
BZID-1304478433,48,33,21
BZID-1304431053,49,41,39
BZID-1304596885,30,25,13
BZID-1304426460,50,48,23
BZID-1304405902,48,44,32
BZID-1304397260,26,23,17
BZID-1304418272,17,12,4
BZID-1304449768,37,9,5
BZID-1304424359,40,39,32
BZID-1304474982,45,44,8
BZID-1304416122,62,51,37
BZID-1304376851,49,36,23
BZID-1304354043,41,36,16
BZID-1304456843,40,38,12
BZID-1304603500,35,29,10
BZID-1304359076,19,16,3
BZID-1304610814,34,30,17
BZID-1304605317,30,20,16
BZID-1304351940,18,8,0
BZID-1304467309,58,52,52
BZID-1304566183,33,33,5
BZID-1304370242,44,44,12
BZID-1304375165,61,55,53
BZID-1304457108,52,49,40
BZID-1304430527,51,45,36
BZID-1304427087,8,5,4
BZID-1304370896,52,30,21
BZID-1304428345,61,57,40
BZID-1304609568,31,25,12
BZID-1304604470,31,27,20
BZID-1304611132,37,32,21
BZID-1304430702,63,36,23
BZID-1304377919,52,44,43
BZID-1304390110,32,31,24
BZID-1304443571,56,43,27
BZID-1304436473,22,16,8
BZID-1304543218,24,17,2
BZID-1304371148,51,43,12
BZID-1304354331,58,47,31
BZID-1304356182,30,21,13
BZID-1304402233,30,30,7
BZID-1304437290,55,46,24
BZID-1304434795,34,22,13
BZID-1304600795,44,42,13
BZID-1304368039,14,11,5
BZID-1304422654,56,44,35
BZID-1304355760,31,26,3
BZID-1304360384,34,28,16
BZID-1304566094,19,18,6
BZID-1304379763,35,28,19
BZID-1304412722,10,6,3
BZID-1304363665,48,36,16
BZID-1304431244,47,41,35
BZID-1304378124,18,14,10
BZID-1304426343,23,22,10
BZID-1304449789,38,37,12
BZID-1304392871,47,45,22
BZID-1304386091,33,26,16
BZID-1304610190,33,24,14
BZID-1304461218,2,2,2
BZID-1304608421,9,8,2
BZID-1304421998,44,33,14
BZID-1304444538,28,25,17
BZID-1304403329,38,36,14
BZID-1304565240,40,38,15
BZID-1304451006,47,42,23
BZID-1304595435,14,12,6
BZID-1304471246,38,17,11
BZID-1304407551,11,9,0
BZID-1304437947,52,36,10
BZID-1304449840,52,38,29
BZID-1304470910,55,41,27
BZID-1304471534,30,19,11
BZID-1304410705,12,6,6
BZID-1304371101,2,2,2
BZID-1304403692,23,21,10
BZID-1304386376,21,17,10
BZID-1304477522,63,61,51
BZID-1304575343,26,24,12
BZID-1304565002,46,43,35
BZID-1304605543,14,11,1
BZID-1304384305,29,15,11
BZID-1304445945,23,17,15
BZID-1304605565,12,11,3
BZID-1304448642,38,37,6
BZID-1304388806,6,3,3
BZID-1304471232,39,35,14
BZID-1304417752,18,10,2
BZID-1304448139,50,47,32
BZID-1304423673,60,52,33
BZID-1304607290,32,25,21
BZID-1304479077,15,9,6
BZID-1304427696,42,42,35
BZID-1304466418,47,44,37
BZID-1304442535,43,29,13
BZID-1304566645,48,46,40
BZID-1304406644,1,0,0
BZID-1304377254,2,1,0
BZID-1304607987,2,0,0
BZID-1304553933,1,0,0
BZID-1304365837,2,1,0
BZID-1304428861,3,3,0
BZID-1304380217,2,2,2
BZID-1304440670,2,1,0
BZID-1304445278,1,1,1
BZID-1304349811,2,0,0
BZID-1304360563,1,0,0
BZID-1304396501,5,1,0
BZID-1304438306,2,1,0
BZID-1304561092,1,0,0
BZID-1304456742,3,2,0
BZID-1304377268,2,1,1
BZID-1304380156,1,1,1
BZID-1304413489,1,1,0
BZID-1304362803,1,0,0
BZID-1304446123,1,1,0
BZID-1304558094,1,0,0
BZID-1304422719,1,1,0
BZID-1304352263,1,0,0
BZID-1304448449,1,1,0
BZID-1304393914,4,0,0
BZID-1304365748,2,0,0
BZID-1304365777,1,1,1
BZID-1304370249,2,0,0
BZID-1304553748,1,1,0
BZID-1304352991,1,1,0
BZID-1304393180,1,1,1
BZID-1304410486,2,1,0
BZID-1304407140,1,0,0
BZID-1304574583,2,2,0
BZID-1304597722,1,0,0
BZID-1304419234,2,0,0
BZID-1304530887,1,0,1
BZID-1304382026,1,1,1
BZID-1304392932,1,1,0
BZID-1304378167,2,0,0
BZID-1304435698,4,2,0
BZID-1304416489,2,2,0
BZID-1304420151,1,0,0
BZID-1304505648,1,0,0
BZID-1304357153,1,1,0
BZID-1304420047,1,0,0
BZID-1304372421,2,0,0
BZID-1304349549,1,0,0
BZID-1304372474,2,0,0
BZID-1304396805,2,0,0
BZID-1304530007,1,1,0
BZID-1304355225,1,1,0
BZID-1304385670,3,1,0
BZID-1304470933,3,0,0
BZID-1304520115,1,1,0
BZID-1304547554,1,0,0
BZID-1304434966,0,1,0
BZID-1304474374,1,0,0
BZID-1304377973,1,0,0
BZID-1304420051,2,0,0
BZID-1304359287,2,1,0
BZID-1304394985,1,1,1
BZID-1304429695,3,0,0
BZID-1304416147,1,0,0
BZID-1304474622,2,0,0
BZID-1304414784,0,1,1
BZID-1304385268,1,0,0
BZID-1304471518,1,0,0
BZID-1304349277,1,0,0
BZID-1304395806,1,1,1
BZID-1304384478,1,0,0
BZID-1304476093,1,1,0
BZID-1304373911,1,0,0
BZID-1304378949,2,0,0
BZID-1304556496,1,1,0
BZID-1304358664,1,1,0
BZID-1304476999,2,2,0
BZID-1304451249,1,1,0
BZID-1304568399,1,0,0
BZID-1304412488,2,0,1
BZID-1304596569,1,0,0
BZID-1304414900,1,0,0
BZID-1304418089,1,0,0
BZID-1304473145,1,0,0
BZID-1304609911,0,1,0
BZID-1304354828,1,0,0
BZID-1304376803,1,0,0
BZID-1304496908,1,0,0
BZID-1304380870,1,0,0
BZID-1304386237,2,0,0
BZID-1304389438,1,0,0
BZID-1304610155,1,0,0
BZID-1304595411,1,0,0
BZID-1304370378,1,0,0
BZID-1304471627,1,0,0
BZID-1304551037,0,1,1
BZID-1304606303,1,0,0
BZID-1304548184,0,1,0
BZID-1304366410,1,1,0
BZID-1304415411,2,0,0
BZID-1304366389,1,0,0
BZID-1304370246,1,0,0
BZID-1304359899,1,0,0
BZID-1304358910,1,1,0
BZID-1304389314,0,1,1
BZID-1304412614,1,0,0
BZID-1304430780,1,0,0
BZID-1304446583,2,0,0
BZID-1304369181,1,0,0
BZID-1304363915,3,0,1
BZID-1304402549,1,0,0
BZID-1304392501,1,0,0
BZID-1304401722,2,0,0
BZID-1304377138,1,0,0
BZID-1304405743,2,0,0
BZID-1304367224,2,1,0
BZID-1304459189,1,0,0
BZID-1304391743,2,0,0
BZID-1304408684,1,0,0
BZID-1304467091,2,0,0
BZID-1304424728,1,0,0
